,regulator-target,adj_importance
0,"('Akt', 'EGFR')",0.935836541273
1,"('EGFR', 'Akt')",0.783466217826
2,"('Akt', 'MEK')",0.706059517096
3,"('IKK', 'Caspase-8')",0.699766062823
4,"('Caspase-8', 'IKK')",0.697725737768
5,"('IKK', 'EGFR')",0.547347597172
6,"('IRS1-Tyr', 'IKK')",0.533416108217
7,"('ERK', 'Caspase-8')",0.506341732262
8,"('EGFR', 'IKK')",0.463916613564
9,"('Akt', 'IKK')",0.46213544214
10,"('Caspase-8', 'FKHR')",0.458527073768
11,"('MEK', 'FKHR')",0.438138242087
12,"('FKHR', 'Caspase-8')",0.437977632787
13,"('IKK', 'Akt')",0.421886164069
14,"('FKHR', 'IKK')",0.420829436933
15,"('IRS1-Ser', 'FKHR')",0.412156762791
16,"('MEK', 'IKK')",0.404874526891
17,"('MEK', 'Caspase-8')",0.37773685737
18,"('Akt', 'Caspase-8')",0.3697572942
19,"('EGFR', 'FKHR')",0.368382757274
20,"('IRS1-Tyr', 'FKHR')",0.368342159599
21,"('IKK', 'IRS1-Ser')",0.367917953667
22,"('IKK', 'MEK')",0.360626303454
23,"('Akt', 'JNK')",0.354260235681
24,"('EGFR', 'IRS1-Tyr')",0.342519973159
25,"('MEK', 'JNK')",0.338932310402
26,"('ERK', 'FKHR')",0.335897257292
27,"('MEK', 'IRS1-Ser')",0.334724575874
28,"('IRS1-Tyr', 'EGFR')",0.334707296925
29,"('EGFR', 'JNK')",0.322031531059
30,"('IRS1-Ser', 'MEK')",0.307568912388
31,"('IRS1-Ser', 'Caspase-8')",0.305501913003
32,"('IRS1-Tyr', 'MEK')",0.305231303795
33,"('IKK', 'IRS1-Tyr')",0.298678258842
34,"('Caspase-8', 'EGFR')",0.294353969714
35,"('IRS1-Ser', 'MK2')",0.284259032221
36,"('EGFR', 'Caspase-8')",0.273555789576
37,"('IKK', 'ERK')",0.270683880641
38,"('EGFR', 'ERK')",0.270399443612
39,"('FKHR', 'ERK')",0.268762446326
40,"('ERK', 'MK2')",0.267588792282
41,"('MK2', 'Caspase-8')",0.261344073752
42,"('MK2', 'ERK')",0.258173923226
43,"('IRS1-Ser', 'JNK')",0.245916217837
44,"('MEK', 'IRS1-Tyr')",0.22263080938
45,"('Caspase-8', 'JNK')",0.219865414511
46,"('IRS1-Ser', 'ERK')",0.21882473149
47,"('IRS1-Tyr', 'JNK')",0.216722372538
48,"('FKHR', 'MEK')",0.215249237068
49,"('MK2', 'IRS1-Tyr')",0.211096447859
50,"('JNK', 'FKHR')",0.207867573963
51,"('Caspase-8', 'IRS1-Tyr')",0.203667110299
52,"('ERK', 'IKK')",0.195558490667
53,"('IRS1-Ser', 'IKK')",0.194213906533
54,"('MK2', 'JNK')",0.193990057867
55,"('Akt', 'FKHR')",0.190063247115
56,"('IRS1-Tyr', 'IRS1-Ser')",0.188833420471
57,"('ERK', 'IRS1-Ser')",0.184560478837
58,"('ERK', 'JNK')",0.182483654438
59,"('IKK', 'FKHR')",0.18235250301
60,"('IKK', 'MK2')",0.180902135534
61,"('Caspase-8', 'IRS1-Ser')",0.177914252413
62,"('IKK', 'JNK')",0.171815946401
63,"('MK2', 'EGFR')",0.170243439365
64,"('JNK', 'ERK')",0.168319873617
65,"('MEK', 'Akt')",0.166493323081
66,"('MK2', 'IRS1-Ser')",0.161197347245
67,"('ERK', 'MEK')",0.160534337479
68,"('EGFR', 'MK2')",0.15969733847
69,"('ERK', 'EGFR')",0.159143970306
70,"('MK2', 'IKK')",0.158720053506
71,"('FKHR', 'JNK')",0.158255592512
72,"('Caspase-8', 'ERK')",0.154312562679
73,"('IRS1-Ser', 'IRS1-Tyr')",0.153567397538
74,"('IRS1-Tyr', 'ERK')",0.15008020024
75,"('Akt', 'ERK')",0.146544643
76,"('EGFR', 'MEK')",0.146357981971
77,"('ERK', 'Akt')",0.137001024032
78,"('MEK', 'EGFR')",0.135404491911
79,"('Caspase-8', 'MK2')",0.131976928125
80,"('IRS1-Ser', 'Akt')",0.131855577603
81,"('FKHR', 'IRS1-Ser')",0.130648756563
82,"('Akt', 'MK2')",0.128339573835
83,"('JNK', 'IRS1-Tyr')",0.125651725431
84,"('IRS1-Ser', 'EGFR')",0.124146585795
85,"('MK2', 'MEK')",0.123274864508
86,"('IRS1-Tyr', 'MK2')",0.12289789899
87,"('MEK', 'ERK')",0.122587429463
88,"('Caspase-8', 'Akt')",0.120327062518
89,"('Akt', 'IRS1-Ser')",0.119855609497
90,"('JNK', 'IKK')",0.115144145905
91,"('ERK', 'IRS1-Tyr')",0.114703627465
92,"('IRS1-Tyr', 'Akt')",0.113131811986
93,"('EGFR', 'IRS1-Ser')",0.112357552409
94,"('JNK', 'Caspase-8')",0.110980838346
95,"('MK2', 'FKHR')",0.110745133563
96,"('JNK', 'MEK')",0.110658195644
97,"('JNK', 'Akt')",0.110053680189
98,"('Akt', 'IRS1-Tyr')",0.108714817962
99,"('Caspase-8', 'MEK')",0.106357944559
100,"('IRS1-Tyr', 'Caspase-8')",0.101721936555
101,"('FKHR', 'EGFR')",0.100764476977
102,"('MEK', 'MK2')",0.0995945910611
103,"('FKHR', 'IRS1-Tyr')",0.0972139997759
104,"('FKHR', 'MK2')",0.0970855855182
105,"('JNK', 'IRS1-Ser')",0.0965924870261
106,"('MK2', 'Akt')",0.0885386720685
107,"('JNK', 'MK2')",0.084861799017
108,"('FKHR', 'Akt')",0.0608913574055
109,"('JNK', 'EGFR')",0.0400963276034
