"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1095973	0.0774491	0.0115071	0.1538560	0.9999926	0.2266716	0.0808783	0.4307640	0.9859729	0.9963413	0.9430619	0.9498841	0.9563813	0.9846436	0.0805138	0.0714926	0.0019801	0.1192538	0.0216802	0.1766872	0.0443231	0.0091183	0.0604112	0.0227734	0.9999377	0.0741078	0.0074189	0.1263502	0.0050593	0.2045328	0.1339474	0.1678380	0.1421821	0.3237457	0.1003657	0.9497743	0.4711338	0.9993203	0.1629933	0.3438944	0.9437274	0.6983024	0.1276204	0.5223085	0.0278657	0.6729500	0.0046710	0.0611750	0.3041510	0.0811249	0.0151107	0.0832146	0.2352921	0.4939447	0.9730793	0.2188493	0.9122509	0.0915172	0.9470072	0.3573384	0.0618066	0.0416284	0.6760051	0.9961829	0.6648102	0.1349843	0.9999999	0.9812878	0.2250180	0.9981267	0.9774577	0.6827353	0.8145306	0.9984262	0.9996024	0.9995744	0.9844839	0.6796125	0.1584271	0.7395980	0.3717076	0.4875417	0.2444008	0.5519416	0.9914517	0.4331126	0.5942494	0.1542529	0.5604266	1.0000000	0.5657205	0.5499475	0.9592455	0.5684220	0.4748717	0.7318034	0.7999680	0.1580205	0.0164343	0.1033696
50	0.1098351	0.0803579	0.0115107	0.1539687	0.9999926	0.2272164	0.0809147	0.4304065	0.9202967	0.8304177	0.9430198	0.9497487	0.9560355	0.7363166	0.0805143	0.0714956	0.0019807	0.1193367	0.3307038	0.1770798	0.0443309	0.0091197	0.0605573	0.0227756	0.9999376	0.0741125	0.0074287	0.1265488	0.0050640	0.2050730	0.1342190	0.5468847	0.1816029	0.4133795	0.1025412	0.9098735	0.5104911	0.7745808	0.1631556	0.2681863	0.9436295	0.4346435	0.1281241	0.5240352	0.0278657	0.6827172	0.0047049	0.1291028	0.3098527	0.3353358	0.0154495	0.0624274	0.2352970	0.4963982	0.7794758	0.1905698	0.9427289	0.0942580	0.9381459	0.3512060	0.0502233	0.0416976	0.6698681	0.8029850	0.5196641	0.1346824	0.9999999	0.9808587	0.1875341	0.9980666	0.9747628	0.6806723	0.6093984	0.9986610	0.7060117	0.9995528	0.9847331	0.6823417	0.1610331	0.7502521	0.3742239	0.5012147	0.2449615	0.6517742	0.8590980	0.4331039	0.5942663	0.0909359	0.4162666	1.0000000	0.5655743	0.5499602	0.9589786	0.5699079	0.6336266	0.7296216	0.8069842	0.1125781	0.0164343	0.1033619
100	0.1168066	0.0984514	0.0116135	0.1569989	0.9999912	0.2401703	0.0818044	0.4207153	0.8595269	0.6666668	0.9414414	0.9462855	0.9462766	0.5408904	0.0805325	0.0715875	0.0019981	0.1215883	0.6295452	0.1870831	0.0445356	0.0091592	0.0635782	0.0229166	0.9999299	0.0742686	0.0076591	0.1312514	0.0052044	0.2169444	0.1408070	0.7649311	0.2281394	0.4782250	0.1193586	0.8587134	0.5724524	0.6198196	0.1673938	0.2092682	0.9412029	0.1954296	0.1345460	0.5448196	0.0278675	0.7301951	0.0056985	0.1891199	0.3583336	0.6208911	0.0196201	0.0414385	0.2354309	0.5254343	0.5677636	0.1937829	0.9728657	0.1173059	0.8689091	0.3118915	0.0433541	0.0426657	0.6178902	0.6623634	0.4124960	0.1344886	0.9999997	0.9770979	0.1557318	0.9973848	0.9438417	0.6667603	0.4245871	0.9990246	0.3925782	0.9992917	0.9738479	0.7021561	0.1798041	0.7531067	0.3935469	0.5759450	0.2564526	0.7561762	0.7427243	0.4307710	0.5932526	0.0450921	0.2347041	1.0000000	0.5643086	0.5500770	0.9561265	0.5821750	0.8117973	0.7112938	0.8291734	0.0669734	0.0164345	0.1038337
150	0.1481323	0.1308498	0.0122321	0.1690908	0.9999813	0.2893256	0.0855216	0.3863115	0.8279901	0.5853356	0.9344890	0.9319506	0.8933980	0.4625636	0.0806397	0.0720685	0.0021032	0.1320087	0.7721158	0.2264231	0.0457052	0.0094009	0.0756815	0.0237025	0.9998812	0.0751389	0.0087281	0.1491942	0.0059432	0.2622960	0.1658421	0.8630633	0.2674577	0.4905207	0.1557287	0.8121770	0.6719720	0.5647929	0.1840046	0.2140709	0.9318203	0.0926826	0.1584653	0.6061435	0.0278809	0.7852326	0.0116766	0.2148581	0.4685090	0.7804873	0.0350005	0.0311367	0.2361114	0.5746351	0.4430356	0.2455462	0.9876986	0.1782972	0.7543499	0.2483218	0.0580620	0.0465388	0.5072351	0.6127812	0.4042343	0.1405726	0.9999976	0.9669230	0.1667197	0.9946542	0.8411668	0.6396837	0.3104231	0.9992832	0.2273934	0.9981883	0.9360733	0.7395411	0.2127634	0.6666200	0.4338605	0.6738234	0.2945459	0.8100225	0.6879676	0.4151891	0.5875552	0.0322340	0.1211219	1.0000000	0.5605005	0.5504239	0.9470362	0.6128481	0.9115733	0.6712919	0.8305409	0.0445855	0.0164362	0.1073355
200	0.2151293	0.1676167	0.0143934	0.1919625	0.9999403	0.3759493	0.0933525	0.3320306	0.8070290	0.5454837	0.9198620	0.9029760	0.7577392	0.4236662	0.0809876	0.0734064	0.0024639	0.1563814	0.8295727	0.2992201	0.0495844	0.0102853	0.1016272	0.0259776	0.9997082	0.0777574	0.0114447	0.1822150	0.0080224	0.3458241	0.2108663	0.9271012	0.3089204	0.4865918	0.2053452	0.7557249	0.7861563	0.5450606	0.2147917	0.2593470	0.9144695	0.0550525	0.2078227	0.6949705	0.0279383	0.8226263	0.0305834	0.2240870	0.6029021	0.8550583	0.0667552	0.0272262	0.2379827	0.6239290	0.3730392	0.3178804	0.9937790	0.2711851	0.6673767	0.1905239	0.1014635	0.0552415	0.3830969	0.5943471	0.4303358	0.1635984	0.9999842	0.9496735	0.2147181	0.9866001	0.6723246	0.6075127	0.2413607	0.9994178	0.1552286	0.9952720	0.8746059	0.7809267	0.2435674	0.5059281	0.4819820	0.7422464	0.3544760	0.8322619	0.6635039	0.3707998	0.5735266	0.0294019	0.0653299	1.0000000	0.5527253	0.5510341	0.9306559	0.6541726	0.9581551	0.6180251	0.7987328	0.0371834	0.0164405	0.1168373
250	0.3078946	0.2014258	0.0195227	0.2212420	0.9998254	0.4750100	0.1046964	0.2753519	0.7870236	0.5158157	0.8990090	0.8633903	0.5662043	0.3889274	0.0817643	0.0759655	0.0033121	0.1946574	0.8520723	0.3879433	0.0583096	0.0124785	0.1395933	0.0304909	0.9992866	0.0831550	0.0162176	0.2234440	0.0120443	0.4448835	0.2653084	0.9648046	0.3528058	0.4811667	0.2611343	0.6845196	0.8740800	0.5335806	0.2533358	0.3179438	0.8926272	0.0393491	0.2769728	0.7804321	0.0281065	0.8431059	0.0655629	0.2272270	0.7167750	0.8877316	0.1118750	0.0266472	0.2415226	0.6636964	0.3292393	0.3876773	0.9960056	0.3715925	0.6238407	0.1518333	0.1683518	0.0688950	0.2833671	0.5820469	0.4564814	0.2116037	0.9999299	0.9276922	0.2792793	0.9685815	0.4962639	0.5782470	0.2011700	0.9994734	0.1263516	0.9898399	0.8089228	0.8161048	0.2664261	0.3525259	0.5235482	0.7759894	0.4183494	0.8372198	0.6509544	0.2997018	0.5525789	0.0271588	0.0443231	1.0000000	0.5400525	0.5517861	0.9098959	0.6910137	0.9781936	0.5626396	0.7487018	0.0397656	0.0164465	0.1317595
300	0.4054995	0.2304734	0.0284666	0.2512430	0.9995911	0.5631105	0.1177538	0.2278926	0.7663697	0.4833272	0.8753710	0.8206824	0.3894242	0.3519224	0.0830740	0.0797395	0.0048014	0.2408645	0.8622149	0.4726988	0.0727561	0.0164517	0.1827508	0.0373961	0.9985176	0.0916200	0.0227013	0.2646527	0.0180216	0.5345195	0.3178602	0.9832007	0.3945284	0.4772732	0.3186555	0.6067174	0.9276732	0.5214182	0.2919594	0.3707984	0.8705041	0.0304199	0.3519886	0.8466911	0.0284630	0.8546221	0.1074984	0.2284605	0.7968367	0.9020873	0.1631291	0.0282755	0.2466598	0.6936683	0.2977855	0.4464824	0.9966985	0.4631824	0.6023594	0.1300319	0.2419487	0.0857897	0.2154397	0.5694199	0.4749211	0.2807873	0.9997852	0.9043386	0.3436514	0.9392980	0.3534720	0.5547558	0.1774084	0.9994909	0.1153646	0.9820232	0.7515768	0.8421684	0.2832252	0.2467245	0.5534542	0.7886907	0.4737298	0.8292761	0.6427878	0.2258714	0.5315940	0.0242377	0.0414426	1.0000000	0.5224541	0.5525604	0.8886999	0.7175301	0.9864451	0.5130797	0.6988309	0.0506964	0.0164527	0.1485404
350	0.4929120	0.2557411	0.0411519	0.2785149	0.9992085	0.6321790	0.1309940	0.1924062	0.7459724	0.4463218	0.8519242	0.7802464	0.2613636	0.3153814	0.0849049	0.0844505	0.0069513	0.2884362	0.8686910	0.5438862	0.0923115	0.0223000	0.2256662	0.0462979	0.9973683	0.1026979	0.0302731	0.3014338	0.0255206	0.6056179	0.3631070	0.9915283	0.4309640	0.4747892	0.3750479	0.5323357	0.9569670	0.5064985	0.3263636	0.4111463	0.8504709	0.0242443	0.4218944	0.8931034	0.0290637	0.8627915	0.1454624	0.2293064	0.8491452	0.9088504	0.2147199	0.0318322	0.2529705	0.7166008	0.2730617	0.4944250	0.9968139	0.5418488	0.5843211	0.1189674	0.3087792	0.1039215	0.1725093	0.5558757	0.4867612	0.3590015	0.9994939	0.8819437	0.4004462	0.9028071	0.2510348	0.5364245	0.1623900	0.9994952	0.1113174	0.9725148	0.7047615	0.8601826	0.2961234	0.1820252	0.5736026	0.7918821	0.5178261	0.8095676	0.6365310	0.1678948	0.5160867	0.0213550	0.0468468	1.0000000	0.5006493	0.5533460	0.8693814	0.7353105	0.9897572	0.4716142	0.6581752	0.0678544	0.0164578	0.1639462
400	0.5650219	0.2785029	0.0571421	0.3020769	0.9986629	0.6841096	0.1437335	0.1670704	0.7265237	0.4070009	0.8302408	0.7440682	0.1784807	0.2818034	0.0871990	0.0898127	0.0097230	0.3336002	0.8744947	0.6005604	0.1159739	0.0299650	0.2663190	0.0566507	0.9958477	0.1157429	0.0385294	0.3330017	0.0340852	0.6600696	0.4005583	0.9953277	0.4616132	0.4731990	0.4285159	0.4667591	0.9725517	0.4888600	0.3555787	0.4398646	0.8330569	0.0197104	0.4822709	0.9243911	0.0299424	0.8699851	0.1749465	0.2303285	0.8831320	0.9125196	0.2634502	0.0373067	0.2600761	0.7349779	0.2526458	0.5339413	0.9967216	0.6084648	0.5626696	0.1139476	0.3641059	0.1220519	0.1461219	0.5418176	0.4942739	0.4354275	0.9989995	0.8614248	0.4480276	0.8648034	0.1812385	0.5219102	0.1520694	0.9994972	0.1098594	0.9620028	0.6663786	0.8721995	0.3063310	0.1424404	0.5875425	0.7916526	0.5526304	0.7810749	0.6314467	0.1286388	0.5071804	0.0189827	0.0549611	1.0000000	0.4754917	0.5541939	0.8524729	0.7470117	0.9910630	0.4372356	0.6275800	0.0879910	0.0164616	0.1765995
