Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1246211	1.0140342	0.0335679	0.5611319	1.0479280	0.5338851	0.0518923	0.9700831	0.0463385	0.9734399	0.5107051	0.0643296	0.5666266	1.0026006	0.1328800	0.0448560	0.0493425	1.0208418	0.1384225	0.7329034	0.2846281	0.0381403	0.0441668	0.3163767	0.9719715	0.6569948	0.7261843	0.9943806	0.9321574	0.2882276	1.0150062	0.8238209	0.9922958	0.9518781	0.8845093	0.7526038	1.0152408	0.9208919	1.0152243	0.7818521	0.3028994	0.8736197	0.5726086	0.5357038	0.7187062	0.9692389	0.1971561	0.8428298	0.8051173	0.3696838	1.0134533	0.3172132	0.2962190	0.2192470	0.4757775	0.3094636	0.8849812	0.9668605	0.8140628	0.9336708	0.6302178	1.0074563	0.1445698	0.3380263	0.1078005	0.6525693	0.1688814	0.7106257	0.9405365	0.0019649	0.6946496	0.0725009	0.9245363	0.9773541	0.2707735	0.3829440	0.1110709	0.4819478	0.8297126	0.9694984	0.6291680	0.0042091	1.0902811	0.4238301	0.1042473	0.0704137	0.4617263	0.7415536	0.4634559	0.1342203	0.4028815	0.3674896	0.0028427	0.0985924	0.6338905	0.0377430	0.1637234	0.9211200	0.9790572	0.1665223
50	0.1803190	1.0510830	0.0193661	0.6461271	0.9532455	0.8582564	0.0482822	0.9954805	0.0252310	1.0313848	0.9039963	0.0754005	0.7972846	0.9980374	0.1601308	0.0312898	0.0818162	0.9073677	0.0418253	0.8435194	0.2948546	0.0711651	0.0479747	0.1327299	0.9456127	0.8300884	0.7352779	1.0342078	0.9722838	0.1313145	0.9477570	0.8411795	0.9664163	0.9165402	0.8974036	0.8927981	0.9652884	1.0233532	0.9844811	0.7977455	0.3012037	0.9362489	0.5820042	0.4903709	0.7391117	0.8713508	0.2110110	0.9422840	0.7769094	0.0820379	1.0013428	0.4540807	0.2892935	0.3407668	0.6014828	0.3100122	0.7676327	0.8874637	0.7796811	1.0376768	0.6170834	0.4997840	0.3125617	0.3990102	0.4849856	0.5913646	0.1126608	0.7731719	1.0104641	0.0046863	0.8515519	0.1432333	0.9030350	0.9641232	0.2023723	0.5204868	0.1234829	0.6077117	0.8847880	0.9898716	0.6860458	0.0130877	1.1729396	0.4668718	0.1234840	0.7223703	0.8056146	0.8231506	0.3446909	0.1633467	0.1419939	0.0879226	0.0005919	0.0862238	0.7578914	0.6720675	0.1185273	0.8849954	0.9245228	0.2229718
100	0.1700050	0.9703837	0.0174316	0.6307725	0.9887920	0.9664847	0.0443999	1.0219473	0.0152887	0.9676089	0.9786624	0.0806844	0.8383844	1.0171695	0.0892954	0.0228255	0.0639786	0.9710534	0.0229954	0.8193814	0.3389430	0.0515236	0.0461226	0.0689726	0.8747319	0.8222794	0.7043953	1.0297851	0.9593810	0.1013211	1.0337095	0.8566673	1.0364050	0.8679020	0.8222038	0.8998885	0.9541695	0.9648076	1.0127934	0.6534000	0.3261540	0.9848082	0.6214293	0.4741393	0.7871260	0.9014686	0.1804076	0.9596581	0.8489420	0.0260531	0.9668440	0.5354625	0.2546044	0.3533284	0.6672501	0.2480836	0.7799509	0.8889085	0.7796579	0.9052810	0.6449650	0.4122038	0.4637613	0.4664031	0.6270398	0.6688347	0.1243856	0.7698220	1.0049709	0.0060122	0.9783742	0.2809692	0.9444695	1.0333776	0.1819615	0.5196134	0.1183150	0.6414273	0.9782115	0.9275415	0.7857605	0.0180836	1.1244383	0.4053851	0.1112540	0.7762604	0.8035023	0.7806195	0.3300756	0.1761757	0.0689353	0.0277764	0.0004645	0.0861401	0.6339389	0.7705034	0.0763012	0.9113987	1.0243404	0.1540353
150	0.1750074	1.0682831	0.0178365	0.5239102	0.9479052	0.9688882	0.0429656	0.9910191	0.0075907	0.9254515	0.9861420	0.0542576	0.9018796	0.9146584	0.0954573	0.0332295	0.0520349	0.9921893	0.0296942	0.7387331	0.3504602	0.0543258	0.0499345	0.0326758	0.9301164	0.8526830	0.7246547	1.0799218	0.9414632	0.1075897	0.9892634	0.7976803	1.0362218	0.8445363	0.9082306	0.7978673	1.0521997	1.0555735	0.9751516	0.6276645	0.3451693	0.9537471	0.6179170	0.4636401	0.7674906	0.9413633	0.2191164	0.9541377	0.8077219	0.0159943	1.0260475	0.5399868	0.2676191	0.2903667	0.6693046	0.2452929	0.8656478	0.8634777	0.7642432	0.9656244	0.6242363	0.4120154	0.6891560	0.5103614	0.6271351	0.7243277	0.1283668	0.8636766	1.0118969	0.0176042	0.9229419	0.4415904	0.9645279	0.9875751	0.1739405	0.5314034	0.1603511	0.5549961	0.9957391	0.9546489	0.8090714	0.0078557	1.1144187	0.3696429	0.1141922	0.7659814	0.9069386	0.7872729	0.3389581	0.1561991	0.0279110	0.0111887	0.0022682	0.1275290	0.7058048	0.8589772	0.0528652	0.8594047	0.9276065	0.1471473
200	0.1751472	1.0067642	0.0063389	0.5406794	0.9764544	1.0045716	0.0224663	1.0575717	0.0000296	1.0451533	0.9297731	0.0550706	1.0297687	0.9725883	0.0778467	0.0167309	0.0497260	0.9599962	0.0254740	0.8074128	0.3289023	0.0556278	0.0458499	0.0391703	0.8811389	0.8731807	0.6715012	1.0236403	0.8711761	0.1251103	0.9893603	0.7935038	1.0825997	0.8328014	0.9568265	0.7322010	1.0932817	0.9788958	0.9812266	0.6495424	0.3317716	0.9654993	0.6755569	0.3941881	0.7884968	0.9236391	0.1831672	0.9620253	0.8384305	0.0240246	1.0421692	0.4380219	0.3208687	0.3357446	0.7326005	0.2312082	0.7562970	0.8552989	0.7600667	1.0142173	0.5967307	0.4699039	0.7337997	0.6125324	0.7216201	0.6730031	0.1038237	0.7825459	0.9712964	0.0374558	0.9144556	0.7842423	0.9747469	1.0173905	0.2215360	0.4967165	0.1372898	0.6223842	1.0555180	1.1093463	0.7681562	0.0026912	1.0756816	0.4399052	0.1191300	0.8911543	0.8875198	0.8419182	0.3121688	0.1515998	0.0124720	0.0167156	0.0011317	0.2135295	0.6971436	0.9222141	0.0484696	0.8629520	1.0404101	0.1455916
250	0.1759810	1.1080558	0.0230068	0.6155267	1.0075442	1.0388812	0.0477378	1.0554997	0.0046887	0.9631907	0.9391945	0.0617976	0.9249943	1.0314636	0.1171279	0.0320407	0.0542474	0.9806970	0.0125483	0.8436235	0.2954821	0.0409742	0.0698626	0.0329396	0.9486267	0.8674178	0.7012531	0.9494477	0.8797545	0.1000940	1.0474847	0.8242099	0.9959041	0.9219938	0.9536879	0.8049144	1.0027191	1.0305720	1.0362236	0.7472291	0.3501090	0.9474904	0.6694905	0.4610186	0.7882246	0.9879134	0.1942512	0.9867668	0.8224216	0.0106872	0.9950741	0.4592856	0.3110127	0.3543813	0.6831743	0.2649200	0.7943032	0.9103600	0.7618202	1.0535052	0.6941074	0.4056042	0.7368710	0.7143880	0.7441603	0.6544300	0.0828025	0.7681032	0.9322928	0.0136263	0.9833981	0.7824434	0.9173719	0.9720416	0.2889479	0.5553220	0.1365611	0.7264657	0.9571064	1.0735061	0.7855643	0.0024252	1.0592608	0.4935336	0.0795916	0.8564014	0.8778292	0.7551823	0.2903855	0.1544654	0.0223948	0.0112202	0.0011908	0.2223848	0.7215748	0.9250711	0.0532923	0.9409388	1.0720619	0.1566712
300	0.2175411	0.9764312	0.0243013	0.5807380	0.9968764	1.0498678	0.0324300	1.1389535	0.0034685	1.0401906	1.0242341	0.0720640	0.8477395	0.9892555	0.1139086	0.0183740	0.0507507	1.0507347	0.0169969	0.7619220	0.3469187	0.0537832	0.0540583	0.0452691	0.9051215	0.9674389	0.7089050	0.9875043	0.9555870	0.1339806	0.9792780	0.7863833	0.9971979	0.8950103	0.9306999	0.7642833	0.9368899	0.9722636	1.1349731	0.6625284	0.3888658	0.9076515	0.5951088	0.4495959	0.7413736	0.9734440	0.1996137	0.9676785	0.8676226	0.0113617	1.0412172	0.4242273	0.3105666	0.3965264	0.6605983	0.2952349	0.8474925	0.9468363	0.7792831	1.0735279	0.6236884	0.4638562	0.6625953	0.7285830	0.7242172	0.5910502	0.0685856	0.7945372	0.9434041	0.0261792	1.0430645	0.8976460	1.0158214	1.0936073	0.3134475	0.5760191	0.1097253	0.7591909	1.0011976	1.0079102	0.8779978	0.0036668	1.0516301	0.3957195	0.0908789	0.8364207	0.8801796	0.7187395	0.2606439	0.1718967	0.0121731	0.0098303	0.0006944	0.2373038	0.6245703	0.9096835	0.0372242	0.9583111	0.8979621	0.1563957
350	0.1609859	0.9533460	0.0145484	0.5784841	0.9282221	1.0071027	0.0203864	0.9831915	0.0084207	0.9986718	1.0513058	0.0759478	0.9407101	1.0198525	0.1276991	0.0268949	0.0575980	1.0296268	0.0250005	0.7172541	0.3539235	0.0455166	0.0491512	0.0580127	0.9182630	0.9199496	0.7398661	1.0063375	0.9085255	0.1140464	0.9934504	0.8288782	0.9833599	0.9631409	0.9236464	0.9522064	0.9371426	0.9831846	1.0749972	0.6624072	0.3683579	0.8906998	0.6871575	0.4649319	0.7484203	0.9582346	0.2012904	0.9647314	0.7858904	0.0063205	1.0082981	0.4368066	0.2891007	0.3231980	0.6735037	0.3744620	0.8107371	0.9164712	0.7663267	0.9633509	0.6589921	0.3467054	0.6286541	0.6765662	0.7693479	0.5910907	0.1086377	0.7286325	0.9949698	0.0297338	0.9420019	0.8351004	0.9491601	0.9979441	0.2700164	0.5097120	0.1642252	0.8334889	0.9859344	1.0412831	0.9418079	0.0097054	1.0067629	0.4498764	0.0978537	0.8649168	0.8163936	0.8552488	0.2557341	0.1523700	0.0161200	0.0156604	0.0008440	0.3008233	0.6549046	0.8668589	0.0556880	0.9598704	0.9423578	0.1751754
400	0.1461062	0.9316855	0.0250449	0.5595872	0.8918777	0.9845159	0.0379561	1.0450765	0.0054450	1.0092913	1.0661868	0.0728554	0.9344816	0.9582680	0.1398493	0.0311509	0.0484163	1.0122378	0.0179403	0.7137391	0.3399510	0.0452729	0.0416190	0.0459599	1.0441884	0.8628341	0.6892375	1.0979014	0.9961906	0.1055555	1.0843824	0.8745301	0.9758558	0.9747952	0.9018702	0.9049081	1.0474737	0.9969026	1.0265865	0.6864465	0.2911917	0.8268356	0.7296146	0.4998918	0.7787153	0.9975202	0.2162501	0.9693065	0.8778058	0.0186570	0.9721168	0.4034737	0.2509863	0.4003584	0.7029432	0.2912433	0.8163027	0.8400354	0.7854665	0.9809884	0.6381946	0.3922480	0.6599973	0.7222611	0.6916374	0.5403461	0.1279297	0.7797569	0.9999606	0.0429402	0.9313724	0.9321227	0.9378782	1.0134296	0.3149392	0.4683342	0.1624193	0.7497398	1.0278278	1.0150603	0.9330406	0.0136905	1.1271525	0.3381204	0.0862112	0.9582037	0.8485802	0.9128942	0.2437584	0.1230073	0.0185257	0.0103409	0.0028963	0.2819298	0.5757587	0.8949343	0.0707801	0.9541290	0.9473740	0.1660841
