"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.0703936	0.0587102	0.1938389	0.2096283	0.0278404	0.0685269	0.1583842	0.4575460	0.0304067	0.3707785	0.2054640	1.0506232	0.2569293	0.0691140	1.0100100	0.3871775	0.0058537	0.5261732	0.0864299	0.0944877	0.7874520	0.9026577	1.0428160	0.5746840	1.0071264	0.9664141	0.8215498	1.0523885	0.6819545	0.1917040	0.6269874	0.0327214	0.6791790	0.9188718	0.1279875	0.8061224	0.8595167	0.6594046	1.0014129	0.0239731	0.4886845	0.6442833	1.0234152	0.9987083	0.6825986	0.9803089	0.4683231	0.5309152	0.5062976	0.5708578	0.0879793	0.6339094	0.9189464	0.8796430	0.6026923	0.1909349	0.6118417	0.4401834	0.9204347	0.7570408	0.0333398	1.0616975	0.2584522	0.9743881	0.8778209	0.6309712	0.2961523	0.2175118	0.0588896	0.0418617	0.5601723	0.1019601	0.0918286	0.0984315	0.6396681	1.0215637	0.7826300	0.3425219	0.0922255	0.1978018	0.5751985	0.8197960	0.0626381	0.9357400	0.4243603	0.0121290	0.3672140	0.3639209	0.7500138	0.4917318	0.7288615	0.9483839	0.5736335	0.6435790	0.9519501	1.0496711	0.7596890	0.8626553	0.1198448	1.0224122
50	0.2253413	0.0673227	0.8271601	0.2043834	0.0179390	0.1443939	0.4423691	0.5317262	0.5283702	0.4238389	0.2048477	1.0643609	0.1903313	0.0937274	0.9807568	0.3220047	0.1133878	0.7511897	0.1243574	0.0105404	0.6868592	0.9334365	1.0251840	0.4594886	1.0509486	1.0301969	0.8143937	0.9130067	0.6841948	0.2156561	0.5921591	0.0157962	0.7557640	0.9371489	0.1282789	0.7549405	1.0391177	0.6742449	0.9730518	0.0061879	0.3969359	0.7107594	1.0273805	0.9879425	0.5816358	1.0270769	0.6488929	0.4619440	0.6014304	0.5339422	0.0978745	0.6499818	0.9321367	0.8870534	0.5624087	0.0415096	0.6937939	0.2262664	0.8746326	0.8279251	0.0098015	1.0694400	0.2365220	0.9850252	0.7324926	0.5816314	0.3443682	0.2778194	0.7375785	0.0452913	0.7043404	0.3072059	0.1247778	0.2683171	0.7133961	0.9718771	0.7361399	0.4277404	0.1687185	0.1815221	0.5122957	0.8139064	0.0833769	0.4018867	0.8652625	0.0109555	0.3379698	0.5648555	0.7898164	0.4405605	0.7108880	1.0489009	0.5288508	0.6139790	1.0235498	0.9823707	0.8529413	0.8181635	0.1501695	1.0756634
100	0.2283760	0.1584784	0.8851547	0.1892209	0.0145090	0.2050912	0.6411740	0.4735103	0.7014826	0.4352257	0.3379494	0.9885792	0.2213886	0.1921773	0.9481354	0.4974206	0.2681706	0.7654411	0.1277738	0.0336079	0.6908197	0.9503613	1.0537211	0.5558266	1.0196103	1.0008100	0.8531924	0.9879016	0.6477608	0.1724418	0.7338441	0.0212769	0.8585402	1.0145032	0.1123090	0.6961065	0.9507764	0.7011256	1.0412900	0.0011262	0.4091935	0.7434466	1.0169377	0.9266668	0.6789759	0.9734302	0.7939372	0.5489269	0.6158998	0.5422026	0.0882833	0.6332900	0.9986279	0.9360772	0.5994185	0.0186544	0.6910438	0.1136607	0.8166213	0.7547818	0.0028743	1.1169525	0.2482069	1.0239637	0.8391918	0.6345728	0.3539438	0.3338144	0.9599854	0.0518969	0.8225545	0.4257625	0.2215213	0.5110506	0.7736944	0.9298622	0.8094582	0.4928300	0.3263915	0.1649373	0.6133220	0.8251592	0.1040860	0.3163191	1.0077546	0.0160153	0.3863380	0.4678654	0.8727148	0.4026134	0.6875599	1.0379492	0.5300206	0.6768515	0.9895116	0.9776805	0.9705049	0.8168277	0.1665930	1.0884236
150	0.2337352	0.2921091	0.8917642	0.1765652	0.0206379	0.2768906	0.6861241	0.5172531	0.7989229	0.4804539	0.6300905	1.0638404	0.2845611	0.2798244	0.9362804	0.5506022	0.3939931	0.7941263	0.1092383	0.0181634	0.7786520	0.9145593	1.0918353	0.4962193	1.0294389	1.0319885	0.8895548	1.0771526	0.6942533	0.1694573	0.6933842	0.0215263	0.9281550	0.9423552	0.1177014	0.7194980	0.9793175	0.6344755	0.9948879	0.0011596	0.3389426	0.6574082	0.9673598	0.9812656	0.7422213	0.9513731	0.8684203	0.5070490	0.7269498	0.5892506	0.1156584	0.6539698	1.0074005	0.9132949	0.5894675	0.0116412	0.7790852	0.0813988	0.7940982	0.7701072	0.0003791	1.0221611	0.2204452	1.0090853	0.7341024	0.6603785	0.3199219	0.3331975	0.8561061	0.0379463	0.9127470	0.4132585	0.1770368	0.6518593	0.6954019	0.9536799	0.7402578	0.4874664	0.3013233	0.1503355	0.6171481	0.8061665	0.1163399	0.3152360	0.9506373	0.0211237	0.3446315	0.5418507	0.7499887	0.5136687	0.5958540	0.9255232	0.5199853	0.6382624	1.0819054	1.0340681	1.0624553	0.8592219	0.1299756	0.9413781
200	0.2255798	0.3707068	0.9066728	0.2360457	0.0293628	0.2938253	0.7477401	0.4986667	0.9436660	0.5182732	0.8297781	0.9491990	0.3297192	0.4130992	0.9461408	0.5468727	0.4348290	0.9108173	0.1315163	0.0212499	0.7669821	0.9993136	1.0341152	0.4588601	1.0519441	0.9911515	0.8297058	0.9812626	0.7213372	0.1979182	0.6650497	0.0170707	0.8884095	0.8822003	0.0959906	0.8123189	0.9736687	0.6511025	0.9600501	0.0003305	0.3865974	0.6903074	0.9403806	0.9941159	0.7879618	0.9747085	0.9082188	0.4920717	0.6020944	0.5157542	0.1000105	0.6622476	1.0502409	0.9331020	0.6539142	0.0047584	0.7237750	0.0924527	0.8964259	0.8568636	0.0000138	1.0672381	0.1989098	0.9607623	0.7886898	0.5499284	0.3419530	0.4070608	0.9432754	0.0367630	0.8928158	0.4305429	0.2425707	0.7082607	0.7030435	1.0175297	0.7454960	0.4866688	0.3399133	0.1960766	0.6702073	0.8450169	0.1146320	0.2835551	1.0198603	0.0323817	0.2999143	0.5138485	0.7848363	0.4195502	0.6813064	0.8529472	0.4507220	0.6014371	0.9676028	0.9955373	0.9519328	0.7998411	0.1469376	0.9765788
250	0.2492940	0.4877753	0.8862805	0.2204123	0.0537126	0.3879690	0.8536639	0.5227552	0.9370047	0.5611572	0.9219139	0.9838105	0.4634203	0.4173998	0.8917285	0.5638110	0.4449206	0.8854888	0.1003402	0.0309129	0.7298008	0.9273682	0.9691524	0.4887699	1.0044617	1.0033416	0.8863490	1.0340689	0.7975696	0.1864466	0.6939892	0.0199443	0.9004272	1.0403859	0.1353471	0.7206986	0.9502835	0.6243225	0.9229221	0.0006510	0.3746946	0.7631263	0.8797914	0.9676553	0.7221916	0.9938639	0.8444045	0.5455982	0.5938821	0.5644025	0.0618197	0.6268463	1.0618526	1.0039318	0.6127621	0.0085005	0.7121299	0.0838177	0.9089195	0.8258584	0.0000473	1.0829772	0.2056672	0.9239014	0.7431010	0.5562589	0.3178182	0.3616293	0.9578421	0.0284209	0.9464847	0.4185993	0.1983522	0.7690950	0.6415828	1.0194893	0.7574693	0.6112320	0.3155860	0.1767642	0.6919235	0.7951922	0.1292241	0.3281493	0.9987038	0.0385569	0.3176430	0.5149055	0.8214653	0.3963058	0.6615828	0.9548277	0.4419572	0.6984094	0.9302847	0.9525982	0.9937223	0.7607080	0.1438951	0.9620147
300	0.2415787	0.4877261	0.8361948	0.2798858	0.1143742	0.4911560	0.8374111	0.5617780	0.9125107	0.7223198	0.9555323	0.9727298	0.5536473	0.3968701	0.9098086	0.5069336	0.4267867	0.8661905	0.0981552	0.0316370	0.7377028	0.8762019	1.0209305	0.5165331	0.9497802	1.0340331	0.8871354	1.0373701	0.7213598	0.1776605	0.6714013	0.0212181	0.9363095	1.0250778	0.1468424	0.7873247	1.0389548	0.6867885	0.9787308	0.0000774	0.4453704	0.6545970	1.0029875	1.0153619	0.6095844	0.9685655	0.8579191	0.5491546	0.5340538	0.6098471	0.1113656	0.5654569	0.9754090	0.8685128	0.6583848	0.0245220	0.6761758	0.0993974	0.8966324	0.7403235	0.0000027	0.9802316	0.2319492	0.8954271	0.7492207	0.6272409	0.2948862	0.3378742	0.9767861	0.0372311	0.9440551	0.4261428	0.1910798	0.7757348	0.6876565	1.1101136	0.7231249	0.5733950	0.4067876	0.2075034	0.6826106	0.8137416	0.1418947	0.2866581	1.0518203	0.0383915	0.3218894	0.5345756	0.7308771	0.3202210	0.6490269	0.9260133	0.5669136	0.6943305	1.0720860	0.9111882	0.8950929	0.8071438	0.1227179	0.9420177
350	0.2227114	0.4260631	0.8653493	0.2710176	0.1840332	0.5258782	0.8519102	0.7261233	0.8185499	0.7994716	0.9128023	0.9928729	0.5977058	0.3782069	0.9590597	0.4841389	0.3929215	0.7591123	0.0949109	0.0465767	0.6920091	0.9311313	1.0563811	0.4890816	1.0044655	1.1199892	0.8822755	1.0294884	0.7260042	0.2243511	0.6608691	0.0066154	0.9103282	0.9784677	0.1364998	0.6458501	1.0251338	0.6774794	0.9846646	0.0017347	0.4652351	0.6292091	0.9318272	0.9593957	0.6228386	1.0270829	0.8781528	0.5284421	0.5614100	0.5995430	0.1005752	0.6120294	0.9877357	0.8738288	0.5033451	0.0229974	0.6908599	0.0934620	0.8163776	0.7996382	0.0000092	1.0308181	0.2694358	0.9045296	0.6515320	0.7144373	0.3061431	0.3147163	0.9166803	0.0505330	0.9327060	0.4356452	0.1970132	0.7827917	0.6992845	1.0188073	0.7380259	0.5663078	0.3699118	0.2022894	0.7929412	0.7922000	0.1251041	0.3078906	1.0917732	0.0449487	0.3484831	0.6401006	0.7033909	0.4032582	0.7111346	0.9066235	0.6066918	0.6150243	0.9780988	0.9207149	0.8163991	0.7603306	0.1708333	0.9739123
400	0.2500382	0.4313146	0.8251602	0.2850731	0.1245328	0.4658512	0.8007562	0.5932529	0.8754973	0.8222015	0.8776591	0.9478314	0.5671393	0.3840722	0.9893757	0.5603846	0.3890496	0.8727834	0.1170127	0.0504189	0.7824814	0.9924418	1.0203949	0.5197453	1.0187672	1.0541681	0.8607921	0.9507806	0.7336622	0.2628813	0.6497753	0.0175899	0.8419543	0.9982635	0.1459897	0.6982056	1.0313724	0.6732858	1.0193245	0.0008282	0.5305216	0.6901299	0.9907132	1.0259907	0.6868232	1.0185959	0.8750546	0.5775054	0.4956453	0.5332710	0.1116186	0.5730108	1.0192131	0.9027047	0.5451409	0.0098527	0.6740532	0.1025037	0.8643886	0.7396552	0.0002781	1.0361538	0.2395366	0.9129243	0.7900335	0.7166403	0.3690078	0.3713119	0.9626979	0.0399479	0.8937806	0.4178707	0.2329680	0.7428871	0.6795813	1.0933890	0.6849207	0.5462012	0.3825020	0.1439454	0.7498768	0.7188337	0.1228338	0.2710513	1.0544069	0.0137930	0.3629353	0.5657006	0.7809901	0.3910799	0.6826323	1.0219761	0.5652549	0.6378533	0.9409490	0.9458041	0.7971528	0.8143250	0.1567743	1.0053732
