"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1661410	1.0000000	0.0190032	0.5840565	1.0000000	0.5595207	0.0494652	0.9999951	0.0482046	0.9986345	0.5211855	0.0576776	0.5252271	0.9997744	0.1124807	0.0263257	0.0555804	0.9999982	0.1130453	0.7539561	0.3266943	0.0458174	0.0506561	0.2839737	0.9159799	0.6506983	0.7207436	0.9999998	0.9530019	0.2728286	0.9957850	0.8012089	0.9973923	0.9022601	0.9334309	0.8478457	0.9999937	0.9966081	0.9959484	0.7612856	0.3291117	0.9344569	0.6052526	0.4845349	0.7466780	0.9557557	0.1972164	0.9215595	0.8172002	0.3575612	1.0000000	0.3128329	0.3000370	0.2507113	0.4869149	0.2778466	0.7610544	1.0000000	0.7853895	0.9907145	0.6172213	0.9991467	0.1543052	0.3467056	0.1076461	0.6538803	0.1420848	0.7857732	1.0000000	0.0014269	0.6947381	0.0748722	0.9133192	1.0000000	0.2717928	0.3818075	0.1002398	0.5758085	0.8486774	1.0000000	0.6213577	0.0094761	0.9994681	0.4410893	0.1082953	0.0560949	0.6226148	0.7378092	0.5079332	0.1517564	0.4363891	0.3995215	0.0015824	0.0911232	0.6657817	0.0441034	0.1820634	0.8839708	0.9590848	0.1788828
50	0.1661635	1.0000000	0.0190032	0.5840565	1.0000000	0.8522241	0.0403415	0.9999966	0.0196506	0.9986345	0.8637478	0.0576766	0.8467317	0.9999656	0.1124807	0.0263257	0.0555802	0.9999982	0.0500649	0.7833546	0.3266942	0.0458172	0.0506561	0.1144984	0.9159808	0.8203963	0.7207436	0.9999999	0.9530019	0.1362934	0.9961081	0.8012089	0.9979611	0.9022601	0.9334346	0.8478473	0.9999971	0.9966083	0.9959485	0.7529087	0.3291117	0.9344720	0.6079462	0.4846100	0.7466944	0.9821086	0.1972326	0.9216111	0.8173078	0.0952611	1.0000000	0.4565109	0.3000370	0.3618242	0.6139185	0.2878012	0.7610544	0.9402355	0.7835032	0.9879272	0.6165930	0.5427416	0.2868299	0.3805704	0.4629086	0.6518723	0.1417907	0.7857726	1.0000000	0.0018746	0.9096723	0.0857154	0.9172857	1.0000000	0.2603882	0.4727967	0.1007069	0.5825429	0.8556785	1.0000000	0.7642663	0.0094761	0.9994706	0.4410893	0.1082953	0.7098538	0.7639865	0.7921015	0.3842871	0.1517561	0.1525366	0.0893085	0.0006199	0.0913780	0.6603200	0.6697234	0.1107461	0.9251420	0.9820267	0.1788788
100	0.1665057	1.0000000	0.0190032	0.5840565	1.0000000	0.9359189	0.0387751	0.9999972	0.0101655	0.9986345	0.9419612	0.0576763	0.8907426	0.9999920	0.1124807	0.0263257	0.0555802	0.9999983	0.0319766	0.7956257	0.3266942	0.0458171	0.0506561	0.0599412	0.9159812	0.8736814	0.7207436	0.9999999	0.9530019	0.1117564	0.9962533	0.8012089	0.9980258	0.9022601	0.9334362	0.8478480	0.9999987	0.9966084	0.9959485	0.7331389	0.3291116	0.9347086	0.6222479	0.4857525	0.7469401	0.9927585	0.1974909	0.9224295	0.8188431	0.0324280	1.0000000	0.4824729	0.3000370	0.3913843	0.6485079	0.2907341	0.7610544	0.9211880	0.7779747	0.9872318	0.6156225	0.4446006	0.5133032	0.4627291	0.6002282	0.6434212	0.1370133	0.7857559	1.0000000	0.0061811	0.9730387	0.2023440	0.9331019	1.0000000	0.2228236	0.4962598	0.1057773	0.6148941	0.8960981	1.0000000	0.8327731	0.0094760	0.9994717	0.4410893	0.1082953	0.8336386	0.8299597	0.8040953	0.3322341	0.1517560	0.0587974	0.0286649	0.0003818	0.0951534	0.6480732	0.8423112	0.0786623	0.9348998	0.9894230	0.1788770
150	0.1677257	1.0000000	0.0190032	0.5840565	1.0000000	0.9598503	0.0385061	0.9999974	0.0070147	0.9986345	0.9598188	0.0576761	0.8967673	0.9999956	0.1124807	0.0263257	0.0555802	0.9999983	0.0267816	0.8007478	0.3266942	0.0458171	0.0506561	0.0423783	0.9159814	0.8904128	0.7207436	0.9999999	0.9530019	0.1073467	0.9963185	0.8012090	0.9980332	0.9022601	0.9334369	0.8478483	0.9999994	0.9966084	0.9959485	0.7177812	0.3291116	0.9356066	0.6473002	0.4900185	0.7478950	0.9970635	0.1984617	0.9254630	0.8238789	0.0175239	1.0000000	0.4871642	0.3000370	0.3992484	0.6579284	0.2915982	0.7610544	0.9151174	0.7724048	0.9915786	0.6181348	0.4232827	0.6449347	0.5489694	0.6706900	0.6330430	0.1179950	0.7856416	1.0000000	0.0165884	0.9915458	0.5121388	0.9510855	1.0000000	0.2046786	0.5036200	0.1199382	0.6631098	0.9462322	1.0000000	0.8656136	0.0094760	0.9994722	0.4410893	0.1082953	0.8592551	0.8641001	0.8067449	0.3103206	0.1517559	0.0278410	0.0168096	0.0003229	0.1183616	0.6390204	0.9201600	0.0642287	0.9359830	0.9917099	0.1788762
200	0.1697366	1.0000000	0.0190032	0.5840565	1.0000000	0.9666932	0.0384599	0.9999975	0.0059680	0.9986345	0.9638960	0.0576761	0.8975920	0.9999961	0.1124807	0.0263257	0.0555802	0.9999983	0.0252895	0.8028857	0.3266941	0.0458171	0.0506561	0.0367245	0.9159814	0.8956665	0.7207436	0.9999999	0.9530019	0.1065543	0.9963478	0.8012090	0.9980340	0.9022601	0.9334372	0.8478484	0.9999997	0.9966084	0.9959485	0.7095539	0.3291116	0.9371838	0.6703281	0.4977977	0.7496372	0.9988047	0.2001504	0.9306262	0.8313238	0.0141988	1.0000000	0.4880119	0.3000370	0.4013405	0.6604940	0.2918528	0.7610544	0.9131827	0.7684709	0.9946183	0.6246384	0.4185774	0.6943086	0.6296964	0.7170340	0.6262407	0.1024110	0.7854559	1.0000000	0.0252534	0.9969353	0.7450165	0.9623180	1.0000000	0.2290374	0.5076542	0.1316866	0.6993645	0.9721814	1.0000000	0.8813564	0.0094760	0.9994724	0.4410893	0.1082953	0.8719125	0.8858555	0.8073302	0.3010954	0.1517559	0.0176180	0.0144920	0.0003083	0.1683807	0.6343682	0.9635727	0.0577354	0.9354307	0.9923879	0.1788758
250	0.1718113	1.0000000	0.0190032	0.5840565	1.0000000	0.9686498	0.0384520	0.9999976	0.0056204	0.9986345	0.9648269	0.0576760	0.8977049	0.9999962	0.1124807	0.0263257	0.0555801	0.9999983	0.0248610	0.8037781	0.3266941	0.0458171	0.0506561	0.0349044	0.9159815	0.8973161	0.7207436	0.9999999	0.9530019	0.1064118	0.9963610	0.8012090	0.9980341	0.9022601	0.9334373	0.8478485	0.9999999	0.9966084	0.9959485	0.7058727	0.3291116	0.9389240	0.6858222	0.5068685	0.7516497	0.9995097	0.2019935	0.9361216	0.8381654	0.0136404	1.0000000	0.4881650	0.3000370	0.4018971	0.6611928	0.2919278	0.7610544	0.9125661	0.7661241	0.9960904	0.6329372	0.4175358	0.7112582	0.6871432	0.7466426	0.6229969	0.0949249	0.7853274	1.0000000	0.0300389	0.9985233	0.8495903	0.9679823	1.0000000	0.2716852	0.5107123	0.1375218	0.7194446	0.9826264	1.0000000	0.8889032	0.0094760	0.9994725	0.4410893	0.1082953	0.8838498	0.9015992	0.8074595	0.2972118	0.1517559	0.0142420	0.0140390	0.0003047	0.2214155	0.6323585	0.9817777	0.0548142	0.9349088	0.9925801	0.1788756
300	0.1734362	1.0000000	0.0190032	0.5840565	1.0000000	0.9692093	0.0384507	0.9999976	0.0055049	0.9986345	0.9650395	0.0576760	0.8977203	0.9999962	0.1124807	0.0263257	0.0555801	0.9999983	0.0247379	0.8041506	0.3266941	0.0458171	0.0506561	0.0343185	0.9159815	0.8978341	0.7207436	0.9999999	0.9530019	0.1063862	0.9963669	0.8012090	0.9980341	0.9022601	0.9334374	0.8478485	0.9999999	0.9966084	0.9959485	0.7043874	0.3291116	0.9403866	0.6946836	0.5147797	0.7534215	0.9997955	0.2035225	0.9405731	0.8430076	0.0136818	1.0000000	0.4881927	0.3000370	0.4020451	0.6613831	0.2919499	0.7610544	0.9123695	0.7648500	0.9967658	0.6407460	0.4173156	0.7170223	0.7202307	0.7639840	0.6216741	0.0916665	0.7852702	1.0000000	0.0323695	0.9990002	0.8912995	0.9706249	1.0000000	0.3081756	0.5129474	0.1400208	0.7292157	0.9866572	1.0000000	0.8925209	0.0094760	0.9994725	0.4410893	0.1082953	0.8925306	0.9129262	0.8074881	0.2955768	0.1517559	0.0131271	0.0139504	0.0003038	0.2593989	0.6315713	0.9886687	0.0535000	0.9346186	0.9926316	0.1788755
350	0.1745123	1.0000000	0.0190032	0.5840565	1.0000000	0.9693693	0.0384504	0.9999976	0.0054665	0.9986345	0.9650880	0.0576760	0.8977224	0.9999962	0.1124807	0.0263257	0.0555801	0.9999983	0.0247026	0.8043061	0.3266941	0.0458171	0.0506561	0.0341299	0.9159815	0.8979968	0.7207436	0.9999999	0.9530019	0.1063816	0.9963696	0.8012090	0.9980341	0.9022601	0.9334374	0.8478485	1.0000000	0.9966084	0.9959485	0.7038259	0.3291116	0.9414283	0.6992856	0.5204386	0.7547388	0.9999115	0.2045947	0.9436322	0.8459729	0.0138016	1.0000000	0.4881977	0.3000370	0.4020845	0.6614349	0.2919564	0.7610544	0.9123069	0.7641969	0.9970793	0.6468680	0.4172781	0.7190347	0.7371808	0.7734922	0.6211783	0.0902698	0.7852508	1.0000000	0.0334551	0.9991468	0.9080060	0.9718152	1.0000000	0.3319760	0.5144155	0.1410533	0.7336862	0.9882398	1.0000000	0.8942551	0.0094760	0.9994725	0.4410893	0.1082953	0.8974749	0.9206294	0.8074944	0.2948885	0.1517559	0.0127589	0.0139331	0.0003036	0.2813992	0.6312810	0.9912491	0.0529088	0.9344836	0.9926443	0.1788755
400	0.1751512	1.0000000	0.0190032	0.5840565	1.0000000	0.9694150	0.0384504	0.9999976	0.0054538	0.9986345	0.9650991	0.0576760	0.8977227	0.9999962	0.1124807	0.0263257	0.0555801	0.9999983	0.0246924	0.8043710	0.3266941	0.0458171	0.0506561	0.0340691	0.9159815	0.8980478	0.7207436	0.9999999	0.9530019	0.1063808	0.9963708	0.8012090	0.9980341	0.9022601	0.9334374	0.8478485	1.0000000	0.9966084	0.9959485	0.7036228	0.3291116	0.9420941	0.7015307	0.5239621	0.7556138	0.9999586	0.2052680	0.9455220	0.8476367	0.0138928	1.0000000	0.4881986	0.3000370	0.4020950	0.6614490	0.2919584	0.7610544	0.9122869	0.7638741	0.9972266	0.6511133	0.4172780	0.7197733	0.7453032	0.7784710	0.6210020	0.0896797	0.7852459	1.0000000	0.0339513	0.9991931	0.9149264	0.9723406	1.0000000	0.3454750	0.5152953	0.1414787	0.7356631	0.9888813	1.0000000	0.8950865	0.0094760	0.9994726	0.4410893	0.1082953	0.8999290	0.9255632	0.8074958	0.2945988	0.1517559	0.0126373	0.0139297	0.0003036	0.2926930	0.6311782	0.9922331	0.0526429	0.9344264	0.9926470	0.1788755
