baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_auroc	total_edges
0.42473455114337516	0.5477562158884173	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.3788034165381051	0.49560339599757436	68.0
0.3160717876144471	0.49295774647887286	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.3185870175454369	0.47859886592280965	77.0
0.31857770610749936	0.3968860164512338	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.356635459385391	0.49441833137485314	46.0
0.6357190173250351	0.7447301024428674	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.6734807892990036	0.7927009456264763	94.0
0.22743883792123193	0.5502114164904863	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.24664108460122758	0.47647991543340384	44.0
0.19348778695315563	0.45589494718812434	15.0	0.0	0.0	24.0	0.0	0.0	0.22555778871394094	0.4778761061946905	31.0
0.33806450171356833	0.5606670500287524	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.2213245377372496	0.48404255319148937	47.0
0.5533107887137577	0.702	22.0	3.0	1.0	13.0	0.15	0.05	0.5980529261419436	0.694	20.0
0.5229013288255717	0.7736121124729632	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.44967485708943916	0.7462148521989905	57.0
0.149851581137223	0.47812344449975147	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.15349571041222143	0.5120457939273266	82.0
0.37718418776267043	0.46707818930041156	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.2815047033833731	0.2757201646090535	18.0
0.41421111291061563	0.484375	34.0	2.0	0.0	9.0	0.125	0.0	0.7345679451318575	0.815625	16.0
0.43628828413556847	0.6090909090909091	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.43749657334111175	0.6379545454545454	44.0
0.36402297844837384	0.6318082788671021	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.18708042491747087	0.4896358543417367	63.0
0.4131527999338853	0.5217685758513935	48.0	0.0	0.0	54.0	0.0	0.0	0.35625935749258625	0.48790634674922634	76.0
0.5485637929253607	0.5191815856777493	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.7213205717925709	0.6841432225063939	34.0
0.2941532980568849	0.47413793103448293	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.4083682350291775	0.5532915360501569	22.0
0.4334405130038136	0.45227062094531956	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.5171744886257507	0.5645438898450945	83.0
0.32724757785169706	0.36875000000000013	59.0	8.0	7.0	21.0	0.2	0.175	0.34789722662932465	0.4194852941176472	40.0
0.44437249550864316	0.39009287925696595	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.5070039361598003	0.5294117647058824	19.0
