baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_auroc	total_edges
0.4307522387881296	0.550636749545179	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.38594821833314885	0.48893268647665256	68.0
0.31720198839569863	0.48984817998902486	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.3066662387104404	0.4599414669837205	77.0
0.3136894263714638	0.3772032902467686	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.3563866781601286	0.4762044653349001	46.0
0.6355009049861349	0.7434003152088253	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.6605116233371151	0.7809791174152858	94.0
0.24776568783399372	0.5696353065539111	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.25956556030173994	0.5113636363636366	44.0
0.1817426058689518	0.42078218669711676	15.0	0.0	0.0	24.0	0.0	0.0	0.22224626308704729	0.4827290893519841	31.0
0.35904709744655616	0.5702990224266817	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.2142339472984177	0.45500287521564126	47.0
0.5364578148209407	0.682	22.0	3.0	1.0	13.0	0.15	0.05	0.6678139404266812	0.744	20.0
0.5160283404355003	0.7720900424577426	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.4782816849427017	0.7470960506288552	57.0
0.15315491090041983	0.49056744649079104	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.15672121007561404	0.520731707317073	82.0
0.37891373501757714	0.4979423868312758	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.29824539956603774	0.31893004115226337	18.0
0.4145520614931846	0.5	34.0	2.0	0.0	9.0	0.125	0.0	0.6039953927968801	0.74375	16.0
0.42388114027271623	0.6045454545454545	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.44287862399136774	0.6443181818181815	44.0
0.3979747186491165	0.6361655773420481	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.18131724672354857	0.4895736072206662	63.0
0.42604426848341415	0.5309597523219814	48.0	0.0	0.0	54.0	0.0	0.0	0.35999059098198216	0.5002902476780187	76.0
0.5421828362924732	0.5038363171355498	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.7422404669223148	0.6867007672634271	34.0
0.2857001410875204	0.4686520376175549	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.41006594695317256	0.5603448275862069	22.0
0.43468253250411104	0.45783132530120485	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.505064694126053	0.5687806169733882	83.0
0.3140653861059562	0.3441176470588236	59.0	8.0	7.0	21.0	0.2	0.175	0.3454745404937296	0.39558823529411774	40.0
0.4293719360020884	0.3405572755417956	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.4846900904731134	0.47678018575851394	19.0
