baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_aupr4	swing_aupr5	swing_auroc	swing_auroc2	swing_auroc3	swing_auroc4	swing_auroc5	total_edges
0.28923037554239295	0.5805840854860466	0.0	5.0	2.0	71.0	0.049019607843137254	0.0196078431372549	0.2283544171935738	0.25621769351441515	0.23836115235406866	0.23527157718259792	0.18484470337951484	0.5234723519037244	0.5388007054673719	0.5347027699968874	0.5416796348168894	0.4487758066189438	102.0
0.10470902131988949	0.5990625761323811	1.0	92.0	78.0	310.0	0.19913419913419914	0.16883116883116883	0.12032722638330356	0.08859904498906244	0.0822171018840489	0.11041783342346734	0.10005850631858901	0.6017974855231355	0.5657719354959602	0.5454328770075518	0.6148527248365	0.5756252225408146	462.0
0.5478073242249367	0.7070707070707071	2.0	3.0	1.0	17.0	0.125	0.041666666666666664	0.5678128214377076	0.615806337428531	0.5390677426591635	0.5275208217481635	0.4992241799344682	0.6843434343434344	0.6780303030303031	0.5744949494949494	0.6199494949494949	0.601010101010101	24.0
0.11969333397666894	0.5999264266335586	3.0	21.0	8.0	101.0	0.12727272727272726	0.048484848484848485	0.09313150928211913	0.10045761319359829	0.09849355780908141	0.10643320271861044	0.0813388408644223	0.5419812694471279	0.5589552581965342	0.5585689980227122	0.5827225211140268	0.5226069496175725	165.0
0.041506719474108424	0.5629826443287135	4.0	143.0	50.0	265.0	0.25087719298245614	0.08771929824561403	0.04348443028691603	0.036833376218479624	0.028929999000495612	0.04652603856152288	0.05196417063809512	0.6053879110935759	0.5522413233405361	0.5188088774721421	0.6241561712451515	0.635722619770144	570.0
0.18907855988580421	0.6345878361397324	5.0	15.0	10.0	126.0	0.08152173913043478	0.05434782608695652	0.09898753613322034	0.10303309671703444	0.1105610543128527	0.09707218504616748	0.11679602318590955	0.5161724051269135	0.5260775320432273	0.5467139984920839	0.5156823322442802	0.5727915305353082	184.0
0.43124872559248756	0.3374613003095976	6.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.4996431452703924	0.45048339020012756	0.48625308296152053	0.4643530383584798	0.6479345464805363	0.5294117647058822	0.4055727554179566	0.47987616099071206	0.4489164086687306	0.6996904024767802	19.0
0.41703486875794515	0.534375	7.0	2.0	0.0	9.0	0.125	0.0	0.6351157014171359	0.54242368101814	0.5218871972504507	0.6457447247661687	0.39799210295360654	0.734375	0.665625	0.6093749999999999	0.728125	0.4875	16.0
0.2717716893237402	0.527588813303099	10.0	2.0	1.0	18.0	0.07407407407407407	0.037037037037037035	0.28453069068321896	0.30463717184209343	0.23879694697192383	0.2915595301257512	0.1668676905036441	0.5328798185941043	0.5287226001511719	0.5015117157974304	0.5778533635676497	0.39493575207860926	27.0
0.46903540625414814	0.6837260677466863	11.0	1.0	0.0	51.0	0.014285714285714285	0.0	0.2313502363751293	0.291371927834342	0.2700095354398482	0.21650026529982008	0.19577885040123907	0.46001472754050077	0.5748895434462447	0.541016200294551	0.4223122238586156	0.35949926362297496	70.0
0.10733653570705858	0.5717182226428452	13.0	14.0	13.0	145.0	0.07734806629834254	0.0718232044198895	0.08107862101267221	0.10800197028465919	0.1003488731043203	0.08433295899303901	0.07095610164960804	0.4692873460920131	0.5753064057686722	0.5425238872715092	0.48845670520176726	0.39335575033766446	181.0
0.11736835407971273	0.5108701237308332	14.0	26.0	20.0	212.0	0.08496732026143791	0.06535947712418301	0.10166438095350937	0.09910276910390552	0.10490957975882423	0.10422331625702784	0.09199570881333409	0.4836305853578316	0.45788244543100337	0.4817204135322878	0.5007245036379323	0.4493823734944714	306.0
0.4209425332374067	0.6057627118644067	15.0	3.0	2.0	27.0	0.06	0.04	0.39871232294183695	0.38209517684360855	0.35909320514242915	0.3931656307537619	0.3907227811677321	0.6015254237288136	0.6220338983050849	0.6116949152542372	0.6201694915254239	0.599491525423729	50.0
0.47054644448800503	0.6824222412457706	16.0	9.0	2.0	63.0	0.08108108108108109	0.018018018018018018	0.462275535723258	0.3291633930700635	0.31953549346948157	0.44931047240637345	0.4570689340755178	0.6802005625535041	0.6625901920019567	0.6501161795279433	0.6535608006196231	0.6996249643308469	111.0
0.17470611017874674	0.5801401157477912	17.0	1.0	1.0	31.0	0.02040816326530612	0.02040816326530612	0.12119800478246123	0.13890682527032946	0.13702590884237156	0.13570652016845333	0.11350517767709122	0.49448674992384994	0.536643314042035	0.527444410600061	0.5223880597014928	0.4737130673164787	49.0
0.2091465127854313	0.5379714152452022	18.0	26.0	18.0	70.0	0.203125	0.140625	0.18744087296082734	0.17865227580588733	0.1690217842503232	0.16759260296330433	0.14530090273740273	0.5287180170575687	0.5232625932835817	0.5003997867803844	0.5254864072494669	0.5651569163113005	128.0
0.14868154093517277	0.48412877445135494	21.0	7.0	7.0	58.0	0.09090909090909091	0.09090909090909091	0.13709532734911872	0.14737868144476915	0.14865842444860566	0.13969195542237706	0.1262667597877994	0.4461989623279947	0.4890593277690049	0.47794141342528423	0.4645676903741425	0.4155199639070605	77.0
0.12699684564773567	0.5421244151793461	28.0	6.0	6.0	83.0	0.05172413793103448	0.05172413793103448	0.10356018425756103	0.10191211165123701	0.09987097994923573	0.10376614586393577	0.10174416965244011	0.489733148501126	0.47514295616011176	0.4955900190608218	0.4925142956160115	0.4988043666608909	116.0
