baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_aupr4	swing_aupr5	swing_auroc	swing_auroc2	swing_auroc3	swing_auroc4	swing_auroc5	total_edges
0.10828311890762768	0.5321552272566606	0.0	29.0	18.0	101.0	0.1657142857142857	0.10285714285714286	0.10186308949014575	0.11279069307333617	0.10635912568616249	0.10259589496251081	0.08452288021205968	0.5047091256096689	0.5239386442355264	0.5080935887467289	0.5187672298013699	0.5169774510496936	175.0
0.2871368859639017	0.5812324929971979	1.0	5.0	2.0	71.0	0.049019607843137254	0.0196078431372549	0.23981748136352807	0.25202473637713874	0.2363365060936424	0.23170037097446156	0.19234268338324742	0.5422242971262577	0.5379707438530967	0.5123197427118998	0.5327575474634295	0.4726890756302525	102.0
0.09772827439858021	0.5952987408550486	2.0	92.0	78.0	310.0	0.19616204690831557	0.16631130063965885	0.1198763152483246	0.094552180910839	0.0735021816194383	0.10460111824179115	0.10544731409957604	0.6087839056996683	0.575258935856414	0.5286178613671206	0.6082365937927436	0.5712680629990076	469.0
0.17912824782289566	0.632165745162098	3.0	15.0	10.0	126.0	0.08152173913043478	0.05434782608695652	0.10118828177801825	0.10490339721728623	0.11929451994396052	0.10000665023770602	0.1159488648736476	0.5209223422970582	0.5352695400854476	0.5869345312892659	0.5149943453128909	0.5655629555164589	184.0
0.12610378331198513	0.5746826289570934	4.0	3.0	3.0	112.0	0.023622047244094488	0.023622047244094488	0.10360165268800402	0.13485444337178373	0.11705773572785791	0.10766039161347728	0.08441491826949318	0.49383737747067313	0.5961112003856668	0.5386710589747713	0.5098103808452517	0.3804194118592324	127.0
0.42073240516222715	0.5986440677966095	5.0	3.0	2.0	27.0	0.06	0.04	0.4241191961188481	0.3763590658840134	0.36473723706396743	0.39546574301557047	0.39316933932768994	0.6083050847457625	0.6116949152542375	0.6389830508474578	0.6166101694915257	0.5847457627118645	50.0
0.1174742556360702	0.5979086546101796	6.0	17.0	7.0	89.0	0.11643835616438356	0.04794520547945205	0.09764192658575188	0.09927030975415577	0.09855423727341994	0.10426622188637089	0.08531485608132745	0.5683501255442915	0.5863474557416688	0.5593832438101884	0.5815918698153373	0.5510718939706971	146.0
0.15679736549575266	0.416459541563104	7.0	12.0	10.0	33.0	0.23529411764705882	0.19607843137254902	0.1721655941921955	0.17428605241047157	0.17507580713404924	0.1671831127853682	0.16248139291199817	0.4450888336555278	0.4752830709748691	0.4753751265764522	0.4152628187425202	0.43275338304335803	51.0
0.4650268823451494	0.6845216256980976	8.0	9.0	2.0	63.0	0.08108108108108109	0.018018018018018018	0.4590480562548468	0.3436056767783398	0.337598255170998	0.449487905672985	0.459635997028274	0.6750030573559987	0.6694590518119947	0.6727609962904064	0.6491378256084139	0.6877012759365709	111.0
0.3317628816433833	0.5188536953242836	9.0	1.0	1.0	10.0	0.058823529411764705	0.058823529411764705	0.2574882878017087	0.3263107302225891	0.32500100432002216	0.32049541323776365	0.5277794666088097	0.47662141779788836	0.5248868778280544	0.5052790346907995	0.5037707390648567	0.7677224736048267	17.0
