baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_aupr4	swing_aupr5	swing_auroc	swing_auroc2	swing_auroc3	swing_auroc4	swing_auroc5	total_edges	norm_swing_aupr	norm_swing_aupr2	norm_swing_aupr3	norm_swing_aupr4	norm_swing_aupr5	norm_swing_auroc	norm_swing_auroc2	norm_swing_auroc3	norm_swing_auroc4	norm_swing_auroc5
1.0	0.4066048656204146	-0.0623298375802059	-0.31149681112279076	-0.32678135296445854		-0.1767223633708901	-0.27719885600512517	0.857281061544991	0.8941297843391308	0.8457463177936916	0.9236054749960235	0.8951892796129115	0.39959870189363433	0.2583274284063442	0.22928342021262452	0.5896564809503687	0.5554110509754286	-0.2311803613101877	-0.34444217153219986	-0.429800908063142	-0.45616151696723545	0.07311041346048627	-0.17275237471010585	-0.21969784092785247	-0.4293755440496795	-0.3818485325621386	0.03499002203409768	-0.06228012757331978
0.4066048656204146	1.0	-0.0760333957720596	0.2676772972974841	0.27433324750163335		0.057072025334664614	0.12067333282481947	-0.0006193490884790655	0.08223617793892166	-0.036216678411964034	0.1910488053792886	0.10151872612943753	0.5514881863812132	0.8460787678174649	0.6655757227082536	0.7604329697361829	0.6238602804203759	0.28421291708362356	-0.7767941917702297	-0.7419927574180886	-0.8193986703740779	-0.45025894703476843	-0.650299087363392	-0.8292603102517447	-0.8438737386933005	-0.8725619123653547	-0.6863750046946747	-0.7648655911596006
-0.0623298375802059	-0.0760333957720596	1.0	-0.14012050817350666	-0.1100711048380605		0.048754283873322736	0.12487796558068791	-0.1318054814511727	-0.07387196550025264	-0.12118707297132233	-0.0774536257151788	-0.08094785222404914	-0.24767732162490674	-0.0943884560671167	-0.2500577348594929	-0.1582900355834747	-0.1688370089824039	-0.12161605015679834	-0.12143812465106588	-0.009788627851164858	-0.08576276126485664	-0.05629171947548854	-0.04481568702333281	-0.07478837609975242	0.03390791974269741	-0.06420543532288063	-0.06032566478803492	-0.0419123131420553
-0.31149681112279076	0.2676772972974841	-0.14012050817350666	1.0	0.9870526396624495		0.19417504618243464	0.2758761756445337	-0.37411247333181546	-0.3823967675327995	-0.41256802064657183	-0.3281960143188136	-0.3422957284099878	0.08608227634276706	0.3223440166626404	0.26090060774338175	0.0668030112739696	0.08658818736010247	0.890972229569756	-0.08794947452618869	-0.07556997568641706	-0.1066061291852648	-0.12812926671936686	-0.08640616629056731	-0.2632020731637022	-0.12939133721395835	-0.1794076025879941	-0.33686358897394747	-0.27101193360125725
-0.32678135296445854	0.27433324750163335	-0.1100711048380605	0.9870526396624495	1.0		0.22794153169627948	0.36186720441054715	-0.3905680613370315	-0.3879454683102462	-0.4199676207787295	-0.3573935629577524	-0.37945436390362847	0.11167796671590607	0.35606312859679967	0.30878986377254186	0.06943082338891136	0.06963512991094285	0.8636457852178475	-0.08879788349335692	-0.05263286553807508	-0.09041574028489839	-0.16848116929599646	-0.13564779726130402	-0.2540328780815203	-0.10673689208053906	-0.15676950680196788	-0.34415732019907747	-0.293499241603489
																												
-0.1767223633708901	0.057072025334664614	0.048754283873322736	0.19417504618243464	0.22794153169627948		1.0	0.8655640242756033	-0.23089388654816745	-0.16046506570564179	-0.16298005662802506	-0.2168529464917051	-0.29372061607278765	-0.2598820009501858	-0.03458528436606501	-0.04198844450072115	-0.14562338806371614	-0.2995132556924408	-0.228621614835312	-0.08389983699123685	0.07101073802926008	0.058069422395651965	-0.1524492940762569	-0.26897108774647044	-0.24252252723629106	-0.13157592915496658	-0.10214524009381526	-0.2508496887448679	-0.31987745961850333
-0.27719885600512517	0.12067333282481947	0.12487796558068791	0.2758761756445337	0.36186720441054715		0.8655640242756033	1.0	-0.3591809181688893	-0.2817459514547259	-0.2951538712483262	-0.3887530078164614	-0.460152431914259	-0.11745721910269587	0.13588227484058704	0.14435938278479216	-0.127136090713767	-0.29952872130955444	-0.12031813139224953	-0.12615125745156183	0.05079879856495753	0.025190574769366068	-0.3655833394579062	-0.42064814583515964	-0.2233455920189169	-0.06782912948976372	-0.06337676849956468	-0.32796200175148693	-0.40124197603377015
0.857281061544991	-0.0006193490884790655	-0.1318054814511727	-0.37411247333181546	-0.3905680613370315		-0.23089388654816745	-0.3591809181688893	1.0	0.9707912794656832	0.9835272225074533	0.9464826543628815	0.9604906656271667	0.4038668385207925	0.016500158652316202	0.13286768672759053	0.42796439286833504	0.4870298394083556	-0.29568749927257454	0.18806008706688293	0.04341484822082882	0.04003457914408367	0.46513201127705034	0.27856886029130246	0.27131391135942223	0.017658094382313326	0.08777754017695151	0.4802076624126253	0.4022321199504725
0.8941297843391308	0.08223617793892166	-0.07387196550025264	-0.3823967675327995	-0.3879454683102462		-0.16046506570564179	-0.2817459514547259	0.9707912794656832	1.0	0.9850648468229215	0.9480558075233508	0.9174877802050945	0.4005594362264754	0.11959618404989174	0.19803487303718936	0.46705830031099743	0.45558099315485895	-0.3338692710064953	0.06450414213333047	0.020038579196467156	-0.026185469195826143	0.3833754484006618	0.10426662601452397	0.16977661815937353	-0.01905214819181203	0.022039826323816052	0.3965597034051992	0.27033040864828767
