name,__glayCluster,,
YDR520C,17,,
YHR128W,17,,
YBR137W,17,,
YER036C,17,,
YER037W,17,,
YBL005W,16,,
YBL006C,16,,
YML051W,15,,
YBR019C,15,,
YBR020W,15,,
YKL112W,14,,
YJL176C,14,,
YHR090C,14,,
YPR018W,14,,
YMR033W,14,,
YGL192W,14,,
YOL068C,14,,
YDR296W,14,,
YMR019W,14,,
YBR046C,14,,
YPR176C,14,,
YLR024C,14,,
YDR422C,14,,
YLR025W,14,,
YKL014C,14,,
YDR326C,14,,
YJL062W,14,,
YDR405W,14,,
YKL028W,14,,
YNR036C,14,,
YMR129W,14,,
YMR296C,14,,
YPR178W,14,,
YJL174W,14,,
YOR310C,14,,
YKR029C,14,,
YOR205C,14,,
YJL183W,14,,
YNL322C,14,,
YNL085W,14,,
YDR195W,14,,
YKL172W,14,,
YBR211C,14,,
YNL243W,14,,
YPL012W,14,,
YFL047W,14,,
YBL038W,14,,
YIL134W,14,,
YJL063C,14,,
YGL195W,14,,
YBR222C,14,,
YKL029C,14,,
YDR194C,14,,
YKR030W,14,,
YIL048W,14,,
YIR010W,14,,
YMR260C,14,,
YAL043C,14,,
YNL287W,14,,
YMR092C,14,,
YMR297W,14,,
YDL145C,14,,
YBL007C,14,,
YLR222C,14,,
YKL195W,14,,
YPL013C,14,,
YDL035C,14,,
YBR047W,14,,
YGL106W,14,,
YIL134C-A,14,,
YOR056C,14,,
YOR045W,14,,
YGR129W,14,,
YDR283C,14,,
YDL116W,14,,
YFL048C,14,,
YNL267W,14,,
YJL111W,14,,
YHR064C,14,,
YMR093W,14,,
YPR129W,14,,
YJR063W,14,,
YJR062C,14,,
YHR115C,14,,
YBL079W,14,,
YDR245W,14,,
YGR185C,14,,
YBR080C,14,,
YDR454C,14,,
YJR093C,14,,
YCL011C,14,,
YLR095C,14,,
YOR057W,14,,
YKL135C,14,,
YGL107C,14,,
YBR129C,14,,
YIL135C,14,,
YNL306W,14,,
YPL159C,14,,
YIL166C,14,,
YGR128C,14,,
YNL255C,14,,
YMR061W,14,,
YOR116C,14,,
YLR396C,14,,
YOL076W,14,,
YLR330W,14,,
YHR077C,14,,
YGR231C,14,,
YDR361C,14,,
YHR116W,14,,
YDL130W-A,14,,
YMR005W,14,,
YDL105W,14,,
YOL077C,14,,
YBR212W,14,,
YOR117W,14,,
YDR456W,14,,
YOL036W,14,,
YEL020C,14,,
YLR293C,14,,
YCL031C,14,,
YLR096W,14,,
YBL039C,14,,
YNL321W,14,,
YJR116W,14,,
YKL196C,14,,
YGR056W,14,,
YDR404C,14,,
YKL190W,14,,
YNL189W,14,,
YNL183C,14,,
YMR060C,14,,
YGL194C,14,,
YDR194W-A,14,,
YDL122W,14,,
YNR038W,14,,
YAL042W,14,,
YMR200W,14,,
YPR017C,14,,
YHR078W,14,,
YNR037C,14,,
YGL222C,14,,
YGR186W,14,,
YOR206W,14,,
YDR339C,14,,
YDR295C,14,,
YNL307C,14,,
YPR128C,14,,
YJL062W-A,14,,
YAL041W,14,,
YBL080C,14,,
YDR207C,13,,
YOR290C,13,,
YMR039C,13,,
YOR064C,13,,
YKL109W,13,,
YDR216W,13,,
YJR140C,13,,
YMR280C,13,,
YHR124W,13,,
YKL015W,13,,
YLL046C,13,,
YOR338W,13,,
YMR101C,13,,
YPL200W,13,,
YOR291W,13,,
YDR285W,13,,
YML043C,13,,
YGL191W,13,,
YNL055C,13,,
YLL029W,13,,
YDL119C,13,,
YKL016C,13,,
YOL131W,13,,
YIL146C,13,,
YBL045C,13,,
YLR297W,13,,
YNL149C,13,,
YGR270W,13,,
YPL271W,13,,
YDR092W,13,,
YGL250W,13,,
YPR108W-A,13,,
YNL052W,13,,
YDR322C-A,13,,
YBL064C,13,,
YPR163C,13,,
YBR283C,13,,
YPL147W,13,,
YLR314C,13,,
YPL272C,13,,
YPR020W,13,,
YDL210W,13,,
YHL031C,13,,
YPL201C,13,,
YBL044W,13,,
YPL160W,13,,
YPR109W,13,,
YMR040W,13,,
YNR006W,13,,
YOL124C,13,,
YLR262C-A,13,,
YDL193W,13,,
YLR038C,13,,
YOL123W,13,,
YER179W,13,,
YOR306C,13,,
YKL078W,13,,
YGR281W,13,,
YPL161C,13,,
YNL100W,13,,
YGR266W,13,,
YHL030W,13,,
YDL005C,13,,
YOR101W,13,,
YKR009C,13,,
YER133W,13,,
YPL148C,13,,
