cluster_id	lag_mean	lag_median
0.0	0.6020966595593462	0.5149253731343284
2.0	0.9490942028985508	0.8369565217391305
6.0	0.7552083333333333	0.71875
9.0	0.36111111111111116	0.3333333333333333
12.0	0.8894444444444445	0.9
14.0	1.1605689140342605	1.202970297029703
16.0	0.7133333333333333	0.5666666666666667
21.0	1.2000541125541127	1.1818181818181819
22.0	1.6654692082111433	1.6774193548387097
23.0	0.6079365079365079	0.5952380952380952
27.0	0.5253968253968254	0.4166666666666667
29.0	0.29444444444444445	0.3333333333333333
38.0	0.4421052631578948	0.4473684210526316
42.0	0.7412053126841859	0.647887323943662
46.0	1.0092261904761903	1.0625
48.0	0.760658263305322	0.7294117647058823
55.0	0.8326388888888889	0.96875
60.0	0.7984567901234568	0.8888888888888888
