('soxr', 'ompn')	4.0	0	False												soxr	ompn	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('puta', 'pqia')	5.0	1	False												puta	pqia	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxs', 'aslb')	7.0	2	False												soxs	aslb	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('rob', 'acna')	8.0	3	True	2677.0	('rob', 'acna')	0.0	[(0, 0.4955959645568796, 2.0350586083754835e-09), (10, 0.056511384608753844, 0.66801775425509502), (20, -0.037596379391089237, 0.78127637057425359), (30, 0.23288417230808411, 0.050648072899478834), (60, 0.68322137452511167, 1.1779530090336208e-05), (90, 0.55914742509710325, 0.024336181515147323)]	['+']	rob	acna	rob	0.0	acna	0.0	rob	acna	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxs', 'soda')	9.0	4	True	2737.0	('soxs', 'soda')	0.0	[(0, 0.48523433071597455, 4.8885041447131445e-09), (10, 0.24393798280792564, 0.060344180883863008), (20, 0.18852861961751258, 0.16018312322099329), (30, 0.046359781538601451, 0.70104720592761061), (60, 0.22188773160263248, 0.21459086565657823), (90, 0.31239097382490277, 0.23880691112210586)]	['+']	soxs	soda	soxs	0.0	soda	0.0	soxs	soda	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('rob', 'ybjn')	10.0	5	True	2691.0	('rob', 'ybjn')		[(0, 0.0022968843638287305, 0.97930869694208134), (10, 0.204906300691205, 0.11629319621137402), (20, 0.098051784771905154, 0.46806837688847469), (30, 0.43771421828057094, 0.00013493476857570408), (60, -0.45330208970113928, 0.0080659494256120606), (90, -0.20332824384184495, 0.45007971208682018)]	['+']	rob	ybjn	rob	0.0	ybjn	0.0	rob	ybjn	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxr', 'nfo')	11.0	6	False												soxr	nfo	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxr', 'inaa')	12.0	7	False												soxr	inaa	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxr', 'micf')	13.0	8	False												soxr	micf	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxr', 'pgi')	14.0	9	False												soxr	pgi	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('puta', 'ygic')	15.0	10	False												puta	ygic	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxr', 'fldb')	16.0	11	False												soxr	fldb	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxs', 'ynce')	17.0	12	False												soxs	ynce	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('mara', 'ydbk')	18.0	13	False												mara	ydbk	0	4	1	1	68	0.3797944427625366	0.47559126743480906
('soxs', 'fpr')	19.0	14	True	2722.0	('soxs', 'fpr')	0.0	[(0, 0.37706700921249592, 9.7765735605401431e-06), (10, 0.42190693276544544, 0.00078631360813488811), (20, 0.33294417183028152, 0.011385555900634056), (30, 0.1196657558762047, 0.32022220067405177), (60, -0.12941848687501581, 0.47287216847009572), (90, -0.17450170707229726, 0.51803653530041438)]	['+']	soxs	fpr	soxs	0.0	fpr	0.0	soxs	fpr	0	4	1	1	68	0.3797944427625366	0.47559126743480906
