baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_aupr3	swing_aupr4	swing_aupr5	swing_auroc	swing_auroc2	swing_auroc3	swing_auroc4	swing_auroc5	total_edges	norm_swing_aupr	norm_swing_aupr2	norm_swing_aupr3	norm_swing_aupr4	norm_swing_aupr5	norm_swing_auroc	norm_swing_auroc2	norm_swing_auroc3	norm_swing_auroc4	norm_swing_auroc5
0.20020094969547494	0.5391496465043207	0.0	10.0	7.0	0.0	0.14925373134328354	0.10447761194029857	0.22586659892161395	0.21873296036109044	0.21717914422023168	0.22111952343998295	0.2587857627760565	0.5842268918565076	0.5767587501091042	0.5627051147769928	0.58853648424544	0.5919339704983859	67.0	0.025665649226138912	0.018532010665615415	0.01697819452475672	0.020918573744507993	0.05858481308058153	0.04507724535218671	0.03760910360478329	0.023555468272671732	0.049386837741119106	0.05278432399406494
0.5117598029380924	0.7018030258519389	2.0	13.0	10.0	0.0	0.2826086956521739	0.21739130434782614	0.4206850460582376	0.4429939047177062	0.4235054955799799	0.5928764716090366	0.5270817827578717	0.4816270074422247	0.5134523110066588	0.46548178613396013	0.7411868390129258	0.6530552291421857	46.0	-0.09107475687985482	-0.06876589822038619	-0.08825430735811259	0.08111666867094416	0.015321979819779266	-0.22017601840971382	-0.18835071484527977	-0.23632123971797855	0.039383813160987144	-0.048747796709752995
0.30788066298011824	0.41567887931034475	6.0	4.0	3.0	0.0	0.25	0.1875	0.3324523667959481	0.3372059200773407	0.32967686291338616	0.40804973154654545	0.36169601628792947	0.42205459770114934	0.4178340517241379	0.43094468390804597	0.5402298850574712	0.4819055316091954	16.0	0.02457170381582982	0.029325257097222446	0.021796199933267927	0.10016906856642716	0.05381535330781129	0.006375718390804564	0.002155172413793123	0.015265804597701126	0.12455100574712646	0.06622665229885055
0.22367270521166194	0.2507233796296297	9.0	2.0	0.0	0.0	0.16666666666666677	0.0	0.2664019508071684	0.26028302984299506	0.2608267485843935	0.27309503263507917	0.2905408235103454	0.37897858796296297	0.35568576388888906	0.3684895833333335	0.41276041666666674	0.45594618055555564	12.0	0.04272924559550653	0.036610324631333103	0.03715404337273165	0.04942232742341716	0.06686811829868351	0.12825520833333337	0.10496238425925929	0.11776620370370372	0.16203703703703712	0.205222800925926
0.3450231100446166	0.5202972709551656	12.0	10.0	8.0	0.0	0.33333333333333354	0.26666666666666694	0.3315717078692703	0.3888899835739112	0.3795865043682954	0.3385059381025322	0.29401063375518705	0.4309697855750489	0.4966496101364521	0.48763401559454195	0.49314083820662763	0.4215034113060428	30.0	-0.013451402175346358	0.04386687352929456	0.03456339432367895	-0.006517171942084285	-0.05101247628942954	-0.08932748538011694	-0.023647660818713435	-0.032663255360623755	-0.027156432748537972	-0.09879385964912278
0.5150274596624721	0.6964355759346424	14.0	42.0	30.0	0.0	0.41584158415841577	0.2970297029702972	0.46267524343212685	0.46313687101410556	0.4584441304338875	0.5197227186810538	0.444980723721583	0.6649066033652543	0.647043905210193	0.651515920034626	0.7122854447329975	0.6618438227019422	101.0	-0.05235221623034538	-0.05189058864836638	-0.05658332922858469	0.004695259018581452	-0.07004673594088934	-0.03152897256938823	-0.04939167072444963	-0.04491965590001636	0.01584986879835522	-0.034591753232700286
0.30523411668160155	0.38339120370370366	16.0	4.0	2.0	0.0	0.26666666666666694	0.13333333333333347	0.313668561169077	0.3648304604045652	0.3261896715224974	0.41790740753377853	0.35262074212701017	0.4164351851851851	0.44114583333333335	0.42031250000000003	0.5550925925925928	0.47164351851851855	15.0	0.008434444487475474	0.059596343722963525	0.020955554840895885	0.11267329085217687	0.04738662544540845	0.03304398148148143	0.05775462962962961	0.03692129629629626	0.17170138888888897	0.08825231481481477
0.2413466634078578	0.43630812434691757	21.0	9.0	7.0	0.0	0.40909090909090895	0.3181818181818183	0.28514310435315593	0.2724015754525483	0.29380091561287675	0.26329183951331286	0.24576816087868378	0.44959835423197486	0.4433777429467087	0.4734685214211077	0.48620363113897613	0.41527886624869376	22.0	0.043796440945298186	0.03105491204469056	0.052454252205019015	0.02194517610545513	0.004421497470826094	0.01329022988505745	0.007069618599791043	0.037160397074190187	0.049895506792058474	-0.021029258098223657
0.3702244883933112	0.5459064134202948	22.0	37.0	29.0	0.0	0.5967741935483877	0.46774193548387094	0.2869220850029513	0.3220668266153483	0.3093828724690365	0.33074048819129537	0.3000803202098223	0.4723562635877551	0.5036209530524708	0.5109711939596921	0.5263051589400082	0.5166174569598686	62.0	-0.08330240339036007	-0.048157661777963066	-0.06084161592427478	-0.03948400020201604	-0.07014416818348906	-0.07355014983254006	-0.04228546036782408	-0.03493521946060273	-0.019601254480286694	-0.02928895646042638
0.5316669890869239	0.6558641975308642	23.0	4.0	3.0	0.0	0.1904761904761905	0.142857142857143	0.5689422084539884	0.5798286674325592	0.540096796551582	0.6760410448228239	0.6292716058168354	0.5977366255144033	0.6250734861845971	0.5586419753086418	0.6721781305114637	0.6489197530864197	21.0	0.03727521936706447	0.04816167834563532	0.008429807464658228	0.14437405573589993	0.09760461672991146	-0.058127572016460904	-0.030790711346266885	-0.0972222222222222	0.01631393298059965	-0.006944444444444406
0.4092399617378993	0.5234013310185186	27.0	6.0	5.0	0.0	0.125	0.10416666666666669	0.3894854438788537	0.4109044744241181	0.38263916056705133	0.3788376087417112	0.3506839733136802	0.5036470389660492	0.4984266493055554	0.4861171392746912	0.471950954861111	0.45056905864197533	48.0	-0.01975451785904554	0.0016645126862187738	-0.026600801170848006	-0.03040235299618831	-0.0585559884242192	-0.0197542920524692	-0.024974681712963003	-0.03728419174382719	-0.05145037615740745	-0.07283227237654326
0.3936039914087896	0.5417095336076817	29.0	2.0	1.0	0.0	0.11111111111111104	0.05555555555555552	0.554839157177918	0.4348472031124051	0.5325665750533066	0.5106062183666991	0.699491136380786	0.6458762002743484	0.5473251028806587	0.6381172839506174	0.6520490397805213	0.7524005486968447	18.0	0.1612351657691286	0.04124321170361545	0.138962583644517	0.1170022269579095	0.3058871449719964	0.10416666666666659	0.005615569272976677	0.09640775034293546	0.11033950617283948	0.2106910150891631
