regulator-target	rank_importance	Rank	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	auroc
('mraz', 'sdia')	36.0	36	False												mraz	sdia	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'acef')	37.0	37	True	2485.0	('pdhr', 'acef')	0.0	[(0, 0.55643089420715719, 6.262525537033743e-12), (10, 0.38320929325361686, 0.0025097158293178761), (20, 0.4607882708264322, 0.00030975329058075777), (30, 0.40668148420910766, 0.00043260151316431937), (60, 0.28922276491341636, 0.10257432224078347), (90, 0.54223686985578701, 0.0300133198849564)]	['-']	pdhr	acef	pdhr	8.0	acef	8.0	pdhr	acef	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'glcg')	38.0	38	False												sdia	glcg	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'murd')	39.0	39	False												sdia	murd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'sdia')	40.0	40	False												lexa	sdia	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'pdhr')	41.0	41	False												lexa	pdhr	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'recb')	42.0	42	False												sdia	recb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('glcc', 'pdhr')	43.0	43	False												glcc	pdhr	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'fece')	44.0	44	True	2496.0	('pdhr', 'fece')		[(0, 0.16707314728049216, 0.05744555766449045), (10, 0.0027392136395630183, 0.98342789469288305), (20, 0.16668534448710176, 0.21525009829353775), (30, 0.29018902781408806, 0.014094407475035422), (60, 0.51695683424148753, 0.0020670108130274186), (90, 0.59053660678040543, 0.016018266195641881)]	['+']	pdhr	fece	pdhr	8.0	fece	8.0	pdhr	fece	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'rpsu')	45.0	45	True	1960.0	('lexa', 'rpsu')		[(0, 0.23837457389966196, 0.0063118603564603325), (10, 0.32758731136709279, 0.010617914711264201), (20, 0.32044599079811031, 0.015091464407480704), (30, 0.27885911042916539, 0.018526573895573571), (60, -0.027056108767350671, 0.88119089886306057), (90, -0.36054020332694148, 0.17011134987450807)]	['-']	lexa	rpsu	lexa	8.0	rpsu	8.0	lexa	rpsu	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'yafq')	46.0	46	False												sdia	yafq	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'ddlb')	47.0	47	False												sdia	ddlb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'phr')	48.0	48	False												pdhr	phr	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'ydiv')	49.0	49	True	2709.0	('sdia', 'ydiv')		[(0, 0.3589543091131388, 2.7429162950019439e-05), (10, 0.40187685056071248, 0.0014586684903040677), (20, 0.36166999964611157, 0.0057044070329494148), (30, 0.2773524910734762, 0.019197477207149656), (60, 0.24050434371885801, 0.17759174266678038), (90, 0.2344143679181481, 0.38219138271882541)]	['+']	sdia	ydiv	sdia	8.0	ydiv	8.0	sdia	ydiv	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'dnag')	50.0	50	True	1935.0	('lexa', 'dnag')		[(0, 0.21246709063187291, 0.015229424793166139), (10, 0.15919269297914038, 0.22439380151540844), (20, 0.15615093225308763, 0.246078454924126), (30, 0.19723103382302717, 0.099221915179974016), (60, 0.085480988715831902, 0.63622450615808779), (90, -0.02854895252052949, 0.91641316031303055)]	['-']	lexa	dnag	lexa	8.0	dnag	8.0	lexa	dnag	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'mray')	51.0	51	False												sdia	mray	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'glcb')	52.0	52	False												sdia	glcb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'glcb')	53.0	53	False												lexa	glcb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'murc')	54.0	54	True	2512.0	('pdhr', 'murc')	0.0	[(0, 0.52713193895040633, 1.1714785268997806e-10), (10, 0.41658339690742918, 0.0009301126071937731), (20, 0.3231019394775429, 0.014227506141435283), (30, 0.27228284992875051, 0.021609635162053061), (60, 0.40545046721148453, 0.019238823332183658), (90, 0.068183459850994846, 0.80189029044804261)]	['-']	pdhr	murc	pdhr	8.0	murc	8.0	pdhr	murc	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'murg')	55.0	55	False												sdia	murg	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'murf')	56.0	56	True	1950.0	('lexa', 'murf')		[(0, 0.16656425397310143, 0.058220246817638932), (10, 0.35392237117129433, 0.0055335708443650213), (20, 0.23186059733250478, 0.082658743617348027), (30, 0.18888884751072502, 0.11465925435449133), (60, -0.12482657051359912, 0.48884974362723832), (90, -0.055812047199441481, 0.83733957324364583)]	['-']	lexa	murf	lexa	8.0	murf	8.0	lexa	murf	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'glcc')	57.0	57	False												pdhr	glcc	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'mraz')	58.0	58	False												lexa	mraz	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'lpxc')	59.0	59	True	1945.0	('lexa', 'lpxc')	0.0	[(0, 0.37669660818315776, 9.9912591751322339e-06), (10, 0.44362135310997386, 0.00038498758718605991), (20, 0.36824691075457255, 0.0048265613923679368), (30, 0.29042245743506168, 0.014013676756828266), (60, 0.004425782218721433, 0.98049849785517618), (90, -0.42435350171834252, 0.10137314423629247)]	['-']	lexa	lpxc	lexa	8.0	lpxc	8.0	lexa	lpxc	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'ybfe')	60.0	60	True	1975.0	('lexa', 'ybfe')		[(0, 0.2838799437646522, 0.0010638411685320287), (10, 0.28484233619052457, 0.02739225704505191), (20, 0.21922275690488929, 0.10133296378593122), (30, 0.28360966912236485, 0.01654091873240017), (60, -0.036433152756280882, 0.8404724646364341), (90, -0.069835493611678692, 0.79718231033549736)]	['-']	lexa	ybfe	lexa	8.0	ybfe	8.0	lexa	ybfe	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'ftsi')	61.0	61	True	1937.0	('lexa', 'ftsi')	10.0	[(0, 0.43160974014891218, 2.9444869520549329e-07), (10, 0.71206499801250622, 1.7810633453059057e-10), (20, 0.54197980438353222, 1.3351877722984261e-05), (30, 0.23432822918610244, 0.049192820210759235), (60, 0.18871641300162353, 0.29290054357361722), (90, 0.37291297516810706, 0.15485744504113486)]	['-']	lexa	ftsi	lexa	8.0	ftsi	8.0	lexa	ftsi	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'rpod')	62.0	62	False												sdia	rpod	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'lexa')	63.0	63	False												pdhr	lexa	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'insk')	64.0	64	True	1944.0	('lexa', 'insk')	10.0	[(0, 0.27022562583248627, 0.0018750093778595398), (10, 0.66614177318624956, 6.2961926186977783e-09), (20, 0.61839553393181868, 2.9590738397974897e-07), (30, 0.31038788938044631, 0.0084295968962557945), (60, -0.033894233731642021, 0.85146185034261013), (90, 0.10691067640022395, 0.6935175461791262)]	['-']	lexa	insk	lexa	8.0	insk	8.0	lexa	insk	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'phr')	65.0	65	False												mraz	phr	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'glcf')	66.0	66	False												mraz	glcf	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'acee')	67.0	67	False												lexa	acee	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'murf')	68.0	68	False												sdia	murf	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'ftsq')	69.0	69	True	2500.0	('pdhr', 'ftsq')	10.0	[(0, 0.3991889870871756, 2.5438026546460606e-06), (10, 0.58921339738966072, 7.3202929488927014e-07), (20, 0.39931861241154215, 0.0020902011414938768), (30, 0.24185849153377187, 0.042149773151321908), (60, -0.3044646753473349, 0.084934413469018158), (90, -0.72883992514184759, 0.0013607836923412605)]	['-']	pdhr	ftsq	pdhr	8.0	ftsq	8.0	pdhr	ftsq	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'recd')	70.0	70	True	1956.0	('lexa', 'recd')	10.0	[(0, 0.14081149197245657, 0.11005092648758416), (10, 0.626804120640856, 8.4246130731270404e-08), (20, 0.53412610048297338, 1.8763149032805939e-05), (30, 0.21162070988948678, 0.076457490713666407), (60, -0.32326002989787733, 0.066505208942693114), (90, -0.36848164310708409, 0.16021047280809969)]	['-']	lexa	recd	lexa	8.0	recd	8.0	lexa	recd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'insk')	71.0	71	False												mraz	insk	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'ftsa')	72.0	72	True	1936.0	('lexa', 'ftsa')		[(0, 0.25912347223645155, 0.002911336940498509), (10, 0.12173356020332581, 0.35415476726929862), (20, -0.06169760022686166, 0.64844629792852537), (30, 6.8507842516867876e-05, 0.99954759083438771), (60, 0.19364141037058524, 0.28025164629324167), (90, 0.47433268154405234, 0.063407111650174722)]	['-']	lexa	ftsa	lexa	8.0	ftsa	8.0	lexa	ftsa	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'glcd')	73.0	73	False												lexa	glcd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('glcc', 'uvrd')	74.0	74	False												glcc	uvrd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'ftsq')	75.0	75	True	1940.0	('lexa', 'ftsq')		[(0, 0.21350190768547161, 0.014728928625343694), (10, 0.11215732470979534, 0.39355504109615658), (20, -0.14467033114872319, 0.28295729204528891), (30, -0.047616903362729598, 0.693338014375673), (60, 0.26515651728693629, 0.13587813955864853), (90, 0.43085980460070017, 0.095692175278360353)]	['-']	lexa	ftsq	lexa	8.0	ftsq	8.0	lexa	ftsq	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'recd')	76.0	76	False												sdia	recd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('glcc', 'mraz')	77.0	77	False												glcc	mraz	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'ddlb')	78.0	78	True	2491.0	('pdhr', 'ddlb')	0.0	[(0, 0.37527058527047358, 1.0860042955306137e-05), (10, 0.52260659198624759, 1.8411932004516227e-05), (20, 0.39797782667610443, 0.0021706847851371875), (30, 0.19524792936839144, 0.10273586472347226), (60, -0.16911966951192531, 0.3467768114840829), (90, -0.62637718476976489, 0.0094277587736077487)]	['-']	pdhr	ddlb	pdhr	8.0	ddlb	8.0	pdhr	ddlb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'glcf')	79.0	79	False												sdia	glcf	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'glcd')	80.0	80	False												mraz	glcd	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'pdhr')	81.0	81	False												mraz	pdhr	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'ftsw')	82.0	82	True	1941.0	('lexa', 'ftsw')		[(0, 0.16267097501501923, 0.064435024386049602), (10, 0.13912257054570801, 0.28908293703166715), (20, 0.010151605979004498, 0.94025700553537861), (30, -0.014115138122443532, 0.90699402698213305), (60, 0.26710526459539341, 0.13291817499358005), (90, 0.2604943082640564, 0.32984913780766889)]	['-']	lexa	ftsw	lexa	8.0	ftsw	8.0	lexa	ftsw	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'rpsu')	83.0	83	False												pdhr	rpsu	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'insk')	84.0	84	False												pdhr	insk	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('sdia', 'lpxc')	85.0	85	False												sdia	lpxc	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'lexa')	86.0	86	False												mraz	lexa	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'fece')	87.0	87	False												mraz	fece	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'acef')	88.0	88	False												lexa	acef	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'glcc')	89.0	89	False												mraz	glcc	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('pdhr', 'recb')	90.0	90	False												pdhr	recb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('mraz', 'rpod')	91.0	91	False												mraz	rpod	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('lexa', 'murg')	92.0	92	True	1951.0	('lexa', 'murg')		[(0, 0.099585866728602063, 0.25961905468638663), (10, 0.1531393563870426, 0.24274025898668208), (20, 0.042812462096955446, 0.75184231459267803), (30, 0.063891344355264237, 0.59656717100469414), (60, -0.15297527393931556, 0.39537479337275394), (90, 0.08929130130650359, 0.74226877725487594)]	['-']	lexa	murg	lexa	8.0	murg	8.0	lexa	murg	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('glcc', 'ssb')	93.0	93	False												glcc	ssb	8	5	0	0	94	0.6390802485571677	0.7464046493301809
('uvry', 'rcsb')	0.0	0	False												uvry	rcsb	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'muri')	1.0	1	False												uvry	muri	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'uvry')	2.0	2	False												rcsb	uvry	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'ybat')	3.0	3	True	1803.0	('gadx', 'ybat')	0.0	[(0, 0.54779306830754526, 1.5296859341059886e-11), (10, 0.45804549393210786, 0.00023319515356179946), (20, 0.2634884443494977, 0.047661962172395399), (30, 0.13773208713717894, 0.25203512023478081), (60, 0.7086055319918444, 3.9402463463589524e-06), (90, 0.70261573923899889, 0.002402990794257986)]	['+']	gadx	ybat	gadx	11.0	ybat	11.0	gadx	ybat	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'nhar')	4.0	4	False												gadx	nhar	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uhpa', 'uhpt')	5.0	5	True	2795.0	('uhpa', 'uhpt')	10.0	[(0, 0.4518470296065174, 6.8071531942293193e-08), (10, 0.75225956044201381, 4.2350660127812149e-12), (20, 0.7001916779611751, 1.3454262281319314e-09), (30, 0.48380679709678737, 1.9171493404226398e-05), (60, 0.46448122380017715, 0.0064663997897702104), (90, 0.20982033169857076, 0.43542435229586685)]	['+']	uhpa	uhpt	uhpa	11.0	uhpt	11.0	uhpa	uhpt	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'gadb')	6.0	6	False												torr	gadb	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'sra')	7.0	7	False												uvry	sra	11	5	0	0	44	0.22572934028431968	0.530258985200846
('nhar', 'gadx')	8.0	8	False												nhar	gadx	11	5	0	0	44	0.22572934028431968	0.530258985200846
('nhar', 'ydep')	9.0	9	False												nhar	ydep	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'ybas')	10.0	10	True	1802.0	('gadx', 'ybas')	0.0	[(0, 0.5162932511834758, 3.2300994178708788e-10), (10, 0.23262902500439592, 0.073669891631844051), (20, 0.056101561144113264, 0.67850762142556431), (30, 0.20298186736580182, 0.089560645361830393), (60, 0.71775532081208648, 2.5806571107169212e-06), (90, 0.71928893992811127, 0.0016857868927915884)]	['+']	gadx	ybas	gadx	11.0	ybas	11.0	gadx	ybas	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'uspe')	11.0	11	False												uvry	uspe	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'torr')	12.0	12	False												rcsb	torr	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'tord')	13.0	13	True	2769.0	('torr', 'tord')	10.0	[(0, 0.43898760978717172, 1.7453982524172354e-07), (10, 0.74972795051794994, 5.4711823082271293e-12), (20, 0.58343519988283299, 1.9070218801178872e-06), (30, 0.38950361834089064, 0.00078677837705311759), (60, 0.098460228193191987, 0.58566449415526445), (90, 0.051169465884240567, 0.85072227715999671)]	['+']	torr	tord	torr	11.0	tord	11.0	torr	tord	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uhpa', 'uvry')	14.0	14	False												uhpa	uvry	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'rpos')	15.0	15	False												uvry	rpos	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'uhpa')	16.0	16	False												uvry	uhpa	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'hdeb')	17.0	17	True	1793.0	('gadx', 'hdeb')	0.0	[(0, 0.50018617005931254, 1.367334235720141e-09), (10, 0.37514246073595642, 0.0031429681864054153), (20, 0.34864412241791048, 0.0078641025798910809), (30, 0.41543859868707927, 0.00031493016413670872), (60, 0.73660267360296239, 1.0229607827303447e-06), (90, 0.65518554033923393, 0.0058710247214009362)]	['+-']	gadx	hdeb	gadx	11.0	hdeb	11.0	gadx	hdeb	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'nhaa')	18.0	18	False												rcsb	nhaa	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'uspe')	19.0	19	False												rcsb	uspe	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'torc')	20.0	20	False												uvry	torc	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'asnb')	21.0	21	False												uvry	asnb	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'tora')	22.0	22	True	2767.0	('torr', 'tora')	10.0	[(0, 0.44806593571601944, 9.01483380560248e-08), (10, 0.73147962471571326, 3.1806231993285692e-11), (20, 0.54292609746458687, 1.2808175121592434e-05), (30, 0.25637402851934005, 0.030919163191101766), (60, 0.10491422804299678, 0.56120330161571463), (90, 0.186072511036245, 0.49020766798257986)]	['+']	torr	tora	torr	11.0	tora	11.0	torr	tora	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'lon')	23.0	23	False												rcsb	lon	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'osmb')	24.0	24	False												uvry	osmb	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'lola')	25.0	25	False												torr	lola	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'gadc')	26.0	26	True	2659.0	('rcsb', 'gadc')		[(0, 0.24252149081597318, 0.0054343153707975145), (10, 0.3348851830609198, 0.0089114347699071478), (20, 0.34572604218341163, 0.0084356597540288063), (30, 0.3755618843105144, 0.0012492601763235119), (60, -0.089050269063893434, 0.62214603832149695), (90, 0.022943513805860988, 0.93278623898146373)]	['+']	rcsb	gadc	rcsb	11.0	gadc	11.0	rcsb	gadc	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'bdm')	27.0	27	False												uvry	bdm	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'bdm')	28.0	28	False												torr	bdm	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'uhpa')	29.0	29	False												rcsb	uhpa	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'tnab')	30.0	30	True	2765.0	('torr', 'tnab')	10.0	[(0, 0.34198322483008625, 6.825035192810644e-05), (10, 0.66977645313864098, 4.8579566788874836e-09), (20, 0.50781102473182105, 5.5272314599874962e-05), (30, 0.20740356493474763, 0.082648857568079478), (60, 0.048879271006612816, 0.7870643819159806), (90, -0.013311179488583126, 0.96097723616266262)]	['+']	torr	tnab	torr	11.0	tnab	11.0	torr	tnab	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'rara')	31.0	31	False												uvry	rara	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'ydep')	32.0	32	False												torr	ydep	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'gada')	33.0	33	True	2761.0	('torr', 'gada')	10.0	[(0, 0.44175667977343303, 1.4297377782087785e-07), (10, 0.79438351999394774, 3.600886809615072e-14), (20, 0.66173025953663855, 2.0890783673690042e-08), (30, 0.56406298146898781, 3.0146755345388433e-07), (60, 0.63862824781940497, 6.3503412062833472e-05), (90, -0.29669921835203322, 0.26446927394602321)]	['-']	torr	gada	torr	11.0	gada	11.0	torr	gada	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uhpa', 'rpra')	34.0	34	False												uhpa	rpra	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'yhid')	35.0	35	True	2770.0	('torr', 'yhid')	10.0	[(0, 0.3720060607875329, 1.3124707494953724e-05), (10, 0.74229837528481624, 1.1402759046661609e-11), (20, 0.6193827167159407, 2.7981185285876569e-07), (30, 0.54437269714683145, 9.2369614797686991e-07), (60, 0.5669696764029597, 0.00058100901447364261), (90, -0.28714400379740679, 0.28089026451484556)]	['+']	torr	yhid	torr	11.0	yhid	11.0	torr	yhid	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'osmc')	36.0	36	False												uvry	osmc	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'gadc')	37.0	37	True	1789.0	('gadx', 'gadc')	60.0	[(0, 0.37456420766857002, 1.1316334568415871e-05), (10, 0.21094080457855735, 0.10569913038749117), (20, 0.060588213714852901, 0.65436359811655009), (30, 0.071023658883518109, 0.55614476513393196), (60, 0.77623804849748546, 1.1051189913403778e-07), (90, 0.84746009637445374, 3.4086731419456541e-05)]	['+']	gadx	gadc	gadx	11.0	gadc	11.0	gadx	gadc	11	5	0	0	44	0.22572934028431968	0.530258985200846
('rcsb', 'nhar')	38.0	38	False												rcsb	nhar	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'osmc')	39.0	39	False												torr	osmc	11	5	0	0	44	0.22572934028431968	0.530258985200846
('uvry', 'tnac')	40.0	40	False												uvry	tnac	11	5	0	0	44	0.22572934028431968	0.530258985200846
('torr', 'tnaa')	41.0	41	True	2764.0	('torr', 'tnaa')	10.0	[(0, 0.31857271475446564, 0.00022081638710652314), (10, 0.71771419439559414, 1.0949332108049475e-10), (20, 0.54088179653920554, 1.4009538704524507e-05), (30, 0.17208002685872087, 0.15129743404287516), (60, 0.19862139678251928, 0.26782580678466128), (90, -0.12313989322472604, 0.64958400397005833)]	['+']	torr	tnaa	torr	11.0	tnaa	11.0	torr	tnaa	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'ydep')	42.0	42	False												gadx	ydep	11	5	0	0	44	0.22572934028431968	0.530258985200846
('gadx', 'btub')	43.0	43	True	1784.0	('gadx', 'btub')		[(0, -0.33341899472430614, 0.00010602757150718766), (10, -0.28104075663623124, 0.029616207916412673), (20, -0.060804257159721486, 0.65320958325494649), (30, 0.15020421398455142, 0.21119536538449929), (60, -0.45449925980424177, 0.0078799664577408075), (90, -0.23949139788434148, 0.37166474255147874)]	['-']	gadx	btub	gadx	11.0	btub	11.0	gadx	btub	11	5	0	0	44	0.22572934028431968	0.530258985200846
('csir', 'hdfr')	0.0	0	False												csir	hdfr	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('csir', 'ydcs')	1.0	1	False												csir	ydcs	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('csir', 'gltf')	2.0	2	False												csir	gltf	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('hdfr', 'csir')	3.0	3	False												hdfr	csir	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('asnc', 'adiy')	4.0	4	False												asnc	adiy	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('asnc', 'gdha')	5.0	5	False												asnc	gdha	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'gabd')	6.0	6	False												fear	gabd	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('adiy', 'asnc')	7.0	7	False												adiy	asnc	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'gabt')	8.0	8	False												fear	gabt	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('asnc', 'nac')	9.0	9	False												asnc	nac	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'ydct')	10.0	10	False												fear	ydct	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'tyna')	11.0	11	True	1437.0	('fear', 'tyna')	0.0	[(0, 0.47571645692961545, 1.0661078156426662e-08), (10, 0.55124009371025606, 5.0099763959464123e-06), (20, 0.40569180351215395, 0.0017428736284759668), (30, 0.15831611670116622, 0.18728599308744429), (60, 0.019635228522607583, 0.91363330074095772), (90, -0.3299590600588248, 0.21199671027945233)]	['+']	fear	tyna	fear	15.0	tyna	15.0	fear	tyna	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'ydcu')	12.0	12	False												fear	ydcu	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'ydcv')	13.0	13	False												fear	ydcv	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('hdfr', 'tyna')	14.0	14	False												hdfr	tyna	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'adia')	15.0	15	False												fear	adia	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('hdfr', 'gltf')	16.0	16	True	1860.0	('hdfr', 'gltf')	0.0	[(0, -0.64290623729162055, 1.6293001537909888e-16), (10, -0.67828222249600001, 2.6102248428522029e-09), (20, -0.68004249187881849, 5.9584797227211701e-09), (30, -0.51769798355064234, 3.7747863743090266e-06), (60, -0.34389182352791964, 0.05004649382091729), (90, -0.44530008738812221, 0.083898383154008882)]	['+']	hdfr	gltf	hdfr	15.0	gltf	15.0	hdfr	gltf	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('fear', 'gabp')	17.0	17	False												fear	gabp	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('csir', 'mioc')	18.0	18	False												csir	mioc	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('hdfr', 'adiy')	19.0	19	False												hdfr	adiy	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('csir', 'gabd')	20.0	20	True	1026.0	('csir', 'gabd')	0.0	[(0, 0.54723923857730483, 1.6184293547646627e-11), (10, 0.52456381306839872, 1.6907469172689657e-05), (20, 0.51551580892001503, 4.0655756101816841e-05), (30, 0.39075957432708197, 0.00075392551282286492), (60, 0.5425360655189575, 0.0011068699175637339), (90, 0.67876916800458476, 0.0038395575668814861)]	['-']	csir	gabd	csir	15.0	gabd	15.0	csir	gabd	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('asnc', 'asna')	21.0	21	True	461.0	('asnc', 'asna')		[(0, 0.26720399814640372, 0.0021174087183777487), (10, 0.039024900217826876, 0.76719993369630513), (20, -0.036421664286257052, 0.78794911863574801), (30, 0.33107327865253711, 0.0047999982753676304), (60, 0.30162466915350306, 0.088030606836954781), (90, -0.030289456449159889, 0.91133538487943)]	['+']	asnc	asna	asnc	15.0	asna	15.0	asnc	asna	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('hdfr', 'fear')	22.0	22	False												hdfr	fear	15	5	0	0	31	0.19102491277129885	0.4413359977162433
('asnc', 'sera')	23.0	23	False												asnc	sera	15	5	0	0	31	0.19102491277129885	0.4413359977162433
