baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_auroc	swing_auroc2	total_edges
0.38705670335688397	0.48271679805943	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.37060474389069226	0.38792958729652727	0.43617343844754397	0.4719526986052154	68.0
0.3331908641553342	0.516462410828608	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.32488179446987436	0.4447128900214481	0.47539784159502463	0.6094750320102422	77.0
0.3389137455534016	0.43654524089306695	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.4336414286290168	0.39106144014348854	0.5546415981198588	0.48061104582843717	46.0
0.6875426734504883	0.7880220646178094	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.6706592011058711	0.5200431604107453	0.7791075650118204	0.721089440504333	94.0
0.20386297589765606	0.49881078224101494	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.26446233555759036	0.22840999005595577	0.5890591966173365	0.5339587737843557	44.0
0.23896325221676115	0.5109905795032827	15.0	0.0	0.0	24.0	0.0	0.0	0.2782349447182468	0.2545896005660194	0.5438195832143876	0.4975735084213531	31.0
0.25744007502149036	0.5143760782058655	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.23602920727778398	0.24349923340435217	0.4863427257044279	0.5415468660149514	47.0
0.5536016618843455	0.5760000000000001	22.0	3.0	1.0	13.0	0.15	0.05	0.5974874694686072	0.6000307017450263	0.712	0.658	20.0
0.4053743872782137	0.6972682848674197	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.445098275928581	0.3961280296224594	0.6974285027637587	0.7007930785868781	57.0
0.13592402475971527	0.45520159283225453	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.15566967306135576	0.1571096153860565	0.5058486809357887	0.4879293180686907	82.0
0.4635725806889889	0.631687242798354	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.4997196506759701	0.4476973057150493	0.6810699588477368	0.6563786008230453	18.0
0.4073383811845424	0.45937500000000003	34.0	2.0	0.0	9.0	0.125	0.0	0.47671781447815287	0.3854240563424747	0.5656249999999999	0.4281250000000001	16.0
0.42739510601009756	0.5852272727272728	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.38337557039153164	0.4198460245471958	0.6054545454545452	0.6361363636363635	44.0
0.3873033025319072	0.6516651104886412	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.3215085400239673	0.2512578746970315	0.6116402116402115	0.5561157796451908	63.0
0.4821598982897028	0.5929760061919506	48.0	0.0	0.0	54.0	0.0	0.0	0.4043627068269017	0.4191652152921837	0.5264125386996906	0.54624613003096	76.0
0.525773660958689	0.43350383631713557	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.616343863994812	0.6416435619357518	0.561381074168798	0.5421994884910487	34.0
0.3346830724536125	0.5548589341692791	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.4542078107586606	0.3126394195716921	0.6418495297805645	0.493730407523511	22.0
0.6584100265462361	0.6874089765656031	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.7395989147343415	0.5730701152200997	0.7704223487356016	0.6275652058784587	83.0
0.38347598357124607	0.49669117647058825	59.0	8.0	7.0	21.0	0.2	0.175	0.35564315378001876	0.3484848237920501	0.4411764705882353	0.3319852941176471	40.0
0.4792198592057641	0.4179566563467492	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.4925096994119149	0.4051353545658828	0.4489164086687307	0.3126934984520124	19.0
