baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_auroc	swing_auroc2	total_edges
0.3996021301762932	0.48832625833838694	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.37139459009301884	0.3884601710239633	0.4408732565191026	0.4761976955730746	68.0
0.3293408110994987	0.49250045728919	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.3128000670728229	0.4212105891405194	0.4584781415767327	0.6012438265959387	77.0
0.3225854468887177	0.41216216216216206	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.4223670535243373	0.385259748966141	0.5505287896592242	0.4641598119858989	46.0
0.658718729616676	0.7759062253743094	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.628926628984816	0.5165926246343079	0.7719168636721818	0.7081363278171785	94.0
0.22224844958780643	0.500132135306554	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.2699966827963414	0.22385780685675813	0.6021405919661734	0.534487315010571	44.0
0.2159556232525803	0.5192691978304309	15.0	0.0	0.0	24.0	0.0	0.0	0.30088339356329263	0.2503634097202998	0.562375107051099	0.5232657721952616	31.0
0.2543152229495451	0.5376653248993674	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.23551468454430047	0.2525806819689997	0.4959746981023579	0.5595169637722829	47.0
0.505704839526521	0.574	22.0	3.0	1.0	13.0	0.15	0.05	0.6119220875444527	0.5965552607514996	0.6859999999999999	0.644	20.0
0.5031059478780529	0.7315549146839702	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.4699159430508534	0.3956290992937878	0.7213009693182728	0.7093647360410159	57.0
0.1498702182829761	0.4602787456445995	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.15148852397847865	0.1559453909815714	0.5069935291189652	0.4898208063713294	82.0
0.4613692445944564	0.6563786008230453	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.5847534274124188	0.4376365405355625	0.7119341563786006	0.6481481481481483	18.0
0.41294918528643815	0.5062500000000001	34.0	2.0	0.0	9.0	0.125	0.0	0.4545395831425709	0.4485500269995831	0.5562499999999999	0.5125	16.0
0.46305456733950995	0.5861363636363635	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.469148684116271	0.4573204773232403	0.6152272727272722	0.6463636363636364	44.0
0.363191570395851	0.6346093993152817	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.3007921700766722	0.2429254170327707	0.5989417989417999	0.5525676937441647	63.0
0.43460487613200105	0.5965557275541797	48.0	0.0	0.0	54.0	0.0	0.0	0.4321293280493758	0.4198721465942183	0.546342879256966	0.5627902476780179	76.0
0.5564293500820117	0.43350383631713557	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.6104588777489476	0.600334285544252	0.5524296675191815	0.5358056265984654	34.0
0.3065632488219779	0.5548589341692791	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.48218789584651767	0.4047946693116705	0.6465517241379313	0.5721003134796241	22.0
0.6878328244738909	0.6944260558718389	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.7175233946270957	0.5858151724976077	0.7643320534886795	0.6396133986495434	83.0
0.35173645380458834	0.47867647058823537	59.0	8.0	7.0	21.0	0.2	0.175	0.36538122643385623	0.3166953863955995	0.45625000000000004	0.3463235294117647	40.0
0.5025925815564246	0.49226006191950467	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.46085199063518106	0.3999749831028281	0.41795665634674917	0.2972136222910217	19.0
