baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_auroc	swing_auroc2	total_edges
0.39661869033573655	0.4821103699211644	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.37762740027677877	0.4009814410888115	0.4476955730745906	0.5063674954517892	68.0
0.3251709079711198	0.5001829156758735	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.3260758962008066	0.42688216971966175	0.4805194805194807	0.5972196817267238	77.0
0.32798678732031317	0.4112808460634549	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.45062323495911144	0.39205333728929015	0.5475910693301997	0.49059929494712096	46.0
0.6684552632338846	0.7750197005516148	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.6437396302066808	0.5311595015236588	0.7778270291568152	0.7184791174152866	94.0
0.21462027203064477	0.5344873150105715	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.26407504673980425	0.22626265156363426	0.6144291754756871	0.5264270613107825	44.0
0.2554938161929124	0.5575221238938048	15.0	0.0	0.0	24.0	0.0	0.0	0.2800393042147861	0.25136371564481264	0.5469597487867545	0.5241221809877249	31.0
0.2665846634368714	0.5278895917193792	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.23444089999816972	0.2551934458194466	0.4820299022426684	0.5569292696952275	47.0
0.5401107664259057	0.58	22.0	3.0	1.0	13.0	0.15	0.05	0.5769055326357705	0.5959074936873777	0.6859999999999999	0.626	20.0
0.41635821647545396	0.7032764559801331	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.447298179443339	0.3752470080150474	0.7101658255227109	0.7033565649283025	57.0
0.12878308855009396	0.45811348929815804	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.1580127411048756	0.16762796058683818	0.517521154803385	0.4939024390243892	82.0
0.4673845751946262	0.631687242798354	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.47998829748300254	0.42130034925151694	0.6522633744855967	0.6234567901234568	18.0
0.4623790030052809	0.54375	34.0	2.0	0.0	9.0	0.125	0.0	0.5637884884218255	0.41983024945710956	0.60625	0.4656249999999999	16.0
0.4388817989584385	0.5802272727272724	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.3949728283389359	0.44829742453632787	0.591590909090909	0.6490909090909086	44.0
0.3227794029866872	0.636476812947402	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.2891135615531866	0.23439803583762886	0.610084033613445	0.5489573607220665	63.0
0.42877694343529993	0.5852360681114552	48.0	0.0	0.0	54.0	0.0	0.0	0.394678728654957	0.4190620594444893	0.528734520123839	0.5560178018575855	76.0
0.5351797642250393	0.4194373401534527	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.5918274305029702	0.5740903457679214	0.5434782608695653	0.510230179028133	34.0
0.33137645571736624	0.5525078369905958	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.4888520616348717	0.35032070683039185	0.6442006269592482	0.5015673981191223	22.0
0.683803294878343	0.6981331921090956	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.7541365137420885	0.6030607030286306	0.7920031775453458	0.6654309545875811	83.0
0.39808197611697566	0.5029411764705882	59.0	8.0	7.0	21.0	0.2	0.175	0.3327524653179343	0.29898508421191944	0.4378676470588234	0.34227941176470583	40.0
0.4379760654045967	0.3653250773993808	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.5291949015602361	0.41098807986160124	0.5170278637770899	0.3560371517027864	19.0
