baseline_aupr	baseline_auroc	cluster_id	lagged_edges	lagged_edges2	nan_edges	percent_lagged	percent_lagged2	swing_aupr	swing_aupr2	swing_auroc	swing_auroc2	total_edges
0.433099749090932	0.5275924802910857	0.0	5.0	2.0	50.0	0.07352941176470588	0.029411764705882353	0.38890288293707553	0.4095971433246953	0.4783201940570042	0.49378411158277746	68.0
0.3152506710215414	0.48710444485092397	2.0	2.0	2.0	66.0	0.025974025974025976	0.025974025974025976	0.3178892546638468	0.449008714954005	0.4807023961953542	0.6295042985183824	77.0
0.3379111037329354	0.4312573443008226	3.0	15.0	15.0	28.0	0.32608695652173914	0.32608695652173914	0.4135132863808298	0.3630694887355347	0.5411280846063454	0.4406580493537017	46.0
0.6325542803426074	0.7741824271079585	8.0	9.0	2.0	52.0	0.09574468085106383	0.02127659574468085	0.6641322622257586	0.5372255395820241	0.7628546099290779	0.7114361702127663	94.0
0.22311567077968822	0.5227272727272727	11.0	15.0	8.0	24.0	0.3409090909090909	0.18181818181818182	0.2702962976693306	0.22960196795544266	0.5853594080338269	0.5203488372093025	44.0
0.24297107036257992	0.5389666000570941	15.0	0.0	0.0	24.0	0.0	0.0	0.2772417967294782	0.246388584057319	0.5421067656294605	0.49643163003140184	31.0
0.23912245739492133	0.5109258194364579	21.0	2.0	1.0	26.0	0.0425531914893617	0.02127659574468085	0.23773737869227007	0.2626453868878403	0.4987061529614722	0.5737492811960895	47.0
0.47955963193440304	0.568	22.0	3.0	1.0	13.0	0.15	0.05	0.6483643144121133	0.6088444186644764	0.714	0.634	20.0
0.44306619201946845	0.7083233197148122	27.0	7.0	2.0	29.0	0.12280701754385964	0.03508771929824561	0.4592757148844491	0.36672391014820555	0.6995113354161662	0.6937434911479613	57.0
0.14701326394242026	0.4743155798904937	28.0	13.0	5.0	47.0	0.15853658536585366	0.06097560975609756	0.1509214643443493	0.15866456655536	0.5098805375808871	0.4921602787456442	82.0
0.42783268860627527	0.6111111111111112	30.0	1.0	1.0	11.0	0.05555555555555555	0.05555555555555555	0.543070350711508	0.41772337398082227	0.6872427983539094	0.6049382716049384	18.0
0.468350485942748	0.53125	34.0	2.0	0.0	9.0	0.125	0.0	0.5451173460199411	0.36412179017799434	0.61875	0.37812500000000004	16.0
0.4542317356705216	0.578409090909091	37.0	2.0	1.0	24.0	0.045454545454545456	0.022727272727272728	0.45673889081090363	0.4367351913625285	0.6213636363636362	0.6479545454545453	44.0
0.32703026966241105	0.6363523187052599	45.0	5.0	1.0	35.0	0.07936507936507936	0.015873015873015872	0.27056023178323896	0.23952996928820625	0.6126361655773431	0.56931216931217	63.0
0.5003270171861283	0.6188080495356039	48.0	0.0	0.0	54.0	0.0	0.0	0.3770375847660882	0.4203141915416757	0.5274767801857585	0.572078173374613	76.0
0.5328478678483832	0.45652173913043487	49.0	7.0	7.0	25.0	0.20588235294117646	0.20588235294117646	0.6115263899784213	0.5811712451493484	0.5728900255754475	0.5127877237851663	34.0
0.3394422931552671	0.5517241379310346	57.0	1.0	0.0	15.0	0.045454545454545456	0.0	0.4287743744402486	0.37501545020135785	0.6277429467084641	0.571316614420063	22.0
0.6533448449695166	0.6856878061697338	58.0	3.0	2.0	63.0	0.03614457831325301	0.024096385542168676	0.7747064296836678	0.5706188910910833	0.8077585065536862	0.6299483648881239	83.0
0.38286479993301076	0.4812500000000002	59.0	8.0	7.0	21.0	0.2	0.175	0.33854884500213817	0.34718494175421644	0.4470588235294118	0.3797794117647059	40.0
0.41452765605017855	0.34674922600619196	62.0	4.0	0.0	13.0	0.21052631578947367	0.0	0.509759440333461	0.4226734563285905	0.4860681114551084	0.3591331269349845	19.0
