G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000001	0.9540303	0.9985774	0.9394509	0.8512423	0.0000054	0.9765917	0.4739046	0.1509081	1.0000000
0.0000000	0.0000000	0.9981142	0.8579732	0.5674521	0.3414703	0.9601120	0.3822322	0.4980109	1.0000000
0.0000000	0.7274026	0.0000000	0.9277405	0.7851925	0.2576476	0.9762055	0.4700238	0.2157128	1.0000000
0.0000000	0.9540231	0.9984848	0.9200329	0.7486286	0.5031263	0.0072459	0.0000002	0.2546788	1.0000000
0.0000001	0.9540379	0.9986632	0.9576828	0.9999962	0.2527120	0.9768968	0.4753589	0.0000006	1.0000000
0.0000000	0.9539923	0.9981156	0.8579846	0.5674550	0.3410338	0.9602940	0.3822718	0.4980106	0.0000000
0.0027317	0.0000000	0.9981087	0.8579069	0.5674330	0.0000054	0.9595749	0.3820723	0.4980127	1.0000000
0.0027315	0.0000000	0.9981143	0.8579736	0.5674522	0.3414664	0.9601114	0.3822328	0.4980109	0.0000009
0.5011141	0.8673005	0.9986632	0.9576828	0.9999962	0.0000054	0.9769226	0.4753696	0.0000006	1.0000000
0.5007547	0.8668256	0.9966681	0.7150682	0.3870661	0.0000000	0.7622274	0.1744298	0.9328808	0.0000000
