G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.6822612	0.0720227	0.7574379	0.1248041	0.6415098	0.7129255	0.0104006	0.7506286	0.7564920
0.3213197	0.0000000	0.0811800	0.8302286	0.0960876	0.7429699	0.7206816	0.0218586	0.7064317	0.7039883
0.3630209	0.6656224	0.0000000	0.7104125	0.0988071	0.7836403	0.8807608	0.0224069	0.7271898	0.7230356
0.3349397	0.4355970	0.8388298	0.0000000	0.0959102	0.7260756	0.6171684	0.0135019	0.7606725	0.7732794
0.3552487	0.7253069	0.0604839	0.7630328	0.0000000	0.6502851	0.7549856	0.0053516	0.8331158	0.7124581
0.3930398	0.8539107	0.0822946	0.8134572	0.5570635	0.0000000	0.7024829	0.0192028	0.7005850	0.7169470
0.0444944	0.3721273	0.0398758	0.7582053	0.0659708	0.7112474	0.0000000	0.0183571	0.8595581	0.7843702
0.3604644	0.6650564	0.0318428	0.6972389	0.0803693	0.7927762	0.6781113	0.0000000	0.7170276	0.6913128
0.2596072	0.6112562	0.0527667	0.6589661	0.1176958	0.9301743	0.8352680	0.7757221	0.0000000	0.7175103
0.4155493	0.7062098	0.0631866	0.6495809	0.0757074	0.7171266	0.7318167	0.0627960	0.7845114	0.0000000
