G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000979	0.0617574	0.2368904	0.9566850	0.9999961	0.8937935	0.9615421	1.0000000	0.7380572	0.9379648
0.0000001	0.0085524	0.5171013	0.8867742	0.9999972	0.6702479	0.9495438	1.0000000	0.9272899	1.0000000
0.1650437	0.0431524	0.2956253	0.8822575	0.3000038	0.8128349	0.8614974	0.6314645	1.0000000	1.0000000
0.0000000	0.0078469	0.5823370	0.8921623	0.8154256	0.9729221	0.8730154	1.0000000	0.9684467	1.0000000
0.1234367	0.0148063	0.7020444	0.9748646	0.8905473	0.9777358	0.9344373	1.0000000	1.0000000	0.6116601
0.0000459	0.0503736	0.2634865	0.9482663	0.8243077	0.9504768	0.8730035	1.0000000	0.6807608	1.0000000
0.3550404	0.0529952	0.2205220	0.9902306	0.3190331	0.8228662	0.9102395	1.0000000	1.0000000	0.7760558
0.0350580	0.0181688	0.5646977	0.8961371	0.9049988	0.9786593	0.8730154	1.0000000	1.0000000	1.0000000
0.0000028	0.0237395	0.3367525	0.9335509	0.7974296	0.5623306	0.9327036	0.9222031	0.9113405	0.9398520
0.0000016	0.0205579	0.5051018	0.9999910	0.9999989	0.9557610	0.8365986	0.8413195	1.0000000	0.8453543
