G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.8282807	0.1336773	0.0394370	0.0081534	0.0187772	0.2320096	0.6574168	0.8615018	0.8129850
0.7257394	0.0000000	0.1111540	0.0599061	0.0031309	0.0917099	0.4953569	0.8492450	0.7903749	0.8020323
0.5816703	0.8223828	0.0000000	0.1027185	0.0231696	0.0747557	0.4064755	0.7575101	0.8054243	0.8383486
0.7269659	0.9206734	0.0252352	0.0000000	0.0041546	0.0545213	0.5016025	0.7686931	0.7177245	0.7765688
0.6218170	0.9399792	0.1808516	0.0485553	0.0000000	0.0670309	0.4284521	0.6364716	0.8460760	0.8517072
0.6390567	0.9123776	0.1164781	0.0728264	0.0069634	0.0000000	0.3298988	0.6950310	0.7655317	0.7024675
0.8916707	0.7814490	0.0741529	0.0293903	0.0085222	0.0416339	0.0000000	0.6384991	0.7832013	0.7469033
0.8273342	0.8949303	0.1373838	0.1111434	0.0038892	0.0941993	0.0735756	0.0000000	0.7348320	0.7333816
0.7561212	0.8463899	0.0987797	0.0510708	0.0050503	0.0586228	0.0281902	0.0239437	0.0000000	0.6652109
0.5556417	0.9710191	0.1219081	0.0822565	0.0106809	0.0220091	0.3606731	0.7875896	0.7402285	0.0000000
