G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.6444436	0.6701112	0.8259636	0.6514057	0.0000000	0.6727949	0.2840711	0.1337235	0.6853869
0.0000000	0.0000000	0.7290944	0.5895834	0.3547977	0.1764942	0.6649870	0.3608154	0.4713328	0.8220668
0.0000000	0.4137017	0.0000000	0.8617463	0.5849848	0.2615655	0.6789582	0.3489098	0.1967632	0.7985546
0.0000000	0.7220395	0.9123384	0.7530159	0.5905964	0.3675585	0.0015943	0.0000000	0.1969199	0.7900948
0.0000000	0.7626919	0.6308375	0.6314076	0.8396827	0.2237685	0.7312140	0.3572501	0.0000000	0.7566653
0.0000000	0.6456732	0.8043109	0.6064151	0.3798866	0.2049386	0.7048203	0.2590740	0.4399321	0.0000000
0.0012032	0.0000000	0.8929500	0.6370711	0.4830496	0.0000000	0.8024789	0.2954341	0.4413289	0.8019299
0.0029104	0.0000000	0.7811968	0.6294785	0.3483483	0.2480798	0.8377260	0.2797464	0.3841713	0.0000000
0.3861078	0.5442134	0.7567080	0.7401682	0.8565314	0.0000000	0.6862034	0.3709902	0.0000000	0.8112892
0.4022362	0.6507221	0.6333892	0.6102686	0.2678240	0.0000000	0.5592794	0.1356407	0.8847467	0.0000000
