G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.9450252	1.0092610	0.9270382	0.9058905	0.0000000	0.8976924	0.4804465	0.1723179	1.0040245
0.0000000	0.0000000	0.9981660	0.8635782	0.5320665	0.3008356	1.0286133	0.3785665	0.5250052	1.0026450
0.0000000	0.6691450	0.0000000	0.9904419	0.8175165	0.3094075	0.9721931	0.4662807	0.2610078	1.0406555
0.0000000	0.9630484	1.0770249	0.9976974	0.7363201	0.4929411	0.0013881	0.0000000	0.3079441	0.9762605
0.0000000	0.9529664	1.0620449	0.9103700	1.0825107	0.2357422	0.9989220	0.4806878	0.0000000	1.1276987
0.0000000	0.9002563	0.9594552	0.8986975	0.5196327	0.3022329	0.9288297	0.3646511	0.5028011	0.0000000
0.0008024	0.0000000	1.0657704	0.8413437	0.5939520	0.0000000	0.9818973	0.3698212	0.4983931	0.9973538
0.0019946	0.0000000	1.0943686	0.8889574	0.5161767	0.3148320	1.0553495	0.4154824	0.5285706	0.0000000
0.5733472	0.8187885	1.0362967	0.8677635	0.9917372	0.0000000	0.9387770	0.4662981	0.0000000	1.0061744
0.5901334	0.8843830	0.9342016	0.7903006	0.3467956	0.0000000	0.7010880	0.2133392	1.0247458	0.0000000
