"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.0174014	0.0368961	0.0397601	0.0391076	0.0323361	0.1120987	0.6263017	0.6800652	0.0407818	0.0262308
50	0.0094930	0.1246699	0.0149808	0.0349788	0.0116813	0.1641248	0.7531206	0.4354939	0.2735721	0.0499317
100	0.0185355	0.2240283	0.0066263	0.0320253	0.0588848	0.0644649	0.7528066	0.3070389	0.4992571	0.0203293
150	0.0309813	0.2890280	0.0163369	0.0552132	0.0316184	0.0626513	0.6234674	0.2011433	0.4943379	0.0311095
200	0.0088737	0.2534683	0.0228329	0.0248715	0.0279572	0.0692795	0.6011352	0.0872588	0.6141076	0.0631934
250	0.0345893	0.2621985	0.0334834	0.0551851	0.0157960	0.0195486	0.5987444	0.0307385	0.5088335	0.0393832
300	0.0262460	0.2508834	0.0078861	0.0567181	0.0221233	0.0314134	0.8579390	0.0361380	0.5672540	0.0591643
350	0.0737591	0.2134772	0.0269702	0.0423522	0.0284014	0.0052331	0.7462797	0.0322554	0.4728186	0.0430918
400	0.0377405	0.2399079	0.0359872	0.0638250	0.0221376	0.0111279	0.5442729	0.0182543	0.6033696	0.0294629
450	0.0331337	0.2984418	0.0368162	0.0495849	0.0331326	0.0392356	0.6232521	0.0196676	0.5789812	0.0435730
500	0.0151951	0.3392698	0.0153378	0.0495275	0.0401915	0.0030874	0.5385880	0.0464863	0.4887383	0.0893735
550	0.0316443	0.1623158	0.0104327	0.0579911	0.0517688	0.0416494	0.7389700	0.3193898	0.2912196	0.0477032
600	0.0460977	0.0576954	0.0267220	0.0361602	0.0621672	0.1509449	0.7458495	0.4951480	0.1188239	0.0497866
650	0.0045863	0.0353801	0.0098940	0.0840719	0.0443259	0.1963564	0.8114179	0.5767403	0.0492350	0.0479477
700	0.0319018	0.0319904	0.0192365	0.0295712	0.0353106	0.0839761	0.5842577	0.6700363	0.0576006	0.0432481
750	0.0295466	0.0637023	0.0258590	0.0552215	0.0528331	0.0998816	0.6531930	0.6605143	0.0668679	0.0431807
800	0.0199878	0.0350538	0.0157118	0.0439663	0.0417249	0.1959666	0.6920703	0.7524925	0.0367049	0.0230887
850	0.0146790	0.0284607	0.0291703	0.0335912	0.0322355	0.2312687	0.7654070	0.6544087	0.0353562	0.0187143
900	0.0188207	0.0284664	0.0279102	0.0354598	0.0178727	0.1085955	0.8281563	0.7076210	0.0323612	0.0623544
950	0.0322892	0.0206457	0.0203820	0.0473162	0.0467676	0.0928249	0.6874033	0.6736355	0.0516817	0.0471842
1000	0.0082930	0.0166706	0.0645810	0.0337109	0.0409795	0.0567198	0.6871144	0.6966961	0.0880555	0.0631181

0	0.0175945	0.0129443	0.0250482	0.0278975	0.0187971	0.1130315	0.7379150	0.7320687	0.0386871	0.0523566
50	0.0151693	0.2991204	0.2351924	0.1908900	0.0337457	0.0476659	0.8018947	0.5055125	0.0544565	0.0248985
100	0.0727659	0.5426093	0.4148097	0.5039519	0.0398360	0.0789465	0.7163283	0.3046579	0.0801616	0.1067026
150	0.0816570	0.5563155	0.5878144	0.5239016	0.0453745	0.3936534	0.7257646	0.1748081	0.1288148	0.1788299
200	0.1791338	0.5549768	0.6502214	0.6219548	0.0987564	0.4664271	0.6336791	0.1996641	0.2122589	0.4146329
250	0.2827238	0.8263810	0.6156930	0.4917124	0.2052867	0.6063480	0.8684229	0.1181112	0.3989702	0.4197720
300	0.2337052	0.6563970	0.7206248	0.4474109	0.3086477	0.6179331	0.6730623	0.1650935	0.4033760	0.4932159
350	0.3229383	0.7328069	0.6598193	0.6434741	0.3550391	0.7697616	0.7609616	0.1082291	0.4658480	0.4901941
400	0.3097797	0.8519425	0.8062855	0.6944330	0.3868484	0.6756043	0.6782569	0.0974162	0.6546687	0.5128276
450	0.5522600	0.7623097	0.8968062	0.7152416	0.4376439	0.6789842	0.7624571	0.0873527	0.5573145	0.5541440
500	0.4357412	0.6784209	0.8046244	0.7756539	0.3824357	0.6082529	0.7573121	0.0758286	0.5315853	0.6093573
550	0.3581530	0.8936085	0.7839290	0.5031465	0.4426658	0.8520298	0.7248864	0.2998117	0.6371952	0.5245956
600	0.3163978	0.6257744	0.7058402	0.6398954	0.4806513	0.7323622	0.7491227	0.3906177	0.7064023	0.4943681
650	0.2970953	0.5992002	0.5779380	0.4990253	0.5433291	0.6722859	0.7059660	0.3748245	0.5699588	0.5278507
700	0.3260356	0.6212690	0.4940289	0.4861140	0.4227184	0.6611955	0.6938892	0.3495853	0.5422179	0.5487016
750	0.2948819	0.6456321	0.6264517	0.5596972	0.4616212	0.6544699	0.6713547	0.4396764	0.5571992	0.4984451
800	0.2235442	0.6531645	0.5537335	0.6280975	0.4307780	0.6511338	0.6527246	0.4962424	0.5462036	0.3597074
850	0.2332467	0.6690389	0.4016838	0.5880353	0.4997497	0.7776910	0.6951785	0.4423743	0.5226970	0.4300840
900	0.3087028	0.5992493	0.6675237	0.4029202	0.3940012	0.7578874	0.7589288	0.6229232	0.4350338	0.5763758
950	0.2463915	0.6932804	0.5647531	0.5218842	0.5736284	0.7898453	0.7069963	0.4812637	0.5783037	0.4040857
1000	0.2264650	0.6168371	0.6435664	0.6982863	0.4501738	0.6953014	0.6029438	0.4830975	0.4872313	0.3780872

0	0.0156672	0.0064117	0.0210743	0.0216040	0.0360995	0.1324156	0.7860366	0.7809166	0.0379749	0.0322083
50	0.0111430	0.0198267	0.0263271	0.0117516	0.0218725	0.3030453	0.6534638	0.6233177	0.0795075	0.0483693
100	0.0234380	0.0235968	0.0382628	0.0184810	0.1117751	0.4879121	0.7960313	0.5832013	0.0565329	0.0257267
150	0.0283025	0.0258232	0.0538783	0.0925063	0.2034660	0.3447481	0.7926724	0.5487717	0.0463922	0.0367376
200	0.0192616	0.0345013	0.0716282	0.1734476	0.2339011	0.3739877	0.7897020	0.7052194	0.0464176	0.0456837
250	0.0097260	0.0416014	0.0863028	0.2201128	0.2202203	0.4119968	0.6685117	0.6206231	0.0529116	0.1228236
300	0.0106811	0.0479570	0.0991131	0.2841009	0.1870268	0.3880550	0.7303146	0.5303920	0.0613600	0.1176302
350	0.0317831	0.0776579	0.1123279	0.1867807	0.2449081	0.3528212	0.5384289	0.5936074	0.1342609	0.1284769
400	0.0240670	0.0141974	0.1644318	0.2232455	0.2644030	0.4466394	0.7550093	0.5594650	0.1025091	0.1489263
450	0.0129571	0.0367596	0.1650949	0.2565264	0.2362828	0.5142250	0.6244650	0.5092856	0.1139016	0.0996466
500	0.0119054	0.0336999	0.1273271	0.2718313	0.2329000	0.3399685	0.6332437	0.5925828	0.0912364	0.1309747
550	0.0150619	0.0348657	0.1997728	0.1817726	0.1709947	0.2743669	0.7532593	0.5913530	0.1694008	0.1840433
600	0.0138577	0.0338648	0.0779639	0.2400993	0.0834490	0.0996574	0.6682221	0.6885863	0.1473053	0.2608342
650	0.0187122	0.0426395	0.0710401	0.2134471	0.1081723	0.0761672	0.9119999	0.7909610	0.0976209	0.1636737
700	0.0305028	0.0589141	0.0367057	0.1144988	0.0409899	0.2075675	0.7206469	0.6938810	0.1157250	0.0958248
750	0.0186613	0.0254342	0.0351210	0.1029404	0.0497056	0.2028773	0.8496444	0.8183280	0.1228392	0.0518195
800	0.0176234	0.0304779	0.0106279	0.0358727	0.0450509	0.1443719	0.8151878	1.0300631	0.1052250	0.0759318
850	0.0118112	0.0280540	0.0139134	0.0341979	0.0355589	0.2429930	0.7528116	0.6294412	0.0975093	0.0430109
900	0.0351542	0.0208436	0.0800125	0.0386070	0.0351467	0.1672758	0.7585054	0.6480953	0.0387762	0.0457635
950	0.0338786	0.0184922	0.0253838	0.0445962	0.0335648	0.1181312	0.6177480	0.7585906	0.0375490	0.0553918
1000	0.0177818	0.0218158	0.0099874	0.0487379	0.0269876	0.1425993	0.6822226	0.7881213	0.0304620	0.0583727

0	0.0150457	0.0170587	0.0461430	0.0275500	0.0302184	0.1580337	0.7427460	0.7922042	0.0692997	0.0542548
50	0.0165060	0.0176258	0.0062126	0.0569232	0.0298212	0.0528241	0.7583163	0.7114133	0.1014313	0.0528277
