G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.4810716	0.8743302	0.5598537	0.4892198	0.4160894	0.2629693	0.9625370	0.9158891	0.9636765	0.5035794
0.5497093	1.0000000	0.5982910	0.0255200	0.4928650	0.5715898	0.9608912	0.9027852	0.9942788	0.5540793
0.6108122	1.0000000	0.7236503	0.1029525	0.6256982	0.7284391	0.9738569	0.9687013	0.9213405	0.5809422
0.4890322	0.8879528	0.6162891	0.0084910	0.4248365	0.3159192	0.9393330	0.8498923	0.9732700	0.6362864
0.5513910	0.9940212	0.7170361	0.3547199	0.4894245	0.5191277	0.9698734	0.9606719	0.9916321	0.5520165
0.5497093	1.0000000	0.6568341	0.0461882	0.4928650	0.6178674	0.9608912	0.9523690	0.9185080	0.5540793
0.6618347	1.0000000	0.6109099	0.2234181	0.5206797	0.7006928	0.9731529	0.8994043	0.9732459	0.5602249
0.5050851	0.9157725	0.6899940	0.2702593	0.5426111	0.6872437	0.9757324	0.9319467	0.9122584	0.5973175
0.5497093	1.0000000	0.5982910	0.4199235	0.6690410	0.8014691	0.9847322	0.9772518	0.9220286	0.5888342
0.5798535	1.0000000	0.6759667	0.1017495	0.6243453	0.7269223	0.9870300	0.9714632	0.9212124	0.7504456
