"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.7041107	0.9864998	0.0866466	1.0208556	0.6770158	0.9916351	0.9627351	0.8574344	0.4822469	0.1626640
50	0.5434272	0.8815873	0.1093561	0.4234571	0.9274570	1.0065221	0.9446077	0.7531324	0.2425706	0.0856400
100	0.6480575	0.8881131	0.1064855	0.2483594	0.9282351	0.9532753	0.9702628	0.8216692	0.1811623	0.0532648
150	0.7092156	0.7961422	0.1280750	0.2618945	0.9482506	0.9363556	1.0125495	0.8050673	0.1818219	0.0258066
200	0.7869575	0.7937614	0.1243081	0.2462366	0.8759495	0.9742375	1.0453200	0.8948128	0.1745122	0.0168067
250	0.7342696	0.9818121	0.1036342	0.2214456	0.9807608	0.9542490	1.0335883	0.8870754	0.1677243	0.0109579
300	0.6962656	0.9600214	0.1116737	0.2352647	0.9829270	1.0147267	1.0154611	0.8839033	0.1584471	0.0114644
350	0.7006737	0.8492385	0.1080675	0.2014432	0.9878564	0.9330747	1.0913813	0.7868307	0.1838561	0.0263858
400	0.6528976	0.8971766	0.0709207	0.2501460	1.0019620	0.9964747	1.0846959	0.7917579	0.1500484	0.0154797
450	0.6863186	0.9041412	0.1055321	0.2869801	0.9796228	0.9798731	1.0610630	0.7210948	0.1491758	0.0036069
500	0.6344414	0.8764162	0.1235835	0.2349394	0.9877355	0.9828077	1.0132042	0.7860126	0.1596590	0.0076404
550	0.7407804	0.8696509	0.1192128	0.8615773	0.7425589	0.9238296	1.0044584	0.7867234	0.3746294	0.1307937
600	0.6899257	0.9639698	0.1167122	1.0370438	0.6254964	0.9417347	0.9550524	0.8494003	0.4561083	0.2279272
650	0.6377503	0.9789155	0.1148921	1.0487176	0.6232905	0.9893504	1.0339976	0.8082657	0.4225146	0.2593949
700	0.6130072	0.9384135	0.1252542	0.9495743	0.5560144	1.0472101	1.0643941	0.7344427	0.4556563	0.2708471
750	0.6447100	0.9501293	0.1300741	0.9419393	0.5585103	1.0000391	0.9893678	0.7248244	0.4919177	0.2671799
800	0.7551253	0.9632806	0.1260942	0.8960272	0.6529668	1.0544164	0.9624744	0.7862882	0.4475420	0.2043508
850	0.6991711	0.9930374	0.0895184	0.9553831	0.7218777	0.9930639	0.9441534	0.8555392	0.4941559	0.1719026
900	0.7071919	0.9599461	0.0868915	1.0774600	0.6611292	0.9901097	0.9007049	0.7958650	0.4433143	0.1868889
950	0.6754306	1.0178752	0.0897890	1.0253728	0.6095362	1.0121830	0.9752090	0.8461435	0.4297463	0.1745717
1000	0.6793138	0.9482265	0.1139589	1.0409636	0.6200622	1.0513024	0.9336498	0.8065043	0.5012027	0.1998100

0	0.7041107	0.9864998	0.0866466	1.0208556	0.6770158	0.9916351	0.9627351	0.8574344	0.4822469	0.1626640
50	0.6272667	0.9833389	0.1093454	1.0310061	0.7228017	1.0246081	1.0786788	0.8069660	0.4571252	0.2027129
100	0.5899314	0.9502837	0.0884094	1.0219341	0.7153294	1.0157169	0.9702053	0.7908283	0.4066932	0.2362767
150	0.5895856	1.0192893	0.0813307	0.9950137	0.6695038	1.0277822	0.9579506	0.8517081	0.4365788	0.2584854
200	0.6301490	0.9990089	0.1065650	0.9992330	0.6634037	1.0730683	0.9411032	0.8347480	0.4812877	0.1925700
250	0.5886969	0.9135638	0.0864326	1.0014821	0.6840305	0.9543449	0.8778149	0.9076420	0.4018516	0.1559822
300	0.6084662	1.0171774	0.0758781	0.9714865	0.6745900	1.0976534	0.9779568	0.8820595	0.4386185	0.1618354
350	0.6859301	1.0187163	0.0814863	0.9410181	0.6865759	1.0414736	0.9816730	0.8726797	0.4588577	0.1279101
400	0.6656936	0.9615787	0.0757104	0.9768435	0.7311032	1.0033932	1.0235434	0.8072757	0.4250410	0.1353435
450	0.6266029	0.9705088	0.0945140	1.0209629	0.6610736	1.0285557	0.9126179	0.9182726	0.4303374	0.1528481
500	0.6919120	0.9562535	0.0972182	0.9885111	0.7135219	0.8715538	1.0263812	0.8908429	0.4591870	0.1460864
550	0.6285216	0.8829582	0.1115798	1.0243649	0.6594815	0.9387298	0.9735829	0.8389226	0.4245834	0.2026314
600	0.6483368	0.9627303	0.0967439	0.9264900	0.6671870	0.9365593	0.9639280	0.7589053	0.4006594	0.2571091
650	0.6066442	1.0416792	0.1169441	0.9691155	0.6276769	0.9172607	1.0006601	0.7514286	0.4682778	0.3028834
700	0.6401156	0.9284563	0.1077617	1.0320463	0.6194179	1.0431966	0.9963964	0.7858855	0.4470009	0.2994015
750	0.6268814	0.9533732	0.1009222	0.9757897	0.6102998	1.0874776	0.9622560	0.7641250	0.4419387	0.1984862
800	0.6928937	0.9767750	0.0927241	1.0216650	0.6704093	0.9889667	1.0485539	0.8120399	0.4549456	0.2090796
850	0.7395391	1.0526267	0.0974434	0.9728982	0.5940367	0.9857721	0.9933324	0.8368451	0.4594343	0.2288365
900	0.7095722	0.9690624	0.1048104	0.9225889	0.5493436	1.0306156	0.9658395	0.7913158	0.5395602	0.2380189
950	0.5930211	0.9917073	0.1128584	0.9633272	0.6543357	0.9967242	0.9758496	0.7233819	0.4526908	0.2338592
1000	0.6865892	1.0072933	0.1020048	1.0506024	0.5856872	0.9171742	0.9327333	0.6886818	0.5090364	0.2594953

0	0.7041107	0.9864998	0.0866466	1.0208556	0.6770158	0.9916351	0.9627351	0.8574344	0.4822469	0.1626640
50	0.2499356	1.0885845	0.0951364	1.0195346	0.6721179	0.8969216	0.9827238	0.8546442	0.4964736	0.1976536
100	0.1588377	0.9856640	0.0974703	0.9886516	0.6182727	1.0199271	0.9131050	0.8507436	0.4440525	0.2551883
150	0.1367890	0.9737193	0.0817457	0.9129781	0.6010260	0.9920581	0.9482307	0.8360243	0.4651947	0.2598498
200	0.1498129	0.9059175	0.0924534	1.0624546	0.6354968	1.0572952	0.9714707	0.8561114	0.4915735	0.2474532
250	0.1436152	0.9376210	0.0999256	1.0387664	0.6890211	1.0057087	0.9683367	0.7848930	0.4645014	0.1571711
300	0.1508785	0.9820484	0.1315625	0.9779359	0.6738010	1.0532421	0.9591905	0.8338244	0.4932623	0.1310603
350	0.1660177	0.9594813	0.0964548	1.0042783	0.6445657	0.9812859	0.9740864	0.7677471	0.5178797	0.1379878
400	0.1274945	1.0218050	0.0965949	1.0160870	0.6477731	1.0326191	0.9877890	0.8714895	0.4195691	0.1556793
450	0.1416146	0.9791829	0.0886426	1.0160896	0.7106732	0.9661913	1.0396146	0.9419427	0.4732210	0.1426516
500	0.1333398	0.9682884	0.1040236	0.9987410	0.7480108	1.0174620	1.0324291	0.8513194	0.4013159	0.1214553
550	0.4820422	1.1311526	0.1046769	1.0242812	0.7632773	0.9768121	1.0237602	0.8039019	0.4337538	0.1314592
600	0.5021196	0.9775865	0.1190750	0.9779302	0.6447106	1.0191253	0.9364740	0.8306409	0.3833888	0.1929591
650	0.6831131	0.9419357	0.1078174	1.0697348	0.7167660	1.0637563	1.0125561	0.8099524	0.4799558	0.2249054
700	0.6509688	0.9649141	0.0835192	1.0252332	0.6414300	1.0316800	1.0760431	0.8597222	0.4369793	0.1378056
750	0.5969129	0.9743144	0.1187718	1.1115875	0.6959769	1.0268732	1.0487848	0.8854999	0.4217974	0.1356742
800	0.6001159	1.0154251	0.0920107	1.0465047	0.7070555	0.9798058	0.9888654	0.8916878	0.4281786	0.1212948
850	0.6619360	0.9708293	0.1030879	1.0282962	0.7049168	1.0523721	1.0374919	0.8834593	0.4569421	0.1557557
900	0.6802322	0.9991585	0.0980817	1.0258998	0.6515912	1.0155028	1.0153755	0.8533626	0.4428322	0.1629874
950	0.6300635	0.9874548	0.0960402	0.9954556	0.6880544	0.9940773	0.9942898	0.8264204	0.4634911	0.1773724
1000	0.6758062	0.9193530	0.1080831	1.0365976	0.7061130	1.0055027	1.0191291	0.8231799	0.4554129	0.1295128

0	0.7041107	0.9864998	0.0866466	1.0208556	0.6770158	0.9916351	0.9627351	0.8574344	0.4822469	0.1626640
50	0.6651421	1.0266394	0.0793988	0.4881358	0.8589268	1.0256513	1.0331013	0.8576922	0.3816235	0.1963174
100	0.6809961	0.9557865	0.0767200	0.4077780	0.8592988	0.9922248	1.0116845	0.7279563	0.4260884	0.2230584
150	0.6396004	0.9382709	0.0716626	0.3573342	0.8408337	0.9877290	1.0199474	0.7500110	0.4533651	0.2269758
200	0.6646543	0.9444170	0.0688700	0.3365651	0.8736385	1.0108176	1.0368663	0.8421386	0.4273011	0.1974951
250	0.6466541	0.8822372	0.1164614	0.3204829	0.8277138	1.0458036	1.0979448	0.8938548	0.3797286	0.1114312
300	0.6126518	0.9355931	0.1053409	0.2938972	0.8430170	1.1136831	1.0052490	0.8633599	0.4260643	0.1030959
350	0.6919480	0.9253121	0.0830022	0.2873515	0.8352381	0.9752280	1.0250212	0.9470856	0.4183122	0.1030134
400	0.7283682	1.0481405	0.0906295	0.3056188	0.9547194	0.9693182	0.8999161	0.9045504	0.4165180	0.1318018
450	0.6872295	0.9335284	0.0657731	0.3459082	0.9694149	1.0156053	0.9239072	0.8061872	0.4612958	0.1463955
500	0.7145124	1.0013962	0.0809198	0.3295077	0.8674459	1.0017089	0.9951748	0.7947397	0.4600466	0.1901596
550	0.6939739	0.9243848	0.1075479	0.7760531	0.6763954	1.0681622	0.9738160	0.8631770	0.5141289	0.1990412
600	0.6700795	0.9839648	0.1216432	0.9959878	0.6496995	1.0434015	0.9551356	0.8842868	0.4767697	0.1621238
650	0.6901300	0.9958041	0.1172686	1.0667959	0.6497171	0.9591965	1.0434313	0.8238281	0.4305802	0.1417081
700	0.6899275	0.8926524	0.1181538	1.0441006	0.6722522	0.9790688	0.9918686	0.8549505	0.4504622	0.2244404
750	0.6821372	0.8998315	0.1162195	1.0874040	0.6327173	0.9688247	0.9382864	0.8179373	0.4711788	0.2032890
800	0.6861807	1.0033330	0.1115385	1.0690464	0.6435642	1.0063246	1.0398192	0.8410537	0.4815793	0.1921176
850	0.6756355	0.9792907	0.1146549	0.9946634	0.6709244	0.9790313	1.0082907	0.7923298	0.4556630	0.2030136
900	0.6749504	0.9036502	0.1142121	0.9972380	0.6402195	0.9491632	1.0101046	0.8437873	0.4934487	0.2186353
950	0.7047348	0.9291272	0.1208453	0.9597746	0.6369607	0.9299753	0.9511120	0.8154722	0.4888158	0.2338839
1000	0.7070539	0.9349554	0.0913126	1.0096090	0.5884826	0.9467053	1.0214091	0.7140555	0.4978543	0.2094924

0	0.7041107	0.9864998	0.0866466	1.0208556	0.6770158	0.9916351	0.9627351	0.8574344	0.4822469	0.1626640
50	0.2434061	0.9711225	0.0492156	0.9944541	0.6903815	1.0360629	1.0103082	0.8374936	0.4395582	0.1851072
100	0.1230589	0.9917798	0.0237990	0.9813056	0.7257823	1.0479492	1.0423687	0.8297060	0.4555070	0.1668372
