"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	0.9563648	0.6660718	0.8425245	0.7242310	0.7105340	0.7482412	0.8416113	0.8600708	0.2892170	0.8650768
100	1.0177018	0.4925893	0.6897468	0.7279902	0.6783401	0.4911500	0.7521545	0.7665016	0.3835522	0.7596836
150	1.0285268	0.4708312	0.5721722	0.6962936	0.5348999	0.4455706	0.6793206	0.6055814	0.5004656	0.5298234
200	0.9607300	0.4078620	0.5772720	0.6692596	0.3847556	0.4426140	0.5587348	0.5247062	0.6188013	0.3328794
250	0.9526764	0.4322474	0.5715849	0.5932495	0.2709591	0.3742404	0.5929006	0.5041393	0.6843587	0.1875296
300	0.9211416	0.4871754	0.5876776	0.6634345	0.3168353	0.3621773	0.5832431	0.4039202	0.7540577	0.1185766
350	1.0007843	0.4491380	0.6034912	0.6593353	0.3631281	0.3345152	0.5824707	0.3671786	0.7595972	0.0577917
400	1.1228079	0.4514841	0.4710795	0.6022566	0.3209812	0.4159866	0.5494266	0.3213715	0.7293876	0.0263381
450	0.9908385	0.4707627	0.4919183	0.5656407	0.2987940	0.4186932	0.5210341	0.3522001	0.7360246	0.0464097
500	1.0012873	0.4340993	0.5297147	0.6361191	0.3338976	0.4591483	0.6000405	0.3777623	0.7283462	0.0619653
550	1.0328129	0.6686690	0.4811862	0.4541738	0.3647495	0.6788712	0.6241855	0.4515567	0.6154660	0.1222226
600	0.9896071	0.9293001	0.6211238	0.4133066	0.5055360	0.8162801	0.7583419	0.5144491	0.5251895	0.2997456
650	0.9934996	1.0170512	0.7471947	0.4444911	0.6351078	1.1267551	0.8308241	0.7145445	0.3993014	0.4988332
700	0.8830501	1.0635817	0.7758331	0.6326498	0.6786388	0.9605727	0.8012655	0.7563765	0.3268693	0.6728071
750	0.9505035	0.9500925	0.8087909	0.7277299	0.7795171	1.0330727	0.8320729	0.7716980	0.2665534	0.7378741
800	1.1077967	0.8755874	0.8747984	0.6139036	0.8122954	0.9990818	0.8445300	0.8324765	0.2647421	0.7493247
850	1.0326156	1.1106833	0.9162147	0.6369364	0.7946482	1.0136884	0.7804183	0.8655838	0.2955742	0.9239006
900	1.0193639	1.0070663	0.8227836	0.7031770	0.7218503	1.0028655	0.8219072	0.7782166	0.2655131	0.9086488
950	0.9754253	1.0744115	0.8611140	0.6821535	0.7271353	0.9225984	0.8683713	0.7764748	0.2477326	0.9186562
1000	1.0881185	1.0952505	0.7986989	0.6875029	0.6834316	0.9717913	0.8389454	0.8201350	0.2761570	0.9000521

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	1.0011376	0.8756726	0.8960084	0.7888409	0.6693361	1.0199292	0.7912813	0.9574140	0.1779579	0.9572349
100	0.9641713	0.9233714	0.8657923	0.7003504	0.7938484	0.9848917	0.7866064	1.0583914	0.0791726	0.9157647
150	1.0485477	0.7625809	0.8226657	0.5576885	0.7074154	0.9106632	0.8354316	0.9756017	0.0293331	0.8758450
200	1.0544357	0.8153633	0.7996611	0.5014935	0.7267769	0.9987973	0.8560841	0.9787020	0.0170280	0.7726261
250	1.0515354	0.7423953	0.8324946	0.5038830	0.6971810	1.0603447	0.8947640	0.8813867	0.0109883	0.8849891
300	1.0268838	0.8404384	0.8422676	0.4623393	0.7161771	1.0923873	1.0138566	0.9396997	0.0061552	0.9820436
350	0.9997531	0.8298974	0.9166819	0.5167027	0.6674931	1.0634066	0.9595509	1.0386898	0.0012179	0.9404938
400	1.0730194	0.7823095	0.8335956	0.5616519	0.6428586	1.1551921	0.9896006	0.9559618	0.0003629	0.8801006
450	0.9397667	0.8371092	0.8991373	0.4980434	0.7255930	1.0800958	0.9350861	1.0234947	0.0046702	0.9873902
500	1.0062095	0.8575431	0.9140946	0.4907035	0.7059221	1.0163666	0.8450670	0.9597566	0.0014833	0.9927078
550	1.0245084	0.8155621	0.7828491	0.4953525	0.7213294	0.9613089	0.8131391	0.8634222	0.1205806	0.9585786
600	0.8577446	1.0682027	0.7857426	0.5699635	0.7622662	0.9564154	0.7649161	0.8719533	0.2176381	0.9192473
650	1.0064023	1.0088994	0.8633378	0.7217120	0.6886840	0.9006027	0.8072088	0.7861042	0.3124934	0.8319532
700	0.9021904	1.0680385	0.7860257	0.7079043	0.7533814	0.9957750	0.8836920	0.7882737	0.3572923	0.7699847
750	0.9953878	0.9828021	0.8092633	0.6614536	0.6480577	0.9159100	0.8574674	0.7615432	0.3102410	0.7768636
800	0.9891565	0.9211349	0.8027896	0.6255542	0.6711840	1.0809198	1.0118163	0.7116177	0.3238701	0.8575716
850	0.9121167	1.0686850	0.7549692	0.6979394	0.8060465	1.1407743	0.8373122	0.8866394	0.2452456	0.9031176
900	0.9752625	1.1083433	0.8088450	0.7022147	0.8157002	0.9972074	0.9033097	0.8001829	0.2517192	0.9524529
950	1.0130321	0.9326008	0.8639175	0.6547251	0.8184952	0.8843141	0.8381093	0.7892756	0.2429740	0.9310490
1000	0.9489460	0.9069840	0.9172078	0.6731042	0.7585010	0.9760205	0.8269215	0.8093599	0.2742560	0.8606328

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	1.0554927	0.4940468	0.7965835	0.6094372	0.6505711	0.6593892	0.8513470	0.7414760	0.1944348	0.9822926
100	0.9981102	0.2918460	0.7540652	0.3760444	0.5703965	0.3162012	0.7571646	0.7541112	0.2245228	0.6642039
150	1.0576146	0.1710983	0.6096118	0.2309794	0.3719144	0.1467084	0.4320077	0.4444290	0.4015109	0.3522480
200	0.9928600	0.1237142	0.4070089	0.1354053	0.1862412	0.1198121	0.2632765	0.1897002	0.5165921	0.2249234
250	0.8859551	0.1292650	0.2990501	0.0448275	0.0756552	0.1135550	0.2367586	0.1659647	0.5423350	0.0745718
300	0.9517378	0.1395283	0.2295163	0.0241945	0.0637054	0.1017652	0.1888731	0.1560488	0.6113887	0.0459194
350	0.9634634	0.1772908	0.1892363	0.0425121	0.0545104	0.0689925	0.1453598	0.1044499	0.5834588	0.0387799
400	0.9563570	0.1306733	0.1720619	0.0457272	0.0584875	0.0589503	0.1037965	0.1062873	0.5326489	0.0384078
450	0.9387941	0.1352377	0.1240012	0.0655322	0.0733296	0.0815205	0.1030469	0.1201021	0.5282763	0.0275838
500	0.9210604	0.1442531	0.1255623	0.0587833	0.0802061	0.0677529	0.0543918	0.0953506	0.6039394	0.0232592
550	1.0108876	0.4788093	0.1727204	0.0382365	0.1415464	0.4502353	0.1244667	0.1005342	0.7642711	0.0320057
600	0.9766345	0.7877159	0.3126880	0.1348757	0.3047936	0.7521417	0.5278282	0.2639397	0.6183442	0.0905535
650	0.9374153	0.8472785	0.5522367	0.3036034	0.4940282	0.8494467	0.8020478	0.4749645	0.4265796	0.3097456
700	0.9749581	1.0133343	0.6648519	0.4752578	0.5709693	1.0123012	0.8660360	0.6386339	0.4131750	0.5459577
750	0.9136118	0.8647854	0.7849770	0.5504424	0.6442824	1.0263638	0.8658031	0.7689520	0.2801105	0.8457606
800	0.9776105	0.9197044	0.8454214	0.5781745	0.6197081	0.9825261	0.8521126	0.8984310	0.2568645	0.8448579
850	1.0068661	0.9753091	0.8669149	0.5814243	0.7609310	0.8957708	0.7724510	0.9200673	0.2652753	0.8440399
900	1.0572760	0.9880320	0.8939502	0.5798964	0.7938119	0.9878921	0.7293758	0.8527407	0.2765647	0.8094619
950	0.9360192	0.8992428	0.7992191	0.7246123	0.7150290	1.0307814	0.7490466	0.7726832	0.2705943	0.8310776
1000	1.0287372	1.0122757	0.8361499	0.6923507	0.7448275	1.0316526	0.7842379	0.8998439	0.2999114	0.8915280

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	1.0543590	1.0232337	0.8884514	0.9076227	0.7850433	0.9032180	0.9045707	0.9767731	0.3198854	0.8382650
100	1.0288493	1.0409463	0.9238861	0.8665664	0.6811993	0.9086254	1.0389253	0.8344032	0.3084710	0.8157369
150	0.9367978	1.0208305	0.9839876	0.8067703	0.7515296	0.8625357	0.9770713	0.7760915	0.3098271	0.8029387
200	1.0289248	0.9653100	1.0870928	0.8861240	0.7137108	0.8185097	1.0158301	0.8059232	0.2917305	0.8228697
250	0.9608118	0.9496748	1.0236268	0.8290124	0.7218713	0.8553235	1.0550995	0.7743154	0.3813731	0.8045746
300	1.0848080	1.0548198	1.0617852	0.9559615	0.6817600	0.8159388	0.9730175	0.7298193	0.3763859	0.8498748
350	0.9973226	1.0016420	1.0522575	0.9149226	0.6581135	0.7826396	0.8969618	0.7243787	0.3952666	0.8066798
400	1.0496019	1.0375151	1.1350588	0.7964615	0.6782715	0.8014051	0.9512112	0.6850108	0.3806121	0.7354591
450	1.0163784	1.0766416	1.1001430	0.9533764	0.7591444	0.7660078	0.9060278	0.7538449	0.3126284	0.8208985
500	0.9634804	1.0298693	1.1396381	0.9370920	0.6697874	0.8695726	0.9561743	0.8073942	0.3334283	0.7345506
550	0.9914319	1.0073080	0.9927527	0.8342302	0.7322628	0.8284553	0.8713608	0.7645738	0.3549998	0.7143835
600	0.9402754	1.0754240	0.8345182	0.7554590	0.7195261	0.9739017	0.8431328	0.8566126	0.3343684	0.7949487
650	1.0616863	1.0098801	0.7677026	0.7376743	0.7163963	1.0116414	0.7644085	0.7759708	0.2906390	0.7741499
700	1.0947245	1.0497112	0.7561168	0.6827577	0.8056762	0.8574401	0.9452068	0.7557999	0.2994932	0.8321996
750	1.0814014	1.0735410	0.8342100	0.6685831	0.6990920	0.8656132	0.8032056	0.8211596	0.2977998	0.7767089
800	0.9915821	1.0266218	0.8656837	0.7590118	0.7463904	0.9913205	0.8607609	0.7561017	0.3270866	0.7888824
850	1.0423343	1.0305741	0.8779496	0.7192677	0.7093075	1.0264768	0.8219011	0.8068678	0.3102922	0.7676318
900	1.0088761	1.0329549	0.9127655	0.7050555	0.6930270	0.9282206	0.7557060	0.8372862	0.2847161	0.8273180
950	1.1189405	0.9972231	0.8382790	0.6824787	0.7484406	0.9462216	0.8531036	0.8837972	0.2715672	0.8855327
1000	1.0687128	0.9395637	0.8821917	0.6152311	0.7996893	0.9610281	0.8258316	0.9876959	0.3109423	0.8840584

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	1.0330399	0.9026096	0.8242464	0.6549268	0.8175523	0.9425055	0.8516756	0.7519216	0.2542133	0.8658242
100	0.9959607	0.9935096	0.8520272	0.6226445	0.7052437	1.0319976	0.9049248	0.7926719	0.2892418	0.8830802
150	1.0557914	0.9233034	0.8267531	0.6331055	0.7659368	1.0052299	0.8693828	0.7835761	0.2637673	0.9933788
200	1.0564879	1.0086644	0.8632629	0.6365640	0.7944288	0.9561570	0.8236958	0.8049678	0.2448158	0.9658930
250	1.1252533	1.0683075	0.9166112	0.5882360	0.8135485	1.0770374	0.8576137	0.8951743	0.2460566	0.9259304
300	1.0552646	1.0199440	0.9006756	0.7004041	0.7656154	1.0706119	0.8455065	0.8622985	0.2916057	0.9404813
350	1.0933499	1.0621056	0.8952370	0.7064987	0.8485852	1.1252658	0.8653057	0.8834062	0.2740391	0.9650758
400	1.0787492	1.0471170	0.8186608	0.6735208	0.7754351	1.0368562	0.8989072	0.8179739	0.2341384	1.0028444
450	1.1348058	1.0402841	0.8263889	0.6587818	0.7084970	1.0122284	0.9157927	0.7877797	0.2418871	0.9573217
500	1.0045391	0.9658868	0.8220622	0.6639322	0.7475311	0.9742877	1.0007297	0.9120644	0.2119599	0.9977997
550	0.9137403	0.9462961	0.7846007	0.6503720	0.6793710	0.9050338	0.8428903	0.9064238	0.2889199	1.0166259
600	0.9085363	0.9901702	0.7469683	0.6032295	0.7093103	0.9624397	0.8598757	0.8847386	0.3133371	0.9609936
650	1.0530372	1.0170313	0.7415729	0.6380513	0.7735701	0.9844975	0.7402057	0.8343435	0.2644241	0.8562208
700	1.0206373	1.0553297	0.8568107	0.5929990	0.7695905	1.0822602	0.7517334	0.7806500	0.2915984	0.8735478
750	0.9759246	1.0461858	0.8176813	0.6526981	0.7067919	0.9333092	0.8610148	0.8762591	0.2625549	0.9189373
800	0.9813026	1.1009628	0.8187680	0.7224153	0.6805716	1.0745209	0.8196267	0.8197013	0.2640389	0.9140372
850	1.0898495	1.1329465	0.8664061	0.6975180	0.7240035	1.0295289	0.7910342	0.8215077	0.2550500	0.9218878
900	1.1006537	1.0653436	0.8874014	0.7171066	0.7527145	0.9679967	0.8447428	0.8344330	0.2601233	0.9642686
950	0.9320061	1.0226369	0.8505000	0.7191062	0.6941933	0.9200996	0.7660248	0.7502091	0.2583573	0.8995150
1000	1.0084227	0.9985452	0.8367490	0.6551398	0.6853902	1.0065163	0.8509514	0.7664868	0.3017994	0.9323371

0	0.9691145	1.0307446	0.8220970	0.6369575	0.7430012	1.0074797	0.8438459	0.8832139	0.2531952	0.8564913
50	1.0217237	0.7674093	0.8525170	0.7717093	0.7999974	1.0270731	0.8507194	0.8608490	0.2498556	0.9327922
100	1.1010042	0.5319707	0.8824460	0.7534479	0.8278247	0.9708535	0.9765687	0.7542967	0.2433861	1.0554248
150	0.9878270	0.3156103	0.9346049	0.6304137	0.7262931	0.9531324	0.9270305	0.7819487	0.2689416	0.9445077
200	0.9141564	0.3125730	0.8020628	0.5879177	0.6223781	1.0084091	0.8440915	0.8209849	0.2749503	0.9300332
250	0.9984585	0.2562535	0.7309630	0.5680918	0.5844291	1.0852006	0.8592352	0.8342416	0.2679419	1.0294582
300	1.0178435	0.2531834	0.8577052	0.5699601	0.5861196	1.0574035	0.9755505	0.8401598	0.3103806	1.0543823
350	1.0318215	0.2665976	0.8642889	0.5723066	0.6315672	1.0220962	0.9381834	0.8649716	0.2553420	1.0261917
400	1.0482358	0.3273066	0.8539345	0.6048979	0.6106778	1.0542885	0.8428356	0.8466620	0.2460164	1.1391466
450	0.9968840	0.2737626	0.8343585	0.5611034	0.5981570	1.0500689	0.7659465	0.8608294	0.2603507	1.0896784
500	0.9515928	0.2895953	0.7553845	0.5987236	0.6019236	0.9470419	0.8078315	0.8403441	0.2780934	1.0205321
