"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.7104064	0.8790278	0.7446609	0.5694868	0.6792490	0.3059697	0.7153778	0.6669167	0.7103613	0.3117231
50	0.5920444	0.6117605	0.5795761	0.7397552	0.7024569	0.2471192	0.7174380	0.5237983	0.5682738	0.3793765
100	0.7190449	0.7423573	0.6376824	0.7428231	0.8053076	0.1831312	0.7451876	0.4733287	0.3070725	0.4540836
150	0.6866851	0.6175068	0.4377237	0.5836636	0.7420902	0.1477085	0.6992402	0.5289590	0.2801321	0.5411624
200	0.7576138	0.6742963	0.4432989	0.6198146	0.6666709	0.1226991	0.7556079	0.4172318	0.2887274	0.6118778
250	0.6871495	0.7222648	0.5503393	0.4415325	0.6974087	0.0929398	0.5979211	0.3044133	0.2463730	0.5547365
300	0.6734709	0.8045641	0.4899515	0.6197785	0.8570085	0.0820283	0.5641884	0.2435660	0.1429733	0.5604797
350	0.6906309	0.7508450	0.4439987	0.4955153	0.8166582	0.0556749	0.5628040	0.2432644	0.1527403	0.5836794
400	0.6916018	0.7702456	0.3632567	0.3405327	0.6953768	0.0171314	0.5739132	0.2195029	0.2030326	0.8298452
450	0.7146836	0.8879328	0.4451036	0.3093037	0.7568359	0.0116626	0.5049673	0.1411790	0.1555053	0.7908907
500	0.7838088	0.6959946	0.3311251	0.4199216	0.8747748	0.0350149	0.5619358	0.1602215	0.1640994	0.6918418
550	0.6307675	0.7214273	0.3094575	0.3928727	0.6080976	0.0156463	0.5038229	0.0841259	0.2894118	0.7891908
600	0.7620838	0.6875733	0.4623054	0.4251223	0.6769132	0.0316027	0.5289068	0.1532921	0.5199043	0.7385486
650	0.8238862	0.7918601	0.3853567	0.6062245	0.7631766	0.0947919	0.7013090	0.3236778	0.6400237	0.7561037
700	0.6787316	0.6239155	0.5442099	0.7118274	0.7721628	0.1033962	0.6779785	0.4459823	0.6419783	0.5154222
750	0.6696437	0.6661963	0.6090616	0.6307852	0.6708320	0.1217215	0.6573687	0.5135563	0.7503563	0.3506128
800	0.7793188	0.7115878	0.5406925	0.6020014	0.5945463	0.1791664	0.6402454	0.4528283	0.7743071	0.4300188
850	0.7471066	0.6122833	0.6787267	0.5976144	0.6169755	0.1983076	0.7189811	0.4938969	0.7097459	0.3988828
900	0.6757635	0.6607256	0.6660917	0.5907237	0.5597791	0.2325587	0.7184900	0.4787772	0.7358730	0.3411873
950	0.8413144	0.7751191	0.6099722	0.6323605	0.6162400	0.2490820	0.6523301	0.6851363	0.7550157	0.3726485
1000	0.7225231	0.6279120	0.6482714	0.6122896	0.6307985	0.2361809	0.6407835	0.4708262	0.6273301	0.3461278

0	0.7108231	0.8432643	0.5806951	0.6087705	0.6980874	0.2488354	0.7531803	0.7366058	0.7334977	0.3265356
50	0.7199258	0.6222215	0.6936452	0.7474072	0.7160792	0.3152662	0.5159465	0.6509070	0.8368795	0.2716563
100	0.5767395	0.6853348	0.6388386	0.7365041	0.7927346	0.4305524	0.6527407	0.5256062	0.6096736	0.2134829
150	0.6780446	0.5365642	0.6024540	0.5547828	0.5787420	0.4371391	0.6049039	0.4900946	0.5778921	0.3011019
200	0.7552653	0.4802970	0.6832957	0.5020926	0.6253628	0.3993216	0.6400042	0.4629051	0.6619465	0.3026823
250	0.7859706	0.5214517	0.7310499	0.6282586	0.7481337	0.4709388	0.7613341	0.5758793	0.6414287	0.3260731
300	0.6195973	0.5829456	0.6290107	0.6075575	0.7457940	0.4029951	0.7531217	0.5143124	0.7855500	0.3098759
350	0.8769748	0.7103593	0.7587670	0.5363580	0.7752952	0.5405536	0.6816380	0.6465993	0.6101223	0.3426991
400	0.6108138	0.4779554	0.6911670	0.5517023	0.8068865	0.4441303	0.7257508	0.5492080	0.5930718	0.4470907
