G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0094842	0.7736092	0.1807855	0.1217240	0.7024698	0.3062728	0.0075950	0.0878282	0.1438497	0.7971710
0.0157421	0.3778334	0.5684445	0.1553505	0.6804517	0.5628408	0.0108359	0.1866877	0.3401350	0.7967663
0.0100778	0.6487316	0.0992848	0.1916638	0.6734130	0.3474185	0.0015369	0.0646165	0.1627569	0.7870167
0.0187871	0.6735731	0.2187018	0.0467032	0.6763942	0.3035948	0.0074910	0.0726844	0.2358073	0.8110803
0.0896725	0.6820730	0.1605103	0.3091050	0.2515340	0.5706889	0.0046458	0.1175963	0.2709597	0.7786193
0.0042720	0.7732929	0.1777991	0.1435124	0.8883416	0.1734150	0.0017193	0.0684688	0.2203569	0.7611447
0.0090805	0.6410874	0.1723942	0.0815140	0.6566818	0.3301803	0.0003176	0.0694828	0.2509534	0.8337570
0.0071256	0.8421570	0.1513466	0.0935324	0.6361331	0.3948076	0.0017927	0.0317006	0.1317293	0.8960538
0.0150515	0.7386827	0.2278658	0.1141016	0.6212585	0.2840499	0.0235590	0.0735201	0.1841097	0.6929684
0.0305050	0.7941263	0.2520424	0.0965256	0.7553111	0.3788701	0.0263859	0.1834768	0.3327072	0.3632525
