G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.1328659	0.9211600	0.0028058	0.5799242	0.0204997	0.0297353	0.0429459	0.0000004	0.9536549	0.9910585
0.0041169	1.0000000	0.0015987	0.4921155	0.0175899	0.0929344	0.0322398	0.0087010	1.0000000	0.9564552
0.0027199	1.0000000	0.0347964	0.4487608	0.0793979	0.1036026	0.0580196	0.0984588	1.0000000	0.8850318
0.0035719	1.0000000	0.0034602	0.4921155	0.0712576	0.0335923	0.0580196	0.0000005	0.5949511	0.9117157
0.1336724	0.8509864	0.0366277	0.3803268	0.0854640	0.1199228	0.0335681	0.0984588	0.9087401	0.9879458
0.0979505	0.9833875	0.0021091	0.4711336	0.0799512	0.1050321	0.0396798	0.0000004	0.8996580	0.8761908
0.0034739	0.9580775	0.0352740	0.5380888	0.0808455	0.0324297	0.0316949	0.0000004	0.9499642	0.8719003
0.1250211	0.7846465	0.0380577	0.7051875	0.0248768	0.0525188	0.0788259	0.0984589	0.8643523	0.8231493
0.0264288	0.8966200	0.0024952	0.3731114	0.0833103	0.0475925	0.0376510	0.0984588	1.0000000	0.8541652
0.0033176	1.0000000	0.0019321	0.4921155	0.0793979	0.1036026	0.0580196	0.0000004	1.0000000	0.9505751
