"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6491745	0.0374054	0.2009849	0.5384158	0.5304879	0.9859651	0.3586542	0.0759784	0.6900655	0.4360354	0.4455197	0.9463947	0.0738423	0.3978048	0.3385381	0.0106817	0.4588082	0.5194245	0.1223464	0.4858958	1.0428785	0.8711162	0.6242622	0.6736238	0.3364027	0.9018613	0.8506341	0.5153939	0.0858119	0.9361531	0.0208939	0.8281768	0.3564344	0.9207863	1.0457828	0.7819721	1.0525757	0.1562597	0.5321428	0.9642107	0.8534888	0.2273884	0.1800267	0.4582801	0.2708237	0.1736183	0.9647543	0.4564020	0.3432093	0.9408287	0.1274197	0.1151906	0.6204852	0.2073280	0.1502749	0.5009975	0.4990990	0.3279983	0.7905378	1.0435607	0.7115502	0.3624260	0.6107097	0.9417250	0.0306912	0.2420169	0.8303880	0.7764902	0.9443803	0.4147810	0.2264166	0.2728234	0.9119548	0.0116898	0.8696057	0.1813216	0.5161247	0.2071318	1.0022388	0.7136522	0.7961956	0.0836799	0.2083953	0.1050375	0.2470962	0.4249408	0.0014270	0.5035218	0.0117338	1.0002182	0.2865416	0.9675037	0.4001239	0.9772728	0.9126322	0.2780375	0.8121264	0.4768250	0.6599310	0.0696579
500	0.6685958	0.0390504	0.2065687	0.6492225	0.5829881	1.1080862	0.4022688	0.1004181	0.6089927	0.5241611	0.5024944	0.8131539	0.0702793	0.3362342	0.2906301	0.0114277	0.4397569	0.5415505	0.1076516	0.4584623	0.8960933	0.8231888	0.5905241	0.7024894	0.2873790	0.9720311	0.8969912	0.4117612	0.0736476	0.9056279	0.0113884	0.7917304	0.4094575	0.9838746	0.9324374	0.7703786	1.0916713	0.1428741	0.4664455	0.9409481	0.7690073	0.2668554	0.1906700	0.4669848	0.2561380	0.1240368	1.0633949	0.5181978	0.3702682	0.8642462	0.1105550	0.1368635	0.6426772	0.1689054	0.1106120	0.4994187	0.5810564	0.3705394	0.8262474	0.9906618	0.7309055	0.2886899	0.6214367	0.8581657	0.0689347	0.2285125	0.9107016	0.7624527	0.9667694	0.3778652	0.2798897	0.3424654	0.9376276	0.0150895	0.9030613	0.2160855	0.5010127	0.2687756	1.0224039	0.6594382	0.7734275	0.0819824	0.2268439	0.0753571	0.2331896	0.4143010	0.0017114	0.5723343	0.0083190	0.9691390	0.2744601	1.0053499	0.3956920	0.9317227	0.8516117	0.3329006	0.8151938	0.4404158	0.5412289	0.0495107
550	0.2316580	0.2422668	0.2104370	0.6469992	0.5538414	1.0525058	0.3985579	0.1191378	0.6235925	0.4717998	0.4173920	0.7781041	0.4785334	0.3397889	0.3427115	0.0070750	0.3828307	0.5049459	0.1109269	0.4486172	0.9018362	0.9016522	0.6046160	0.5789263	0.7215200	1.0034184	0.8544154	0.7643616	0.0912917	0.9112534	0.0499045	0.7414148	0.5128115	0.9730730	0.8874318	0.8163240	0.9783188	0.1739115	0.4298579	0.9825141	0.8320164	0.2670851	0.1837257	0.3997172	0.0980206	0.1474103	0.9449296	0.4995411	0.4837092	0.9401038	0.0672433	0.1144250	0.5499343	0.0597476	0.0767157	0.2417600	0.6401226	0.3615534	0.6167433	0.9963911	0.7753511	0.3733743	0.5490841	0.8069041	0.4567791	0.1858572	0.9102618	0.7510925	0.9502347	0.3437250	0.2880442	0.2740903	0.9514460	0.2767664	0.9965570	0.1417857	0.4131194	0.4084951	1.0490096	0.9087579	0.8677413	0.0571542	0.2538881	0.2468068	0.2521968	0.5983607	0.2040698	0.3520902	0.0380576	0.9580476	0.3045700	1.0010512	0.4023392	0.9374772	0.8259625	0.4071853	0.8378397	0.8577977	0.5820824	0.0521678
600	0.1026681	0.3252018	0.2361987	0.6823990	0.6095410	0.9320554	0.3636359	0.0973174	0.6226194	0.4651271	0.4460272	0.7594302	0.4955379	0.3114243	0.4675053	0.0048391	0.4072297	0.4802306	0.1874293	0.5218792	0.9143580	0.8882037	0.5917968	0.4433359	0.9671799	0.9136871	0.6547761	0.8892973	0.0923685	0.9003883	0.0508533	0.7226615	0.4816183	0.8805491	0.8128280	0.7587160	1.0387025	0.1246113	0.4335650	0.9158756	0.7588622	0.3019180	0.1493113	0.3102489	0.0160481	0.1523693	1.0247888	0.5234682	0.4509124	1.0332318	0.0593187	0.1269883	0.4615705	0.0238762	0.2212187	0.1422310	0.7099373	0.3722862	0.6349874	0.8658882	0.7287270	0.3016810	0.5247417	0.9443287	0.5798843	0.2447862	0.9696091	0.8016437	1.0231645	0.3732814	0.2517470	0.3612960	0.9840501	0.3153581	0.9567475	0.1252163	0.4493379	0.3899053	1.0279032	0.9581641	0.8999862	0.0529159	0.2691255	0.3258738	0.2986361	0.6333726	0.2685944	0.1821671	0.0584701	0.9827331	0.2432258	0.9963349	0.3598656	0.7280062	0.9062639	0.4190595	0.8624528	0.7354050	0.5793195	0.0341275
650	0.0904423	0.3464753	0.2472788	0.7062963	0.6679316	0.9271449	0.3812261	0.0862503	0.4442414	0.5924608	0.4006587	0.7409053	0.4980614	0.2597938	0.5216222	0.0230444	0.3925742	0.4279840	0.3154164	0.7046642	0.8823088	0.9704914	0.6388362	0.3872300	1.0299455	0.9110506	0.6149818	0.9036233	0.1031574	0.9496843	0.0927933	0.6983851	0.4674551	0.8655974	0.8544051	0.7449698	1.0769971	0.1674456	0.4302811	0.8904543	0.7494542	0.3480231	0.1615170	0.3410382	0.0047363	0.1492086	0.9644152	0.6013328	0.3592901	1.0496351	0.0346520	0.1614759	0.3285950	0.0102670	0.3252472	0.1040456	0.3788308	0.4581362	0.5437716	0.7795065	0.6646156	0.3270886	0.5320451	0.8711605	0.5138201	0.2764693	0.9725786	0.7669101	0.9742894	0.3274850	0.2737765	0.4762697	0.8937852	0.3803345	0.8638135	0.1170277	0.4792935	0.2560300	0.9677867	0.9252570	0.9915312	0.0508018	0.2286162	0.5980646	0.2802974	0.5957427	0.2065518	0.0951800	0.0983671	1.0214430	0.1965243	1.0353841	0.3960148	0.5736241	0.9317036	0.4198606	0.7612106	0.7483801	0.6005807	0.0184549
700	0.0728168	0.3530769	0.2328355	0.7236629	0.7051683	0.9602095	0.4018042	0.0603519	0.3389508	0.6179736	0.4388533	0.7565993	0.4510673	0.3175659	0.5191122	0.0087163	0.5252317	0.4673174	0.3911479	0.8280653	0.8502858	0.9065282	0.5080246	0.3876114	1.0241653	0.8871829	0.5293189	0.8746717	0.0970665	0.9153277	0.0902032	0.7482731	0.4760494	0.8076761	0.8129784	0.8311422	0.9929287	0.1475283	0.4406413	0.9140274	0.8069490	0.4404389	0.1431398	0.2378623	0.0056759	0.1555041	1.0667447	0.5685860	0.3739057	0.9908322	0.0355739	0.1415339	0.2573483	0.0017904	0.2535769	0.1020936	0.1834011	0.5636166	0.4655689	0.8079616	0.6009035	0.2813255	0.7759184	0.8724864	0.4399795	0.2804346	1.0095822	0.8869812	0.9711752	0.3759301	0.3484233	0.5666678	0.9215423	0.3908242	0.8198821	0.1125688	0.4643058	0.2466970	1.0691157	0.9353636	0.9298629	0.0477277	0.2111038	0.7649159	0.3840523	0.6359045	0.1193446	0.1930357	0.0974002	1.0280973	0.1042284	1.0158677	0.3141666	0.5306919	0.9497429	0.3757519	0.6298057	0.8019476	0.6992812	0.0286070
750	0.0919504	0.3410292	0.2561843	0.7488326	0.7510687	0.8957281	0.3956779	0.0515370	0.3440850	0.7142168	0.4700163	0.7347586	0.5109075	0.3272939	0.5882419	0.0136636	0.6090524	0.4170624	0.4530304	0.8597025	0.8099499	0.9272471	0.4937320	0.3547519	0.8813800	0.8582690	0.4846280	0.8834338	0.1012663	0.8699141	0.0773498	0.7644967	0.4536672	0.8498475	0.8311296	0.8307831	0.9303316	0.1362408	0.4602042	0.8847708	0.8563957	0.4074313	0.0969116	0.2274040	0.0038262	0.1743018	0.9719177	0.5620585	0.3821765	0.9915608	0.0559294	0.1985330	0.2555704	0.0021851	0.1693325	0.0863422	0.0925854	0.5777693	0.4029901	0.8758364	0.6612753	0.2990033	0.9201629	0.9240042	0.5153793	0.3005334	1.0923630	0.9250975	0.8941968	0.4125688	0.2928743	0.5943826	0.8772186	0.3482157	0.8985011	0.1218332	0.4608472	0.3556233	0.9466768	0.9455560	0.9658942	0.0651233	0.1856525	0.6959232	0.5368371	0.6013979	0.1803775	0.1875157	0.1004977	0.9566525	0.0512015	0.9330760	0.2815273	0.4752615	0.9161112	0.4468381	0.6359658	0.6913268	0.7164865	0.0227120
800	0.0846859	0.3892174	0.2358937	0.6958115	0.8333345	0.9557504	0.3756988	0.0375521	0.3110358	0.7269665	0.4736936	0.7521408	0.4940806	0.3580373	0.5792387	0.0074285	0.5404779	0.3603790	0.4415934	0.8697172	0.8805135	0.7633288	0.4897826	0.3535097	0.9688641	0.8913648	0.4433995	0.8883077	0.0633298	0.9991068	0.0662968	0.7861681	0.4965971	0.7542628	0.9213234	0.7569479	0.9260827	0.1142335	0.4740241	0.9073275	0.9064764	0.3799698	0.0744047	0.1548799	0.0255361	0.1536739	1.0146958	0.7166120	0.3571758	0.9447263	0.0296178	0.2151009	0.2590179	0.0000561	0.1805141	0.1116161	0.1007540	0.5437657	0.4560457	0.8261482	0.6825856	0.3109461	0.8791651	0.8352238	0.4669281	0.2903356	0.9267996	0.9025405	0.8579947	0.5148135	0.3067690	0.5426043	0.8080267	0.3759872	0.9901243	0.1182812	0.5166423	0.3961548	1.0129171	1.0064139	0.8833568	0.0555914	0.1442740	0.7262454	0.6021637	0.6950598	0.1266497	0.2327232	0.0964908	0.9445968	0.0516683	0.9525612	0.2515969	0.5584747	0.8786501	0.4420702	0.5776741	0.8401851	0.7288231	0.0185789
850	0.0719183	0.3726923	0.2526539	0.6536049	0.9760885	0.9825248	0.3910916	0.0411461	0.3085712	0.6168895	0.4732007	0.6838223	0.5032167	0.3488867	0.5591989	0.0157047	0.6083597	0.3266187	0.4400104	0.8849874	0.8787913	0.6766090	0.3957758	0.3790344	0.8546178	0.9113859	0.4220720	0.8609845	0.0753383	0.9195573	0.0979698	0.6945144	0.4822736	0.8206054	0.9265625	0.7621134	0.9752971	0.1952457	0.5703885	0.9360239	0.8406191	0.3652435	0.0782481	0.1957372	0.0413109	0.1313862	0.9868684	0.6572705	0.3098564	1.0038825	0.1060418	0.1632087	0.2580302	0.0007980	0.1302967	0.1410895	0.1291818	0.5091014	0.4994832	0.8850196	0.7036706	0.3041117	0.9284367	0.7561631	0.5775190	0.3222388	0.9241985	0.9807940	0.8988618	0.4503127	0.2923617	0.5568640	0.8890514	0.3203007	0.9566633	0.1040043	0.5207445	0.3896143	1.0856993	1.1246815	0.8874866	0.0722392	0.1095826	0.7115411	0.5134953	0.6980003	0.0717546	0.1578352	0.0973683	1.0334244	0.0783908	0.9979530	0.1937051	0.5516615	0.8521560	0.4008471	0.6540647	0.8149485	0.8886150	0.0509526
900	0.0886600	0.4407397	0.2574895	0.6746911	0.9566980	1.0174615	0.3934093	0.0363270	0.3016019	0.7153300	0.4086984	0.7432331	0.5152815	0.3714315	0.5389620	0.0077440	0.5741544	0.2778177	0.3590760	0.9030986	0.7726233	0.6376819	0.4219944	0.4082719	0.9060961	0.8633139	0.5157376	0.9637553	0.0464770	0.9272267	0.0973502	0.7168567	0.5228983	0.7778392	0.8911166	0.7679550	0.9177835	0.1631089	0.5919483	0.8683943	0.8443955	0.4234231	0.0870726	0.2009727	0.0279978	0.1741854	1.0254815	0.5965445	0.3463779	1.0327587	0.1498224	0.2055046	0.2812392	0.0007938	0.1172816	0.1663300	0.1733404	0.5176278	0.5028908	0.8644055	0.6003582	0.2574867	0.9239438	0.8260755	0.5226629	0.3299614	0.9618895	0.8837581	0.8495169	0.4618928	0.3385193	0.5821606	0.9240459	0.3197708	0.9504434	0.1364773	0.5772364	0.4765077	1.0671299	1.0246513	0.9604617	0.0729499	0.1386613	0.7338706	0.5194078	0.7991353	0.0676797	0.1194676	0.1320622	0.9755080	0.0651138	0.9573671	0.2303654	0.4721113	0.8387777	0.4484262	0.5681445	0.6805348	0.8715737	0.0480574
950	0.0764069	0.4446353	0.2625451	0.6001794	0.9865412	1.0764084	0.3855661	0.0637568	0.2726570	0.7151154	0.4363892	0.7024976	0.6075353	0.3625996	0.6210000	0.0086383	0.5762936	0.3232679	0.3577394	0.8090440	0.7990426	0.6400147	0.4717781	0.4207228	0.9831267	0.9335545	0.4925427	0.9056595	0.0494359	0.8649950	0.1180395	0.6894989	0.4675330	0.7317230	0.8946894	0.7601240	1.0014982	0.1589985	0.5852836	0.9434507	0.8167427	0.4190749	0.0885407	0.1841598	0.0259125	0.1309976	0.9945300	0.5779666	0.2972637	1.0496318	0.1854795	0.1928698	0.2376078	0.0004738	0.1452479	0.1555010	0.1390323	0.5683560	0.4432724	0.8768075	0.6379539	0.2829798	0.8327116	0.7916898	0.5410459	0.3405618	0.9634276	0.8711438	0.9372552	0.4107912	0.3535560	0.5923058	0.9133601	0.3853266	0.9319247	0.1845349	0.5916391	0.4167802	0.9063598	0.9829994	0.9866809	0.0938687	0.1085239	0.7610709	0.5274028	0.6818656	0.0592248	0.1147284	0.1425959	1.0234719	0.1271818	0.9517863	0.2389687	0.4264418	0.8433348	0.4208540	0.6110691	0.7283423	0.8587878	0.0358510
1000	0.0802263	0.3944865	0.2898499	0.7002245	0.9648605	1.0103134	0.4544786	0.0800658	0.2343864	0.7408555	0.4074451	0.6640305	0.4285477	0.3472899	0.5434478	0.0045493	0.5754020	0.3226480	0.3712123	0.8443544	0.8564517	0.6868495	0.5522085	0.3657266	0.9561396	0.9005558	0.4786201	1.0379252	0.0525697	0.9701348	0.1220405	0.6972302	0.4712055	0.7939361	0.9057437	0.7231021	0.9882275	0.1520227	0.5601121	0.9806461	0.8102045	0.3340039	0.0710084	0.2094516	0.0252149	0.1233025	1.0409099	0.6280497	0.2736802	1.1535309	0.1481107	0.1983511	0.2405494	0.0004712	0.1352663	0.1137342	0.1720850	0.6099792	0.4669405	0.8459319	0.5592825	0.3157568	0.9434315	0.8344781	0.4857088	0.3007734	0.9707357	0.8853702	0.9634203	0.4141712	0.3859696	0.6074390	0.8603370	0.3733190	0.8554776	0.1793931	0.4715931	0.3988411	1.0618240	1.0803008	0.9920241	0.0854512	0.1232247	0.7324780	0.4715003	0.6916678	0.0426263	0.1277835	0.1352259	0.9822451	0.1177374	1.0074986	0.2597053	0.3920062	0.8436697	0.4147211	0.5196983	0.6943912	0.8771204	0.0253162

0	0.0900759	0.4572933	0.2505315	0.6766303	0.8775158	0.9821165	0.4838091	0.0281004	0.2371908	0.7627270	0.4941542	0.6867014	0.5189249	0.3742609	0.5267258	0.0153341	0.7196119	0.2301399	0.4267066	0.9271803	0.7953530	0.6140140	0.4450798	0.3491845	1.0666322	0.8323027	0.3116342	1.0789702	0.0477693	1.0069418	0.1339479	0.8371891	0.4298116	0.7634874	0.8851417	0.7592373	1.0097909	0.1476569	0.5665588	0.8815486	0.8444218	0.4028500	0.0928907	0.2050954	0.0294332	0.1339373	0.9643997	0.5292919	0.2750610	1.0435370	0.1895235	0.2256046	0.2487142	0.0008864	0.1026187	0.1609062	0.1534804	0.6034327	0.4778664	0.9039939	0.6472396	0.2619237	0.9700164	0.8583238	0.5142027	0.3108159	0.9261591	0.9904846	0.8730587	0.4290671	0.3633771	0.7043548	0.8168470	0.3403630	1.0122572	0.5004716	0.5761236	0.3304826	1.0551811	1.0371428	0.9596286	0.1303348	0.1653823	0.7549219	0.5382335	0.6998856	0.0102184	0.1610517	0.1658566	1.0116333	0.0524790	1.0275945	0.3734865	0.5022527	0.8219531	0.4472486	0.5513220	0.6705688	0.9091686	0.0367435
