"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.5553199	0.7968376	0.8985275	0.3887816	0.7075581	0.6309906	0.0769407	0.0029993	0.9371750	0.2507529	0.4986616	0.1315040	0.0808902	0.4246114	0.9553950	0.2656813	0.9228718	0.1303220	0.2008889	0.8819154	0.4931826	0.9990078	0.0063127	0.1766469	0.8947932	0.9978768	0.0609295	0.0383268	0.0233640	0.4192949	0.7564189	0.7198874	0.5159899	0.0851107	0.3902942	0.3446384	0.4453567	0.6986806	0.7300383	0.3528242	0.5180984	0.7216607	0.1644790	0.8159769	0.5330383	0.4730434	0.1092926	0.0649840	0.5294252	0.0589767	0.9792484	0.5131396	0.9382927	0.9124515	0.9061767	0.6259528	0.7910599	0.3993033	0.8887459	0.6159951	0.1141178	0.2006917	0.3933843	0.7859641	0.5935253	0.4904870	0.2995811	0.1498465	0.8889713	0.0305466	0.9985784	0.3231463	0.0770130	0.0021030	0.9334906	0.9878776	0.3108553	0.6407518	0.2662690	0.4837167	0.5497919	0.7162048	0.7945268	0.1656877	0.5184095	0.2271106	0.0253689	0.6923770	0.7312048	0.6411659	0.4797441	0.3247796	0.4680602	1.0000000	0.9226208	0.7281725	0.0145579	0.5752880	0.3308918	0.0000051
500	0.5973766	0.7962765	0.8968611	0.4067645	0.7140821	0.6310686	0.0769119	0.0029865	0.9371706	0.2511365	0.4981232	0.1315092	0.0834347	0.4313494	0.9570069	0.2676911	0.9264960	0.1295964	0.2000432	0.8815159	0.4927444	0.9991887	0.0062641	0.1770875	0.8948496	0.9979016	0.0609295	0.0383274	0.0231742	0.4214709	0.7636469	0.6753682	0.4788422	0.0873536	0.4289520	0.3105742	0.4314791	0.6926209	0.7300532	0.3512863	0.5185072	0.7207507	0.1648314	0.8191817	0.5197850	0.4730746	0.1101498	0.0649719	0.5294236	0.0585633	0.9793700	0.5065334	0.9369728	0.9038966	0.9057495	0.6262325	0.7882935	0.4069495	0.8899754	0.6091238	0.1147657	0.2004413	0.4032592	0.7871141	0.5952087	0.4917863	0.3155568	0.1472944	0.8927533	0.0269910	0.9985805	0.3158717	0.0766747	0.0020665	0.9346449	0.9887131	0.3279839	0.6405101	0.2759512	0.4831928	0.5464410	0.7147534	0.7858278	0.1640297	0.5249611	0.2238686	0.0254288	0.6856084	0.7354270	0.6407073	0.4802121	0.3245032	0.4680778	1.0000000	0.9228965	0.7284998	0.0146921	0.5753238	0.3304643	0.0000048
550	0.6289821	0.7957026	0.8955448	0.4187509	0.7176394	0.6311216	0.0773684	0.0240408	0.6071690	0.2600670	0.4335630	0.8518803	0.0847994	0.4434284	0.9547565	0.2498777	0.9341796	0.1222387	0.1935638	0.8812200	0.4924522	0.9992676	0.0061926	0.1775662	0.8856297	0.8135558	0.0609295	0.0383281	0.3410951	0.4244007	0.7694850	0.6376084	0.5348722	0.2089983	0.4672952	0.2860216	0.4222707	0.6827329	0.4046094	0.3516995	0.4988390	0.7700512	0.1645419	0.8237354	0.4703932	0.2276293	0.2766021	0.0649671	0.5294160	0.0584119	0.9811821	0.5089531	0.8238870	0.8962963	0.8944483	0.7917880	0.7067661	0.3958088	0.8867300	0.6418331	0.1138574	0.2002667	0.4111865	0.6398482	0.5043619	0.4851996	0.3360266	0.1334876	0.2992678	0.4318643	0.9957356	0.5079006	0.0758269	0.0020382	0.9357425	0.9893090	0.6788007	0.6406059	0.2548733	0.8943827	0.5440271	0.6497485	0.5978935	0.2170120	0.4811193	0.5323534	0.0168818	0.4518677	0.5175344	0.8199548	0.4678806	0.2443609	0.4687862	1.0000000	0.9274757	0.7407848	0.2968044	0.5749281	0.3311682	0.0000046
600	0.6512996	0.7951870	0.8945741	0.4263203	0.7181831	0.6311473	0.0806215	0.0450401	0.4760661	0.2887798	0.3607605	0.9721829	0.0847132	0.5576078	0.9493043	0.2457329	0.9458109	0.0948941	0.1670436	0.8810112	0.4922762	0.9992357	0.0061082	0.1780844	0.8633892	0.7609177	0.0609295	0.0383284	0.3745629	0.4267554	0.7672656	0.6569599	0.6266116	0.2595454	0.5003075	0.2697052	0.4166300	0.6722016	0.3009313	0.3630549	0.3938954	0.8696405	0.1637525	0.8359442	0.4084912	0.1621284	0.3518495	0.0649722	0.5293794	0.0583544	0.9847935	0.5459334	0.7879943	0.8903528	0.8815157	0.7217202	0.6170300	0.3461064	0.8678796	0.6215065	0.1099446	0.1961305	0.4291312	0.6002556	0.4796548	0.4656073	0.3588346	0.0998530	0.1473099	0.6808548	0.9938719	0.6182889	0.0715289	0.0020142	0.9398544	0.9896799	0.7986904	0.6409697	0.2150051	0.9613205	0.5366214	0.6140581	0.5132767	0.2247248	0.3977873	0.6111656	0.0074000	0.3445047	0.5129813	0.8558767	0.4229283	0.1709856	0.4704800	1.0000000	0.9350274	0.7722376	0.3635197	0.5747714	0.3326946	0.0000043
650	0.6663002	0.7947638	0.8938923	0.4301658	0.7111450	0.6310898	0.0940271	0.0909447	0.4239394	0.3209053	0.3247775	0.9922712	0.0819363	0.6785118	0.9457746	0.2424608	0.9641071	0.0706883	0.1387968	0.8808733	0.4921951	0.9991776	0.0060158	0.1786187	0.8446976	0.7431111	0.0609295	0.0383284	0.3774889	0.4267376	0.7598590	0.7144147	0.6787559	0.2894411	0.5255067	0.2598521	0.4144674	0.6675459	0.2678152	0.3923768	0.3087418	0.9333673	0.1627558	0.8524704	0.3828593	0.1445143	0.3838590	0.0650127	0.5293297	0.0583329	0.9871984	0.5840310	0.7816146	0.8870618	0.8827172	0.6915412	0.5206656	0.2872451	0.8339237	0.5296613	0.0980933	0.1869313	0.4490311	0.5896243	0.4730685	0.4414685	0.3763142	0.0838402	0.0998987	0.7165033	0.9924212	0.6892698	0.0660861	0.0019930	0.9526196	0.9899122	0.8273833	0.6412183	0.1885583	0.9715282	0.5242683	0.5738653	0.4773750	0.2322961	0.3445718	0.6326335	0.0033243	0.2581057	0.5101759	0.8628098	0.3774768	0.1454217	0.4714238	1.0000000	0.9388048	0.7958378	0.3935586	0.5746975	0.3376561	0.0000039
700	0.6755397	0.7944397	0.8934609	0.4291895	0.6935510	0.6305938	0.1429985	0.1560125	0.4032003	0.3442577	0.3092703	0.9956037	0.0756038	0.7336897	0.9426981	0.2370132	0.9789553	0.0578361	0.1209561	0.8807920	0.4921746	0.9991340	0.0059221	0.1790920	0.8334130	0.7353667	0.0609295	0.0383283	0.3778658	0.4245929	0.7527235	0.7699208	0.7146198	0.3105275	0.5422203	0.2563503	0.4177390	0.6677331	0.2570644	0.4241408	0.2635658	0.9644747	0.1620017	0.8688788	0.3743129	0.1397420	0.3955185	0.0652206	0.5292955	0.0583382	0.9882107	0.6056929	0.7921587	0.8852930	0.8842450	0.6738852	0.4083718	0.2329498	0.8026862	0.4535417	0.0787796	0.1856490	0.4553283	0.5867702	0.4684746	0.4030719	0.3910583	0.0764420	0.0786655	0.7219807	0.9914315	0.7292736	0.0624073	0.0019774	0.9650102	0.9899233	0.8213786	0.6414532	0.1746087	0.9771025	0.5192473	0.5069263	0.4704329	0.2389344	0.3191796	0.6421605	0.0017499	0.1890562	0.5000195	0.8645468	0.3486994	0.1419841	0.4718549	1.0000000	0.9398993	0.8077283	0.4004966	0.5745251	0.3440783	0.0000034
750	0.6794632	0.7942112	0.8932959	0.4220547	0.6709189	0.6267845	0.2465373	0.2134634	0.3949511	0.3503484	0.3029896	0.9960970	0.0684819	0.7507988	0.9385397	0.2308562	0.9875970	0.0521149	0.1123847	0.8807517	0.4921823	0.9991017	0.0058388	0.1794522	0.8274151	0.7316155	0.0609295	0.0383296	0.3787818	0.4217019	0.7472657	0.8112321	0.7406457	0.3270016	0.5490971	0.2615151	0.4284527	0.6721894	0.2534348	0.4469391	0.2389739	0.9784656	0.1616804	0.8842386	0.3722852	0.1384880	0.3971398	0.0659074	0.5292793	0.0584460	0.9885113	0.6162215	0.8091651	0.8848409	0.8842622	0.6398953	0.3285650	0.1878568	0.7761902	0.4196557	0.0612424	0.2057060	0.4523483	0.5859882	0.4634549	0.3563448	0.3997335	0.0700456	0.0635224	0.7233320	0.9908356	0.7480444	0.0605675	0.0019663	0.9723889	0.9894553	0.8050567	0.6417341	0.1628602	0.9824581	0.5233540	0.4312147	0.4789537	0.2430416	0.3121322	0.6480677	0.0011462	0.1455779	0.4848158	0.8656089	0.3333980	0.1468995	0.4721125	1.0000000	0.9399520	0.8123833	0.4009596	0.5739880	0.3512003	0.0000031
800	0.6777649	0.7940790	0.8934367	0.4096114	0.6494754	0.6039594	0.3673752	0.2506132	0.3916774	0.3150512	0.3004454	0.9960473	0.0629210	0.7527019	0.9336203	0.2257076	0.9919659	0.0497317	0.1098626	0.8807371	0.4922010	0.9990553	0.0057786	0.1796850	0.8243866	0.7299032	0.0609295	0.0383396	0.3811423	0.4190136	0.7434549	0.8384797	0.7488716	0.3405788	0.5430717	0.2782069	0.4469327	0.6827568	0.2521377	0.4605886	0.2226277	0.9845288	0.1619393	0.8968066	0.3738947	0.1382888	0.3925338	0.0672830	0.5292699	0.0592621	0.9885761	0.6216525	0.8245473	0.8862207	0.8841777	0.5898198	0.2866587	0.1532339	0.7562213	0.4098567	0.0512918	0.2386936	0.4479360	0.5856892	0.4589790	0.3123186	0.4015403	0.0650019	0.0518702	0.7243610	0.9905056	0.7559142	0.0598629	0.0019657	0.9760895	0.9885065	0.7887308	0.6420208	0.1532705	0.9865672	0.5309701	0.3787384	0.4899088	0.2459847	0.3149954	0.6516220	0.0009075	0.1218684	0.4694022	0.8666340	0.3256965	0.1533546	0.4723046	1.0000000	0.9396735	0.8131907	0.4015534	0.5729312	0.3584281	0.0000041
850	0.6704256	0.7940487	0.8938787	0.3941739	0.6277022	0.5363522	0.4611383	0.2705763	0.3903877	0.2336472	0.2991361	0.9958190	0.0592958	0.7498116	0.9289565	0.2220387	0.9940316	0.0489162	0.1112683	0.8807370	0.4922329	0.9989177	0.0057501	0.1797940	0.8229173	0.7292038	0.0609295	0.0383753	0.3885557	0.4169302	0.7415463	0.8527276	0.7244972	0.3511302	0.5215947	0.3074618	0.4695277	0.6940299	0.2516415	0.4684104	0.2097763	0.9870846	0.1628182	0.9054102	0.3781829	0.1384767	0.3830136	0.0691231	0.5292606	0.0635806	0.9886213	0.6251206	0.8352467	0.8895476	0.8850597	0.5543173	0.2671101	0.1281545	0.7447095	0.4094776	0.0489662	0.2647491	0.4438602	0.5850863	0.4556014	0.2758054	0.3949782	0.0615620	0.0440426	0.7257182	0.9903342	0.7588603	0.0601927	0.0020008	0.9778935	0.9873680	0.7796587	0.6422787	0.1493585	0.9892378	0.5381551	0.3461089	0.4986740	0.2494776	0.3226208	0.6535926	0.0008073	0.1103516	0.4570320	0.8675792	0.3218741	0.1587147	0.4724625	1.0000000	0.9392184	0.8117344	0.4023860	0.5716403	0.3652561	0.0000107
900	0.6580618	0.7941211	0.8945544	0.3764060	0.5965884	0.4412843	0.5195323	0.2801758	0.3898962	0.1552825	0.2983481	0.9954894	0.0571191	0.7459042	0.9251957	0.2195662	0.9949338	0.0494037	0.1154071	0.8807483	0.4923113	0.9985251	0.0057542	0.1797901	0.8222286	0.7287797	0.0609295	0.0384546	0.4089921	0.4157015	0.7420663	0.8536873	0.6880001	0.3580189	0.4868889	0.3433081	0.4877028	0.7027906	0.2514402	0.4731482	0.1983398	0.9881204	0.1640117	0.9103701	0.3844158	0.1387798	0.3706321	0.0709693	0.5292515	0.0783790	0.9887443	0.6289556	0.8413532	0.8944463	0.8886366	0.5521941	0.2581535	0.1107742	0.7413355	0.4113052	0.0527677	0.2787876	0.4359749	0.5826670	0.4532697	0.2462360	0.3796593	0.0594323	0.0393649	0.7272800	0.9902498	0.7595495	0.0630499	0.0020930	0.9787595	0.9863581	0.7840534	0.6424930	0.1534868	0.9907966	0.5436428	0.3175999	0.5051182	0.2563611	0.3324640	0.6545999	0.0007670	0.1056912	0.4486052	0.8683363	0.3199661	0.1625224	0.4725952	1.0000000	0.9384488	0.8086889	0.4035313	0.5704800	0.3710654	0.0000316
950	0.6408635	0.7942850	0.8954000	0.3535939	0.5496483	0.3611911	0.5521638	0.2844594	0.3897516	0.1039322	0.2981217	0.9951193	0.0558386	0.7420543	0.9224038	0.2177978	0.9951296	0.0527221	0.1210195	0.8807804	0.4925153	0.9976427	0.0057851	0.1796914	0.8218566	0.7279341	0.0609295	0.0385877	0.4495698	0.4154902	0.7442340	0.8453814	0.6692441	0.3628481	0.4485916	0.3755892	0.5022237	0.7079829	0.2513617	0.4764512	0.1863015	0.9885093	0.1651556	0.9126660	0.3923941	0.1390558	0.3600659	0.0724882	0.5292583	0.1142225	0.9890050	0.6359156	0.8436480	0.9008881	0.8978337	0.5752695	0.2541016	0.0992324	0.7420039	0.4120852	0.0608844	0.2835635	0.4204002	0.5751980	0.4517313	0.2210780	0.3644510	0.0582011	0.0367327	0.7287476	0.9902073	0.7590337	0.0730240	0.0022344	0.9790907	0.9856139	0.7988565	0.6426610	0.1614618	0.9915655	0.5474397	0.2892040	0.5095858	0.2721453	0.3422714	0.6550239	0.0007819	0.1046466	0.4438147	0.8688131	0.3189679	0.1650959	0.4727357	1.0000000	0.9370011	0.8048312	0.4058926	0.5695870	0.3755195	0.0000838
1000	0.6169836	0.7945253	0.8964316	0.3221263	0.4926237	0.3097576	0.5693421	0.2862055	0.3898195	0.0753362	0.2985621	0.9947698	0.0550565	0.7383345	0.9202715	0.2162185	0.9943675	0.0637391	0.1262109	0.8808616	0.4929780	0.9959401	0.0058334	0.1795173	0.8214522	0.7257607	0.0609295	0.0387739	0.5058295	0.4160669	0.7464356	0.8353951	0.6635185	0.3735496	0.4152992	0.4050215	0.5198095	0.7098523	0.2513474	0.4792527	0.1725709	0.9886332	0.1660159	0.9131779	0.4029801	0.1392418	0.3552168	0.0735758	0.5293755	0.1777413	0.9893988	0.6456372	0.8423490	0.9098421	0.9142791	0.6045345	0.2527711	0.0913006	0.7398149	0.4106824	0.0711074	0.2816625	0.4041125	0.5581745	0.4507491	0.1972110	0.3589837	0.0574437	0.0352627	0.7299799	0.9901748	0.7577860	0.0989771	0.0023933	0.9790421	0.9851615	0.8158820	0.6428057	0.1683051	0.9915704	0.5501887	0.2666254	0.5127948	0.3036455	0.3490244	0.6551268	0.0010233	0.1053288	0.4415373	0.8689659	0.3184708	0.1668691	0.4730071	1.0000000	0.9342528	0.8014608	0.4102027	0.5689522	0.3786276	0.0002029

0	0.3922647	0.7969035	0.9021484	0.2424766	0.4868332	0.3803114	0.4928136	0.2509468	0.4007994	0.0885952	0.3028770	0.9950216	0.0531070	0.7248601	0.9076520	0.2080878	0.9855051	0.0766610	0.1115347	0.8861491	0.5000255	0.9908141	0.0061358	0.1775428	0.8203035	0.7246657	0.0609295	0.0386196	0.4889694	0.4183072	0.7488074	0.8156854	0.6625600	0.3682763	0.3142313	0.4974676	0.5516127	0.7003807	0.2515524	0.4877148	0.1435894	0.9886418	0.1650218	0.8922248	0.4676403	0.1391755	0.4015150	0.0710828	0.5296600	0.1656848	0.9897618	0.6591609	0.8187360	0.9488344	0.9293540	0.6015174	0.2791615	0.0709371	0.7349337	0.4211790	0.0736426	0.2910429	0.3731161	0.5384496	0.4479937	0.0983064	0.3979039	0.0591067	0.0327384	0.7306052	0.9900690	0.7549113	0.1236819	0.0023553	0.9773247	0.9847599	0.8381181	0.6433247	0.1740955	0.9881551	0.5568945	0.2863619	0.5337236	0.3329014	0.2875378	0.6579602	0.0015452	0.1146080	0.4399263	0.8680264	0.3174834	0.1721574	0.4738144	1.0000000	0.9361853	0.8145407	0.4183730	0.5695990	0.3811591	0.0002382
