G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	1.0857515	0.1242575	0.8300808	0.9546791	0.3893134	0.2991720	0.5850434	0.4985700	0.9218361	1.0333109	0.9290319	1.1088445	0.1961054	0.7934353	0.9838229	0.3916547	0.5743728	0.6076525	0.0451955	0.1146458	0.5157148	1.0980517	0.9335287	0.4739350	0.5642014	0.3325618	0.4258715	1.1050291	0.5717797	0.9671996	0.1693783	0.4407288	0.9406633	1.0443610	0.8524244	0.7598679	0.7408003	0.4986386	0.3256286	0.7438350	0.9918226	0.8940940	1.0688100	0.0778987	0.5903217	0.9534793	1.0525381	0.7555775	0.6425207	0.8589890	0.6009500	0.0025826	0.3692642	0.0404031	0.0642111	0.3189912	0.9100853	0.4393566	0.2064782	0.6684083	0.5358890	0.7380455	0.0047784	1.0059787	0.4972211	1.0340708	0.2391316	1.0926986	0.0132503	0.2132841	0.3350469	0.5512896	0.9485763	0.3896728	0.4806032	0.9368830	0.0043151	0.1012118	1.0642055	1.0024199	0.7429143	0.2922133	0.1964345	0.7766126	1.0230211	0.3913660	0.7591252	0.3294280	0.3718043	0.5152561	0.0247956	0.8601169	0.4317979	1.1034283	0.2581610	1.0552335	0.5067536	0.0529009	0.3792950
0.0323233	0.0000000	0.0184237	0.9931249	0.4395739	0.3788155	0.4883716	0.6247551	0.6392039	0.6959886	0.9316088	0.7983381	0.5858239	1.0586139	0.1599038	0.9782761	0.4626360	0.6731331	0.4656044	0.0477443	0.0514340	0.5583771	0.9187146	0.8073078	0.5559310	0.4422689	0.6300184	0.4844863	0.9697244	0.4633249	0.7457120	0.3374502	0.4388873	0.1686939	0.9009195	0.8996301	0.6799321	0.7953789	0.4395808	0.2063507	0.6916698	1.0086670	0.8557376	1.0175927	1.0474761	0.6855955	1.0529950	0.9959585	0.6382075	0.5863717	0.9634897	1.0287297	0.0067124	0.4719897	0.0226418	0.0734071	0.3123553	1.0567267	0.2199962	0.7316776	0.5278576	0.5950520	0.7249561	0.0011499	0.9987279	0.4755594	0.7849072	0.5792402	0.9461858	0.0512234	0.1856582	0.5263258	0.4200303	1.0641722	0.4257723	0.3314671	0.8717875	0.0008046	0.1466271	1.0174971	0.9015379	0.7682652	0.2088075	0.1270711	0.6519979	0.9212009	0.3613479	0.8189117	0.5330851	0.2849419	0.4999518	0.5447475	0.6260390	0.4980615	1.0169279	0.1983693	1.0389483	0.8882331	0.1282404	0.3862052
0.5223031	0.8335821	0.0000000	1.0790218	0.8713944	0.4425349	0.2810724	0.6858836	0.4130020	0.7805755	1.0104711	1.0239524	1.0883432	0.3646611	0.6857036	1.0328189	0.4441954	0.7213698	0.5288009	0.0471644	0.0648534	0.4574799	1.0147159	0.8850570	0.5259571	0.4525895	0.3341837	0.4139863	1.0773265	0.5960550	0.9746733	0.1380049	0.3795460	0.7417011	0.8119876	0.9135357	0.3297265	0.6779556	0.6554465	0.3808788	0.2858866	0.9240448	0.9864993	0.9770958	0.3013300	0.6575286	1.0399448	1.0083493	0.6944868	0.6300722	0.8418349	0.6404131	0.0040683	0.3420899	0.0526101	0.0246440	0.0461223	0.9708458	0.4205504	0.2703574	0.7595005	0.5355801	0.6865819	0.0003866	0.9800614	0.5860735	0.8962369	0.1731418	1.0196573	0.0152103	0.2068316	0.2130791	0.5482527	1.1418370	0.3594581	0.4570934	0.8782994	0.0058720	0.1257480	1.1105887	0.9570103	0.8240957	0.2782330	0.3379641	0.7184636	1.2442152	0.4898741	0.6429075	0.4503835	0.4113943	0.6818352	0.0198613	0.6642779	0.5565572	0.9491641	0.2626316	0.7319636	0.5703618	0.0770229	0.1892474
0.5376954	0.9116573	0.1463562	0.0000000	0.6906316	0.4334010	0.2013641	0.6626336	0.4644707	0.6026593	0.8683319	0.9976537	1.1070069	0.3431464	0.7640143	1.0148869	0.4544168	0.5882683	0.6239100	0.0212300	0.1003733	0.4706481	1.0152429	0.8296314	0.6552526	0.4291469	0.3729969	0.5372063	1.0853897	0.5619763	1.0003889	0.1290908	0.4346442	0.5473355	0.6823398	0.8159325	0.4197240	0.5880433	0.6567195	0.3311551	0.2414329	0.9715334	0.8807362	1.0859551	0.2789851	0.6804184	1.0438420	0.9722198	0.6693822	0.6307815	0.8053316	0.6442167	0.0024486	0.3708293	0.0847698	0.2968293	0.0267518	0.8930440	0.3720216	0.3121013	0.6108391	0.4890807	0.1268128	0.0007325	0.9192823	0.1720396	0.9625392	0.2081626	1.0318906	0.0253861	0.1720230	0.3022490	0.5745285	1.0908116	0.4589907	0.5418687	0.8556178	0.0150398	0.1455846	0.6312416	0.9238255	0.7242833	0.3591075	0.3650485	0.7679736	0.9999241	0.4386807	0.2729261	0.3837292	0.4103443	0.5251381	0.0199795	0.6370592	0.5514300	1.0740492	0.6488036	0.7778354	0.8113973	0.0549137	0.1799909
0.5355042	1.0081661	0.2062054	1.0470382	0.0000000	0.5655634	0.4943577	0.7110130	0.5117433	0.6690459	0.9904461	1.1263944	1.0475295	0.4077066	0.7908103	1.0465092	0.4317688	0.6414913	0.4616825	0.1240885	0.2812072	0.9047411	1.0753600	0.8491511	0.6512610	0.4906988	0.4638147	0.4939358	1.0169635	0.6449455	0.9659148	0.0876043	0.0920063	0.0403355	0.5692745	0.9483925	0.2710997	0.4435372	0.8158232	0.3993850	0.2532663	1.0608727	0.8840494	0.9804670	0.2752285	0.9783131	1.0031227	0.9940631	0.9923443	0.5821156	0.9870041	0.5741946	0.0015999	0.4042283	0.0611739	0.0215372	0.0603916	1.0393700	0.0109675	0.5386314	0.8489413	0.6303688	0.8550549	0.2656441	1.0413571	1.0357892	0.7118208	0.7182995	0.9679500	0.5528537	0.2864964	0.4992677	0.4647716	1.0323582	0.3875874	0.3308882	0.8156510	0.0008720	0.2295806	0.9656223	0.7137528	0.8473365	0.3910875	0.3042645	0.6725838	0.9211488	0.6426648	0.7492709	0.3927967	0.4253144	0.7139999	0.0166083	0.4858871	0.4558360	0.7516478	0.1003455	0.9500106	0.7153958	0.0887332	0.1915021
0.5402027	0.8423463	0.2317860	0.8956308	0.4593415	0.0000000	0.3159109	0.8118801	0.1929528	0.9249519	1.0029792	0.9624567	0.9756765	0.3491460	0.8089329	1.0283348	0.5343414	0.7195993	0.3690264	0.0430525	0.0721311	0.3234781	1.0040392	0.8590230	0.4386857	0.4170269	0.2870144	0.9245730	0.3279272	0.0581732	0.9759302	0.1474389	0.5878217	0.5650588	0.8204737	0.7890627	0.3952132	0.7851283	0.5029172	0.3706713	0.2622835	0.8055948	0.9169163	1.0089120	0.2949770	0.6130298	1.0053583	1.1212885	0.6106462	0.6127175	0.3130092	0.6994846	0.0023231	0.5253841	0.2405660	0.0102739	0.0649732	0.8201284	0.2240195	0.4271709	0.8157321	0.5614091	0.5535361	0.0038416	0.9140771	0.5196771	1.0191313	0.4183644	1.0801036	0.0696417	0.2244708	0.3852599	0.5167704	1.0775177	0.7519282	0.5811877	0.9051525	0.0129998	0.2018995	1.0427824	0.6848758	0.6535726	0.3359649	0.2761265	0.6950215	1.0199483	0.4119755	0.7685099	0.0975350	0.3620525	0.1059279	0.0138464	0.6739148	0.5264132	0.5272103	0.1782004	0.8294627	0.7863839	0.0229449	0.0630653
0.4841646	0.8543874	0.1771715	0.9604162	0.8215363	0.4897128	0.0000000	0.6321697	0.5253158	0.8788680	0.9298293	0.9819189	1.0694912	0.4131502	0.7018177	1.0222333	0.5088424	0.6730770	0.4719554	0.0366468	0.1169254	0.5124972	0.9758701	0.8682791	0.4453575	0.4701592	0.3748063	0.4585189	0.9679067	0.5323699	0.9014279	0.1532762	0.4158471	0.6303273	0.7833383	0.9804954	0.4124826	0.5908243	0.6894192	0.3726979	0.3125561	0.8806705	0.8314785	1.0115404	0.3029853	0.6655222	1.0505559	1.0225251	0.7398673	0.5995009	0.8825650	0.6168724	0.0046517	0.3971980	0.0649326	0.0410907	0.0568411	0.9335022	0.3279023	0.5145308	0.6066689	0.1151532	0.6313502	0.0006432	0.8686736	0.2633340	0.9373878	0.1037619	1.0493916	0.0373088	0.2528505	0.1688678	0.4797108	1.0188752	0.3395090	0.4551480	0.9429530	0.0013764	0.1905178	0.9820244	0.9587465	0.7530588	0.2710626	0.2846502	0.6975497	1.0411562	0.5752344	0.7587399	0.4517069	0.4326430	0.6863588	0.0157262	0.6533586	0.6012713	0.9499665	0.1646509	0.7695221	0.8021204	0.0582357	0.1334981
0.5163452	0.9815582	0.1738611	0.9404178	0.7246044	0.4177095	0.4865664	0.0000000	0.4250398	0.8598814	0.9029734	0.8834213	0.9496833	0.3718971	0.7502414	0.9930308	0.5359814	0.6528988	0.5188616	0.0689333	0.1112106	0.4608802	0.9833590	0.8624713	0.5155895	0.4842715	0.4731272	0.5543658	0.9981786	0.5066992	0.9856810	0.1735948	0.4441776	0.6923362	0.8697203	0.8482341	0.3628591	0.7073425	0.5097496	0.3843172	0.2584949	1.0263073	0.8645658	1.0136250	0.2949904	0.6606009	0.9481975	1.0142450	0.8097326	0.7291878	0.9556363	0.6677063	0.0015160	0.4307236	0.4016643	0.0497029	0.0609635	0.9437538	0.4155114	0.2121778	0.7501633	0.6412336	0.7528621	0.0003723	0.8931895	0.6914267	0.8671705	0.5127107	0.9636876	0.0546482	0.1667741	0.4738338	0.4458908	0.8512264	0.3825935	0.2744498	0.7674282	0.0178848	0.1397714	1.0216064	0.7572453	0.8943750	0.3647309	0.2008580	0.6857717	0.9806302	0.5062676	0.7375458	0.3714648	0.3948662	0.4576795	0.0571616	0.7966116	0.5584246	0.9583456	0.2888790	0.8272920	0.8556857	0.0784508	0.2067566
0.5565979	0.9562856	0.2232820	0.9648496	0.7770899	0.4511726	0.2316641	1.0451685	0.0000000	0.8844014	1.1694880	0.8940709	1.0402344	0.3003692	0.7260351	1.0148094	0.5113777	0.6287294	0.5056391	0.0386699	0.1302293	0.5495294	0.8652173	0.8637080	0.6410880	0.5858389	0.3483987	0.5441421	1.0062806	0.5975486	1.0020792	0.1535511	0.4222466	0.7652350	0.8972406	0.9297182	0.4145933	0.6907375	0.7067844	0.3198992	0.2583999	0.9537976	0.8695364	0.9843062	0.2671037	0.6611768	0.9773976	1.0397302	0.8127561	0.7101401	0.9372332	0.5096853	0.0027537	0.6715913	0.0074473	0.0062108	0.0584483	0.7240882	0.6930626	0.2639346	0.7667508	0.5840340	0.7815997	0.0217137	0.8320500	0.4176598	1.0021712	0.1922027	0.9519297	0.0523540	0.1707887	0.5145084	0.7052247	1.0312059	0.3625935	0.4697002	0.8762214	0.0107191	0.1309970	0.9735621	0.9463888	0.8515604	0.2782232	0.3154757	0.1924313	1.0187463	0.1577447	0.7228302	0.0862512	0.4472161	0.5811177	0.0223275	0.7853307	0.5314239	0.9514850	0.2680180	0.8321456	0.7414918	0.0768809	0.1743541
0.5603910	0.9204154	0.2262587	0.9024431	0.6832733	0.5159348	0.2224001	0.6751464	0.5368593	0.0000000	1.0801582	1.0118854	0.9785146	0.3204312	0.7647651	0.9995663	0.5211510	0.6929815	0.4826785	0.0319000	0.0891957	0.5349104	0.8190085	0.2391812	1.0141905	0.4733119	0.3663179	0.4568816	1.0715295	0.5614958	0.9887803	0.1660774	0.4406739	0.6691760	0.7650297	0.9150752	0.3438715	0.6629616	0.7178572	0.3116643	0.2565761	0.9406902	0.7600806	1.1140422	0.3110060	0.7220668	1.0271322	1.1064316	0.8050825	0.5907718	0.9394879	0.5420404	0.0009347	0.3922924	0.0899252	0.0285761	0.0569171	0.9735642	0.3890670	0.1546490	0.7264443	0.8522366	0.6829772	0.0097923	1.0176330	0.4984147	0.9354096	0.2158873	0.9694346	0.0514851	0.2484700	0.2721658	0.4464936	1.0600539	0.3913228	0.4404331	0.8558224	0.0013342	0.2026428	0.9403826	0.9398920	0.8563330	0.3137031	0.3831534	1.0479601	0.9985062	0.4434303	0.6930130	0.4334418	0.3663206	0.6570453	0.0244724	0.8067505	0.4585363	0.9806181	0.2070205	0.7704578	0.7764862	0.0540663	0.1708132
