G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0995036	0.9850980	0.7677072	0.7217092	0.3335271	0.4471006	0.3298101	0.5042985	0.4417816	0.0660050	0.1887242	1.0235743	0.6956048	0.4112555	0.5092957	0.4101065	0.5565377	0.7160804	0.3179131	0.1697282	0.4736902	0.9328182	0.0870476	0.3394983	0.1006534	0.0083308	0.0008205	0.5418093	0.3377494	0.3635566	0.1270030	0.8620766	0.3917807	0.9842741	1.0168213	0.0299154	0.9513607	0.0008416	0.8394474	0.0279514	0.0444516	0.9779330	0.5845807	0.8517514	0.0703742	0.7047347	0.9779168	1.0535647	0.5799558	0.8187640	0.0130377	0.7806551	0.7754895	0.9031290	0.2080691	0.0683780	0.0451622	0.5521872	0.0525864	0.2580241	0.5703917	0.6933411	0.2750812	0.3825334	0.2383127	0.5230885	0.1556534	0.1258590	0.8331075	0.8534566	0.8519740	0.2693673	0.0033466	0.8537175	0.5721059	0.5609221	0.6960344	0.9844010	0.7243406	0.9540280	0.0146157	0.1423600	1.0076254	0.7716213	0.2007823	1.0255645	0.7813852	0.0975002	0.9297187	0.5306765	0.5441500	0.6919144	0.6376510	0.9827248	0.3946497	0.1538500	0.0044708	0.6368725	0.0343239	0.4835250
0.0971151	0.4457294	0.9376361	0.7172768	0.2652217	0.2832386	0.3576077	0.3435358	0.4681290	0.1175530	0.1510654	1.0699592	0.2707987	0.7450630	0.2738327	0.4364214	0.6189779	0.8504073	0.2875633	0.1675971	0.4481727	0.8479424	0.2939770	0.6385643	0.0567995	0.0047228	0.0002395	0.4236400	0.3892116	0.2747485	0.2192582	0.8328378	0.3392645	0.9900626	0.9864039	0.0353978	0.9966383	0.0002268	0.8061024	0.0139885	0.0241826	0.9390594	0.7400792	0.9282257	0.0612316	0.6893921	0.9547715	1.0464401	0.5745953	0.7860617	0.0400025	0.7701576	0.8558265	0.9656883	0.2944221	0.0508867	0.2858322	0.5030200	0.0507558	0.0803976	0.6515155	0.9686258	0.2702892	0.3763561	0.2162687	0.6083368	0.2472423	0.3878844	0.8656244	0.7505028	0.8468254	0.2839402	0.0047338	0.9050004	0.8021945	0.6073043	0.7526009	1.0936871	0.6136860	0.7010091	0.0098746	0.3714284	0.9357102	0.8745497	0.2224915	0.9048690	0.5755735	0.0893663	1.0386170	0.3553699	0.4585935	0.6319915	0.4239967	0.9597619	0.2659115	0.1760876	0.0083886	0.5905596	0.0325129	0.6520251
0.1570077	0.8480955	0.3376576	0.7569909	0.3968068	0.4684884	0.3364721	0.4577710	0.4912483	0.0673779	0.1592019	1.0253683	0.5813261	0.6258143	0.4420353	0.4759832	0.4721580	0.8333611	0.2690581	0.1973933	0.4375464	0.9505695	0.1496635	0.3624980	0.0931014	0.0050693	0.0009247	0.4918776	0.3585212	0.2359209	0.1382781	0.8943108	0.5486856	1.0181887	1.0210217	0.0186814	1.0233297	0.0005037	0.8909990	0.0253056	0.0392123	0.9573119	0.6353823	0.8700987	0.0896259	0.7078733	1.0774232	1.0124632	0.7032490	0.7342976	0.0071372	0.9240615	0.8262561	0.9156092	0.3050701	0.0658878	0.1023004	0.5090159	0.1036543	0.5101410	0.4754601	0.8844562	0.2854282	0.4536271	0.2043385	0.5193213	0.2122043	0.1888018	0.8673830	0.6592162	0.7437658	0.4918054	0.0035189	0.8636499	0.7597869	0.7021423	0.6434244	1.0182644	0.7384767	0.8809823	0.0012584	0.2242671	0.9736715	0.7122470	0.1665904	0.9707894	0.6352820	0.0830560	0.9277161	0.5125852	0.4435538	0.6104000	0.5759947	1.0334247	0.3462790	0.1650653	0.0060093	0.5999869	0.0319544	0.5208893
0.1810773	0.8479596	0.8132034	0.3406120	0.3140331	0.3905289	0.3753596	0.4063934	0.4350515	0.0384889	0.1881817	1.0144074	0.4178259	0.5447679	0.4759670	0.5032648	0.5527489	0.7308651	0.2478933	0.1697966	0.4333056	0.8606449	0.1455767	0.4947057	0.0571745	0.0184798	0.0011818	0.5000852	0.3590304	0.2754747	0.1570646	0.8977440	0.5432467	0.9421980	0.9983471	0.0131950	1.0986991	0.0019101	0.8762650	0.0185846	0.0287624	0.9993534	0.6936626	0.9177414	0.0935202	0.6236984	1.0150375	0.9972234	0.6177898	0.7485691	0.0451574	0.8347998	0.7835920	0.8919383	0.2568783	0.0554963	0.0950145	0.4469687	0.1926995	0.0877235	0.6864604	0.8570429	0.3158446	0.5383235	0.3258170	0.6245731	0.2138163	0.1871349	0.8120848	0.7599241	0.7911216	0.4617712	0.0074631	0.7430590	0.6503613	0.6980990	0.7944553	1.0894394	0.7041935	0.8370440	0.0019803	0.2942567	0.9756392	0.8153452	0.1909322	1.0191828	0.6349833	0.0990388	0.9035861	0.4308815	0.5350628	0.7188930	0.5514777	0.9814837	0.2939445	0.1928361	0.0166786	0.6284533	0.0583602	0.4975422
0.1695349	0.8180490	0.9691373	0.7567372	0.1595667	0.5198364	0.3432717	0.4602571	0.4640698	0.0488772	0.1409627	1.0093405	0.9966254	0.3163143	0.5430047	0.4131278	0.6615308	0.7875189	0.2915054	0.1768909	0.4364880	0.9190908	0.0910462	0.3551484	0.0997840	0.0177760	0.0014369	0.4746464	0.3740066	0.2523612	0.0902554	0.8334320	0.5558726	0.9225447	0.9529609	0.0055736	0.9612122	0.0026984	0.9187421	0.0187097	0.0214619	0.9362769	0.6854317	0.9357084	0.0732252	0.7681568	0.9774727	0.9813848	0.5887323	0.8715984	0.0821469	0.8803937	0.8217815	0.9479530	0.2606843	0.1786927	0.0562387	0.4085966	0.1016468	0.5540233	0.4928238	0.5406762	0.2838396	0.4195251	0.2659448	0.5782402	0.1693272	0.0900334	0.7979416	0.7983488	0.8291708	0.5201032	0.0008770	0.8659950	0.5981799	0.7351090	0.8235273	1.0219807	0.7667245	0.8341914	0.0004735	0.1253496	0.9032523	0.5201963	0.1374702	0.9694873	0.6124580	0.0801294	0.8905266	0.6464397	0.4511121	0.8266802	0.6076581	0.9709742	0.3910463	0.1645217	0.0201080	0.6082968	0.0512736	0.4529457
0.1639786	0.9822928	0.7684921	0.7772941	0.2694644	0.2821967	0.3026569	0.5114475	0.4167005	0.0418778	0.1468525	1.0159244	1.0148446	0.2241900	0.5267837	0.3687834	0.6270313	0.7208774	0.3034753	0.1388884	0.5874303	0.9591572	0.0494638	0.2185892	0.0858173	0.0143129	0.0004872	0.4858349	0.4183490	0.2823365	0.1078718	0.8785524	0.5926867	0.9573611	1.0296642	0.0092018	0.9957433	0.0001381	0.8312396	0.0276792	0.0419669	0.9832964	0.6192294	0.8904454	0.0711566	0.6737683	0.9761651	1.0531718	0.6430488	0.7400877	0.0615952	0.8466765	0.8814573	0.9775651	0.2888206	0.0945707	0.0413912	0.4535519	0.1534031	0.6650101	0.4416181	0.5719601	0.3167450	0.5131116	0.3090302	0.6018478	0.1506820	0.0824073	0.7988210	0.6311602	0.8745873	0.3615660	0.0005292	0.8914724	0.5447636	0.7303594	0.6899266	0.9885825	0.8144446	0.9388379	0.0014563	0.1640377	0.8747477	0.4424639	0.1221624	0.8916839	0.6886790	0.1122264	1.0012015	0.6878527	0.4500954	0.7188767	0.6102266	1.0414490	0.3769944	0.1555865	0.0123772	0.6257542	0.0379164	0.4637565
0.2007008	0.7540091	0.7261322	0.7034643	0.3403450	0.5316020	0.2051126	0.4925022	0.4574316	0.0320596	0.2009209	0.9821255	0.8238655	0.3541732	0.5096132	0.4482867	0.6032376	0.6431537	0.3185018	0.1533686	0.4998553	0.9636035	0.0819532	0.2631668	0.0639161	0.0092463	0.0007907	0.5233186	0.3790092	0.2614012	0.1464688	1.0076660	0.6218004	0.9835274	0.9384555	0.2955287	1.1153477	0.0032152	0.8527392	0.0275843	0.0390179	0.8842112	0.6308655	0.9342016	0.0586672	0.7010320	0.9826650	0.9843918	0.6989135	0.8483715	0.0573975	0.9023447	0.8535035	0.9679153	0.2552297	0.0796974	0.0640250	0.4551468	0.1404409	0.4300972	0.4852055	0.6574941	0.3056577	0.5131798	0.3224388	0.5367895	0.1777985	0.1323355	0.7636893	0.7372194	0.8548683	0.3067213	0.0085869	0.7622954	0.6800995	0.4929669	0.7219986	0.9977092	0.7109002	0.9245294	0.0006116	0.1839108	0.9926010	0.6641316	0.2167585	0.9100455	0.6484081	0.1150367	0.9134592	0.5516655	0.4997153	0.7211237	0.5919899	0.9800554	0.4284645	0.1641905	0.0147802	0.6422914	0.0551682	0.4252712
0.1617148	0.8663343	0.6754648	0.6864703	0.4140324	0.3170673	0.3342957	0.2066377	0.5437200	0.0357638	0.1854136	0.9880780	0.7932570	0.3587623	0.5083049	0.4690279	0.4611258	0.7917957	0.4995821	0.3211030	0.3895487	0.9970757	0.0879900	0.2946030	0.0895112	0.0032507	0.0045224	0.5148905	0.2638184	0.3493257	0.1634685	0.6427758	0.3139103	0.9915600	1.0470637	0.0118403	0.9768554	0.0001295	0.9727467	0.1002105	0.0981504	0.8244020	0.6481035	0.9266904	0.0873622	0.7066323	1.0226962	0.9798953	0.5405093	0.9320949	0.0075461	0.6556465	0.8975275	0.7080687	0.3865473	0.0646572	0.0589421	0.3376112	0.1032199	0.2778557	0.4995146	0.6491806	0.3205345	0.4346746	0.1518049	0.7076936	0.1713249	0.0896514	0.7479517	0.7858457	0.8845213	0.4729008	0.0140359	0.7381255	0.6183309	0.7083283	0.7571224	0.9887744	0.6602455	0.7435343	0.0221944	0.0876236	0.9451358	0.8690009	0.5423948	0.8490847	0.7874985	0.1253691	1.0315078	0.5862520	0.3652085	0.6969406	0.6402559	0.9974453	0.4087676	0.1627102	0.0091781	0.5434072	0.0287328	0.3776819
0.1671019	0.8899114	0.7412372	0.6448285	0.3202098	0.4298764	0.2964098	0.3644155	0.2190185	0.0517192	0.1927010	1.0731161	0.6917943	0.4121401	0.5461493	0.4565563	0.5098340	0.9332436	0.3897008	0.3011444	0.4331346	0.9047790	0.0862074	0.2767192	0.0624827	0.0144050	0.0009070	0.5201872	0.3799301	0.2199658	0.1738158	0.9023508	0.4514433	0.9685898	0.9762553	0.0055698	0.9922012	0.0002899	0.8625159	0.0581239	0.0478439	0.8772485	0.6693065	0.8596669	0.0751047	0.5991309	1.0011088	0.9559006	0.4929722	0.7901060	0.0395381	1.0046856	0.7603660	0.8697146	0.2877333	0.0334421	0.0884273	0.4005922	0.1478088	0.3213311	0.5013573	0.6347425	0.2866502	0.4483944	0.2487003	0.6887509	0.3406073	0.1393782	0.5232825	0.7555567	0.8517775	0.4289238	0.0033715	0.7834651	0.5682182	0.7158519	0.7716979	1.0975215	0.6309856	0.7893989	0.0067351	0.1613504	0.9394826	0.7148516	0.4395037	0.9331924	0.6994568	0.1558275	0.9310522	0.5312309	0.4644054	0.6334222	0.5350091	1.0140837	0.3888117	0.0999537	0.0062224	0.5965890	0.0301018	0.4364653
0.1682757	0.8960022	0.5518393	0.7001416	0.4212462	0.2031143	0.3486946	0.4064969	0.5513571	0.0649885	0.1440547	1.0418439	0.2689748	0.6470632	0.4150890	0.4367178	0.4869503	0.7955235	0.3975416	0.2255342	0.4056607	0.8355407	0.2038716	0.2783286	0.0774819	0.0079959	0.0017134	0.4905281	0.3164690	0.2774287	0.2502873	0.8326064	0.5227754	0.8619568	1.0089454	0.0140103	0.9638692	0.0005317	0.7980567	0.0227078	0.0531250	1.0052573	0.6594529	0.9020031	0.0625476	0.7277974	1.0498959	0.9571273	0.5750077	0.9187786	0.0265129	0.8362738	0.7865485	0.9548794	0.2530543	0.0475645	0.2673805	0.4840860	0.1663215	0.0752859	0.6759933	1.0490114	0.3270505	0.4814279	0.2307172	0.5746214	0.2233850	0.3591408	0.7652844	0.6798020	0.8311755	0.6177662	0.0056163	0.7925971	0.8962543	0.6851790	0.7169779	1.0227350	0.7580390	0.6818073	0.0043959	0.2650736	1.0084774	0.9152447	0.3399496	0.9289464	0.7336772	0.1683885	0.9204248	0.3769372	0.4663823	0.6580997	0.5776355	1.0120854	0.3396531	0.1361846	0.0044944	0.5722754	0.0421693	0.5844113
