Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1818173	0.5030076	0.6272462	0.2522722	0.4046553	0.4479623	0.0740314	0.0114351	0.7015586	0.2744083	0.3084781	0.1421887	0.0277771	0.2606314	0.6709215	0.1134907	0.7028482	0.1255530	0.1664203	0.4856139	0.4472999	0.5957533	0.0012157	0.1457760	0.5513657	0.6769431	0.0260405	0.0259707	0.0201002	0.2505990	0.4463268	0.4192908	0.5283153	0.0762265	0.1616240	0.2207610	0.2981855	0.4291477	0.6629700	0.2824266	0.3784334	0.5417564	0.1356141	0.5325261	0.3847136	0.3553889	0.0619620	0.0383721	0.3190150	0.0360311	0.5399562	0.2707871	0.6185605	0.5020898	0.5890073	0.4583407	0.5755679	0.2541494	0.5154016	0.4759188	0.0790166	0.1170974	0.2026214	0.5137592	0.4521281	0.3282094	0.1696232	0.0818099	0.5257919	0.0204697	0.6015278	0.2714049	0.0761927	0.0106555	0.7452188	0.6712939	0.1370393	0.3352294	0.1460201	0.4134683	0.3876734	0.4624784	0.4995325	0.1307887	0.4644902	0.1402563	0.0466664	0.4559385	0.5102510	0.3790356	0.2683115	0.2320200	0.2780490	0.6409954	0.7440200	0.4455105	0.0146333	0.3382146	0.1997710	0.0003782
500	0.2599096	0.5132953	0.6377483	0.2640526	0.4813854	0.3473904	0.0610589	0.0154507	0.6316445	0.1959935	0.3146353	0.0762021	0.0512081	0.2105391	0.6702595	0.1571385	0.6215504	0.0981105	0.1241880	0.5106647	0.3829091	0.5703108	0.0036460	0.0955062	0.5930519	0.6252434	0.0313998	0.0293746	0.0108005	0.2292378	0.4388314	0.4601877	0.4186514	0.0167827	0.2744022	0.2095368	0.3011342	0.4782546	0.4714228	0.2063984	0.4165989	0.4563742	0.0828660	0.6131052	0.3403171	0.2834132	0.1082537	0.0606804	0.4164070	0.0616988	0.6402547	0.3341702	0.5932233	0.5901393	0.5505945	0.3221933	0.5718414	0.2517562	0.5308517	0.4235344	0.0763570	0.0760150	0.3967426	0.4466664	0.4853073	0.3739486	0.1209950	0.0875972	0.5914494	0.0463056	0.6527243	0.2130198	0.0894263	0.0124103	0.6724001	0.7043079	0.1844942	0.3989830	0.1218716	0.3327398	0.2813786	0.3660249	0.4687051	0.1253685	0.3997553	0.1581699	0.0217406	0.4327456	0.4706899	0.3848166	0.3690915	0.1631343	0.2581440	0.6227842	0.6671229	0.4505876	0.0093911	0.4620994	0.1949654	0.0002093
550	0.3363439	0.6317491	0.6474287	0.2749054	0.4018477	0.4336636	0.0579148	0.0181911	0.4838672	0.1512414	0.3163986	0.3063240	0.0178401	0.3271904	0.7314625	0.2132228	0.6738938	0.1246938	0.2120411	0.5758043	0.3627460	0.6779519	0.0568181	0.0846764	0.6277217	0.5697952	0.0406360	0.0535119	0.0983668	0.2464626	0.5572113	0.4777267	0.4693394	0.1210010	0.2302770	0.2847257	0.2549551	0.3952917	0.3802894	0.1743781	0.4556547	0.4624825	0.1696958	0.5900264	0.3974351	0.2611982	0.1507257	0.0561075	0.3985384	0.0591948	0.6016029	0.2792877	0.5461753	0.5367394	0.5793116	0.4418065	0.4088385	0.1694312	0.5618087	0.3959576	0.0259636	0.0877747	0.2550644	0.6123574	0.4790909	0.4322063	0.1588907	0.0684492	0.3205114	0.1265783	0.6541154	0.3007504	0.0286509	0.0134351	0.6595647	0.6301656	0.2049535	0.4438398	0.1130425	0.4651461	0.3365401	0.3605594	0.4991023	0.1297591	0.4079152	0.2934946	0.0293598	0.3369775	0.3274758	0.5684939	0.3334276	0.1857619	0.2620404	0.6753012	0.6905800	0.4928414	0.1103905	0.3425589	0.2775181	0.0006610
600	0.3877400	0.5121287	0.5513804	0.2796189	0.5387965	0.4262819	0.0544788	0.0180753	0.4547048	0.1518235	0.3076887	0.4818225	0.0263050	0.2734485	0.5938411	0.1090947	0.6242812	0.0427728	0.1006400	0.5459725	0.2018398	0.6618353	0.0111503	0.1282274	0.6545185	0.4568681	0.0477716	0.0335864	0.2001347	0.1890560	0.4461953	0.5910930	0.4161973	0.1321209	0.2372617	0.1423272	0.2318999	0.4000648	0.2410140	0.1571259	0.2924551	0.6573893	0.1137359	0.5479167	0.2849768	0.1423888	0.2301492	0.0508405	0.2895490	0.0307681	0.6599873	0.1824812	0.6214640	0.5720570	0.6255215	0.5774968	0.4140429	0.2294434	0.5967734	0.2988673	0.0675946	0.0905501	0.2749004	0.3637346	0.3912193	0.2615425	0.1581919	0.0947177	0.1074730	0.3268935	0.6363086	0.3583069	0.0220155	0.0035687	0.6866502	0.6457767	0.4017030	0.4167863	0.1242079	0.5559373	0.4093480	0.3277639	0.3295051	0.1205187	0.2762837	0.4055120	0.0109996	0.2378717	0.3659891	0.5044112	0.2444944	0.1894768	0.3360738	0.7890881	0.6259839	0.4745019	0.1512950	0.3660982	0.2859861	0.0011276
650	0.3717949	0.5415784	0.6691787	0.2501979	0.5741956	0.4132168	0.0543283	0.0407181	0.3886290	0.1639711	0.2942648	0.5931010	0.1101222	0.3054324	0.5569373	0.1680880	0.6211250	0.0246984	0.0948008	0.5166381	0.2648739	0.7731090	0.0050586	0.0782674	0.6194696	0.4418089	0.0439975	0.0177342	0.2914120	0.3136669	0.3916599	0.6065618	0.4200363	0.1663241	0.3899855	0.1570225	0.2652009	0.3972229	0.2365097	0.1460604	0.2943151	0.6732424	0.0932216	0.4689494	0.2828581	0.1346058	0.2803601	0.0371081	0.3598694	0.0751676	0.5878063	0.2657071	0.5480196	0.5893827	0.5476526	0.4328213	0.3822887	0.2535219	0.5283133	0.3549091	0.0418298	0.0985415	0.2840830	0.4012288	0.3080608	0.2471355	0.1800530	0.0892178	0.0980798	0.3437595	0.6893954	0.4452635	0.0525585	0.0034769	0.7439780	0.5766633	0.4724262	0.2873352	0.1222497	0.6218560	0.3879823	0.4500263	0.3351992	0.1045853	0.2553674	0.4382070	0.0139881	0.1934594	0.4060685	0.5314099	0.2709864	0.1266580	0.2594983	0.6473659	0.7069523	0.5560683	0.2824187	0.3953137	0.1745244	0.0002421
700	0.4164849	0.5587923	0.4721023	0.3056981	0.3986946	0.4687586	0.0854262	0.0870620	0.2103025	0.1990977	0.2478030	0.7526352	0.0927380	0.5040289	0.5403775	0.0993812	0.7963968	0.0203403	0.0714284	0.5580415	0.2666452	0.6080167	0.0352205	0.1495531	0.5979681	0.4619283	0.0269250	0.0231760	0.2386026	0.3542507	0.5276252	0.5489614	0.3728054	0.1843326	0.3860437	0.1376680	0.2189049	0.4357358	0.2504398	0.2360846	0.2544165	0.6439064	0.0657405	0.6826075	0.2510546	0.0824515	0.2409175	0.0495379	0.3288873	0.0562973	0.6611945	0.2650525	0.5352663	0.5397050	0.6437001	0.4196559	0.3211315	0.1417127	0.6170943	0.3807570	0.0217954	0.1194274	0.3856579	0.4357156	0.3284865	0.2589331	0.2194445	0.0582039	0.1898558	0.4388860	0.5709512	0.3896567	0.0992023	0.0026043	0.6310365	0.6831667	0.5509853	0.4002595	0.0620096	0.5733001	0.2520939	0.4469433	0.3914338	0.1821939	0.2005384	0.4654357	0.0032878	0.1364722	0.3552005	0.5154616	0.1881308	0.0911859	0.4404629	0.7043894	0.7401411	0.5748042	0.3120422	0.3341991	0.2036066	0.0006206
750	0.3597439	0.4137326	0.6462611	0.2431438	0.4522786	0.4837666	0.1302169	0.1620392	0.2403390	0.1742378	0.1983838	0.8746659	0.0404611	0.4200947	0.6167242	0.1245949	0.6759436	0.0619735	0.1011623	0.5348408	0.2773692	0.6054877	0.0034707	0.0871936	0.5981515	0.5648222	0.0476575	0.0559086	0.3064651	0.2029707	0.5057509	0.5280935	0.5147740	0.3349177	0.4332209	0.1959573	0.2968782	0.4919394	0.1720028	0.2007161	0.1844381	0.5176114	0.1574280	0.5193776	0.2369110	0.1012003	0.2388553	0.0158902	0.3928919	0.0342753	0.6608029	0.2673724	0.4999348	0.5575434	0.5828178	0.4133893	0.1730608	0.1476203	0.6358161	0.2913599	0.0236716	0.1808929	0.3258597	0.3948002	0.2143659	0.3290254	0.3474769	0.0466962	0.1991695	0.3986007	0.6194583	0.4461406	0.0335220	0.0037830	0.6443447	0.6082679	0.5245130	0.4041780	0.0875095	0.6510101	0.3356276	0.3492935	0.3431813	0.1770283	0.1043317	0.3839068	0.0020966	0.1020015	0.2557385	0.5825426	0.1378915	0.0825431	0.3100628	0.6240615	0.7298307	0.6331763	0.3075216	0.3804718	0.2372218	0.0042050
800	0.3270796	0.4068247	0.6055371	0.2033314	0.4934951	0.3612895	0.2411824	0.1799466	0.2456967	0.2343490	0.2622509	0.8043295	0.0408187	0.5354582	0.5215114	0.1664554	0.5154418	0.0173094	0.0644893	0.4910975	0.2492475	0.7798906	0.0046563	0.0977820	0.5302386	0.5879104	0.0410541	0.0144913	0.2376684	0.2499185	0.4855603	0.5083188	0.4396881	0.2173137	0.3835276	0.2032068	0.3249818	0.4290267	0.2020305	0.2396181	0.1013900	0.6417939	0.1143115	0.4858705	0.2363796	0.1321698	0.2132359	0.0165140	0.3423412	0.0243851	0.6312283	0.3407827	0.5877776	0.7310934	0.6436689	0.3743766	0.1277382	0.0696865	0.5188414	0.3196997	0.0228650	0.1827540	0.2881975	0.3995657	0.3707441	0.2063534	0.3170859	0.0541895	0.1306828	0.5116880	0.6113360	0.4717445	0.0454627	0.0004039	0.5940195	0.5841291	0.4393691	0.4602653	0.1210159	0.6625598	0.3221256	0.2132822	0.2893200	0.1388673	0.1753256	0.4345773	0.0030357	0.0795023	0.2487649	0.5821134	0.1662698	0.0601435	0.3281075	0.6520188	0.5179263	0.5190476	0.3039425	0.3628115	0.2242251	0.0000285
850	0.3996770	0.5247516	0.7448228	0.2542128	0.4588602	0.2688798	0.3404668	0.2101238	0.2751249	0.2012915	0.1362486	0.5581968	0.0524908	0.4309200	0.7124714	0.1426913	0.6129382	0.0485304	0.0685156	0.4482058	0.3504075	0.6465635	0.0035205	0.1302467	0.7002986	0.4959345	0.0328561	0.0317203	0.3647370	0.2725170	0.4476805	0.4678649	0.5792790	0.2109251	0.3851824	0.2378174	0.3696570	0.4642102	0.1412044	0.2734992	0.1212699	0.7413565	0.0932823	0.5854379	0.2103435	0.0743837	0.2628148	0.0401122	0.3648243	0.0454468	0.6480519	0.3248472	0.5287211	0.5721479	0.5715688	0.4207999	0.1279029	0.0767801	0.4429739	0.2546619	0.0265928	0.1669841	0.3473612	0.3506365	0.4328418	0.2253613	0.3037621	0.0396769	0.0465955	0.3940903	0.6129388	0.4824547	0.0315343	0.0027515	0.6133191	0.6059172	0.4439723	0.4415278	0.1318173	0.6885396	0.4102812	0.2052514	0.3007257	0.1910960	0.1236651	0.3692276	0.0020564	0.0838716	0.2891802	0.5462689	0.2791375	0.0537978	0.2752550	0.6884027	0.6150025	0.6290248	0.3739964	0.3730845	0.2536887	0.0000306
900	0.4184898	0.4777984	0.6236922	0.2527345	0.3679839	0.2382572	0.4383447	0.2092483	0.2341721	0.0534614	0.2147299	0.6838956	0.0566135	0.3582921	0.5689047	0.1110225	0.7481011	0.0348435	0.0574458	0.4898007	0.3314886	0.5508027	0.0062794	0.1102487	0.7148480	0.4923449	0.0457493	0.0497123	0.2877687	0.2551841	0.4795033	0.6453827	0.5585784	0.2975308	0.2258441	0.2658732	0.2856556	0.4327899	0.1576058	0.2810251	0.1188065	0.5895903	0.0901544	0.6786404	0.1923242	0.0935432	0.1678566	0.0938167	0.3196845	0.0761904	0.7147757	0.3282049	0.4633505	0.6216222	0.5105056	0.4322269	0.2067921	0.0867823	0.5212401	0.2797356	0.0392353	0.1573249	0.3512398	0.3513198	0.2417685	0.1998795	0.2356174	0.0533445	0.0661653	0.5948500	0.5749358	0.5578790	0.0402724	0.0054709	0.5761235	0.6585215	0.4967563	0.4764150	0.0670789	0.6425170	0.3364107	0.1595621	0.2989695	0.1417971	0.1665606	0.4753044	0.0034408	0.0510390	0.2316095	0.6350711	0.3161840	0.0961688	0.2721069	0.6149129	0.6714041	0.6107940	0.2171842	0.4118448	0.1715618	0.0015081
950	0.3731490	0.5642405	0.5929540	0.2332149	0.3151821	0.1647438	0.3097834	0.3314888	0.1822808	0.0455135	0.2000122	0.5709135	0.0180673	0.4240481	0.5865961	0.1607180	0.6447233	0.0589589	0.1145632	0.7532239	0.2818275	0.5801684	0.0040680	0.1048812	0.5829608	0.4885531	0.0369892	0.0425385	0.3331701	0.2503610	0.5175106	0.4550051	0.4916473	0.2202207	0.2254435	0.3506698	0.3273440	0.5316459	0.1086381	0.2751427	0.0776959	0.5878434	0.1381534	0.5379938	0.2303475	0.0916648	0.2061954	0.0187414	0.2832378	0.1232767	0.6536076	0.4560488	0.5965772	0.4632195	0.6575010	0.4342851	0.1804601	0.0775295	0.4684191	0.2451983	0.0472457	0.1704202	0.3320528	0.3700430	0.3179695	0.1558655	0.1521462	0.0388540	0.0259890	0.4191149	0.6606484	0.4716489	0.0452956	0.0008812	0.5922965	0.5822194	0.5803623	0.4406340	0.0737448	0.6811158	0.3863154	0.1225958	0.3100200	0.2751606	0.1968758	0.3799357	0.0012734	0.0520780	0.2772771	0.5435468	0.1899518	0.0986680	0.3692018	0.6146371	0.5568546	0.5115001	0.3004377	0.3490338	0.2183336	0.0017949
1000	0.4550201	0.5642330	0.5744187	0.2241107	0.2824896	0.1272716	0.4305746	0.2650372	0.2737837	0.0457155	0.2235593	0.5999964	0.0398007	0.5425683	0.5283338	0.1362316	0.7081459	0.1468043	0.0805988	0.5791882	0.3617946	0.5856154	0.0036637	0.1332526	0.4865328	0.5278774	0.0417664	0.0222774	0.3883447	0.2354612	0.5345516	0.4801083	0.3807521	0.3164374	0.2237824	0.3204069	0.3619335	0.5284492	0.1772576	0.3335344	0.1161295	0.6587373	0.0684206	0.6165761	0.2235749	0.0904133	0.2200771	0.0669022	0.3059158	0.3025733	0.7405754	0.3254964	0.5356723	0.6485670	0.6750894	0.4258500	0.2163325	0.0622586	0.5063517	0.2430203	0.0703196	0.1882597	0.2314460	0.3672010	0.3248207	0.0842383	0.2110969	0.0319926	0.0113908	0.4985371	0.6714994	0.4004383	0.0865686	0.0013272	0.6333732	0.6946962	0.6001165	0.4452451	0.0930233	0.6325834	0.3497294	0.1055574	0.3534478	0.2195296	0.1901365	0.4659918	0.0018295	0.0651273	0.2696518	0.5464753	0.1992927	0.1280193	0.2737688	0.5623603	0.5914559	0.4832392	0.2986807	0.4515510	0.2678484	0.0000987

0	0.2772565	0.5179309	0.5597408	0.2449449	0.2691328	0.2037476	0.3673059	0.2033465	0.2246056	0.0518319	0.2559320	0.7353117	0.0398420	0.4604137	0.6816486	0.1126522	0.7085208	0.0932304	0.0754602	0.4962260	0.2631902	0.5576794	0.0179466	0.0915071	0.6000379	0.4513459	0.0303655	0.0287953	0.3497872	0.2980886	0.5136169	0.6589695	0.5082126	0.2853020	0.1911634	0.4244271	0.3970213	0.3485893	0.1817875	0.2741377	0.1025839	0.7091675	0.1348244	0.6739863	0.2972375	0.1077688	0.2860442	0.0362624	0.3213936	0.1926377	0.6296705	0.4425907	0.6417500	0.4733425	0.5553824	0.4441385	0.1646021	0.0443798	0.4038537	0.2295047	0.1031486	0.1899537	0.2612118	0.3290040	0.2595132	0.0686031	0.1871271	0.0317407	0.0237782	0.4383944	0.7866843	0.4017753	0.1121771	0.0037466	0.5496422	0.6780398	0.5257532	0.3544129	0.1076282	0.7110016	0.3266480	0.2769338	0.3887058	0.2734870	0.1613128	0.5020666	0.0001439	0.1073044	0.2408450	0.5774450	0.1831233	0.0796447	0.3535204	0.5978644	0.6678066	0.4855097	0.3400277	0.3447239	0.2638285	0.0002830
