"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
650	0.8152454	0.7166752	0.4248000	0.0585546	0.4438010	0.0233249	0.9820120	0.5075089	0.8107121	0.6793488	0.8644988	0.8205287	0.4970695	0.0009179	0.0195446	0.0671322	0.0620485	0.9524006	0.1466783	0.3421401	0.3875624	0.2477516	0.9904751	1.0161233	0.7602632	0.8452678	0.5574006	0.1986994	0.4674496	0.8153084	0.0247110	0.0468969	0.9443597	0.1190028	1.0902505	0.3379305	0.3828980	0.9240509	0.2947599	1.0809368	0.6229930	0.7495915	0.8308983	0.3475816	0.5937840	1.0605482	0.4527969	0.5863104	0.7996089	0.9986361	0.4184941	0.0604552	0.9516235	0.5229433	0.6530869	0.2180460	0.4197826	0.6983132	0.8827699	0.4047450	0.9943359	0.1864470	0.0354724	0.5161257	0.2894566	0.2585907	0.1070134	0.2442992	0.9047229	0.4644724	0.0492271	1.0114872	0.0006762	0.9172081	0.6416161	0.1972506	0.1964727	0.1169181	0.2959733	0.4803522	0.3860101	0.8973555	0.4058713	0.0170185	0.6301609	0.2963203	0.9925516	0.8708522	0.8788913	1.0367876	0.1704214	0.3009645	0.9720260	0.0342423	0.1140001	0.3925036	0.6428919	0.7515518	0.6579633	0.3211089
700	0.9712399	0.7511570	0.4656740	0.0615714	0.4016922	0.0401251	0.8932158	0.4525181	0.7845743	0.5342289	0.8518087	0.7339138	0.3407731	0.0000000	0.0187869	0.0765923	0.0592318	0.9214042	0.1312324	0.4863426	0.3436866	0.3313755	0.9789630	1.0378526	0.8483833	0.8516362	0.4105363	0.2135408	0.4912689	0.8692001	0.0168860	0.0710832	1.0096532	0.1219135	1.0227567	0.4396176	0.4281389	1.0731193	0.2587041	1.0516126	0.7327032	0.8532345	0.7952649	0.3226033	0.5773167	1.0745863	0.3220144	0.5562661	0.9006100	0.9507583	0.4384094	0.0568018	0.9209754	0.5463059	0.6543616	0.1761524	0.4015066	0.5698029	0.8270192	0.3451126	0.9555582	0.1587927	0.0343265	0.5323700	0.3598130	0.1982671	0.1372923	0.2540379	0.9534681	0.5378564	0.0590668	1.0435503	0.0000772	0.9424612	0.7225103	0.2330621	0.1091459	0.1018204	0.2516730	0.4500920	0.3828132	0.8738652	0.4154552	0.0286940	0.6288239	0.3102786	0.9269039	0.9194027	0.9327876	0.9684987	0.2426744	0.3565903	0.8793704	0.0485092	0.0841603	0.3711367	0.6825149	0.8661883	0.6027410	0.3591378
750	1.0030695	0.8360340	0.5092683	0.0474235	0.4402905	0.0217534	0.9772814	0.4090068	0.7916918	0.5377395	0.6794769	0.7747375	0.2245947	0.0005927	0.0155530	0.0622390	0.0734085	0.9831487	0.1199848	0.5500393	0.2245810	0.3441318	1.0174230	0.7677656	0.8488423	0.9338660	0.2874271	0.2005531	0.5549968	0.9410489	0.0297077	0.0540380	0.9671056	0.1506754	1.0319001	0.4845468	0.3903523	1.1463756	0.2533267	0.9663818	0.7077841	0.7609471	0.8386278	0.3056575	0.6140372	1.0193832	0.2616577	0.5320294	0.9416558	0.9817827	0.4328141	0.0521377	0.8951106	0.5143615	0.6915303	0.1567714	0.3831933	0.5439118	0.7994303	0.3473835	1.0278360	0.1594789	0.0157408	0.4472531	0.4501606	0.2372044	0.0913037	0.2875157	0.8712369	0.5790475	0.0590431	1.0308791	0.0009177	0.9889803	0.9225698	0.3097965	0.0640155	0.1254392	0.2015202	0.4114926	0.4004624	0.8729654	0.4246056	0.0344854	0.7361559	0.3231806	0.9333611	0.9950826	0.9343456	0.8775578	0.2293208	0.3247562	0.7844432	0.0529609	0.0908190	0.3932938	0.7159964	0.9399046	0.6207195	0.2975693
800	0.9676314	0.6742464	0.5329181	0.0412937	0.3867850	0.0223914	1.1438649	0.5175349	0.7866608	0.4915134	0.6433626	0.7238802	0.2301217	0.0007508	0.0032117	0.0983004	0.0806533	0.9936545	0.1480536	0.5684527	0.1952595	0.3348082	1.0230777	0.5417674	0.8172989	0.9818057	0.2795208	0.2018595	0.6058860	1.0278768	0.0220740	0.0404278	0.9977040	0.1652631	1.0430569	0.5248390	0.3798970	1.0373288	0.2310999	1.0226814	0.6806000	0.7213889	0.8661117	0.2501136	0.6091090	0.9709008	0.2675881	0.5753634	0.8811938	1.0230351	0.4418237	0.0173630	0.9298177	0.5620996	0.6255861	0.1714769	0.4264719	0.4232797	0.8375677	0.3927057	0.9805848	0.2224349	0.0093833	0.5107265	0.4521825	0.2997687	0.0869648	0.2526864	0.7736662	0.5731577	0.0468030	0.9499834	0.0001365	0.9138504	0.9840906	0.3744438	0.0514362	0.1952887	0.2108927	0.3931550	0.4295304	0.9671226	0.3823840	0.0325579	0.7871992	0.3633822	1.0148309	1.0693633	0.9892818	0.8425577	0.3311864	0.4029163	0.8273774	0.0361462	0.0685644	0.3676265	0.7390559	0.9708353	0.5250524	0.2813371
850	0.9672063	0.5879847	0.5562903	0.0373013	0.3701626	0.0414487	0.9896955	0.5130492	0.7111421	0.4442629	0.6719969	0.7603708	0.2745857	0.0018922	0.0054883	0.0669626	0.0916999	1.0333702	0.1390689	0.7196671	0.1797898	0.3958418	1.1054967	0.4523348	0.9533126	0.9772205	0.2258558	0.2051293	0.6233121	1.0767455	0.0304750	0.0272416	0.9265432	0.1300520	1.0255472	0.5450907	0.3713553	1.0396620	0.2655817	0.9945366	0.7054642	0.6252515	0.8038732	0.2677946	0.6427230	1.0144019	0.3156100	0.5615886	0.9322599	1.0120875	0.4868189	0.0237067	0.8882745	0.5783184	0.7502419	0.1457321	0.4412891	0.4100171	0.7949727	0.3389654	0.9141638	0.2910098	0.0102710	0.4649499	0.4709865	0.2580462	0.0981926	0.2122525	0.9206259	0.5470194	0.0198252	0.9163458	0.0011327	0.8421254	1.0194676	0.3350899	0.0500321	0.1832918	0.1872214	0.4039957	0.4402551	0.7768712	0.3896397	0.0443394	0.8691991	0.3301273	0.9770175	0.9377906	0.9512057	1.0548942	0.3524031	0.3582464	0.7464609	0.0373489	0.0264542	0.3217658	0.6954577	1.0077033	0.5433458	0.3357956
900	0.8835608	0.5960597	0.5282825	0.0223127	0.4130368	0.0333493	0.9465200	0.4947125	0.7725409	0.5121712	0.8249804	0.7181759	0.3572068	0.0011496	0.0129790	0.0920020	0.0557384	1.0331635	0.0960754	0.7166586	0.2050903	0.3774563	1.0225053	0.3012723	0.9659397	1.0320862	0.2941996	0.2223230	0.6077633	0.9910599	0.0472523	0.0451481	1.0778103	0.1351775	1.0243229	0.4760117	0.4196943	1.1048008	0.2554415	0.9257660	0.7622924	0.6809934	0.7563590	0.2433313	0.5580834	0.9484641	0.3255506	0.5718660	1.0031433	1.0037220	0.5046772	0.0258831	0.9702337	0.5683138	0.6669758	0.1424886	0.4441964	0.3208140	0.7839947	0.4443855	1.1408878	0.2440939	0.0279522	0.5033435	0.4876272	0.2696509	0.0971925	0.1983528	0.8892676	0.5533613	0.0277858	0.9439538	0.0011814	0.8843122	0.9395139	0.3736284	0.0168765	0.2033192	0.1421852	0.4466490	0.4924622	0.7822375	0.4161995	0.0434710	0.8720010	0.2643250	0.9809422	0.8383906	0.9613792	0.9764304	0.4683075	0.3907080	0.7867926	0.0309713	0.0229580	0.3920747	0.6350710	0.9978760	0.5500642	0.2951840
950	0.8390918	0.6325217	0.5549322	0.0464516	0.3869862	0.0206581	1.0351464	0.4512617	0.8922848	0.5345585	0.8231159	0.6546603	0.3422312	0.0033613	0.0130825	0.0642680	0.0876046	1.1045063	0.0859773	0.7473475	0.2515453	0.3199060	0.9921361	0.2370127	0.9409275	1.0538340	0.2533580	0.2767180	0.5869137	1.0582376	0.0219005	0.0854800	1.0151521	0.1180611	1.0539078	0.5269692	0.4297573	1.0461574	0.2646490	0.9757441	0.6958300	0.7264205	0.7075360	0.2579293	0.5602342	0.9491593	0.2900661	0.4568944	0.8488955	0.9690577	0.5308100	0.0450651	0.9667865	0.5799922	0.6879464	0.1286610	0.3822884	0.2908406	1.0105283	0.4563804	0.9910145	0.2186092	0.0217689	0.4813905	0.4704733	0.1962302	0.0790712	0.2262841	0.9812057	0.4757823	0.0808198	0.9626318	0.0001943	0.8433809	0.9365741	0.3744406	0.0428829	0.1302321	0.1827268	0.3866424	0.4503625	0.6800509	0.3423901	0.0475114	0.8958246	0.2672233	0.9623320	0.8463012	0.9029541	1.0387960	0.4185012	0.4115800	0.7900289	0.0411870	0.0201930	0.4248352	0.7090397	1.0254378	0.5414127	0.2791772
1000	1.0075948	0.6342646	0.5052277	0.0287910	0.4892204	0.0378114	0.9243037	0.4232816	0.8601040	0.5489875	0.7639430	0.6498159	0.4120432	0.0015687	0.0151638	0.0549922	0.0545014	1.0466995	0.0841959	0.6720311	0.2255718	0.2957283	1.0110050	0.1603140	0.9475105	1.0817379	0.3404400	0.2474021	0.6475042	1.0293757	0.0380596	0.0699414	0.9721612	0.1029016	1.0471527	0.4639125	0.4112366	1.0280624	0.2415595	1.0138836	0.5951114	0.6787001	0.6516052	0.2929972	0.6189736	0.9606224	0.2246815	0.5551115	0.8954554	1.1165817	0.5757759	0.0398310	0.9923224	0.6480340	0.7272963	0.1357233	0.4322104	0.4002740	0.9189567	0.4559195	0.9729665	0.2822969	0.0241637	0.4500547	0.4334051	0.2109044	0.0820187	0.2283612	0.9808922	0.5176117	0.0740657	0.9519597	0.0047317	0.8561460	0.9098361	0.2568711	0.0292460	0.0646492	0.2031101	0.4382380	0.3738294	0.7654994	0.3501425	0.0518993	0.8107326	0.2644971	0.9104558	0.9794022	0.9148011	0.8488961	0.4752120	0.4267948	0.8148688	0.0506662	0.0261707	0.3408610	0.6478088	1.0020632	0.5080021	0.2394626

0	0.9610654	0.5434907	0.6275842	0.0225380	0.3279876	0.0470403	1.0320195	0.4640271	0.6362815	0.5350008	0.7678913	0.7257850	0.5324200	0.0013055	0.0172308	0.0750036	0.0815517	1.0563268	0.1373114	0.5984218	0.2008274	0.3665854	1.0269676	0.1653866	0.7938366	1.0818918	0.2563890	0.2145763	0.6649088	1.0214821	0.0270427	0.0710689	1.0393309	0.1297035	1.0422575	0.4658029	0.4204072	1.0050200	0.1917799	0.9929346	0.6670170	0.8265620	0.8391493	0.2489029	0.6415935	1.0467353	0.3174423	0.5557918	0.9193627	0.9760071	0.5063356	0.0223676	0.7470311	0.5304551	0.7288830	0.1302305	0.4761768	0.3366418	0.8202451	0.5162890	0.9701614	0.3555787	0.0280229	0.5319393	0.3928867	0.2089535	0.0855279	0.2483384	0.8647362	0.5056331	0.0327666	0.9760991	0.0005794	0.8938759	0.9111432	0.4343074	0.0586559	0.1393255	0.1635854	0.3707398	0.4395714	0.9001026	0.4300421	0.0220859	0.8305415	0.3275731	0.9340566	0.9714166	0.9447839	0.8876814	0.5114161	0.4376298	0.8097854	0.0209503	0.0130479	0.4098692	0.6547607	0.9321221	0.5343861	0.2470019
