G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.2230867	0.7807317	0.2687095	0.1028368	0.6207272	0.6460022	0.7036944	0.7941907	0.3077417	0.8193447	0.5847207	0.5613172	0.3020956	0.0679320	0.0975776	0.9605074	0.0696793	0.4535805	0.2953819	0.5245226	0.5648673	0.2586287	0.3348158	0.9962543	0.1148717	0.1850937	0.1999310	0.8411829	0.6021334	0.0353231	0.1399452	0.1591636	0.2359232	0.9530957	0.0899555	0.6952884	0.9701180	0.0716404	0.1517097	0.0095684	0.9248119	0.0632418	0.5320049	0.3448047	0.9999981	0.1186619	0.5985796	0.1269645	1.0000000	0.5652396	0.9737945	0.1004157	0.8887350	0.3417168	0.1739018	0.9793638	0.3414392	0.5935795	0.8401793	0.6639909	0.0308658	0.1166125	0.9316502	0.5545421	0.0208826	0.4813599	0.5475049	0.1705680	0.0925199	0.0181675	0.9310515	0.9938325	0.5366587	0.8608559	0.0391042	0.8517599	0.1705981	0.8859910	0.4977850	0.8750862	0.5244759	0.9421034	0.3465331	0.0341815	0.9999746	1.0000000	0.8993020	0.8895496	0.6615859	0.9593198	0.0353045	0.6856410	0.1600124	0.5710197	0.3915779	0.3769982	0.9947815	0.8648994	0.2547639
0.9999998	0.0000009	0.7807304	0.5194014	0.1028367	0.6417701	0.7130647	0.7117639	0.8208546	0.2831864	0.8422185	0.6579183	0.6029686	0.2923481	0.0679319	0.0975688	0.9606184	0.0385358	0.2729535	0.2558836	0.2785185	0.6063554	0.3019746	0.3068661	0.0297358	0.9267777	0.2230377	0.1996162	0.8421778	0.6054639	0.0439364	0.1687728	0.1444100	0.1722482	0.9001177	0.1120541	0.7183134	0.9224203	0.1215440	0.3127761	0.0103692	0.9409466	0.0638048	0.5166562	0.3549004	0.9999444	0.1135459	0.7688310	0.1265410	1.0000000	0.5805638	0.9720388	0.9390405	0.8704693	0.3308607	0.4160417	0.9928087	0.5502703	0.7886370	0.8322904	0.6568837	0.0186169	0.1243949	0.9434443	0.5070395	0.0303856	0.4890171	0.6928391	0.1950622	0.0460345	0.0040629	0.9284306	0.9952463	0.3623001	0.7393385	0.0226185	0.8756554	0.1878580	0.8786970	0.5998719	0.2886269	0.5330935	0.9588437	0.3556018	0.0065788	0.9999348	1.0000000	0.9194020	0.9950890	0.6606419	0.9609442	0.0434183	0.6801236	0.1579563	0.5715454	0.4308762	0.3779187	0.9967474	0.8854480	0.2537491
0.7990804	0.7976371	0.0000000	0.4083640	0.1028256	0.6363188	0.6902465	0.7143944	0.8139993	0.2893929	0.8361896	0.6374445	0.5906786	0.2948878	0.0679227	0.0965195	0.9736811	0.0468264	0.2935157	0.8885574	0.2872232	0.7316132	0.2872720	0.3157901	0.0297219	0.9275009	0.2979762	0.5439779	1.0000000	0.6035325	0.0425565	0.1644859	0.1464495	0.1828290	0.9849199	0.0656841	0.7080909	0.9232482	0.1207848	0.3124951	0.0084687	0.9332166	0.0640010	0.5111836	0.3588929	0.9999901	0.0642266	0.6974064	0.4431760	1.0000000	0.5807517	0.9714268	0.9312553	0.8669247	0.5344258	0.4034109	0.9864735	0.7954160	0.7157495	0.8476390	0.9562884	0.2322793	0.1237657	0.9446262	0.1476116	0.0522224	0.6039219	0.6307644	0.1831792	0.0562332	0.0058632	0.9383777	0.9948594	0.3638052	0.7098547	0.0678568	0.8678059	0.1867436	0.8790613	0.5996828	0.2963832	0.4574653	0.9553562	0.3546366	0.0099848	0.9999608	0.9999978	0.9133673	0.9831010	0.6608663	0.8793812	0.0359872	0.9048874	0.1840876	0.5715576	0.3797819	0.3780198	0.8903802	0.8757394	0.2551249
0.9967835	0.2314368	0.7807304	0.0000003	0.1028367	0.6417717	0.7130665	0.7117547	0.8208552	0.2831852	0.8422191	0.6579198	0.6029695	0.2923477	0.0679319	0.0975688	0.9606185	0.0685746	0.2782553	0.2559091	0.2786010	0.6063602	0.3019761	0.3068654	0.0297349	0.9268279	0.2230396	0.1996161	0.8421780	0.6054642	0.0438895	0.1686005	0.1444967	0.1729937	0.9001113	0.1120555	0.7183136	0.9224362	0.1215249	0.3127789	0.0103860	0.9409460	0.0638042	0.5166729	0.3548885	0.9999444	0.1135459	0.7688385	0.1265409	1.0000000	0.5805628	0.9720373	0.9389582	0.8704695	0.3308591	0.4160493	0.9928090	0.5503023	0.4556334	0.8322903	0.6569037	0.0186163	0.1243984	0.9454724	0.5067457	0.0303856	0.4890211	0.4052526	0.1952556	0.0461809	0.0041198	0.9284299	0.9952464	0.3623440	0.7393960	0.0226187	0.8756561	0.1878587	0.8786968	0.5998745	0.2888325	0.5330907	0.9588408	0.3556067	0.0066266	0.9999345	1.0000000	0.9194068	0.9950869	0.6606418	0.9609443	0.0434184	0.6801293	0.1602059	0.5711015	0.4308771	0.3779169	0.9967473	0.8854482	0.2537532
0.9968035	0.2311011	0.7806405	0.0935783	0.0000000	0.6417621	0.7130600	0.7117509	0.8208542	0.2832004	0.8422031	0.6579153	0.6029661	0.2923526	0.0679271	0.0970225	0.9673467	0.0664917	0.2777296	0.2559490	0.2787139	0.6052364	0.3019735	0.3068676	0.0297351	0.9268221	0.2230426	0.1996672	0.8420165	0.6049145	0.0438994	0.1686256	0.1444876	0.1729174	0.9000307	0.1120839	0.7183117	0.9227449	0.1212471	0.3123156	0.0071638	0.9409433	0.0638039	0.5166800	0.3548842	0.9999447	0.1136037	0.7688116	0.1266091	1.0000000	0.5807750	0.9720365	0.9390205	0.8704661	0.3308633	0.4160281	0.9928079	0.5499767	0.4698504	0.8322940	0.6563436	0.0186993	0.1244889	0.9454601	0.5566382	0.0301847	0.4890288	0.4226033	0.1951696	0.0458191	0.0041125	0.8044987	0.9952524	0.3624040	0.7391392	0.0226211	0.8756549	0.1878186	0.8787115	0.5995140	0.2888073	0.5332179	0.9588410	0.3556088	0.0066084	0.9999754	1.0000000	0.9193962	0.9949930	0.6606407	0.9609990	0.0435035	0.6800838	0.1579126	0.5699790	0.4309130	0.3779170	0.9967399	0.8854464	0.2537159
0.9993493	0.1561970	0.7807487	0.4949526	0.1028379	0.0000000	0.6466629	0.7438527	0.0963086	0.6763765	0.5784270	0.0419844	0.2241044	0.4035731	0.0679330	0.0976819	0.9592441	0.0786849	0.3335346	0.3095620	0.4866584	0.0887244	0.0975266	0.5485755	0.0293838	0.9460638	0.0552294	0.2034174	0.8304431	0.5684744	0.0195220	0.0294385	0.3048136	0.5131247	0.9970627	0.0422351	0.5587052	0.9308253	0.1138805	0.3152326	0.0226785	0.9799205	0.0666864	0.4577936	0.3979777	0.9995812	0.2190169	0.7529886	0.1317087	1.0000000	0.5924532	0.9703781	0.9402944	0.2732906	0.5344253	0.3428176	0.9908527	0.3848758	0.7552289	0.8381884	0.5201544	0.0317137	0.0705302	0.9411803	0.7440276	0.0045161	0.3062850	0.7027453	0.6101324	0.0533063	0.0745881	0.2524779	0.9621549	0.6049702	0.4409785	0.0425917	0.6035347	0.1034030	0.3673381	0.6019817	0.3889028	0.5786629	0.9991263	0.6803704	0.0009578	0.9989841	0.9999998	0.9531007	0.9985177	0.6759025	0.9125032	0.5393572	0.4182738	0.1599409	0.5699430	0.4939327	0.1814193	0.8031233	0.5644293	0.2975325
0.9992163	0.1635049	0.7807459	0.2456186	0.1028377	0.4587832	0.0000000	0.7251594	0.3734462	0.6084949	0.6175774	0.1594965	0.3487756	0.3882471	0.0679328	0.0976650	0.9594440	0.1014011	0.3314495	0.2997327	0.6057850	0.1390559	0.1258749	0.4838739	0.0294522	0.9421140	0.0743990	0.2028758	0.8320855	0.5733819	0.0202785	0.0453336	0.2581113	0.4174485	0.9956443	0.0469655	0.5929129	0.9312380	0.1134981	0.3143001	0.0184736	0.9451872	0.0648475	0.4919022	0.3722360	0.9998334	0.1620831	0.5791338	0.1309657	1.0000000	0.5843233	0.9565566	0.9401945	0.6691873	0.4265366	0.1327533	0.9580539	0.3960783	0.5653076	0.9397834	0.5218306	0.0336623	0.0775208	0.2192684	0.7594283	0.0045190	0.3647348	0.5335695	0.1250362	0.0531845	0.1126770	0.8427151	0.9681645	0.6393274	0.7127085	0.0642997	0.6836787	0.1121842	0.8469448	0.6011945	0.3200369	0.4038916	0.9760487	0.4271563	0.0042703	0.9996864	0.9999999	0.6009084	0.9983219	0.6732327	0.6561101	0.0181235	0.5174219	0.1605836	0.5683663	0.2002649	0.2549336	0.8668989	0.6046511	0.2933721
0.9967835	0.2314369	0.7807304	0.5194023	0.1028367	0.6417721	0.7130649	0.0000005	0.8208551	0.2831849	0.8422190	0.6579192	0.6029689	0.2923477	0.0679319	0.0975688	0.9606185	0.0385393	0.2731948	0.2558832	0.2785183	0.6063571	0.3019759	0.3068657	0.0297358	0.9267798	0.2230397	0.1996161	0.8421780	0.6054642	0.0439355	0.1687670	0.1444135	0.1722811	0.9001097	0.1120557	0.7183137	0.9224200	0.1215437	0.3127762	0.0103696	0.9409465	0.0638044	0.5166620	0.3548989	0.9999444	0.1135459	0.7688315	0.1265408	1.0000000	0.5812400	0.8910688	0.9865489	0.8704681	0.3308586	0.4160420	0.9928087	0.5502704	0.7886390	0.8322902	0.6568851	0.0186166	0.0455718	0.9454720	0.5070200	0.0303863	0.4890209	0.6928389	0.1950712	0.0461808	0.0040652	0.9284287	0.9952464	0.9237978	0.7393392	0.0226183	0.8756561	0.1878585	0.8786973	0.5998721	0.0860681	0.5330930	0.9588421	0.3556015	0.0065809	0.9999348	1.0000000	0.7169812	0.9950874	0.6606418	0.9609444	0.0434188	0.6801245	0.1579515	0.5715454	0.4308764	0.3779173	0.9967475	0.8854482	0.2537489
0.9967835	0.2314370	0.7807304	0.5194021	0.1028367	0.6417713	0.7130649	0.7117603	0.0000002	0.2831855	0.8422188	0.6579189	0.6029688	0.2923478	0.0679319	0.0975688	0.9606185	0.0385393	0.2731949	0.2558833	0.2785184	0.6063564	0.3019754	0.3068659	0.0297358	0.9267799	0.2230389	0.1996162	0.8421780	0.6054641	0.0439353	0.1687666	0.1444136	0.1722813	0.9001128	0.1120551	0.7183136	0.9224203	0.1215435	0.3127762	0.0103695	0.9409466	0.0638046	0.5166596	0.3548995	0.9999444	0.1135459	0.7688315	0.1265409	1.0000000	0.5805613	0.9720383	0.9389576	0.8704687	0.3308595	0.4160419	0.9928087	0.5502702	0.7886388	0.8322903	0.6568845	0.0186167	0.1243939	0.9454720	0.5070275	0.0303860	0.4890194	0.6928391	0.1950711	0.0461809	0.0040652	0.9284294	0.9952464	0.3622998	0.7393388	0.0226183	0.8756558	0.1878583	0.8786972	0.5998720	0.2887415	0.5330932	0.9991691	0.3556016	0.0065809	0.9999348	1.0000000	0.9194036	0.9950874	0.6606418	0.9609443	0.0434186	0.6801241	0.1579515	0.5715454	0.4308763	0.3779172	0.9967474	0.8854481	0.2537490
0.9967835	0.2314368	0.7807304	0.5194023	0.1028367	0.6417722	0.7130649	0.7117576	0.8208551	0.0000017	0.8422191	0.6579193	0.6029689	0.2923476	0.0679319	0.0975688	0.9606185	0.0385392	0.2731948	0.2558832	0.2785183	0.6063572	0.3019760	0.3068657	0.0297358	0.9267798	0.2230399	0.1996161	0.8421780	0.6054643	0.0439356	0.1687670	0.1444135	0.1722811	0.9001092	0.1120558	0.7183137	0.9224200	0.1215437	0.3127762	0.0103696	0.9409465	0.0638044	0.5166623	0.3548988	0.9999444	0.1135459	0.7688316	0.1265408	1.0000000	0.5812400	0.9763315	0.9388018	0.5100045	0.5344195	0.4160420	0.9928087	0.5502704	0.7886391	0.8322902	0.6568852	0.0186166	0.2202415	0.9454720	0.5070188	0.0303864	0.4890211	0.6928389	0.1950712	0.0024033	0.0040652	0.9324746	0.9952632	0.2956629	0.7393392	0.0226182	0.8756561	0.1878585	0.8786973	0.6000855	0.2887457	0.5330930	0.9588420	0.2081319	0.0065809	0.9999348	1.0000000	0.9663212	0.9950874	0.6606418	0.9609444	0.5478016	0.6801246	0.1579515	0.5715454	0.4308764	0.3779173	0.9988366	0.3898426	0.2537489
