G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.3598810	0.5250234	0.1274530	0.4240248	0.3675382	0.0292637	0.5893805	0.0589563	0.3538970	0.2027003	0.1425768	0.6301981	0.1361484	0.5437720	0.1853404	0.5981367	0.5099238	0.5692116	0.5122427	0.3655823	0.1755236	0.1641168	0.2746483	0.6348451	0.0004062	0.0002202	0.0005251	0.4878020	0.1499115	0.3671263	0.2891748	0.4500713	0.1369771	0.6553266	0.3447214	0.0162285	0.6190404	0.0018528	0.5435048	0.0990189	0.0559159	0.2480284	0.3567449	0.4532149	0.1452527	0.3257815	0.6884443	0.6322659	0.4775740	0.5695853	0.1219940	0.2340197	0.5226578	0.6047265	0.0308794	0.1198443	0.1416847	0.2169488	0.0702089	0.2608787	0.3581394	0.6546963	0.2961633	0.2293974	0.0334068	0.6169144	0.5994378	0.6270318	0.3367430	0.3094520	0.3670139	0.7391163	0.0309628	0.2794235	0.0919381	0.4763063	0.5520709	0.6893700	0.4825853	0.3160591	0.0597965	0.0002136	0.4251186	0.6703195	0.5499682	0.5146676	0.3463334	0.2096597	0.4304022	0.1130504	0.0700502	0.2933205	0.2446654	0.6450448	0.0860583	0.1011240	0.0002044	0.2959679	0.0922893	0.1809691
0.1782842	0.4948702	0.7562954	0.1886922	0.1919518	0.2153204	0.1924892	0.3037901	0.4112568	0.4480499	0.0162556	0.6940265	0.1006859	0.7028138	0.0235629	0.2933301	0.3239013	0.3869935	0.1332236	0.1759652	0.2883476	0.5156659	0.5563346	0.6499018	0.0040072	0.0181839	0.0627537	0.4926778	0.6359095	0.6925498	0.5195867	0.4827903	0.2472138	0.6419711	0.6873805	0.0071570	0.6942452	0.0016414	0.6089216	0.3109193	0.4030963	0.6389541	0.2556648	0.5650944	0.0411906	0.5463574	0.6412663	0.6862738	0.5017963	0.4402585	0.0839781	0.3593321	0.4608469	0.3092571	0.0061335	0.4514217	0.0221812	0.5675434	0.3442652	0.6014911	0.2682433	0.5759704	0.1746249	0.0007920	0.1604812	0.3935034	0.3820495	0.5860700	0.4752471	0.4105465	0.3189946	0.5279976	0.2338032	0.2336024	0.4885188	0.5152910	0.0300874	0.6475134	0.4418100	0.2520129	0.0000270	0.3458386	0.5388763	0.6994385	0.0727062	0.6144623	0.3600834	0.2530087	0.6950879	0.3746492	0.1746714	0.2626041	0.0219257	0.6522773	0.1548100	0.0283994	0.3639209	0.2309768	0.0015055	0.4708251
0.1615104	0.4371967	0.4599610	0.2342753	0.1462686	0.3105337	0.5026519	0.0000797	0.2067384	0.2536223	0.3842749	0.5904256	0.0655488	0.4997112	0.5737687	0.5918366	0.1956907	0.6560347	0.5658787	0.4933821	0.0679459	0.0233321	0.3698202	0.0844248	0.0896247	0.0000009	0.0950233	0.2759779	0.1949255	0.6212582	0.3750864	0.3557169	0.1577823	0.7205186	0.5153015	0.0007552	0.7464701	0.0005463	0.5806968	0.0236097	0.0287126	0.1875374	0.3743915	0.6808408	0.0040500	0.3599140	0.7544336	0.5773131	0.3429244	0.7752211	0.1495736	0.4259349	0.7524956	0.6780648	0.0004084	0.1203054	0.0001516	0.0386768	0.4740419	0.4491032	0.0678799	0.8011474	0.3039342	0.2717260	0.1549258	0.5297999	0.1224433	0.5863170	0.4150601	0.4877519	0.3446099	0.5968569	0.0525579	0.3688476	0.2118854	0.4337331	0.5004259	0.5903348	0.5203289	0.0282608	0.0000084	0.0133652	0.5238999	0.7496195	0.4551269	0.4799483	0.4227076	0.1783803	0.6722904	0.1615831	0.2124893	0.5899822	0.4671308	0.7264474	0.2696010	0.3861388	0.3264798	0.1533485	0.3574575	0.0513045
0.6848278	0.6632248	0.3776707	0.4387138	0.2505266	0.0688375	0.1133996	0.0563464	0.6158347	0.2811339	0.0415096	0.0984511	0.2956223	0.2438549	0.3021430	0.5341837	0.1387460	0.6499820	0.6773069	0.6035681	0.0780223	0.3875189	0.2185275	0.0000592	0.5695785	0.6011277	0.0954926	0.6706880	0.5918040	0.4322950	0.4015994	0.3530117	0.1573571	0.6949872	0.7264337	0.3807332	0.6512170	0.3070233	0.4146328	0.6948982	0.4423851	0.6147231	0.4630063	0.2057549	0.3811472	0.5392532	0.5453580	0.5876607	0.1959074	0.6581754	0.0051233	0.0907495	0.6748288	0.6309544	0.2196751	0.2765993	0.2193287	0.5192987	0.0937667	0.6884131	0.0554785	0.7934248	0.3555154	0.2308457	0.0996155	0.6645423	0.2802593	0.4669391	0.1811196	0.4483264	0.6369024	0.5810609	0.1473097	0.2864159	0.5365701	0.3055787	0.2747847	0.6689935	0.1621207	0.2782199	0.1660439	0.0106994	0.3224577	0.4799916	0.1222455	0.4216133	0.7040118	0.0863847	0.7584080	0.5352351	0.4474790	0.1906615	0.2803194	0.7039207	0.5690201	0.0948989	0.0306218	0.3936531	0.0014386	0.0909668
0.1022511	0.4292015	0.4809368	0.2730425	0.2061690	0.3516120	0.6158216	0.1243583	0.2862041	0.1415023	0.1572107	0.0912615	0.7616867	0.0584128	0.3567971	0.7042711	0.2589840	0.6765540	0.4271141	0.4392968	0.1824963	0.0885533	0.3419390	0.0965961	0.5988583	0.2533249	0.0064700	0.2092499	0.7034122	0.3215648	0.3510980	0.5865421	0.5993610	0.5738747	0.6989717	0.0000991	0.6154254	0.1600327	0.4621340	0.5388905	0.1104308	0.4139054	0.3318957	0.2596211	0.3988896	0.4298525	0.5784514	0.6869791	0.2393289	0.5224692	0.0605808	0.5917660	0.6126720	0.5171955	0.0476586	0.1681351	0.2176857	0.4885290	0.2378558	0.8122958	0.0164027	0.7823143	0.3830878	0.5642681	0.1843578	0.3575091	0.4393511	0.4569389	0.3058630	0.2598843	0.3909077	0.5327395	0.0437478	0.4548390	0.4761521	0.5888940	0.1109597	0.7034156	0.5897329	0.4284598	0.0001605	0.0148867	0.1467478	0.2056822	0.2955390	0.5930541	0.5664699	0.0932954	0.6579847	0.6007503	0.3393081	0.5234725	0.3786944	0.6745390	0.3938752	0.0025042	0.1808319	0.1159505	0.0037029	0.0137743
0.0574863	0.4883708	0.3122332	0.2425413	0.2012343	0.3712658	0.6658124	0.0269117	0.3349518	0.1476563	0.0297675	0.3259084	0.2809538	0.3826858	0.3314703	0.4236442	0.1839784	0.5040929	0.6523445	0.5068086	0.1889580	0.4115542	0.1136032	0.0876677	0.6192736	0.1303045	0.0714731	0.1430255	0.3878834	0.0763409	0.1324305	0.5094032	0.1750840	0.6544202	0.6138681	0.0097126	0.6030627	0.0025176	0.2827781	0.6176221	0.4192089	0.4460986	0.1453919	0.3845912	0.3080547	0.5222373	0.6878946	0.7496203	0.6120693	0.3647395	0.0018663	0.3853292	0.5475171	0.3908744	0.4621866	0.0196609	0.0039068	0.5040613	0.0227472	0.0975085	0.4175682	0.5349079	0.6448953	0.2357126	0.0429255	0.2217732	0.2199517	0.4178277	0.3736680	0.1203059	0.3292225	0.1561487	0.0090256	0.6040620	0.4297369	0.2408656	0.1327209	0.4884694	0.2133338	0.1267246	0.0459390	0.0164907	0.4259311	0.3377139	0.3579145	0.3200855	0.5690796	0.0896672	0.5565624	0.2054634	0.0883790	0.6436068	0.6250918	0.7772079	0.2919511	0.1947806	0.0843765	0.3337287	0.0017718	0.1302308
0.2545375	0.6147885	0.0915706	0.0004089	0.4286125	0.0367434	0.4204846	0.0000100	0.3030637	0.2097858	0.0398910	0.5687014	0.0475278	0.6728476	0.0396303	0.2004339	0.5728291	0.5516678	0.4899417	0.3369846	0.3083151	0.4164084	0.5515858	0.7102670	0.0001145	0.0005736	0.0465340	0.0482983	0.5382458	0.4232255	0.4179058	0.7734174	0.2986970	0.6395089	0.4011182	0.0016284	0.4337188	0.0008559	0.3403402	0.6536075	0.1922947	0.5797328	0.4777258	0.3244929	0.3433220	0.5100292	0.7296316	0.7084307	0.4029734	0.3911292	0.0022577	0.5220490	0.6530652	0.4362913	0.1029575	0.2719803	0.0027305	0.3739446	0.0723752	0.5176653	0.3177228	0.2052365	0.4790905	0.1262497	0.0164173	0.3387390	0.3470339	0.6479255	0.4223964	0.4599260	0.6055821	0.5397846	0.1170171	0.6527707	0.2026315	0.6095370	0.2302066	0.6512039	0.4980940	0.2856154	0.3531044	0.1418874	0.6996218	0.4882440	0.5693334	0.7283419	0.5652824	0.1224138	0.4435895	0.5808444	0.1432651	0.1613321	0.1217514	0.7319879	0.1220208	0.0051383	0.0031624	0.1458937	0.0846405	0.3850900
0.0267499	0.2901966	0.2806119	0.2440257	0.2310742	0.3607877	0.5990110	0.0304342	0.5269951	0.2667655	0.0586741	0.2160774	0.7623753	0.0000008	0.0012945	0.2180851	0.4383839	0.3331490	0.6323834	0.5720083	0.5450464	0.5481525	0.2107574	0.0005918	0.7213553	0.2156031	0.4428714	0.1616226	0.2723340	0.3483476	0.0310348	0.7103346	0.1912008	0.7047564	0.5177013	0.0000362	0.6622707	0.0224985	0.1556112	0.4413784	0.0508709	0.2318931	0.1351312	0.5465163	0.1711201	0.7834950	0.6343777	0.7415955	0.3752317	0.6451675	0.4522225	0.5619125	0.6255598	0.3189839	0.3389962	0.0254031	0.0183979	0.7726571	0.1175632	0.7027855	0.0053286	0.5874047	0.3368109	0.1739806	0.0444733	0.4742251	0.0651166	0.1065367	0.4077111	0.1935880	0.3937385	0.6070299	0.0160724	0.6997134	0.4919060	0.1676516	0.3541986	0.6877413	0.5559473	0.4241914	0.0202642	0.0236446	0.1947939	0.1797363	0.0176374	0.1981140	0.5838526	0.1987154	0.7889825	0.7121726	0.1156521	0.5479073	0.6029131	0.7171338	0.2578872	0.0010015	0.0377673	0.4347327	0.0173404	0.3496628
0.0695533	0.3575238	0.3940680	0.1473230	0.2776040	0.5158947	0.5780620	0.0396768	0.5111806	0.0134306	0.0269113	0.3619485	0.3045269	0.0055560	0.6076490	0.4740946	0.2178099	0.5450325	0.3384916	0.2655051	0.2417598	0.4864824	0.1034348	0.0000062	0.6400535	0.1877486	0.1494699	0.5707629	0.3082274	0.0587154	0.0000028	0.5027455	0.1107156	0.5908351	0.5746524	0.0000427	0.6254549	0.0115457	0.4448963	0.6933767	0.2606012	0.5848653	0.0540347	0.4517842	0.2510478	0.3608365	0.5700708	0.7447049	0.4257746	0.5431582	0.0867828	0.7112698	0.5454723	0.5755342	0.6540047	0.2929384	0.3296480	0.5295857	0.0528149	0.0652302	0.3260700	0.5505184	0.2421672	0.3961017	0.3916659	0.4412980	0.1749951	0.1259988	0.4936212	0.3100452	0.2339003	0.3077282	0.0136517	0.5099558	0.5270045	0.2187879	0.4070829	0.6656669	0.5776576	0.3410952	0.2332795	0.0079409	0.3954518	0.0298463	0.1668834	0.0000949	0.5229813	0.0037258	0.6327657	0.5763718	0.1297147	0.1317601	0.4210820	0.6409466	0.3281125	0.0976261	0.0009998	0.3042623	0.0142087	0.0203279
0.0326316	0.5969881	0.3361359	0.2464177	0.3266220	0.0138976	0.2537810	0.2493302	0.3841485	0.1480535	0.0909093	0.7608150	0.5650419	0.0401227	0.8119289	0.3318728	0.3896372	0.6808326	0.5298998	0.4853851	0.1928807	0.4859660	0.0014816	0.0979107	0.1095672	0.0347544	0.0155302	0.6197190	0.0928832	0.4159752	0.1572594	0.1572329	0.0221980	0.5906176	0.6190807	0.3312741	0.7064847	0.0016500	0.5328857	0.5585013	0.2573583	0.3960254	0.4263873	0.4040848	0.3534865	0.5369663	0.7539203	0.7415098	0.3898643	0.5118269	0.0000665	0.4106464	0.2550470	0.4284119	0.1491453	0.2175468	0.0000803	0.2565883	0.2572380	0.4310825	0.1598962	0.0613489	0.3184387	0.3290824	0.0194785	0.3666999	0.0794388	0.0046930	0.4497027	0.6863393	0.6962899	0.3492957	0.2839182	0.3389232	0.3683226	0.2548893	0.4289810	0.5996373	0.2579841	0.2793223	0.0195973	0.0113587	0.5101997	0.0819913	0.7187902	0.4425650	0.6118857	0.2195892	0.6834419	0.4615258	0.5334952	0.1143354	0.1597993	0.6475776	0.3404919	0.2842791	0.0152143	0.4881490	0.1045810	0.3396542
