"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.7258558	0.6235588	0.9827366	0.4650325	0.2290939	0.5031636	0.0244701	0.5029757	0.4486997	0.9863460	0.9993814	0.4743900	0.1821500	0.0712736	0.8267524	0.4372097	0.4063107	0.5922437	0.3838480	0.0097468	0.9999985	0.0390060	0.0389220	0.0150291	0.6261520	0.3837426	0.2998233	0.5267785	0.8850576	0.9920541	0.2759788	0.3057543	0.3532898	0.3267738	0.6246050	0.6122156	0.0111085	0.1904562	0.0879254	0.6533227	0.6203293	0.3393934	0.9589374	0.8740894	0.2192344	0.4874649	0.2586093	0.6102358	0.7421586	1.0000000	0.9194329	0.9970775	0.0029491	0.3289815	0.6024937	0.4451768	0.9081189	0.5559994	0.8604955	0.9987703	0.9743871	0.2280058	0.2599975	0.0472917	0.2231544	0.7756245	0.0472064	0.0377809	0.3497882	0.4809317	0.8259917	0.5354250	0.0196981	0.2261079	0.5760461	0.6182813	0.1304774	0.9363470	0.2546036	0.5228806	0.3580668	0.6037725	0.9171566	0.9694059	0.9600089	0.8286312	0.3661052	0.6829685	0.3079443	0.2111888	0.9956974	0.2507328	0.0503034	0.4473908	0.4470681	0.3952367	0.3178075	0.8960466	0.4924083	0.9650824
50	0.4659380	0.6184141	0.9822426	0.4662355	0.2290939	0.4786542	0.0244701	0.3925318	0.4491614	0.9862820	0.9991112	0.4743847	0.1818228	0.0703709	0.8268299	0.4456084	0.4958026	0.7386809	0.3943643	0.0097452	0.9999989	0.0410515	0.4063752	0.0061819	0.3955317	0.3798231	0.2997632	0.5266969	0.8839892	0.9920639	0.2772760	0.3081503	0.3533580	0.3285652	0.6241936	0.5851798	0.3350404	0.1136073	0.0881469	0.5766121	0.6203842	0.3393282	0.9537471	0.6213799	0.2659109	0.4838583	0.1721994	0.6103574	0.6468488	0.8401632	0.9060570	0.9976412	0.0029303	0.3521627	0.5977428	0.4575562	0.9262284	0.5552092	0.8778978	0.7649610	0.9724777	0.1983093	0.3026241	0.0472841	0.2248365	0.7665668	0.0638948	0.1079143	0.3679177	0.4618415	0.8272718	0.5880647	0.0190041	0.2296984	0.5818167	0.6254210	0.1244336	0.9491217	0.2545895	0.6094476	0.3568225	0.5801537	0.9171840	0.7956704	0.9350850	0.8258127	0.3719763	0.6829191	0.3077003	0.1425920	0.9956724	0.2503568	0.0494785	0.4414399	0.3399995	0.2687321	0.3177917	0.8897005	0.4924398	0.6318261
100	0.3156189	0.5902773	0.9778617	0.4787730	0.2290935	0.3646456	0.0244701	0.2863858	0.4582540	0.9853851	0.9924806	0.4741748	0.1824006	0.0687448	0.8267530	0.4895311	0.5644722	0.8735729	0.4633271	0.0097412	0.9999995	0.0878301	0.6159509	0.0070233	0.2189690	0.4232423	0.2997946	0.5258548	0.8802190	0.9922745	0.3917366	0.3170800	0.3570592	0.3367311	0.6053026	0.3814532	0.6554106	0.0450413	0.0895940	0.5154230	0.6203819	0.3392827	0.8995195	0.3535268	0.4861297	0.4501417	0.0853767	0.6467265	0.5318382	0.6835025	0.8293399	0.9982163	0.0033510	0.3705504	0.5545248	0.4259532	0.9548219	0.5553935	0.9057078	0.5243649	0.9610506	0.1747322	0.4298668	0.0472776	0.2333085	0.7518525	0.0788723	0.1862086	0.5791808	0.3736832	0.8338566	0.6172371	0.0164599	0.2476083	0.6199300	0.6638249	0.0908351	0.9593302	0.2559584	0.7315861	0.3296854	0.5606487	0.9171379	0.4416913	0.8904389	0.7992026	0.4040309	0.6775141	0.3097429	0.0708376	0.9948304	0.2466162	0.0444879	0.4083599	0.2137834	0.1636146	0.3168915	0.8513362	0.4924961	0.3601696
150	0.2791428	0.5544475	0.9660556	0.4942639	0.2290904	0.2433157	0.0244701	0.2365946	0.5049137	0.9798606	0.9564336	0.4749671	0.1891386	0.0718923	0.8261402	0.5480994	0.5901110	0.9348794	0.5757314	0.0097466	0.9999970	0.1872193	0.6932770	0.0421383	0.1538230	0.4744296	0.3001378	0.5237751	0.8766213	0.9919751	0.5047911	0.3247523	0.3729638	0.3461858	0.5160419	0.1884761	0.8134806	0.0156566	0.0942218	0.4922824	0.6203013	0.3392895	0.7284569	0.2011307	0.6844364	0.3890356	0.0404446	0.7326824	0.4544790	0.6078493	0.7313867	0.9983512	0.0065682	0.3604441	0.4791933	0.2596852	0.9741347	0.5649072	0.9388054	0.4029673	0.9466989	0.1793660	0.5014020	0.0472736	0.2502786	0.7379408	0.0882711	0.2392215	0.7733098	0.2752981	0.8424101	0.5744731	0.0131595	0.2700879	0.6720641	0.7100313	0.0519806	0.9563341	0.2592023	0.8143440	0.2478391	0.5484871	0.9176158	0.4164557	0.8684568	0.7349172	0.4477303	0.6299177	0.3319012	0.0446940	0.9930201	0.2682763	0.0373955	0.3570316	0.1397153	0.0862613	0.3107062	0.7936323	0.4925516	0.2373473
200	0.2761260	0.5296680	0.9478521	0.4991692	0.2290818	0.1685795	0.0244701	0.2164499	0.5984653	0.9587780	0.8978021	0.4793208	0.2018485	0.0800727	0.8247026	0.5959325	0.5985189	0.9594717	0.6772086	0.0100487	0.9996637	0.2766423	0.7335854	0.1142133	0.1340270	0.5085810	0.3009864	0.5212939	0.8744459	0.9893678	0.5755982	0.3274065	0.3998335	0.3560185	0.3695489	0.0946616	0.8794679	0.0053245	0.1160856	0.4854104	0.6200558	0.3394734	0.4907587	0.1259638	0.7897416	0.3332870	0.0194838	0.8094621	0.4059071	0.5772954	0.5804466	0.9982094	0.0147216	0.3429286	0.4265014	0.1361950	0.9854682	0.5787493	0.9654139	0.3523191	0.9390714	0.2036300	0.5265183	0.0472808	0.2822013	0.7272225	0.1031277	0.2793141	0.8648320	0.2178470	0.8483431	0.5307524	0.0096120	0.2868091	0.7145913	0.7459568	0.0258606	0.9462138	0.2518416	0.8688507	0.1709896	0.5342966	0.9203777	0.6791228	0.8610690	0.6600912	0.4826218	0.5326043	0.3877163	0.0419141	0.9922102	0.3318341	0.0323945	0.2937892	0.1059195	0.0390392	0.2980010	0.7348060	0.4925424	0.1822282
250	0.2794780	0.5170595	0.9287499	0.4998556	0.2290716	0.1329940	0.0244701	0.2079994	0.6896203	0.9168474	0.8570171	0.4872491	0.2164259	0.0896356	0.8227200	0.6261939	0.6016355	0.9696995	0.7439995	0.0118902	0.9962006	0.3406994	0.7632289	0.1710334	0.1295350	0.5282122	0.3022119	0.5192784	0.8734658	0.9841310	0.6129258	0.3257762	0.4273727	0.3677857	0.2324559	0.0565838	0.9051955	0.0020997	0.2243481	0.4842495	0.6196534	0.3401141	0.3037638	0.0914278	0.8311603	0.2988637	0.0099748	0.8539550	0.3768495	0.5658875	0.4252194	0.9980257	0.0265080	0.3372791	0.4127963	0.1112963	0.9912858	0.5856298	0.9816468	0.3330062	0.9382806	0.2320132	0.5341706	0.0472066	0.3283549	0.7199821	0.1247695	0.3138686	0.9021610	0.2468722	0.8508621	0.5021410	0.0069532	0.2962335	0.7431127	0.7897033	0.0124726	0.9370839	0.2311384	0.9054048	0.1350679	0.5225803	0.9239213	0.8698156	0.8588142	0.6013601	0.5041331	0.4496485	0.4601276	0.0412250	0.9918467	0.3819835	0.0317417	0.2267202	0.0944703	0.0169184	0.2912480	0.6255696	0.4922049	0.1597114
300	0.2823795	0.5114195	0.9134860	0.5021111	0.2290643	0.1185559	0.0244701	0.2044232	0.7495505	0.8704740	0.8409279	0.4963389	0.2295915	0.0974913	0.8207485	0.6420866	0.6033782	0.9744325	0.7800900	0.0154270	0.9879134	0.3855137	0.7813498	0.1951516	0.1295867	0.5394870	0.3034907	0.5180157	0.8731994	0.9780675	0.6300578	0.3214218	0.4461902	0.3806198	0.1365357	0.0414209	0.9149005	0.0012225	0.4757303	0.4850244	0.6193418	0.3410823	0.1923246	0.0762159	0.8430500	0.2956395	0.0057757	0.8658150	0.3607989	0.5618017	0.3126676	0.9978958	0.0384870	0.3441500	0.4280851	0.1866322	0.9942270	0.5844183	0.9903630	0.3260176	0.9408897	0.2547785	0.5368842	0.0469570	0.3778929	0.7148478	0.1434593	0.3430516	0.9222026	0.4227507	0.8513180	0.4852742	0.0055073	0.3003663	0.7606106	0.8372050	0.0065589	0.9334850	0.2445731	0.9283105	0.1263074	0.5151356	0.9244404	0.9538435	0.8580153	0.5643057	0.5157571	0.4054691	0.5257406	0.0368915	0.9914920	0.4023277	0.0359133	0.1740491	0.0919284	0.0077974	0.3169021	0.5284407	0.4911757	0.1522742
350	0.2840200	0.5088674	0.9035936	0.5071705	0.2290602	0.1134265	0.0244701	0.2030034	0.7794807	0.8353250	0.8382986	0.5044585	0.2400047	0.1027486	0.8191938	0.6490718	0.6047383	0.9768888	0.7968855	0.0187527	0.9798469	0.4145585	0.7900129	0.1998251	0.1305328	0.5458824	0.3045535	0.5173933	0.8732197	0.9730011	0.6362706	0.3166965	0.4489801	0.3932064	0.0789656	0.0354402	0.9184989	0.0009290	0.7188246	0.4862982	0.6192427	0.3417334	0.1331540	0.0697391	0.8484473	0.3310016	0.0040376	0.8562776	0.3527652	0.5603734	0.2423785	0.9978190	0.0479595	0.3563972	0.4602100	0.3200105	0.9957105	0.5781129	0.9947686	0.3235677	0.9442370	0.2696764	0.5436243	0.0465459	0.4205653	0.7106390	0.1528015	0.3651757	0.9337013	0.5554850	0.8513721	0.4774492	0.0048976	0.3014427	0.7709601	0.8756561	0.0041481	0.9358906	0.2923459	0.9409915	0.1285528	0.5099976	0.9216825	0.9847683	0.8575819	0.5439321	0.5215757	0.3761628	0.5717541	0.0309578	0.9911432	0.3990820	0.0426516	0.1409776	0.0914869	0.0042081	0.3744375	0.4844149	0.4895529	0.1478650
400	0.2848391	0.5077086	0.8983398	0.5131095	0.2290582	0.1118636	0.0244701	0.2024164	0.7910318	0.8138889	0.8402217	0.5107575	0.2475760	0.1058641	0.8181772	0.6515660	0.6058408	0.9782624	0.8036602	0.0206514	0.9756835	0.4310597	0.7932447	0.1977615	0.1313167	0.5492606	0.3052918	0.5171604	0.8732787	0.9695756	0.6371597	0.3146958	0.4334369	0.4041651	0.0473388	0.0338561	0.9198207	0.0006643	0.8675299	0.4874653	0.6191865	0.3420735	0.1032003	0.0669218	0.8593405	0.3909498	0.0034399	0.8435748	0.3491503	0.5598814	0.2024065	0.9977690	0.0539847	0.3682493	0.4976505	0.4120358	0.9964292	0.5699241	0.9969412	0.3227191	0.9471503	0.2781719	0.5599720	0.0460526	0.4524790	0.7070522	0.1542530	0.3799129	0.9380384	0.6145723	0.8524862	0.4780969	0.0046508	0.3011051	0.7769219	0.9021866	0.0032123	0.9418886	0.3291749	0.9463438	0.1343698	0.5063940	0.9176590	0.9951791	0.8572461	0.5339610	0.5243435	0.3477209	0.5956988	0.0264226	0.9908744	0.3658144	0.0488485	0.1228129	0.0910355	0.0028198	0.4325717	0.4712270	0.4878789	0.1352840
