"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2852309	0.5071876	0.8961044	0.5162428	0.2290574	0.1115012	0.0244701	0.2021245	0.7944779	0.8022906	0.8426591	0.5152565	0.2527456	0.1075723	0.8176138	0.6522532	0.6066555	0.9790423	0.8059365	0.0212922	0.9747629	0.4391135	0.7939955	0.1948476	0.1317751	0.5508475	0.3057324	0.5171034	0.8733260	0.9675805	0.6360230	0.3177680	0.4071094	0.4112692	0.0310412	0.0351039	0.9203038	0.0004197	0.9419650	0.4883299	0.6191140	0.3423276	0.0883061	0.0653576	0.8762808	0.4507823	0.0033265	0.8350182	0.3475642	0.5597135	0.1811938	0.9977231	0.0568888	0.3773834	0.5309616	0.4529248	0.9967519	0.5623478	0.9980156	0.3224230	0.9494730	0.2825082	0.5835357	0.0455612	0.4743835	0.7041747	0.1519556	0.3885074	0.9387693	0.6422683	0.8553579	0.4856395	0.0044902	0.3003217	0.7801956	0.9185902	0.0028593	0.9484185	0.3395047	0.9468155	0.1409969	0.5045753	0.9140266	0.9985018	0.8569660	0.5297553	0.5256389	0.3234606	0.6017954	0.0237478	0.9907111	0.2947914	0.0531344	0.1136895	0.0903719	0.0022952	0.4749155	0.4697387	0.4865353	0.1177319
500	0.2854186	0.5069096	0.8951842	0.5133630	0.2290571	0.1114780	0.0244701	0.2019547	0.7951467	0.7962241	0.8444396	0.5183043	0.2560902	0.1084626	0.8173474	0.6524215	0.6071910	0.9794705	0.8064734	0.0212853	0.9752636	0.4423753	0.7938591	0.1927945	0.1319941	0.5514742	0.3059621	0.5171094	0.8733665	0.9665452	0.6347552	0.3259038	0.3807496	0.4123657	0.0233001	0.0383331	0.9204798	0.0002518	0.9756868	0.4888839	0.6190921	0.3425363	0.0808540	0.0641004	0.8937499	0.4971099	0.0033748	0.8304183	0.3465498	0.5596566	0.1705593	0.9976711	0.0576200	0.3838294	0.5551268	0.4684035	0.9968796	0.5565383	0.9985567	0.3223172	0.9513947	0.2845044	0.6072446	0.0451403	0.4886757	0.7020318	0.1488691	0.3929611	0.9382857	0.6575725	0.8594805	0.4958963	0.0043369	0.2995480	0.7818630	0.9276014	0.0027194	0.9536358	0.3251071	0.9446246	0.1470994	0.5048380	0.9114066	0.9995189	0.8567449	0.5283901	0.5262675	0.3101024	0.5967429	0.0224496	0.9906314	0.2178934	0.0556687	0.1095407	0.0897050	0.0021160	0.5012406	0.4712265	0.4855865	0.1038547
550	0.5643944	0.5168027	0.8967278	0.4993700	0.2290569	0.1372563	0.0244701	0.3006041	0.7912285	0.8121242	0.8990517	0.5202750	0.2585420	0.1087893	0.8172442	0.6464736	0.5192326	0.8840115	0.7750638	0.0208229	0.9769514	0.3875819	0.5031417	0.1294956	0.3864355	0.5648123	0.3060657	0.5171457	0.8736993	0.9642708	0.6911246	0.3359857	0.3602662	0.4033684	0.0205504	0.0597543	0.5963545	0.0193527	0.9901125	0.5668131	0.6191482	0.3426868	0.0960854	0.1998409	0.9045973	0.5294743	0.0742796	0.8112430	0.4443655	0.7194741	0.1774724	0.9966535	0.0577996	0.3587128	0.5916333	0.4603784	0.9968921	0.5524070	0.9985097	0.5561898	0.9542642	0.3333250	0.6180325	0.0448363	0.4925816	0.7112176	0.1197635	0.3189134	0.9348029	0.6665767	0.8615742	0.4595549	0.0045627	0.2945684	0.7690781	0.9297809	0.0027671	0.9187188	0.2860581	0.9052610	0.1520635	0.5348908	0.9099118	0.9998084	0.8553170	0.5364837	0.5195631	0.3153945	0.5863988	0.2356398	0.9906002	0.1146610	0.0571020	0.1253914	0.2200945	0.0238286	0.5138273	0.4877327	0.4851072	0.2996759
600	0.7185014	0.5543824	0.9136969	0.4633934	0.2290571	0.2448231	0.0244701	0.3773084	0.7708862	0.8784836	0.9706279	0.5214366	0.2608958	0.1075312	0.8172482	0.6109095	0.4517130	0.7983118	0.6535033	0.0168062	0.9878142	0.2227633	0.2772384	0.0476419	0.5711157	0.5441127	0.3060865	0.5174802	0.8756680	0.9586900	0.7421561	0.3393820	0.3473726	0.3774318	0.0313146	0.1932687	0.2757381	0.0341156	0.9960599	0.6289219	0.6192533	0.3427813	0.2486007	0.3460980	0.8968457	0.5408207	0.1472029	0.7456683	0.5716516	0.8761283	0.2931038	0.9954761	0.0570776	0.3051015	0.6476404	0.4566182	0.9965511	0.5467148	0.9987556	0.7965895	0.9617393	0.3698469	0.6127670	0.0446179	0.4721900	0.7316917	0.0816558	0.2137045	0.8788089	0.6696179	0.8551320	0.4574229	0.0068932	0.2747234	0.7115302	0.8980766	0.0075654	0.9028451	0.1889775	0.8619694	0.1601932	0.5605001	0.9115724	0.9988141	0.8506511	0.5682461	0.4884669	0.3876441	0.5666397	0.4630284	0.9907603	0.0703208	0.0571191	0.1923184	0.3481571	0.0442076	0.5066401	0.6071031	0.4859154	0.4528389
650	0.7448757	0.5879619	0.9395474	0.4371656	0.2290576	0.3521069	0.0244701	0.4325824	0.7224010	0.9324909	0.9926457	0.5221639	0.2594648	0.1033782	0.8175153	0.5584089	0.4265499	0.7433498	0.5326728	0.0130312	0.9953178	0.1101021	0.1448900	0.0234187	0.6247553	0.4962405	0.3059424	0.5186519	0.8787199	0.9620593	0.6779279	0.3372019	0.3482647	0.3482944	0.1044760	0.4087236	0.1175405	0.0400377	0.9980726	0.6524284	0.6193842	0.3428170	0.4646660	0.4360789	0.8727727	0.5030936	0.1889785	0.6884084	0.6530378	0.9517794	0.5239583	0.9948201	0.0512608	0.2696636	0.6787494	0.4567269	0.9958838	0.5376218	0.9980878	0.9177324	0.9689277	0.3617312	0.5820300	0.0443286	0.4432738	0.7512053	0.0621944	0.1364538	0.7096268	0.6676936	0.8459195	0.4805592	0.0103876	0.2528446	0.6568610	0.8108901	0.0250880	0.9224147	0.1325491	0.8097484	0.2061418	0.5712734	0.9165703	0.9729681	0.8510459	0.6008160	0.4508532	0.5272136	0.5272368	0.5536213	0.9913740	0.1316132	0.0547272	0.2552458	0.4014499	0.0889082	0.4911061	0.7326683	0.4869467	0.5200138
700	0.7395055	0.6066664	0.9591147	0.4278751	0.2290592	0.4225575	0.0244701	0.4698641	0.6415645	0.9616016	0.9979157	0.5220840	0.2515074	0.0959246	0.8183394	0.5129503	0.4183798	0.6941480	0.4553753	0.0110722	0.9983802	0.0626506	0.0814616	0.0171435	0.6327660	0.4493674	0.3054563	0.5205528	0.8813344	0.9716674	0.5348229	0.3310425	0.3638694	0.3276748	0.2465350	0.5417170	0.0514989	0.0456608	0.9640693	0.6595181	0.6195759	0.3427616	0.6303780	0.4900175	0.8403308	0.4582608	0.2140328	0.6436739	0.6955619	0.9823325	0.6908457	0.9947978	0.0397887	0.2673145	0.6848385	0.4566070	0.9941949	0.5291959	0.9910696	0.9683271	0.9729175	0.3283898	0.5424204	0.0439394	0.4168941	0.7641983	0.0539669	0.0928501	0.5863937	0.6642573	0.8370946	0.4990835	0.0129873	0.2378601	0.6204311	0.7385571	0.0516492	0.9387860	0.1412614	0.7314013	0.2930450	0.5831177	0.9206203	0.9172680	0.8662957	0.6353711	0.4185825	0.6680179	0.4752847	0.4278371	0.9924003	0.1999769	0.0523612	0.3068663	0.4213715	0.1777115	0.4952077	0.8056133	0.4876070	0.5707827
750	0.7326590	0.6151821	0.9702897	0.4304466	0.2290628	0.4627062	0.0244701	0.4888817	0.5687728	0.9750461	0.9990909	0.5203200	0.2384190	0.0877883	0.8197603	0.4826051	0.4153925	0.6532087	0.4150675	0.0102435	0.9994609	0.0462854	0.0550195	0.0155508	0.6320660	0.4169623	0.3045863	0.5225264	0.8829322	0.9803221	0.4182997	0.3203810	0.3810135	0.3178832	0.3886789	0.5916401	0.0257500	0.0548073	0.7506972	0.6608623	0.6198987	0.3425663	0.7346778	0.5233399	0.8078709	0.4307304	0.2329543	0.6036916	0.7166219	0.9937402	0.7591053	0.9952090	0.0268855	0.2793357	0.6742347	0.4544676	0.9837083	0.5234756	0.9708727	0.9876988	0.9743645	0.2925348	0.5133072	0.0435768	0.3916855	0.7713421	0.0504643	0.0714756	0.5336890	0.6603726	0.8283541	0.5065358	0.0139357	0.2296773	0.5980522	0.6949674	0.0782024	0.9417022	0.1740947	0.6488115	0.3594830	0.5935292	0.9219364	0.9037460	0.8939134	0.6806965	0.3954979	0.7446499	0.4229400	0.2758375	0.9936302	0.2355921	0.0510877	0.3576921	0.4307369	0.2671074	0.5214660	0.8452338	0.4879934	0.6520463
800	0.7289434	0.6187916	0.9760573	0.4411551	0.2290684	0.4838399	0.0244701	0.4972609	0.5196304	0.9808325	0.9993461	0.5163049	0.2237615	0.0813182	0.8214651	0.4649472	0.4136104	0.6255602	0.3963387	0.0099250	0.9998229	0.0411536	0.0447474	0.0151508	0.6308784	0.3987442	0.3035060	0.5240592	0.8836738	0.9859374	0.3473650	0.3080740	0.3905826	0.3180471	0.4917622	0.6067385	0.0160373	0.0667704	0.4782543	0.6601121	0.6203525	0.3422007	0.7961860	0.5449469	0.7809762	0.4217047	0.2508479	0.5753820	0.7279130	0.9978259	0.8059335	0.9957540	0.0169526	0.2915707	0.6547286	0.4509161	0.9560028	0.5200702	0.9415406	0.9947776	0.9746157	0.2653826	0.4959671	0.0433524	0.3642117	0.7751645	0.0489743	0.0610879	0.5100035	0.6571369	0.8208673	0.5078133	0.0137058	0.2258403	0.5851883	0.6691114	0.0992487	0.9373595	0.2047145	0.5895618	0.3872066	0.5986357	0.9216115	0.9233908	0.9201923	0.7289402	0.3812642	0.7590914	0.3765913	0.1876159	0.9944320	0.2529429	0.0506025	0.4005188	0.4364763	0.3294784	0.5341428	0.8677099	0.4882985	0.7736379
850	0.7273651	0.6204244	0.9790540	0.4559837	0.2290746	0.4943299	0.0244701	0.5007008	0.4902159	0.9832555	0.9994007	0.5101942	0.2105834	0.0770638	0.8230513	0.4551951	0.4119993	0.6094983	0.3882384	0.0098089	0.9999415	0.0396239	0.0409195	0.0150520	0.6298615	0.3898115	0.3024626	0.5250113	0.8838905	0.9890613	0.3080952	0.2979598	0.3915791	0.3249892	0.5547966	0.6110115	0.0124369	0.0790993	0.2882453	0.6585778	0.6208255	0.3417015	0.8319542	0.5596122	0.7613048	0.4271010	0.2667490	0.5670955	0.7350335	0.9992542	0.8522201	0.9962349	0.0108558	0.3005952	0.6356222	0.4473515	0.9305493	0.5194431	0.9135862	0.9973088	0.9745426	0.2482909	0.4843821	0.0433256	0.3341589	0.7774118	0.0482530	0.0548278	0.4887170	0.6551172	0.8160710	0.5076322	0.0130390	0.2243702	0.5784371	0.6530012	0.1134935	0.9322812	0.2260923	0.5550623	0.3897035	0.5993936	0.9208573	0.9447427	0.9383021	0.7683884	0.3734427	0.7446675	0.3400363	0.1515090	0.9947727	0.2593293	0.0504335	0.4248036	0.4403015	0.3649089	0.5110167	0.8810338	0.4886607	0.8700309
900	0.7267290	0.6213316	0.9807482	0.4702782	0.2290804	0.4993130	0.0244701	0.5020710	0.4735372	0.9842754	0.9994107	0.5028352	0.2003411	0.0745614	0.8242640	0.4496337	0.4104883	0.6009330	0.3849417	0.0097681	0.9999801	0.0391810	0.0395421	0.0150288	0.6289103	0.3858689	0.3016296	0.5254833	0.8838633	0.9906547	0.2868969	0.2920210	0.3864522	0.3341243	0.5896716	0.6123048	0.0111163	0.0898425	0.1833210	0.6569168	0.6211728	0.3411574	0.8529600	0.5697716	0.7470357	0.4411416	0.2760412	0.5750184	0.7399784	0.9997462	0.8836240	0.9965838	0.0075116	0.3069978	0.6223524	0.4448022	0.9169222	0.5229296	0.8931814	0.9982113	0.9744859	0.2387127	0.4741028	0.0435183	0.3044495	0.7787743	0.0478273	0.0496919	0.4543510	0.6513404	0.8142714	0.5078690	0.0124197	0.2240943	0.5752556	0.6423134	0.1221720	0.9293898	0.2388505	0.5361324	0.3823306	0.5985943	0.9202071	0.9581533	0.9488812	0.7953037	0.3694938	0.7246841	0.3157583	0.1472053	0.9949566	0.2595287	0.0502938	0.4316674	0.4427612	0.3826106	0.4634302	0.8890523	0.4891341	0.9227259
950	0.7264118	0.6219634	0.9818006	0.4805146	0.2290848	0.5015963	0.0244701	0.5026134	0.4642139	0.9847208	0.9994091	0.4953821	0.1931655	0.0731690	0.8250457	0.4461274	0.4092182	0.5965674	0.3837216	0.0097540	0.9999926	0.0390551	0.0390699	0.0150246	0.6280540	0.3842962	0.3010629	0.5256524	0.8837878	0.9914233	0.2756898	0.2902609	0.3782393	0.3416199	0.6078029	0.6127580	0.0106369	0.0983792	0.1314546	0.6555159	0.6213118	0.3406598	0.8655605	0.5770156	0.7349036	0.4578824	0.2772389	0.5879374	0.7432839	0.9999141	0.9007578	0.9968068	0.0057039	0.3117504	0.6149482	0.4435631	0.9116252	0.5299959	0.8807124	0.9985400	0.9745058	0.2337855	0.4638673	0.0439118	0.2786252	0.7794449	0.0475556	0.0451596	0.4125609	0.6368392	0.8148682	0.5087582	0.0120185	0.2243646	0.5739626	0.6347103	0.1271454	0.9289381	0.2452129	0.5249456	0.3738813	0.5982910	0.9197653	0.9649180	0.9545281	0.8118413	0.3676179	0.7083770	0.3034347	0.1590035	0.9951373	0.2570102	0.0500966	0.4293971	0.4442409	0.3907558	0.4137474	0.8936717	0.4896972	0.9481077
1000	0.7261831	0.6224521	0.9824670	0.4853640	0.2290879	0.5025990	0.0244701	0.5028299	0.4588733	0.9849301	0.9994037	0.4888131	0.1885150	0.0724007	0.8254716	0.4436712	0.4082813	0.5944044	0.3833675	0.0097492	0.9999966	0.0390197	0.0389229	0.0150250	0.6273539	0.3837429	0.3007310	0.5256833	0.8837747	0.9917789	0.2702515	0.2916119	0.3695264	0.3455771	0.6168582	0.6129126	0.0104665	0.1051163	0.1073039	0.6545450	0.6212513	0.3402666	0.8733738	0.5827095	0.7224218	0.4730164	0.2734661	0.5985403	0.7451528	0.9999710	0.9092803	0.9969354	0.0046563	0.3154229	0.6112978	0.4433478	0.9100734	0.5381146	0.8738992	0.9986667	0.9745695	0.2314401	0.4540032	0.0444450	0.2586544	0.7795389	0.0473876	0.0415725	0.3794153	0.6057372	0.8169231	0.5100212	0.0118421	0.2248195	0.5735924	0.6290679	0.1298711	0.9300798	0.2473633	0.5173423	0.3674996	0.5993173	0.9194869	0.9679058	0.9573862	0.8214151	0.3667646	0.6974025	0.2998508	0.1749074	0.9953263	0.2538977	0.0498737	0.4251487	0.4450808	0.3942597	0.3751386	0.8960102	0.4902845	0.9599427

0	0.7258558	0.6235588	0.9827366	0.4650325	0.2290939	0.5031636	0.0244701	0.5029757	0.4486997	0.9863460	0.9993814	0.4743900	0.1821500	0.0712736	0.8267524	0.4372097	0.4063107	0.5922437	0.3838480	0.0097468	0.9999985	0.0390060	0.0389220	0.0150291	0.6261520	0.3837426	0.2998233	0.5267785	0.8850576	0.9920541	0.2759788	0.3057543	0.3532898	0.3267738	0.6246050	0.6122156	0.0111085	0.1904562	0.0879254	0.6533227	0.6203293	0.3393934	0.9589374	0.8740894	0.2192344	0.4874649	0.2586093	0.6102358	0.7421586	1.0000000	0.9194329	0.9970775	0.0029491	0.3289815	0.6024937	0.4451768	0.9081189	0.5559994	0.8604955	0.9987703	0.9743871	0.2280058	0.2599975	0.0472917	0.2231544	0.7756245	0.0472064	0.0377809	0.3497882	0.4809317	0.8259917	0.5354250	0.0196981	0.2261079	0.5760461	0.6182813	0.1304774	0.9363470	0.2546036	0.5228806	0.3580668	0.6037725	0.9171566	0.9694059	0.9600089	0.8286312	0.3661052	0.6829685	0.3079443	0.2111888	0.9956974	0.2507328	0.0503034	0.4473908	0.4470681	0.3952367	0.3178075	0.8960466	0.4924083	0.9650824
