G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.0288355	0.8938818	0.9985473	0.0296487	0.2879769	0.7057417	0.8542921	0.1256746	0.2015450	0.9861310	0.7735309	0.4866850	0.9997477	0.9668626	0.2582710	0.3265865	0.2347929	0.9256670	0.4696406	0.4621669	0.1088474	0.5902807	0.0556834	0.2425776	0.7621035	0.9900612	0.6223763	0.5999790	0.4919165	0.9993278	0.6337936	0.1485399	0.9001955	0.8370903	0.3082014	0.3207865	0.8776453	0.8144962	0.7087696	0.9951741	0.8788940	0.9131261	0.2270644	0.9553999	0.9848693	0.3070033	0.9999804	0.7901129	0.9878500	0.6711066	0.4567788	0.1293395	0.2472513	0.9999069	0.9993439	0.1226195	0.2369756	0.0002197	0.0127178	0.8769990	0.4015374	0.0061066	0.6142745	0.9999862	0.4129647	0.7605776	0.5554899	0.7958834	0.3105255	0.2072467	0.4541854	0.5887860	0.7243204	0.1552567	0.8774288	0.0163957	0.0921228	0.0003976	0.4754443	0.0977475	0.6645020	0.5996415	0.4200547	0.0678083	0.5514874	0.0449216	0.4694734	0.7893207	0.4801621	0.0149942	0.1368599	0.8541123	0.4953909	0.0847812	0.8980547	0.0351945	0.6174916	0.1959328	0.2265515
1.0000000	0.0000007	0.8940533	0.9943968	0.0498171	0.3684106	0.9512783	0.8543057	0.1256032	0.2014726	0.9862732	0.8191443	0.5086375	0.9997512	0.9669833	0.2577131	0.3174000	0.2347901	0.9222520	0.4693153	0.4621060	0.1088480	0.5902805	0.0532916	0.2388053	0.7621035	0.9900612	0.6223763	0.5999838	0.4919162	0.9993293	0.6337990	0.1485415	0.9001922	0.8370829	0.3081984	0.3207887	0.8776453	0.8144962	0.7087696	0.9951741	0.8795409	0.9131276	0.2270648	0.9553966	0.9848692	0.3070039	0.9999811	0.7976310	0.9878500	0.6577347	0.4540226	0.1292868	0.2502364	0.9999245	0.9993407	0.1226154	0.2371469	0.0164771	0.0121166	0.8769958	0.4015557	0.0061619	0.6209001	0.9999862	0.3997945	0.8562041	0.5392282	0.7912708	0.3182292	0.2072346	0.4562666	0.5885604	0.7243701	0.1553396	0.8774294	0.0163617	0.0921211	0.0003490	0.4754432	0.0977434	0.6645028	0.5997483	0.4200131	0.0677366	0.5514875	0.0459167	0.4692775	0.7900887	0.4801271	0.0136581	0.1369464	0.8595572	0.4954054	0.0847589	0.8978845	0.0351951	0.6175108	0.1958872	0.2266311
0.9747366	0.2249287	0.0000000	0.9956806	0.0450427	0.3506331	0.8954699	0.5678059	0.1256870	0.2015582	0.9861046	0.8097677	0.5044116	0.9974709	0.9673764	0.2578466	0.3192536	0.3198319	0.9228107	0.4693947	0.4397442	0.1406732	0.5862126	0.0537419	0.2396281	0.7621035	0.9900611	0.6223763	0.5998222	0.4915108	0.9993246	0.6331599	0.1484307	0.9005834	0.8384437	0.3090120	0.3206487	0.8776453	0.8144962	0.7087696	0.9951716	0.8848193	0.9327288	0.2272283	0.9553942	0.9849595	0.3064745	0.9999811	0.7973419	0.9878539	0.5872648	0.2744135	0.1147808	0.0842777	0.9999212	0.9993597	0.0950544	0.1632844	0.0000007	0.4352237	0.8852902	0.3829384	0.1793992	0.5965535	0.9999994	0.4078864	0.8412475	0.3650985	0.7920566	0.2083442	0.2072311	0.4969819	0.6536397	0.9595768	0.1505742	0.8853455	0.0162742	0.0812086	0.0011541	0.5507349	0.1257536	0.6649330	0.3050543	0.9999975	0.0908113	0.5514879	0.0536206	0.4693072	0.7948216	0.9491409	0.0138814	0.1349826	0.8551139	0.1682185	0.1751620	0.9290120	0.0350811	0.6378377	0.3348330	0.0596564
0.9999089	0.0288157	0.9995078	0.0000004	0.0498690	0.3686147	0.9519446	0.8590610	0.1256019	0.2014712	0.9862760	0.8192424	0.5086731	0.9997955	0.9669800	0.2577126	0.3173836	0.2337485	0.9222472	0.4693148	0.4623103	0.1085254	0.5903092	0.0532863	0.2387965	0.7621035	0.9900612	0.6223763	0.5999825	0.4919250	0.9993293	0.6338068	0.1485422	0.9001875	0.8370620	0.3081846	0.3207893	0.8776453	0.8144962	0.7087696	0.9951742	0.8794934	0.9129076	0.2270610	0.9553966	0.9848675	0.3070141	0.9999811	0.7976420	0.9878500	0.6681683	0.4643862	0.1294131	0.2567051	0.9999245	0.9993409	0.1229050	0.2404558	0.0002527	0.0122348	0.8762283	0.4015706	0.1778909	0.6213101	0.9999863	0.0998392	0.8563138	0.5507585	0.7912593	0.3183004	0.2072351	0.4554444	0.5737740	0.7144120	0.3150789	0.8773534	0.2334870	0.0938403	0.0002658	0.4744317	0.0948870	0.6644932	0.6604420	0.3970775	0.0677231	0.5514875	0.0401732	0.4386466	0.6728038	0.4659062	0.0136549	0.1371511	0.8595975	0.5168067	0.0718609	0.8974973	0.0351942	0.6163163	0.1671697	0.2727617
0.9999087	0.0288354	0.8938239	0.9999999	0.0000017	0.3684085	0.9512713	0.8542933	0.1256032	0.2014726	0.9862731	0.8191434	0.5086369	0.9997511	0.9669833	0.2577133	0.3174003	0.2347926	0.9222519	0.4693154	0.4621057	0.1088484	0.5902805	0.0532908	0.2388048	0.7621035	0.9900612	0.6223763	0.5999826	0.4919164	0.9993292	0.6337978	0.1485412	0.9001930	0.8370844	0.3081990	0.3207882	0.8776453	0.8144962	0.7087696	0.9951741	0.8795412	0.9131274	0.2270646	0.9553966	0.9848692	0.3070038	0.9999811	0.7976353	0.9878500	0.6577113	0.4539986	0.1292865	0.2502189	0.9999245	0.9993407	0.1226159	0.2371395	0.0002196	0.0121158	0.8769978	0.4015553	0.0060853	0.6208990	0.9999862	0.3999172	0.8562025	0.5392026	0.7912680	0.3182291	0.2072348	0.4562694	0.5885912	0.7243960	0.1551569	0.8774292	0.0163326	0.0921170	0.0003492	0.4754423	0.0977497	0.6645025	0.5996068	0.4200676	0.0677367	0.5514876	0.0459545	0.4695428	0.7902365	0.4801717	0.0136573	0.1369467	0.8595572	0.4953538	0.0847888	0.8978855	0.0351950	0.6175140	0.1959524	0.2265254
0.9999087	0.0288355	0.8938177	1.0000000	0.0000000	0.0000000	0.9508861	0.8542776	0.1258571	0.2017301	0.9857681	0.6514686	0.4069640	0.9997339	0.9665366	0.2597728	0.3537470	0.2347965	0.9385544	0.4705145	0.4623232	0.1088471	0.5902808	0.0647235	0.2559501	0.7621035	0.9900612	0.6223763	0.5999783	0.4919140	0.9993241	0.6337900	0.1485393	0.9001978	0.8370983	0.3082063	0.3207857	0.8776453	0.8144962	0.7087696	0.9951741	0.8767305	0.9131259	0.2270654	0.9554152	0.9848697	0.3070011	0.9999775	0.7613177	0.9878500	0.7165581	0.4713706	0.1294995	0.2383261	0.9998275	0.9993560	0.1226189	0.2362331	0.0002198	0.0158786	0.8770022	0.4014922	0.0060913	0.5823686	0.9999862	0.3949514	0.7646986	0.6014620	0.8138635	0.2874093	0.2069148	0.4468440	0.5893137	0.7241433	0.1554114	0.8774285	0.0165824	0.0921355	0.0006111	0.4755013	0.0977491	0.6645041	0.5996066	0.4200703	0.0679919	0.5514867	0.0420726	0.4695366	0.7857756	0.4801731	0.0207792	0.1365838	0.5974607	0.4954355	0.0847892	0.8986663	0.0351941	0.6174344	0.1959388	0.2265274
0.9999088	0.0288232	0.9542096	0.3978194	0.4402003	0.1920953	0.0000000	0.8572229	0.1257645	0.2016362	0.9859521	0.7138862	0.4515411	0.9997713	0.9667009	0.2590070	0.3393642	0.2341507	0.9312162	0.4700693	0.4623744	0.1086470	0.5902990	0.0596175	0.2485592	0.7621035	0.9900612	0.6223763	0.5999801	0.4919208	0.9993260	0.6337997	0.1485409	0.9001918	0.8370769	0.3081933	0.3207876	0.8776453	0.8144962	0.7087696	0.9951741	0.8778620	0.9129835	0.2270626	0.9554060	0.9848683	0.3070092	0.9999792	0.7776064	0.9878500	0.6980824	0.4682752	0.1294777	0.2468240	0.9998755	0.9993493	0.1227921	0.2385851	0.0002385	0.0139800	0.8765498	0.4015261	0.0395433	0.6048568	0.9999863	0.3318419	0.6055915	0.5842215	0.8036222	0.2997065	0.2111543	0.4503678	0.5806835	0.7181139	0.2549826	0.8773771	0.0304081	0.0931410	0.0004117	0.4748250	0.0960766	0.6644971	0.6355757	0.4063255	0.0678910	0.5514871	0.0390299	0.4418069	0.7528274	0.4710894	0.2837445	0.1368445	0.8423657	0.5082894	0.0771755	0.8980852	0.0351938	0.6167249	0.1791230	0.2537226
0.9999087	0.0288351	0.8941510	0.9962913	0.0424977	0.3409401	0.8658555	0.0000000	0.1256263	0.2014960	0.9862272	0.8044521	0.5020129	0.9997527	0.9703321	0.2578984	0.3203052	0.5993651	0.9232799	0.4694235	0.3499623	0.2639988	0.5441156	0.0539942	0.2399406	0.7621035	0.9900612	0.6223763	0.5999794	0.4919174	0.9993288	0.6337950	0.1485402	0.9001947	0.8370874	0.3081997	0.3207868	0.8776453	0.8144962	0.7087696	0.9951741	0.8932827	0.9655512	0.2270641	0.9553903	0.9848698	0.3070004	0.9999811	0.7980649	0.9878664	0.6466674	0.3883073	0.0063343	0.2472007	0.9999193	0.9992412	0.1226203	0.2369831	0.0000060	0.0029037	0.8763837	0.4020039	0.1795607	0.5806232	0.9999825	0.4037270	0.8367568	0.5368336	0.7926256	0.3083091	0.2072683	0.4527984	0.5886120	0.7760005	0.1269124	0.8969435	0.0170498	0.0919861	0.0003975	0.6638199	0.1218242	0.6645016	0.5998054	0.4199896	0.0677610	0.5514875	0.0456183	0.4693681	0.8127011	0.0372225	0.0140330	0.1369216	0.8487667	0.4956470	0.0847468	0.9784269	0.0335965	0.6177618	0.1959935	0.2266741
0.9999087	0.0288351	0.8940532	0.9943975	0.0498143	0.3684000	0.9512438	0.8541006	0.0000001	0.2014726	0.9862731	0.8191390	0.5086350	0.9997512	0.9669816	0.2577197	0.3174013	0.2347399	0.9222509	0.4693191	0.3544728	0.1088313	0.5902821	0.0532902	0.2388046	0.7621035	0.9900612	0.6223763	0.5999817	0.4919166	1.0000000	0.6337969	0.1485409	0.9001935	0.8370855	0.3081993	0.3207877	0.8776453	0.8144962	0.7087696	0.9951741	0.8795383	0.9131148	0.2270645	0.9553966	0.9848692	0.3070039	0.9999811	0.7976380	0.9878652	0.6577375	0.4540273	0.1292634	0.2502330	0.9999245	0.9993402	0.1226175	0.2371369	0.0002197	0.0121223	0.8772605	0.4148077	0.0061621	0.6209721	0.9999862	0.3997956	0.8561917	0.5392326	0.7912675	0.3182289	0.2072348	0.4562679	0.4294552	0.7731171	0.1283468	0.8774245	0.0183014	0.0921210	0.0003490	0.4753859	0.0977429	0.6645024	0.5998145	0.4200132	0.0298386	0.5514877	0.0401714	0.4692782	0.8092605	0.4801393	0.0136568	0.1369478	0.8595588	0.4954063	0.0847589	0.8672352	0.0351950	0.6256245	0.1958877	0.2266307
0.9999087	0.0288352	0.8940479	0.9940715	0.0509283	0.3724781	0.9644005	0.9642893	0.0285115	0.0000000	0.9862795	0.8212208	0.5095148	0.9997511	0.9668937	0.2576962	0.3170015	0.2128671	0.9221120	0.4693048	0.3615511	0.1021506	0.5908786	0.0532187	0.2386648	0.7621035	0.9900612	0.6223763	0.5999801	0.4919169	1.0000000	0.6337953	0.1485404	0.9001945	0.8370874	0.3081999	0.3207870	0.8776453	0.8144962	0.7087696	0.9951741	0.8780583	0.9076771	0.2270643	0.9553972	0.9848692	0.3070040	0.9999811	0.7975500	0.9878636	0.6581334	0.4560135	0.1318496	0.2507093	0.9999252	0.9993404	0.1226191	0.2371436	0.0002227	0.0151959	0.8772908	0.4141971	0.0060847	0.6299985	0.9999873	0.3992397	0.8599314	0.5394117	0.7911622	0.3186345	0.2072302	0.4566280	0.4899548	0.7687054	0.1304764	0.8752651	0.0183035	0.7843308	0.0003474	0.4519290	0.0977457	0.6645019	0.5998110	0.4200145	0.0298785	0.5514877	0.0484175	0.4692640	0.8076995	0.4826577	0.0136262	0.1369527	0.8607004	0.4493988	0.0847595	0.8602661	0.0352384	0.6252623	0.1958863	0.2266279
