Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
950	0.1713569	0.5461575	0.0389121	0.2639412	0.9965054	0.0941347	0.0030042	0.4158595	0.2591746	0.8205016	0.4762566	0.9152589	0.3396504	0.7003132	0.0330601	0.7525250	0.4266955	0.7255182	0.6751310	0.9743928	0.1243460	0.6643516	0.9760626	0.2787586	0.5493622	0.4030176	0.3780025	0.0386588	0.0942062	0.0157686	0.1310682	0.5854693	0.9674697	0.4991891	0.3310872	0.0080747	0.8589993	0.2124556	0.2155403	0.2052392	0.6796586	0.6648847	0.3253173	0.4987409	0.8807692	0.9697230	0.9139323	0.8225933	0.9491564	0.2832835	0.7724323	0.5248966	0.1792958	0.7301556	0.6119816	0.0869390	0.5703991	0.0639193	0.0002616	0.0605432	0.0862073	0.3706431	0.2557429	0.2220094	0.2446980	0.8515805	0.1967892	0.6755919	0.1441817	0.1588468	0.7289253	0.8480259	0.2342447	0.5543802	0.5162590	0.1156629	0.8727022	0.9588714	0.6679859	0.0002536	0.9987420	0.6828948	0.0229922	0.8052995	0.4837455	0.1169540	0.6655782	0.7793884	0.9564214	0.7048776	0.5026308	0.5410707	0.7431641	0.9449565	0.1150737	0.2684224	0.9906758	0.6755301	0.4758685	0.9693251
1000	0.1533826	0.5689883	0.0388695	0.2651280	0.9964079	0.0955636	0.0032976	0.4167118	0.2592347	0.8210610	0.4772627	0.9113387	0.3157198	0.7191936	0.0331632	0.7507123	0.4248182	0.7168758	0.6624011	0.9759696	0.1248285	0.6576470	0.9756123	0.2801269	0.5665207	0.3905090	0.3762227	0.0381855	0.0819886	0.0157567	0.1292012	0.5854653	0.9672327	0.4936099	0.3330698	0.0080750	0.8622245	0.2092078	0.2138072	0.2006273	0.6821779	0.6599056	0.3233775	0.4988121	0.8799102	0.9677878	0.9117498	0.8137518	0.9602328	0.2607123	0.7900072	0.5221954	0.1750408	0.7350941	0.6105760	0.0813953	0.5841491	0.0618900	0.0002649	0.0609266	0.0860797	0.3634063	0.2478420	0.2263793	0.2375475	0.8490956	0.1808619	0.6858980	0.1263742	0.1672039	0.6919415	0.8369750	0.2258950	0.5914830	0.5154377	0.1148803	0.8706482	0.9551667	0.7200156	0.0001885	0.9988269	0.6815333	0.0231209	0.8148084	0.4794116	0.1119280	0.6655114	0.7689901	0.9532413	0.7038650	0.5026304	0.5405714	0.7239193	0.9499019	0.1230010	0.2638280	0.9863390	0.6748166	0.4602349	0.9686018

0	0.0912196	0.6289059	0.0408069	0.2766497	0.9958714	0.1028982	0.0034446	0.4173410	0.2591385	0.8214127	0.4814781	0.8977893	0.2715880	0.7753368	0.0337171	0.7295981	0.4180134	0.6676838	0.6212837	0.9652796	0.1234195	0.6294963	0.9728485	0.2858493	0.6323384	0.3569702	0.3686851	0.0361948	0.0600739	0.0162084	0.1055346	0.5826924	0.9632968	0.4625560	0.3388817	0.0082159	0.8751843	0.1973459	0.2068121	0.1806504	0.6920154	0.6419056	0.3247406	0.5081611	0.8760907	0.9629553	0.9048998	0.7888445	0.9809168	0.1949820	0.8184836	0.5291436	0.1824410	0.7475933	0.6183471	0.0607362	0.6293737	0.0533320	0.0003302	0.0625870	0.0993277	0.3371669	0.2274782	0.2358043	0.2484039	0.8549328	0.1410289	0.7247843	0.0696575	0.1830375	0.6522759	0.7782689	0.1915580	0.6844752	0.5015696	0.1115020	0.8598046	0.9401804	0.8362082	0.0000721	0.9991014	0.6769366	0.0237005	0.8384555	0.4711885	0.0903706	0.6654491	0.7396131	0.9380632	0.6997704	0.5026292	0.5387208	0.6817273	0.9569576	0.1541202	0.2430041	0.9545049	0.6741747	0.4369342	0.9660232
50	0.0924375	0.5757598	0.6089199	0.1758785	0.8124170	0.1003384	0.0007738	0.3314236	0.0715751	0.8199293	0.5102645	0.9461347	0.2784236	0.7712309	0.0337246	0.7299125	0.4142712	0.6675761	0.6156934	0.9729398	0.0986795	0.6720130	0.2821649	0.4468949	0.4700530	0.3572162	0.3687401	0.0279063	0.6413777	0.0067503	0.6146360	0.6784448	0.9632972	0.4651577	0.3172868	0.0082162	0.8722963	0.2462152	0.6443374	0.1714809	0.6919656	0.6442875	0.3837695	0.5093070	0.8761362	0.9636975	0.9622460	0.7886652	0.9809415	0.2022024	0.8441321	0.7134732	0.2238836	0.8492149	0.4191525	0.0211715	0.8024266	0.0567638	0.0409076	0.0647261	0.0845711	0.3371436	0.2570740	0.2138130	0.1316225	0.6329728	0.1413284	0.7128761	0.0739108	0.2035650	0.7270491	0.8241738	0.2570868	0.7334478	0.7567527	0.0962977	0.8560165	0.8747748	0.7683092	0.0002983	0.9990198	0.6942439	0.2348621	0.8411539	0.4715451	0.4000989	0.6719628	0.7902800	0.9384473	0.6928960	0.5026298	0.8584321	0.6680841	0.9538607	0.2250434	0.2673550	0.9803680	0.6886555	0.4366833	0.9660495
100	0.1098091	0.4572809	0.8164940	0.1177065	0.7796116	0.0971675	0.0001798	0.1711368	0.0508279	0.8017515	0.5753019	0.9610689	0.3601088	0.7279497	0.0337906	0.7340810	0.4123545	0.6692346	0.6049995	0.8267376	0.0850793	0.7450980	0.1280618	0.4714249	0.2954523	0.3678209	0.3711345	0.0263086	0.7340328	0.0058003	0.7288999	0.7169351	0.9639489	0.5232826	0.2352995	0.0082152	0.8470557	0.3379314	0.6505920	0.1560160	0.6905628	0.6624699	0.4137348	0.5094477	0.8764462	0.9646008	0.9733345	0.6681376	0.9781589	0.2763388	0.8547118	0.7965182	0.3297341	0.8565328	0.3855473	0.0142730	0.8735860	0.0766477	0.0550998	0.0734731	0.0788422	0.3352777	0.3332948	0.1717945	0.1166404	0.5689290	0.1402499	0.6536245	0.1166047	0.3011655	0.8809046	0.8593226	0.2957116	0.6896652	0.7776217	0.0321506	0.6842263	0.6340279	0.7306690	0.0137314	0.9964215	0.7247853	0.2634311	0.8475894	0.4763274	0.4782985	0.6826951	0.8139981	0.9392761	0.6580539	0.5026308	0.9227837	0.5803192	0.9437164	0.3681171	0.2840515	0.9919967	0.7065592	0.4350085	0.9666984
150	0.1620728	0.3483003	0.8923718	0.0853864	0.7738206	0.0967364	0.0001009	0.0861236	0.0505214	0.7765361	0.6148464	0.9686275	0.5158857	0.5964733	0.0338557	0.7434580	0.4214331	0.6845964	0.6256834	0.3353140	0.0666093	0.8226690	0.0899478	0.4651664	0.1755864	0.4015034	0.3813469	0.0274691	0.7688583	0.0119052	0.7630617	0.7326835	0.9680995	0.6830550	0.1760006	0.0081926	0.8020095	0.4065626	0.6516447	0.1484762	0.6853527	0.6953042	0.2928664	0.4948166	0.8769372	0.9660524	0.9643049	0.4381160	0.9339844	0.4851400	0.8460473	0.8538229	0.4086673	0.8323509	0.3925080	0.0162718	0.8940039	0.0882104	0.0600112	0.0750394	0.1205304	0.3031087	0.4021984	0.1438122	0.1161905	0.5536526	0.1565876	0.5718332	0.2099471	0.3346848	0.9548442	0.8770780	0.3198819	0.6124407	0.7901465	0.0309352	0.5844675	0.5115110	0.6366965	0.1267741	0.9739471	0.7503125	0.2631060	0.8489621	0.4912481	0.5553249	0.6807446	0.8354846	0.9322871	0.3739223	0.5026313	0.9405921	0.4919809	0.9299853	0.4224281	0.2867693	0.9959846	0.7138043	0.4473335	0.9711668
200	0.2479747	0.2567591	0.9201151	0.0688383	0.7727170	0.0974429	0.0004182	0.0539733	0.0530889	0.7660437	0.6240244	0.9764708	0.5819336	0.4352370	0.0335864	0.7562010	0.4353402	0.7252711	0.7478889	0.1135504	0.0472405	0.8772815	0.0809172	0.4530338	0.1038670	0.4306696	0.4003892	0.0305866	0.8170387	0.0242585	0.7924988	0.7400470	0.9750788	0.8360670	0.1460179	0.0081023	0.7576298	0.4483244	0.6545379	0.1494118	0.6768641	0.7162264	0.1907793	0.4590910	0.8773879	0.9638656	0.9490624	0.4772246	0.6634012	0.7510699	0.8162359	0.8988627	0.4522814	0.8125184	0.4045257	0.0216009	0.8784727	0.0630282	0.0616632	0.0721077	0.1895942	0.2560269	0.4582217	0.1113842	0.0895941	0.5527431	0.2845935	0.4659845	0.2517367	0.3190914	0.9829196	0.8889010	0.3348219	0.6054059	0.8218155	0.0840851	0.5712261	0.4710632	0.4732301	0.2366140	0.9227179	0.7687340	0.2628782	0.8357095	0.5098594	0.6326520	0.6775010	0.8519500	0.9164628	0.2364756	0.5026316	0.9455441	0.4464089	0.9052502	0.4417050	0.2969046	0.9977117	0.6999733	0.4889068	0.9816976
250	0.3361345	0.1884886	0.9302595	0.0609276	0.7724236	0.0986512	0.0012882	0.0431772	0.0550755	0.7609965	0.6186792	0.9830174	0.5824510	0.3510104	0.0330247	0.7710802	0.4477039	0.7842528	0.8911878	0.0390834	0.0324363	0.9084507	0.0800640	0.4422887	0.0679426	0.4453494	0.4236372	0.0347837	0.8527919	0.0331955	0.8238675	0.7445361	0.9808889	0.9234147	0.1285659	0.0079462	0.7243427	0.4720824	0.6595229	0.1542106	0.6721034	0.6636886	0.1670166	0.4185574	0.8759535	0.9527054	0.9516823	0.5823242	0.4461350	0.9097867	0.7925525	0.9206156	0.4919630	0.8039093	0.4100088	0.0295692	0.8499555	0.0397706	0.0622076	0.0665746	0.2308260	0.2430389	0.5010343	0.0830184	0.0552175	0.5385693	0.4560894	0.3635876	0.2103310	0.2908328	0.9912072	0.9017376	0.3196411	0.6661273	0.8497890	0.1064437	0.5706026	0.4630629	0.3183492	0.2851665	0.8672906	0.7799590	0.2649101	0.8079886	0.5149377	0.6814378	0.6763222	0.8621162	0.8716153	0.2113412	0.5026329	0.9466638	0.4049200	0.8797570	0.4520410	0.3149574	0.9984086	0.6877508	0.5324166	0.9875857
300	0.3985262	0.1539690	0.9339688	0.0574215	0.7723659	0.1003291	0.0024482	0.0399080	0.0563637	0.7557715	0.6099554	0.9872534	0.5720555	0.3422310	0.0326855	0.7852233	0.4563727	0.8338326	0.9438268	0.0143928	0.0228173	0.9249684	0.0813497	0.4343972	0.0509397	0.4545880	0.4454387	0.0390268	0.8672872	0.0354381	0.8478626	0.7476724	0.9844206	0.9646239	0.1178431	0.0077789	0.7025650	0.4856433	0.6656685	0.1585142	0.6817251	0.5820198	0.1847649	0.3872099	0.8706600	0.9356617	0.9607388	0.6515918	0.3528178	0.9710878	0.7920329	0.9199070	0.5449219	0.8000717	0.4140237	0.0372863	0.8298591	0.0318124	0.0623849	0.0641224	0.2430874	0.2460336	0.5321523	0.0707844	0.0396036	0.5078173	0.5415146	0.2941297	0.1434795	0.2711403	0.9892835	0.9183118	0.2446738	0.6778983	0.8656221	0.1102305	0.5610183	0.4650083	0.2293932	0.3035899	0.8255662	0.7863639	0.2710506	0.7607276	0.5161675	0.6953640	0.6760226	0.8664417	0.7528472	0.2105582	0.5026410	0.9469478	0.3701164	0.8660135	0.4578782	0.3337322	0.9986326	0.6780488	0.5582259	0.9891851
350	0.4335154	0.1432140	0.9353252	0.0561452	0.7723821	0.1022643	0.0033362	0.0391459	0.0573889	0.7507470	0.6023165	0.9896475	0.5652002	0.3677036	0.0325483	0.7953873	0.4617545	0.8636793	0.9591682	0.0062143	0.0170286	0.9336442	0.0828785	0.4291198	0.0427099	0.4625250	0.4625503	0.0425848	0.8708020	0.0347688	0.8623430	0.7498052	0.9862934	0.9828493	0.1121006	0.0076424	0.6891910	0.4938825	0.6717073	0.1602275	0.7026690	0.5418120	0.2096854	0.3672391	0.8623182	0.9225558	0.9668469	0.6825434	0.3162869	0.9910058	0.8056604	0.9052382	0.5910475	0.7980595	0.4234974	0.0416561	0.8173511	0.0311745	0.0624416	0.0645956	0.2458070	0.2532892	0.5603329	0.0712605	0.0392834	0.4739045	0.5793160	0.2567630	0.0992211	0.2608186	0.9806701	0.9344864	0.1480024	0.6589261	0.8727122	0.1076015	0.5472277	0.4686034	0.1948302	0.3102675	0.8037531	0.7901368	0.2809833	0.7139466	0.5220975	0.6899409	0.6759731	0.8675342	0.6261547	0.2122352	0.5026585	0.9470773	0.3495712	0.8617333	0.4609761	0.3548404	0.9986708	0.6671085	0.5694502	0.9891733
400	0.4510711	0.1414381	0.9358211	0.0560119	0.7723928	0.1041954	0.0036716	0.0391905	0.0583006	0.7464729	0.5967080	0.9909060	0.5628126	0.3927527	0.0324985	0.8012370	0.4649662	0.8791871	0.9634517	0.0035057	0.0137019	0.9383345	0.0841091	0.4258935	0.0384544	0.4696894	0.4745140	0.0452121	0.8709760	0.0336716	0.8700090	0.7511533	0.9872230	0.9907291	0.1095318	0.0075479	0.6810743	0.4993773	0.6767668	0.1596487	0.7222069	0.5287390	0.2275999	0.3559861	0.8546927	0.9177419	0.9697371	0.6923718	0.3038105	0.9971127	0.8199049	0.8881809	0.6139625	0.7975176	0.4369261	0.0428419	0.8051086	0.0340525	0.0624592	0.0657830	0.2491569	0.2604600	0.5833331	0.0771396	0.0453047	0.4461523	0.5953764	0.2394321	0.0792966	0.2557327	0.9714463	0.9463042	0.0839078	0.6287605	0.8752247	0.1024653	0.5381947	0.4717099	0.1873043	0.3126450	0.7971125	0.7925292	0.2892039	0.6858396	0.5295966	0.6795526	0.6759840	0.8676087	0.5581689	0.2139064	0.5026758	0.9471259	0.3398666	0.8615116	0.4624968	0.3713944	0.9986560	0.6563367	0.5736704	0.9887688
450	0.4594227	0.1418750	0.9360025	0.0564380	0.7723822	0.1059261	0.0036692	0.0394812	0.0590880	0.7433233	0.5928414	0.9915354	0.5629202	0.4078165	0.0324813	0.8040969	0.4669546	0.8866193	0.9645586	0.0026086	0.0118579	0.9410180	0.0849580	0.4241049	0.0360511	0.4756891	0.4823674	0.0470075	0.8707919	0.0328449	0.8737787	0.7519488	0.9876673	0.9941075	0.1085673	0.0074888	0.6760048	0.5033339	0.6805650	0.1583051	0.7344426	0.5250381	0.2374262	0.3502171	0.8504697	0.9178498	0.9708212	0.6935443	0.3004417	0.9989699	0.8293977	0.8753747	0.6178725	0.7978534	0.4487705	0.0426002	0.7915184	0.0380224	0.0624643	0.0666224	0.2534402	0.2659534	0.5967325	0.0830230	0.0516855	0.4270104	0.6020979	0.2324470	0.0715766	0.2530975	0.9657284	0.9533314	0.0516720	0.6014669	0.8758691	0.0975763	0.5341940	0.4744534	0.1904568	0.3134829	0.7978165	0.7941459	0.2930210	0.6721535	0.5353525	0.6708704	0.6760057	0.8676344	0.5307999	0.2155273	0.5026860	0.9471200	0.3360906	0.8622115	0.4631693	0.3802336	0.9986405	0.6486168	0.5755887	0.9884650
500	0.4632697	0.1424014	0.9360688	0.0570883	0.7723591	0.1073230	0.0035797	0.0398248	0.0597015	0.7414203	0.5902041	0.9918362	0.5637865	0.4151823	0.0324756	0.8052803	0.4682979	0.8899582	0.9647850	0.0023116	0.0108625	0.9426689	0.0854865	0.4232039	0.0345668	0.4802942	0.4874336	0.0481944	0.8708799	0.0323222	0.8755509	0.7523932	0.9878743	0.9955473	0.1082460	0.0074544	0.6726695	0.5062836	0.6832238	0.1572861	0.7405429	0.5240261	0.2419372	0.3474643	0.8492803	0.9193065	0.9711038	0.6923179	0.2999104	0.9995487	0.8343805	0.8676687	0.6129311	0.7984181	0.4565486	0.0420389	0.7785564	0.0412902	0.0624657	0.0669791	0.2570552	0.2695609	0.6020952	0.0869629	0.0561481	0.4151263	0.6049863	0.2300808	0.0689271	0.2517972	0.9631730	0.9569639	0.0367552	0.5836592	0.8759538	0.0942000	0.5327745	0.4769929	0.1959197	0.3137746	0.8006796	0.7952723	0.2940219	0.6663197	0.5388141	0.6653108	0.6760256	0.8677838	0.5208954	0.2169836	0.5026900	0.9470910	0.3349389	0.8627533	0.4634397	0.3838383	0.9986356	0.6443591	0.5769978	0.9883478
550	0.4649690	0.1501517	0.3630462	0.1346388	0.9558406	0.1097097	0.0256070	0.0738351	0.2494164	0.7371410	0.5579144	0.9673328	0.5702020	0.4182922	0.0324736	0.8053096	0.4766675	0.8912437	0.9670501	0.0022153	0.0147656	0.9432894	0.7489886	0.2496858	0.0384396	0.4836722	0.4907010	0.0650816	0.5751336	0.1011820	0.6144508	0.6606042	0.9879689	0.9960032	0.1242006	0.0074353	0.6716022	0.4803276	0.2906423	0.1655256	0.7436335	0.5237375	0.3953259	0.3459777	0.8495224	0.9203612	0.9066037	0.8368942	0.2999427	0.9997349	0.8120732	0.7035378	0.7121139	0.6162774	0.6994729	0.1325457	0.5239508	0.0484733	0.0218886	0.0665815	0.3233731	0.2719993	0.5481383	0.0994291	0.2994649	0.6315732	0.6065451	0.2177717	0.0602005	0.2106836	0.9620978	0.9589054	0.0278249	0.3971455	0.7163660	0.0892365	0.7666345	0.4814864	0.2626210	0.2970029	0.9189665	0.7825511	0.0806804	0.6641814	0.5497398	0.3873278	0.6758728	0.8360179	0.5696921	0.5970618	0.5028600	0.6178877	0.3820117	0.8762951	0.4539285	0.4347729	0.9986187	0.6310143	0.5783437	0.9883388
600	0.4644481	0.2021557	0.1536094	0.1985307	0.9885940	0.1120235	0.0176275	0.2067187	0.2721450	0.7192368	0.4961301	0.9586156	0.6241749	0.4183023	0.0324717	0.8018138	0.4904491	0.8906039	0.9729412	0.0029036	0.0194861	0.9387649	0.9260567	0.2209357	0.0616240	0.4877776	0.4908391	0.0690084	0.5357810	0.0824777	0.5568658	0.6237666	0.9880067	0.9938314	0.1622769	0.0074252	0.6825863	0.4154833	0.2875884	0.1810864	0.7448866	0.5236017	0.5010153	0.3449986	0.8508328	0.9292039	0.9140351	0.9089279	0.2999395	0.9996982	0.8056004	0.5909979	0.7492777	0.5796498	0.7645533	0.1489624	0.3977416	0.0749464	0.0076864	0.0659824	0.3512400	0.2786179	0.4759281	0.1440319	0.4049565	0.7011909	0.6088901	0.2666586	0.0502162	0.1811761	0.9660403	0.9589108	0.0236558	0.2640392	0.6827869	0.0685783	0.8726790	0.4860215	0.2885531	0.1957604	0.9710311	0.7549496	0.0339131	0.6668837	0.5765743	0.2857334	0.6735611	0.8325339	0.6054021	0.7269691	0.5037020	0.5543474	0.5174901	0.8977589	0.4279390	0.5186137	0.9986083	0.6506143	0.5849564	0.9882729
650	0.4562135	0.2852370	0.0776529	0.2406257	0.9945031	0.1114000	0.0058739	0.3311350	0.2777478	0.7001967	0.4603277	0.9557819	0.7120471	0.4155007	0.0324689	0.7944212	0.4920339	0.8882290	0.9780912	0.0507830	0.0295884	0.9251631	0.9736450	0.2239190	0.1037804	0.4941986	0.4827893	0.0677883	0.5506365	0.0401865	0.5426255	0.6089816	0.9879883	0.9841658	0.1881019	0.0074201	0.7088998	0.3568931	0.2874444	0.1919465	0.7453160	0.5241924	0.5455448	0.3449539	0.8560248	0.9454530	0.9232312	0.9267682	0.2996977	0.9988761	0.7909388	0.5362068	0.6753589	0.5713680	0.7550165	0.1498456	0.3247173	0.0921225	0.0027152	0.0652336	0.3555606	0.3157493	0.4404948	0.1532584	0.4701613	0.7390571	0.6133069	0.3614356	0.0492429	0.1596062	0.9783778	0.9532550	0.0329769	0.2322964	0.6667512	0.0371444	0.8774015	0.4827086	0.2933953	0.0891317	0.9884372	0.7333895	0.0145509	0.6760546	0.5940674	0.2054015	0.6691812	0.8410642	0.6114880	0.7454150	0.5037156	0.5434036	0.6295794	0.9018421	0.4064358	0.5402393	0.9987205	0.6960824	0.6135521	0.9855529
700	0.4301251	0.3469822	0.0512867	0.2633247	0.9956725	0.1087551	0.0017868	0.4051909	0.2818141	0.6901184	0.4496933	0.9551679	0.7789362	0.4123101	0.0324661	0.7865954	0.4830541	0.8851841	0.9800542	0.4096291	0.0437821	0.9029521	0.9854389	0.2309906	0.1560904	0.4976412	0.4658702	0.0633269	0.5671319	0.0195616	0.5340938	0.6030317	0.9878699	0.9661625	0.1961658	0.0074183	0.7412270	0.3166534	0.2828051	0.1984548	0.7449910	0.5311223	0.5623189	0.3465144	0.8639985	0.9578471	0.9270943	0.9310601	0.2993665	0.9938873	0.7638263	0.5165088	0.5830815	0.5703221	0.7136208	0.1475298	0.2850317	0.0997860	0.0009753	0.0644772	0.3439143	0.3453437	0.4296266	0.1425718	0.5049874	0.7775120	0.6031667	0.4716556	0.0580919	0.1429628	0.9885224	0.9443744	0.0740685	0.2369494	0.6577140	0.0183185	0.8736200	0.5096153	0.2893706	0.0348521	0.9945505	0.7205307	0.0097928	0.6828308	0.5930541	0.1581757	0.6653210	0.8530467	0.6070726	0.7409686	0.5031359	0.5424595	0.6848300	0.8930700	0.3985267	0.5242479	0.9989142	0.7368665	0.6582000	0.9749071
750	0.3891982	0.3780640	0.0431742	0.2734459	0.9959829	0.1052330	0.0006507	0.4444514	0.2846388	0.6866715	0.4509936	0.9551532	0.8165136	0.4126401	0.0324668	0.7809656	0.4708002	0.8816288	0.9431560	0.7597410	0.0574163	0.8756951	0.9877071	0.2354521	0.2122118	0.4953475	0.4455217	0.0576536	0.5767680	0.0118582	0.5229290	0.6005934	0.9876343	0.9487194	0.1957735	0.0074196	0.7704993	0.2910678	0.2735013	0.2023506	0.7411721	0.5675356	0.5680644	0.3500115	0.8708850	0.9642708	0.9283617	0.9315929	0.3697726	0.9741107	0.7338734	0.5130005	0.4413454	0.5744571	0.6763312	0.1448518	0.2688965	0.1053581	0.0003673	0.0640438	0.3336462	0.3618366	0.4255136	0.1663498	0.4945234	0.8173505	0.5432759	0.5633639	0.0770078	0.1316572	0.9937726	0.9357781	0.1521341	0.2494749	0.6509448	0.0110969	0.8722829	0.6790859	0.2848494	0.0134071	0.9968278	0.7133027	0.0128373	0.6883902	0.5801653	0.1354030	0.6626791	0.8634711	0.6065332	0.7332897	0.5028107	0.5428145	0.7070492	0.8823956	0.3982646	0.5025879	0.9990802	0.7641663	0.6908697	0.9666236
800	0.3484004	0.3958502	0.0411948	0.2764267	0.9961354	0.1015588	0.0003346	0.4650235	0.2861349	0.6855890	0.4557577	0.9548531	0.8325275	0.4190351	0.0324888	0.7778854	0.4597443	0.8743186	0.8697062	0.9114359	0.0672429	0.8476216	0.9876826	0.2372028	0.2674396	0.4894851	0.4271849	0.0524571	0.5868420	0.0091517	0.5108709	0.5995265	0.9873510	0.9386502	0.1931416	0.0074241	0.7931129	0.2738711	0.2617742	0.2049780	0.7272706	0.6352763	0.5692568	0.3549546	0.8752186	0.9671349	0.9286560	0.9300434	0.5187420	0.9224428	0.7060082	0.5181614	0.2714044	0.6074051	0.6527115	0.1423643	0.2648149	0.1093789	0.0001558	0.0639557	0.3363206	0.3814293	0.3890359	0.2140428	0.4354295	0.8507422	0.4548518	0.6250461	0.1120887	0.1249123	0.9961495	0.9258342	0.2315389	0.2599124	0.6455693	0.0086006	0.8738046	0.7887132	0.2824836	0.0054014	0.9977071	0.7087423	0.0174973	0.6949997	0.5682392	0.1254024	0.6610275	0.8706104	0.6959422	0.7267595	0.5026906	0.5430742	0.7150701	0.8755001	0.4002336	0.4695378	0.9991841	0.7883975	0.7087572	0.9650241
850	0.3149579	0.4092053	0.0408377	0.2757168	0.9962622	0.0982160	0.0002394	0.4757716	0.2868255	0.6847894	0.4605560	0.9535695	0.8321980	0.4376213	0.0325399	0.7763730	0.4510279	0.8630139	0.8250296	0.9674207	0.0728470	0.8216890	0.9873543	0.2374727	0.3192477	0.4828135	0.4130711	0.0484287	0.5974528	0.0081957	0.5016302	0.5989950	0.9871169	0.9356768	0.1898437	0.0074306	0.8095847	0.2606952	0.2502670	0.2077378	0.7058263	0.6814471	0.5682294	0.3598134	0.8775105	0.9684234	0.9284883	0.9256715	0.5947325	0.8306336	0.6814277	0.5276445	0.1809710	0.6503032	0.6393913	0.1396570	0.2664848	0.1114427	0.0000829	0.0642181	0.3492196	0.4110862	0.3504394	0.2264524	0.3844734	0.8731856	0.3834296	0.6629098	0.1650537	0.1274223	0.9972375	0.9132606	0.2843133	0.2684866	0.6421998	0.0076105	0.8769416	0.8347801	0.2838583	0.0024245	0.9980646	0.7051869	0.0213670	0.7031855	0.5595413	0.1219197	0.6600567	0.8748334	0.8228972	0.7218630	0.5026507	0.5431702	0.7153148	0.8738701	0.4029636	0.4303220	0.9992351	0.8050109	0.7173403	0.9672323
900	0.2893322	0.4175949	0.0406678	0.2733566	0.9963823	0.0954038	0.0002066	0.4813152	0.2872026	0.6838333	0.4645275	0.9507526	0.8153525	0.4774980	0.0326015	0.7754475	0.4442463	0.8519686	0.7984240	0.9874354	0.0752904	0.7991739	0.9871684	0.2371822	0.3672002	0.4766928	0.4029328	0.0455353	0.6056920	0.0078272	0.4967555	0.5986949	0.9869814	0.9371344	0.1863907	0.0074372	0.8218290	0.2495097	0.2405601	0.2110551	0.6883113	0.6945778	0.5657363	0.3629766	0.8786511	0.9692794	0.9278749	0.9170176	0.6546877	0.7124227	0.6625678	0.5347367	0.1555414	0.6811025	0.6321811	0.1354491	0.2710790	0.1122991	0.0000579	0.0649078	0.3656481	0.4395886	0.3246234	0.2292916	0.3565017	0.8832820	0.3364965	0.6856609	0.2094597	0.1626936	0.9977698	0.9017278	0.3124475	0.2783236	0.6409292	0.0071029	0.8794455	0.8519538	0.2923301	0.0012936	0.9982254	0.7020384	0.0240528	0.7126818	0.5528286	0.1216744	0.6595151	0.8767704	0.8909318	0.7181614	0.5026378	0.5431583	0.7110751	0.8777633	0.4058995	0.3990142	0.9992456	0.8131812	0.7183131	0.9697591
950	0.2707966	0.4223802	0.0403787	0.2704943	0.9964906	0.0931969	0.0001938	0.4842004	0.2874949	0.6829453	0.4677003	0.9462364	0.7783631	0.5350811	0.0326607	0.7746924	0.4387512	0.8430907	0.7756451	0.9945974	0.0758474	0.7800971	0.9871296	0.2368666	0.4112017	0.4711549	0.3956625	0.0434792	0.6075570	0.0076524	0.4956945	0.5985217	0.9869408	0.9406745	0.1835303	0.0074424	0.8314949	0.2397446	0.2330345	0.2141028	0.6791362	0.6908795	0.5619118	0.3641406	0.8793142	0.9701892	0.9266576	0.9031637	0.7235718	0.5923955	0.6513374	0.5353466	0.1569991	0.7036154	0.6285244	0.1286129	0.2775248	0.1126137	0.0000493	0.0660793	0.3788300	0.4564530	0.3038413	0.2312853	0.3429218	0.8795729	0.3055999	0.6990394	0.2378697	0.2015009	0.9980218	0.8943428	0.3268416	0.2921952	0.6412904	0.0068006	0.8803280	0.8575440	0.3132826	0.0008502	0.9983037	0.6992149	0.0257228	0.7231760	0.5474382	0.1230937	0.6592143	0.8765502	0.9248836	0.7151965	0.5026336	0.5430519	0.7051532	0.8871576	0.4083611	0.3756685	0.9992181	0.8162367	0.7108850	0.9711765
