G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0004288	0.0757853	0.3023940	0.5978478	0.0084214	0.5685699	0.3031125	0.4130245	0.1179112	0.5143956	0.4568875	0.0267418	0.1478812	0.0496823	0.3000510	0.2284006	0.4272274	0.3854488	0.4253702	0.3554338	0.5457089	0.2850550	0.5639606	0.7778958	0.0293190	0.4477207	0.3389399	0.3756033	0.1676978	0.3889352	0.7042327	0.0385506	0.6560782	0.1303167	0.5325629	0.0722178	0.4314387	0.3294629	0.7146927	0.2027557	0.1972566	0.6312342	0.1511421	0.5349521	0.0149212	0.3192679	0.2982759	0.0329597	0.1218723	0.3089894	0.5432706	0.3362113	0.2339517	0.1231973	0.6705631	0.2556303	0.1058006	0.2464496	0.2684357	0.2781453	0.0020058	0.0244284	0.1351713	0.2696429	0.2666268	0.6908297	0.2578876	0.1620481	0.3038635	0.1563075	0.3803868	0.0275434	0.6798310	0.0659513	0.3265437	0.5774531	0.3708229	0.7784837	0.1915007	0.0884101	0.0587399	0.0992344	0.5415467	0.0794302	0.6640077	0.4182710	0.5851699	0.1267445	0.2117803	0.6108183	0.7064143	0.7763824	0.2979103	0.5486730	0.3362507	0.0248959	0.7051893	0.5051977	0.4255732	0.2812908
0.6869390	0.0000000	0.3443457	0.6004851	0.0432533	0.5509946	0.2994391	0.3616277	0.1422067	0.5817645	0.4344760	0.0271175	0.1790370	0.0656046	0.3873728	0.1753986	0.3631362	0.3440767	0.4933303	0.4575158	0.5559578	0.2631726	0.7252368	0.7857928	0.0074015	0.5528640	0.3218827	0.3205558	0.0985812	0.3779255	0.5923833	0.0041050	0.6963414	0.1612264	0.4801536	0.1126353	0.4671356	0.4060341	0.6958000	0.2180532	0.2619969	0.5036083	0.1893340	0.7493625	0.0256583	0.2236615	0.2907590	0.0573541	0.1990633	0.3476200	0.7432044	0.4538892	0.1856573	0.1713598	0.5401650	0.2855421	0.1053903	0.1502895	0.2504217	0.1734933	0.0064414	0.0407070	0.0403889	0.2836213	0.3143604	0.7230899	0.2730051	0.1791082	0.3005798	0.1895885	0.4549213	0.0185438	0.6038752	0.1683258	0.3208402	0.3958430	0.3297387	0.8358991	0.2528710	0.1425358	0.1575708	0.0984830	0.5689323	0.0526576	0.5487275	0.3779356	0.5154379	0.1330990	0.1316290	0.6294768	0.6232803	0.7404980	0.3509812	0.5820367	0.2550589	0.0085132	0.6741050	0.5872679	0.3463234	0.3282089
0.6159502	0.0674591	0.0000000	0.5061678	0.0419543	0.5505720	0.6846327	0.3489919	0.1134041	0.6629709	0.4733189	0.0191385	0.1329021	0.0877975	0.3339085	0.1917257	0.3953339	0.3489983	0.3905610	0.6031673	0.4074173	0.3752378	0.7294207	0.6947927	0.0039189	0.4690245	0.3050793	0.2383558	0.1848811	0.4227348	0.8276317	0.0132069	0.6621368	0.1238303	0.5641821	0.1323326	0.3367514	0.3591007	0.5819282	0.2316710	0.1920273	0.5366601	0.2751962	0.6283422	0.0086807	0.3096971	0.2720256	0.0126248	0.1413839	0.3377831	0.6770857	0.3996421	0.1898835	0.0862130	0.5249741	0.2624468	0.1204639	0.1373894	0.1712311	0.3125178	0.0012835	0.0306266	0.0837343	0.2819406	0.1732316	0.5690967	0.3116767	0.1681654	0.3356925	0.2175770	0.4241992	0.0195004	0.6534909	0.0966756	0.2842532	0.5753646	0.2837060	0.6581107	0.2236269	0.1058908	0.0298521	0.2292329	0.6755608	0.0562111	0.6765724	0.3785110	0.5649594	0.1406424	0.2925245	0.6852539	0.7262536	0.5922121	0.4660253	0.6308298	0.3532471	0.0127781	0.4809526	0.5357422	0.5413046	0.2862217
0.1846089	0.7012066	0.2716687	0.0000000	0.2529088	0.5836329	0.4370932	0.4547672	0.0834631	0.7221731	0.4461708	0.0211909	0.1149047	0.0577701	0.5111081	0.1315598	0.4227689	0.3683961	0.4345334	0.5155315	0.6524295	0.3393629	0.7645400	0.7219076	0.0164655	0.4430222	0.3449833	0.2180697	0.2215230	0.4060537	0.7163029	0.0089840	0.5637498	0.1376195	0.4362973	0.0766567	0.4175992	0.3481755	0.6895692	0.2699745	0.1934673	0.4894212	0.2341556	0.6549080	0.0819860	0.3028518	0.3640426	0.0777323	0.1714020	0.3358173	0.7898253	0.4943547	0.1759089	0.1609537	0.5852187	0.3985685	0.1243225	0.1624977	0.3258091	0.2351228	0.0005205	0.0161816	0.1765294	0.1879488	0.2544389	0.6501157	0.2358439	0.1460532	0.2520098	0.1989937	0.0174340	0.0071383	0.5779885	0.1224091	0.2896787	0.4465888	0.3449974	0.6049034	0.2042809	0.1191206	0.2216671	0.1481541	0.6072669	0.0521633	0.5323797	0.4625866	0.5511896	0.1429131	0.2512502	0.6630936	0.5944219	0.6381893	0.2669440	0.6877914	0.2886837	0.0094684	0.6299262	0.7346518	0.6235889	0.2898944
0.6540438	0.1119850	0.2675192	0.4798797	0.0000000	0.5279653	0.3386200	0.5470661	0.1202980	0.5264722	0.5169729	0.0242320	0.1466955	0.0440780	0.2969780	0.1495408	0.4059895	0.3350259	0.3259306	0.4694176	0.4876602	0.3000866	0.6268863	0.7237564	0.0056223	0.4329043	0.3834376	0.2747240	0.1901623	0.4433070	0.6320895	0.0251923	0.6242540	0.1328492	0.5839736	0.1069776	0.5095581	0.4724649	0.6481216	0.2331772	0.1371592	0.4693713	0.1658171	0.5072832	0.0224649	0.3832926	0.3032599	0.0602964	0.1639910	0.3364637	0.7953267	0.3651773	0.1699137	0.1337441	0.7403491	0.2902575	0.0273549	0.1389253	0.3659389	0.2188279	0.0039575	0.0352431	0.1449215	0.2667326	0.2696896	0.7129624	0.2414331	0.1638347	0.2709102	0.2051106	0.3743492	0.0124047	0.6202633	0.1155077	0.3014348	0.4561792	0.2003244	0.6011294	0.2461596	0.0915171	0.0254197	0.1369239	0.7130153	0.0850682	0.5890332	0.4725448	0.4964105	0.1096985	0.2100776	0.7149593	0.6578057	0.6480622	0.4720688	0.5796413	0.3053791	0.0144324	0.6125280	0.6880675	0.5463804	0.3466987
0.6023809	0.0868586	0.2280542	0.4449375	0.0633485	0.0000000	0.4223575	0.3660432	0.1418151	0.4886949	0.4945507	0.0300651	0.1263827	0.0575756	0.3219475	0.1572406	0.3985020	0.4086603	0.5557466	0.4588817	0.6414607	0.3353124	0.5695091	0.6345894	0.0023147	0.4281466	0.2773037	0.3080132	0.1607960	0.4312350	0.7220838	0.0241816	0.6210706	0.1374633	0.6552844	0.1374727	0.3681122	0.3503042	0.5443907	0.2462937	0.1463619	0.5827304	0.2478476	0.7001150	0.0129638	0.3219437	0.2855091	0.0553161	0.1716710	0.3575921	0.6987209	0.4687731	0.1456784	0.1077294	0.5923654	0.3019266	0.0805859	0.2105482	0.2769658	0.2826769	0.0007914	0.0467442	0.1529500	0.2183100	0.2495429	0.6838283	0.2695153	0.0008328	0.3095733	0.2760985	0.0232475	0.0258854	0.6958967	0.0831534	0.3933335	0.5528664	0.3619770	0.5451274	0.2275911	0.1153155	0.1258452	0.1809476	0.4755780	0.0120892	0.5878761	0.6950295	0.4308156	0.1919560	0.2506210	0.7331987	0.6716891	0.5992787	0.3099320	0.6256949	0.2966779	0.0306952	0.5529034	0.3048481	0.5806829	0.3518825
0.5606521	0.0554567	0.3319253	0.6093141	0.0224447	0.4650984	0.0000000	0.3629361	0.0902519	0.5500668	0.4964883	0.0540040	0.1676840	0.0756652	0.3147867	0.2225021	0.4087912	0.3277983	0.3362869	0.4852578	0.4239814	0.2486226	0.5673924	0.6524975	0.0131931	0.3745815	0.2872042	0.5932040	0.1570766	0.3141901	0.5539714	0.0518086	0.6945050	0.1086115	0.5279643	0.1347846	0.3408963	0.3075902	0.7396589	0.2062635	0.1529358	0.5812531	0.2594208	0.6801303	0.0324128	0.3090869	0.2247110	0.0221237	0.1432777	0.4287842	0.6067189	0.3718105	0.1842001	0.1318798	0.7381201	0.4422445	0.0971188	0.4449686	0.2403141	0.2486020	0.0029381	0.0455049	0.1274983	0.3316235	0.2570898	0.5490561	0.1477994	0.1545403	0.2451556	0.1807556	0.5359509	0.0055180	0.6488503	0.1070774	0.4667117	0.4643966	0.2862066	0.7281019	0.1599352	0.0723429	0.2216157	0.0054088	0.5458460	0.0703174	0.6485893	0.4556363	0.6843397	0.1591816	0.0059511	0.5524351	0.6926457	0.6823002	0.1933472	0.5771104	0.2725322	0.0420724	0.6496523	0.6000743	0.5319303	0.3686639
0.6534487	0.0512032	0.2397462	0.5931704	0.0345825	0.4715614	0.3745273	0.0000000	0.0855969	0.5947386	0.4997377	0.0202852	0.1217487	0.0499869	0.3624774	0.2830662	0.4549579	0.2682228	0.4759732	0.4039714	0.5240766	0.2613008	0.7903527	0.5908329	0.0044711	0.4506399	0.3851395	0.3368681	0.1344601	0.3896625	0.6147418	0.0258670	0.6955947	0.1425584	0.5675356	0.0599554	0.3212466	0.4147020	0.6259433	0.2578365	0.1647071	0.5300204	0.2304377	0.6603672	0.0259862	0.2501970	0.3220784	0.0891684	0.1833373	0.3340388	0.5744886	0.4291505	0.0432652	0.1456808	0.5942609	0.2762518	0.6494082	0.1570829	0.1791236	0.2718892	0.0073903	0.0345955	0.1242709	0.2370469	0.2271509	0.6092802	0.2187356	0.5803826	0.2618394	0.0062904	0.6001264	0.1967362	0.6859896	0.4130429	0.3703980	0.6904050	0.2876799	0.6199240	0.2066181	0.1040978	0.0450837	0.1580078	0.5608880	0.3648446	0.5850990	0.5097915	0.6628831	0.1859562	0.1754087	0.6102824	0.5079989	0.6788878	0.2615177	0.6261991	0.2480416	0.0250937	0.6533006	0.6688100	0.5765625	0.3769271
0.6865406	0.0973456	0.2984793	0.6273464	0.0395216	0.5430011	0.3576889	0.1096019	0.0000000	0.5151531	0.4614145	0.0308708	0.1514368	0.0490495	0.2310218	0.1896602	0.4453051	0.3346579	0.5031324	0.5226780	0.5831568	0.3188448	0.5948440	0.6390442	0.0075757	0.4719815	0.3257305	0.2770153	0.1551987	0.4162910	0.5668423	0.0132312	0.5928381	0.1700715	0.5634673	0.1097541	0.3496868	0.4169007	0.5039902	0.2902520	0.1937017	0.5671432	0.1581226	0.6346760	0.0209098	0.2165623	0.2106211	0.0155604	0.1533833	0.2965836	0.6379891	0.4718701	0.1803448	0.0485023	0.6496872	0.2530702	0.2642034	0.1564644	0.1965274	0.3008177	0.0036879	0.0673910	0.1116641	0.3256688	0.2594783	0.6708006	0.2847441	0.3106183	0.3628406	0.1135384	0.4240364	0.0743603	0.6165396	0.5144318	0.3229571	0.6974765	0.2396243	0.6032410	0.2335127	0.0515812	0.0347964	0.1093691	0.5271690	0.4473197	0.6722530	0.4393438	0.5701786	0.1513650	0.1486387	0.6820086	0.6421810	0.7373574	0.3269325	0.6373839	0.3523142	0.0507322	0.7316767	0.5345297	0.6521675	0.3142884
0.6315550	0.0867599	0.2300312	0.4117027	0.0351079	0.4525731	0.4519897	0.3940148	0.3699792	0.0000000	0.4987860	0.0253020	0.2093171	0.0823376	0.3581395	0.2302842	0.3086604	0.3766647	0.4623852	0.4188551	0.5233742	0.4280540	0.6543531	0.7151148	0.0023433	0.4997303	0.1792635	0.2584086	0.0873439	0.3645016	0.6084513	0.0064431	0.3802149	0.3750055	0.5650558	0.1788666	0.3301486	0.3915632	0.6944141	0.1902333	0.1839707	0.4658650	0.1527456	0.6769413	0.0295011	0.2218691	0.1422911	0.0257499	0.1538917	0.3951375	0.6290070	0.4446594	0.2606313	0.1005282	0.6381696	0.0790220	0.1180192	0.1423889	0.1952568	0.1634907	0.0011361	0.0380111	0.0687312	0.2286252	0.2321553	0.6286545	0.2955181	0.1594410	0.1726128	0.1393797	0.3873676	0.0102593	0.4947815	0.1589721	0.3464631	0.4648481	0.2687990	0.6057222	0.3929240	0.0612009	0.0452443	0.1094396	0.7292435	0.0232428	0.6670373	0.4302020	0.5945379	0.1244781	0.1558894	0.5963498	0.5349630	0.5613623	0.1500930	0.6662265	0.2353746	0.0241359	0.5491683	0.5150042	0.5723053	0.2748050
