Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
100	0.9518967	0.3270847	0.8116563	1.0256769	0.6986003	0.6471061	0.6953671	0.7282351	0.8594660	0.2962127	0.7816958	0.6644082	0.6700333	0.5839482	0.8732856	0.0942876	0.7864474	0.0315061	0.2789409	0.2727203	0.2827406	0.6450123	0.1342726	0.2995303	0.0347892	0.9501532	0.8375992	0.1801467	0.8003013	0.4686503	0.0499877	0.1712602	0.1453863	0.4579195	0.3055392	0.4544266	0.6742531	0.3632381	0.3711065	0.3189826	0.2326919	0.9243155	0.0077238	0.5373140	0.1394946	1.0222189	0.1071324	0.9009858	0.1087529	1.0993897	0.6633976	0.9849543	0.8540826	1.0552389	0.4484026	0.4057879	0.9870230	0.7976915	0.8843267	0.7965810	0.5802764	0.0190702	0.1607430	0.9883006	0.3464089	0.0540765	0.6036367	0.3306425	0.4827913	0.0383807	0.0267353	0.8916617	0.9965435	0.3884510	0.7535280	0.0167443	0.9160698	0.2315373	0.8406099	0.7033717	0.6203945	0.5208951	0.9390521	0.3294512	0.0149628	0.9428561	0.5128540	0.1635861	0.9264987	0.7180802	0.5304837	0.3350955	0.9085288	0.1517734	0.5957954	0.3758759	0.4410927	0.1801714	0.8978312	0.8516641
150	0.9054759	0.3266469	0.7791634	0.9880641	0.8346428	0.7722990	0.7249695	0.7500309	0.8005146	0.2933925	0.8126724	0.6491999	0.6511899	0.7565297	0.8830710	0.1081818	0.4832715	0.0197563	0.2757273	0.2838845	0.3152506	0.6733947	0.1278960	0.3042339	0.0254485	0.9688893	0.8021784	0.2094835	0.7223651	0.4297531	0.0672518	0.1174151	0.2188799	0.4181935	0.0756416	0.4458035	0.6579152	0.3518374	0.3361511	0.3689355	0.4681438	0.9797630	0.0066311	0.7241764	0.0761883	0.9535810	0.0775721	0.9431783	0.1344882	1.0454829	0.6967986	0.9154458	0.9543997	0.9486660	0.4569832	0.4543345	1.0412594	0.8320086	0.8325455	0.8636218	0.6914786	0.0144147	0.1513450	0.9957846	0.1375514	0.1084415	0.6346144	0.2875318	0.6019315	0.0744710	0.0568063	0.8855832	0.8910894	0.3470371	0.7443478	0.0280170	0.8697583	0.2166216	0.7520810	0.6778505	0.6528128	0.5101858	0.8715938	0.4327792	0.0140469	0.8093954	0.4876827	0.1267405	0.9512544	0.6525435	0.4678898	0.3435521	0.8965205	0.2049894	0.6916357	0.3895344	0.3684733	0.1638965	0.8544287	0.8243115
200	0.9178727	0.2597895	0.8266925	1.0296189	0.8391737	0.9213207	0.7027384	0.6314162	0.8386338	0.2884673	0.7383502	0.7037454	0.6432712	0.8529759	0.9323050	0.1599607	0.3484079	0.0209196	0.2892274	0.2425728	0.3225948	0.5630153	0.1033999	0.2470022	0.0219920	0.9614248	0.8152771	0.2242722	0.7307962	0.4983600	0.0470074	0.0880488	0.2171663	0.3557250	0.0541028	0.3346529	0.7136850	0.3509800	0.3127353	0.4434177	0.5526965	0.9504821	0.0019517	0.8607469	0.0876741	0.9661768	0.0685127	0.8370686	0.1879937	1.0327648	0.6529321	1.0502723	0.9111444	0.9792970	0.4496903	0.4809568	0.9889001	0.7633903	0.8736749	0.7943785	0.6535010	0.0162785	0.1815849	0.9760479	0.0711739	0.1192408	0.5823882	0.2952272	0.6747358	0.0884294	0.0990654	0.9078470	0.8901190	0.3290487	0.7795999	0.0205849	0.8951455	0.1899617	0.8507637	0.7021578	0.7053540	0.5622691	0.8740284	0.5137036	0.0219549	0.7447119	0.4183791	0.1464026	1.0315690	0.7055140	0.4303343	0.3101010	1.0424828	0.1792003	0.7797615	0.3863066	0.3971383	0.1859479	0.8848240	0.8183373
250	0.9564756	0.2148907	0.7863676	1.0644655	0.8617546	0.8873129	0.7484160	0.6313582	0.8067687	0.3270436	0.7785629	0.7203449	0.6638461	0.8047695	0.9318266	0.2589114	0.2903575	0.0284981	0.2717055	0.2657252	0.3542234	0.6272204	0.1344276	0.2776510	0.0190518	0.9295917	0.7573349	0.2176343	0.7917626	0.4702534	0.0323433	0.0526231	0.2170150	0.3631637	0.0680206	0.2286537	0.6918045	0.3575531	0.4054999	0.5112690	0.5792538	0.9586061	0.0021290	0.8564659	0.0598777	0.9620407	0.0406237	0.7670259	0.1423618	0.9618617	0.5963388	1.0387847	0.8410214	1.0650945	0.3993321	0.4474802	0.9634713	0.7679104	0.8730226	0.8334992	0.7551669	0.0109317	0.1688943	0.9541587	0.0372193	0.1467065	0.5679137	0.3186225	0.6745741	0.1188127	0.1142579	0.8979361	0.9391231	0.3525732	0.7895075	0.0263706	0.8979954	0.2137543	0.9387970	0.6665262	0.6993397	0.5957217	0.9057496	0.4918899	0.0293692	0.6296060	0.3964200	0.1443487	1.0263797	0.7458414	0.3799456	0.1980497	0.9701514	0.2618178	0.9969839	0.4365590	0.4255399	0.1747109	0.9563022	0.8438962
300	1.0056433	0.3030284	0.7666866	1.0595886	0.9249502	0.8496769	0.6995646	0.6204639	0.8286421	0.3904062	0.8502650	0.6492773	0.5622226	0.8665309	0.8397360	0.4142093	0.3168514	0.0365152	0.2809997	0.2917950	0.3602324	0.6061297	0.1545845	0.2887404	0.0341526	0.9128620	0.7885019	0.2004344	0.7750106	0.4654943	0.0270010	0.0542171	0.2605862	0.4140871	0.2159879	0.1989074	0.6006212	0.2937026	0.5552940	0.5183703	0.6015096	0.9546352	0.0013413	0.9546744	0.0828999	1.0089971	0.0146119	0.9034733	0.1129218	0.9174830	0.6572824	0.9727587	0.8681215	1.0030788	0.4454345	0.4852540	0.9710515	0.7661417	0.8773872	0.8739253	0.6769932	0.0154674	0.1411301	0.9733844	0.0369006	0.2098882	0.6274855	0.3165763	0.5798372	0.1279847	0.1247275	0.9004701	0.8938011	0.4043865	0.8706380	0.0244558	0.9970596	0.1997574	0.8643353	0.7040840	0.6990343	0.5860989	0.8639192	0.5141094	0.0484740	0.6368547	0.4106649	0.1431398	0.9908952	0.7447338	0.3685362	0.2031319	1.0356997	0.2111149	0.8600534	0.4714280	0.3970188	0.0965130	0.8538663	0.7807057
350	1.0569188	0.6302776	0.7677351	1.0503981	0.8887975	0.8798145	0.7566860	0.5848475	0.7633591	0.3402122	0.8860231	0.5676213	0.5514754	0.8651634	0.8208641	0.4264776	0.3265144	0.0371008	0.3022254	0.3492773	0.2966912	0.5841515	0.1401284	0.3460916	0.0233240	1.0155336	0.7813027	0.2290432	0.8791277	0.5231131	0.0184138	0.0566254	0.2158846	0.3935680	0.3956409	0.1644893	0.6076781	0.2230772	0.5488724	0.5434940	0.5848994	0.9150832	0.0003742	0.9367129	0.0637277	0.9933683	0.0133728	0.8279743	0.1107006	0.9173024	0.6005572	0.9614067	0.9656122	0.9358954	0.4294804	0.5982069	0.9902184	0.8345609	0.9458271	0.8027801	0.7199053	0.0140120	0.1065145	1.0229593	0.0242163	0.2136588	0.6333904	0.2683943	0.7061008	0.0886688	0.1145116	0.8810808	0.8593746	0.4069100	0.7813522	0.0191189	0.9093177	0.1973680	0.9165247	0.7426110	0.7765722	0.5493401	0.9020155	0.5460844	0.0258910	0.5347842	0.4166864	0.1166011	0.9007737	0.7341301	0.3474739	0.1781470	0.9589531	0.1995150	0.9014861	0.4597302	0.4408476	0.1225530	0.9260349	0.8466615
400	1.0145932	0.8982078	0.8110234	0.9886775	0.8732300	0.8587242	0.6610234	0.5642628	0.7592770	0.3301796	0.9076117	0.6107594	0.5595708	0.7570690	0.7767718	0.4240167	0.2972179	0.0191769	0.2395217	0.2851957	0.2942113	0.5570446	0.0942266	0.2873885	0.0424437	0.9479266	0.8957689	0.1888743	0.7723865	0.4460637	0.0160487	0.0740920	0.2175666	0.4351160	0.4981142	0.1500276	0.5586745	0.1730570	0.6577431	0.6271854	0.5635031	0.9458052	0.0006384	0.9437695	0.0507564	0.9736332	0.0066798	0.9292066	0.0966950	1.0156530	0.5834425	0.9076980	0.9009127	0.9336610	0.4494406	0.6446017	0.9328762	0.7553040	0.8743505	0.8147571	0.7035893	0.0167396	0.1041548	0.9672020	0.0511863	0.2119721	0.5993920	0.2951634	0.6789599	0.1195266	0.0971204	0.8891570	0.9300065	0.3619810	0.7879711	0.0251475	0.8540033	0.1899811	0.8428712	0.7234301	0.6841503	0.5220204	0.9441560	0.5217584	0.0249704	0.5438124	0.4075581	0.1116980	1.0196917	0.7655358	0.3066905	0.1813975	1.0284579	0.3028681	0.8039034	0.4547228	0.3890321	0.1100773	1.0632501	0.8940702
450	0.9928777	0.9951333	0.7843705	0.9521808	0.8608612	0.8720614	0.7105573	0.5584425	0.7130313	0.2956528	0.8112358	0.5648070	0.5898763	0.7339615	0.8777505	0.3897020	0.2552864	0.0241022	0.2519765	0.1987214	0.3421791	0.5068543	0.0929715	0.2968427	0.0244752	0.9477354	0.7644949	0.1917021	0.8514128	0.4745078	0.0237464	0.0695764	0.2087476	0.4529978	0.5991850	0.1685950	0.5913704	0.1656276	0.6272218	0.5809013	0.5612612	0.9520193	0.0016122	0.9564626	0.0721304	0.9620143	0.0090703	0.8490303	0.1462381	0.9370354	0.6469193	0.8663658	0.9197073	0.9507962	0.4033868	0.5128170	0.8749239	0.7163497	0.9665356	0.8771448	0.6514446	0.0131230	0.0970918	1.0071307	0.0611567	0.1978603	0.5578588	0.2535592	0.6406555	0.1390170	0.0831614	0.9065433	0.9217998	0.3787931	0.7820953	0.0186270	0.8002038	0.2574216	0.8232228	0.8242160	0.6878446	0.4832843	0.8740297	0.4724143	0.0288986	0.6031160	0.4181193	0.1517141	1.0139495	0.7320007	0.2863586	0.1986620	1.0267140	0.3100575	0.7637527	0.4017772	0.3738740	0.0938488	0.9174251	0.8701467
500	1.0093820	0.9791798	0.7725252	0.9886607	0.8866266	0.8770619	0.7311267	0.5338348	0.6856143	0.3009545	0.7537492	0.5498581	0.5501282	0.7096492	0.8479935	0.4529232	0.2354408	0.0195547	0.2590934	0.2555141	0.2678103	0.5346983	0.0822187	0.3139402	0.0302128	0.8370578	0.8508592	0.2115322	0.8586164	0.4635476	0.0277668	0.0952811	0.2186627	0.4976500	0.5676837	0.1774163	0.5952522	0.1670668	0.6513116	0.5740110	0.6325701	1.0357674	0.0018010	0.8998206	0.0710445	0.9921764	0.0050119	0.9704319	0.1439223	0.9890067	0.6559074	0.9518454	0.9152883	0.9208546	0.3735198	0.4058612	0.9363314	0.6257968	0.9197247	0.8635188	0.6421672	0.0287940	0.1200218	0.9767875	0.0487560	0.1861391	0.6370500	0.2099279	0.5964996	0.1185322	0.1053349	0.8856213	0.8519113	0.4078533	0.7639814	0.0170501	0.8457918	0.2330771	0.8503746	0.8042808	0.7274979	0.4946191	0.8754350	0.4235441	0.0251011	0.5563811	0.4391859	0.1673950	0.9517266	0.7763750	0.2770236	0.2023834	1.0599026	0.3915055	0.8337189	0.4322500	0.3768678	0.1172973	0.7796450	0.8939929
550	0.9930265	0.9714768	0.7850306	0.9639993	0.9777681	0.8949561	0.7179533	0.4965161	0.8136000	0.2562593	0.7942568	0.5037140	0.5434248	0.7166493	0.4168344	0.5504021	0.2206706	0.0237783	0.3032480	0.2268206	0.2267991	0.4878139	0.2189878	0.3388093	0.0337746	0.8560017	0.1407992	0.1669583	0.8274220	0.5486971	0.0239724	0.0930928	0.2690902	0.3596689	0.5127944	0.1872738	0.7079005	0.2654231	0.5432951	0.6579824	0.6502208	0.9843048	0.0619059	0.9032577	0.0771910	1.0341824	0.0067848	0.8259836	0.1277904	1.0047873	0.5799290	0.8355752	0.9559371	0.9537683	0.2836963	0.4285809	0.9495433	0.4698917	0.8827919	0.9337173	0.6750398	0.0237470	0.0965916	1.0151067	0.0766591	0.1717744	0.6280614	0.2704300	0.6984668	0.1546980	0.0893299	0.8293506	0.7017784	0.3757075	0.6978399	0.0275482	0.9338387	0.1999895	0.9057348	0.7934019	0.3577138	0.5476254	0.8589292	0.4385298	0.0372605	0.5186309	0.7021736	0.8626228	1.0476773	0.7617469	0.5669967	0.0538176	0.7741763	0.3107676	0.8514482	0.4141403	0.3461575	0.7465690	0.8700883	0.7405911
600	0.9906436	1.0194143	0.8206382	0.8541527	0.8328555	0.7457514	0.7019367	0.5744635	0.7351562	0.2585347	0.7320335	0.4720074	0.5086650	0.6604722	0.4218011	0.6553514	0.2342400	0.0354968	0.2703358	0.1848742	0.2414328	0.4916342	0.2754170	0.3919631	0.0271756	0.9016624	0.1419127	0.1829608	0.8077927	0.6362604	0.0268282	0.0452034	0.1985166	0.2703598	0.6648612	0.1192944	0.6375352	0.3600990	0.5068557	0.6270853	0.5647463	0.9651750	0.0511733	0.9710855	0.0886263	1.0312774	0.0088480	0.7764631	0.1295308	0.9459313	0.6113730	0.8902787	0.9753787	0.9704819	0.2440601	0.3507398	0.9664489	0.4410322	0.9130587	1.0022336	0.5981518	0.0095079	0.1151508	0.9604599	0.0867587	0.1719412	0.6088511	0.3411568	0.6100902	0.1764492	0.0752343	0.9303555	0.7272167	0.3951354	0.6304891	0.0654227	0.8535592	0.1753935	0.8509975	0.7957534	0.2440665	0.4923284	0.8210696	0.4534959	0.0279673	0.5203119	0.8060562	0.9589303	1.0235078	0.7084795	0.7246814	0.0296845	0.7515768	0.3447551	0.7568341	0.4545671	0.3353647	0.9602375	0.7725949	0.5918377
650	1.0093738	1.0474265	0.8274752	0.9458608	0.7463003	0.6285507	0.7702674	0.5413629	0.7927834	0.2636648	0.8200953	0.5521155	0.5592101	0.6975655	0.5001885	0.6740177	0.2657388	0.0198622	0.2520192	0.2140355	0.2169511	0.5001012	0.2477466	0.4171942	0.0268105	0.9170524	0.1626658	0.1874955	0.7887539	0.6448778	0.0291462	0.0483349	0.2037062	0.2475455	0.8031629	0.1184560	0.7201072	0.3544921	0.6182446	0.6041950	0.5509359	1.0040261	0.0568834	0.9961297	0.0833863	0.9940114	0.0045007	0.7731323	0.1521778	0.9515426	0.6439568	0.9603081	0.9035482	0.9484294	0.2361035	0.3789317	0.9608378	0.4667305	0.9721689	0.8345913	0.5768273	0.0124983	0.1094512	1.0032776	0.0685924	0.1857866	0.5893106	0.4521589	0.6632138	0.1357727	0.0614787	0.9195701	0.8293618	0.3821755	0.6625274	0.0606785	0.8629195	0.1495866	0.8686966	0.8391203	0.2659634	0.6124780	0.8639137	0.4700016	0.0285513	0.5846886	0.8742393	0.9671068	1.0177157	0.7782819	0.6791342	0.0312650	0.7338906	0.3990494	0.8399492	0.4010347	0.3972800	0.9748073	0.7728857	0.5935152
700	0.9496726	0.9717070	0.8691286	0.9952674	0.6892224	0.5875699	0.7238252	0.4871888	0.8045692	0.3186798	0.7873250	0.5014591	0.4464737	0.6949934	0.5835641	0.5607080	0.2485714	0.0202775	0.2777750	0.2282019	0.2258895	0.4562100	0.2361933	0.3516662	0.0298717	0.9696988	0.1519296	0.2259074	0.8596387	0.6506973	0.0263458	0.1125817	0.1956855	0.2515305	0.8672375	0.1027404	0.6375653	0.3888584	0.6428470	0.6785534	0.5357883	0.8584528	0.0428028	1.0460993	0.0628517	0.9732793	0.0103266	0.8650871	0.1419933	0.9414575	0.6815147	0.8742172	0.8371659	0.9743636	0.2407943	0.4480764	1.0319620	0.3786224	0.8510525	0.8119881	0.5449941	0.0221783	0.1186035	1.0794094	0.0760964	0.1920394	0.4639526	0.4912063	0.6322227	0.1099787	0.0441589	0.8955703	0.8970102	0.3242009	0.6694410	0.0527260	0.8721093	0.1559660	0.8997499	0.7655967	0.2349181	0.5825350	0.8679637	0.5324032	0.0096330	0.4691479	0.9556945	0.8443212	1.0289075	0.7860835	0.7202291	0.0182726	0.6868832	0.3194315	0.7524224	0.3841156	0.3690702	1.0043160	0.8589225	0.5445006
750	1.0566170	1.0327023	0.8068569	1.0338375	0.7803071	0.6905829	0.8063953	0.5437451	0.7637979	0.3275847	0.7800752	0.3962706	0.4909795	0.7133434	0.5632714	0.7020341	0.2664351	0.0064109	0.2750486	0.2299339	0.2223488	0.4683744	0.1604409	0.3689024	0.0101067	0.8725907	0.1604960	0.2052769	0.8624433	0.7526988	0.0242736	0.0991947	0.1959833	0.2042905	0.9479295	0.0515206	0.6823744	0.4228576	0.5967983	0.6664172	0.5964055	0.8586859	0.0509978	0.9394769	0.0970300	0.9335418	0.0161236	0.7403545	0.1414358	0.8894017	0.6118967	0.9743639	0.9425076	0.9730206	0.2684443	0.4656210	0.9835492	0.4918168	0.8359110	0.8599345	0.6029002	0.0143550	0.0869404	1.0346578	0.0341223	0.2160796	0.4544657	0.5262940	0.5978079	0.1356122	0.0252586	0.8664134	0.9188659	0.3729767	0.6375645	0.0708181	0.8239972	0.1840887	0.8986392	0.8351012	0.3093392	0.6111559	0.8371359	0.6282863	0.0121747	0.5668628	0.9291383	0.9112431	0.9702190	0.7068271	0.7008722	0.0237714	0.6684847	0.3124941	0.7407212	0.4969619	0.3334899	1.0086179	0.8126247	0.5953070
800	0.9366803	0.9730826	0.8278307	1.0499374	0.7859261	0.6895099	0.6121329	0.4772684	0.7272196	0.3595302	0.8036822	0.4753335	0.5452326	0.7044253	0.5211268	0.5355109	0.2690542	0.0066812	0.3232103	0.2480997	0.2366904	0.5218076	0.1715727	0.3681817	0.0198073	0.8661656	0.1032531	0.2014837	0.8916609	0.7291349	0.0277583	0.1500812	0.2216836	0.2382343	1.0538818	0.0350752	0.6168782	0.3821763	0.5396076	0.5502083	0.5769394	0.9883380	0.0529069	1.0160196	0.1051213	1.0110322	0.0120393	0.7305139	0.1716258	0.9638827	0.5634314	0.8350442	0.8159902	0.9535276	0.2359946	0.4171938	0.8868922	0.4641590	0.9315388	0.8566858	0.5525337	0.0136218	0.0763837	0.9645653	0.0247116	0.1853487	0.5200149	0.5885664	0.6562426	0.1408236	0.0207546	0.9279006	0.9169470	0.3451821	0.5919716	0.0808378	0.8373006	0.1782718	0.8687939	0.8314875	0.2623364	0.6318634	0.8496748	0.5646672	0.0090902	0.5461979	0.8997007	0.9336713	1.0169185	0.7175859	0.6520500	0.0273352	0.6719452	0.3424335	0.7638856	0.4577864	0.4050834	0.9693344	0.7584734	0.5977195
850	0.8842200	1.0023349	0.7972570	1.0481822	0.8277553	0.6858317	0.6712996	0.4761580	0.8210429	0.3213760	0.8347917	0.4740844	0.5003569	0.7649603	0.5409965	0.5550955	0.2455591	0.0133938	0.2765021	0.2198427	0.2542247	0.4772509	0.1831248	0.3842347	0.0260213	0.8779680	0.1171502	0.2012950	0.8764861	0.6645948	0.0349871	0.1158071	0.1664285	0.2522552	0.9987240	0.0174914	0.6538756	0.4220364	0.4945364	0.6125117	0.5215414	0.8883780	0.0865533	1.0039397	0.0739828	1.0141211	0.0124514	0.7278083	0.1561417	0.9819112	0.6093302	0.9390284	0.8876611	0.9693622	0.2500538	0.4109808	0.8978405	0.4703923	0.8645820	0.8789961	0.5254719	0.0215984	0.0691358	1.0279843	0.0473977	0.1426377	0.4204554	0.6017029	0.6846393	0.1722634	0.0324541	0.9425983	0.9231289	0.3443012	0.6036717	0.1524767	0.7377385	0.1991452	0.8707901	0.7550796	0.2724337	0.5500962	0.8604688	0.5692944	0.0172376	0.5591514	0.9210309	0.8180275	1.0815428	0.7149708	0.6771518	0.0091339	0.6815949	0.2963576	0.8228044	0.4825468	0.3670792	1.0246524	0.8011220	0.5939120
900	0.8956913	1.0249069	0.7470231	0.9917238	0.7809887	0.7544536	0.6133663	0.4626084	0.7805601	0.3535098	0.7493127	0.4427225	0.4005112	0.7609146	0.4432937	0.6327582	0.2681590	0.0157775	0.2922884	0.2421615	0.2188014	0.4683549	0.2027387	0.3602238	0.0271347	0.9281474	0.1499379	0.1625236	0.8861554	0.7142360	0.0332683	0.1004999	0.2091110	0.2746511	0.9756032	0.0057520	0.6198883	0.4096437	0.4694059	0.5655679	0.5405033	0.9300118	0.0706197	0.9677084	0.0555335	1.0340827	0.0205975	0.7052264	0.0990747	0.9789495	0.6151477	0.8804276	0.9032586	0.9169289	0.2557205	0.4145223	0.9550212	0.4484644	0.9015693	0.8898611	0.4703363	0.0244976	0.0551682	0.9179377	0.0450598	0.1735349	0.4035629	0.6261585	0.5962662	0.1546587	0.0163212	0.9271691	0.8854957	0.3527374	0.6822786	0.2049460	0.7361126	0.1977711	0.8749986	0.8065786	0.3054036	0.6192092	0.8238494	0.5492807	0.0196860	0.6021351	0.8906091	0.7598401	1.0319921	0.7898101	0.7456203	0.0167373	0.6315419	0.2997417	0.8218736	0.3736099	0.4133245	1.0412507	0.8102623	0.5755232
950	0.9918447	0.9758569	0.7278947	1.0042980	0.7429407	0.6860401	0.7562548	0.5331993	0.7559960	0.3368187	0.7915654	0.3508221	0.4347336	0.7297620	0.4782686	0.5687299	0.2841430	0.0126954	0.2972111	0.2250127	0.1960732	0.5064971	0.2379646	0.4062855	0.0203553	0.8485585	0.1682615	0.1967733	0.8307575	0.7005410	0.0288926	0.0817887	0.1610093	0.3061004	0.9112179	0.0101061	0.5284979	0.4750545	0.4678533	0.6002034	0.6028145	0.9358907	0.0466943	0.9085382	0.1135870	1.0014478	0.0168798	0.7605174	0.0946004	1.0047531	0.5877667	0.9485225	0.8943465	0.9970670	0.2076423	0.3236649	0.9122226	0.5120085	0.8451391	0.7881163	0.5563606	0.0395157	0.0640519	0.9320565	0.1366285	0.1544498	0.3771369	0.5475612	0.5439697	0.1611190	0.0043762	0.9945485	0.9154538	0.3390197	0.6532844	0.1547396	0.7913677	0.1703943	0.7573019	0.7450818	0.2216914	0.4873812	0.8274519	0.5869655	0.0179660	0.5492479	0.9542468	0.7798976	0.9960703	0.7627582	0.6916946	0.0126759	0.6398840	0.3841109	0.7747439	0.4157982	0.3685107	0.9700240	0.8759746	0.5965773
1000	0.9509447	1.0510052	0.7715629	0.9804320	0.7667483	0.6047042	0.7489130	0.5658791	0.7016941	0.3686850	0.6856484	0.2828145	0.4527861	0.8634374	0.5757888	0.5512107	0.2781867	0.0186303	0.2680839	0.2071735	0.1864843	0.4145588	0.1803991	0.5162825	0.0208829	0.8822111	0.1419942	0.2579873	0.8693295	0.6466248	0.0250642	0.1262117	0.1739691	0.3432645	0.9800102	0.0029245	0.6394336	0.4733902	0.5537816	0.5806477	0.6048309	0.9686315	0.0541681	0.9635749	0.0845121	0.9794592	0.0194769	0.8263319	0.1408887	0.9157887	0.5145380	1.0035332	0.9177307	1.0022130	0.2429416	0.3896725	0.9573964	0.4225451	0.8889529	0.7958307	0.5920074	0.0197306	0.0635622	0.9442551	0.1526239	0.1337968	0.3545575	0.5608056	0.5841631	0.1422272	0.0049136	0.9891769	0.8709726	0.3668158	0.5829845	0.1112422	0.8633662	0.1635575	0.8760487	0.8129173	0.3046819	0.5907317	0.8720014	0.6790828	0.0091241	0.6106419	0.9148197	0.8769642	1.1131818	0.8375962	0.6267353	0.0154069	0.6463878	0.3910097	0.7455010	0.3645903	0.3576550	1.0133311	0.8363170	0.5799422

0	0.9332762	0.4344039	0.7554114	0.5732191	0.1039706	0.5671353	0.7822723	0.7362823	0.7850069	0.3403568	0.8698171	0.6595116	0.6011234	0.3356337	0.0742460	0.1104477	0.9964412	0.0345383	0.3308682	0.2131819	0.3256352	0.6435328	0.3006082	0.2674340	0.0362710	0.8890456	0.2303236	0.1889810	0.8755514	0.5611002	0.0547145	0.2318729	0.1333792	0.1508875	0.9270400	0.1032093	0.7116221	0.8906909	0.1409161	0.3716415	0.0104279	0.9837396	0.0361015	0.5653280	0.5039488	0.9238184	0.1037301	0.8007286	0.1302539	1.0549915	0.5217706	0.9672496	0.9574344	0.8423515	0.3405612	0.3528273	0.9919130	0.4942104	0.8087587	0.8885691	0.6293153	0.0229638	0.1413390	0.9861343	0.6094056	0.0442425	0.5265373	0.6832397	0.1935242	0.0438732	0.0069933	1.0014871	1.0036248	0.3816239	0.8284930	0.0285965	0.7976974	0.1662620	0.9089490	0.4865908	0.2934438	0.5309882	0.9115039	0.3127006	0.0009298	0.9563734	1.0284619	0.8305441	1.0066860	0.7318101	0.9339682	0.0451929	0.6809808	0.1741303	0.4908452	0.4105916	0.3906745	1.0902222	0.9950289	0.2442262
50	1.0893374	0.3180845	0.7967020	0.5232667	0.1565081	0.6166591	0.9339486	0.3871149	0.8089707	0.2768655	0.8966788	0.8669926	0.7307203	0.3084334	0.0594614	0.0433898	1.0284175	0.3139459	0.3646305	0.2703722	0.1421312	0.6842131	0.3431484	0.2423561	0.0434249	0.9382150	0.3191272	0.2158147	0.6519112	0.5268260	0.3184052	0.2156041	0.1245134	0.0585036	0.8094413	0.0921356	0.3777887	0.8000081	0.1484101	0.3891845	0.0111949	1.0340743	0.0146926	0.5732171	0.3574771	0.8531475	0.1150859	0.6680071	0.1619520	0.9665466	0.4457857	1.0446526	0.9064610	0.8972117	0.2248444	0.7298328	1.0128870	0.6001701	0.8102854	0.7251533	0.6800199	0.0136570	0.1366580	0.8717243	0.2143207	0.0492063	0.4625951	0.5482685	0.2437736	0.0704860	0.0000392	0.9373130	0.8736924	0.3815918	0.8008736	0.0073009	0.8435245	0.1660285	0.7831197	0.6019284	0.3080570	0.5883961	0.8700046	0.3876198	0.0053379	0.9612925	0.3880054	0.2321703	1.0502242	0.5971407	1.0874407	0.1712296	0.6455758	0.1608240	0.5608534	0.3051569	0.3894126	0.5130173	0.9083569	0.0654498
100	1.0251192	0.2072222	0.6729183	0.6538284	0.1439643	0.5875897	0.8823749	0.2626789	0.8931121	0.2279232	0.9345952	0.8814131	0.7391345	0.3408991	0.0754766	0.0221346	0.9482226	0.4138390	0.5923296	0.1879659	0.0882331	0.6711774	0.4508694	0.2150739	0.0476566	0.8971709	0.2789482	0.2770384	0.5926309	0.4983997	0.4505156	0.3252436	0.1036504	0.0398363	0.8475155	0.0870239	0.3602448	0.8224250	0.1718669	0.3976685	0.0118270	0.9303012	0.0027968	0.5338351	0.4526083	0.8878653	0.1108418	0.6745159	0.2001238	0.9586028	0.3273888	0.9677440	0.8862598	0.8139408	0.1373575	0.6806221	0.9992912	0.5190147	0.8871093	0.7605045	0.6929112	0.0164935	0.1317758	0.9122771	0.1660291	0.0444259	0.3737361	0.6233821	0.2961054	0.0919838	0.0000000	1.0104459	0.9291323	0.4675052	0.7540415	0.0115880	0.9206712	0.1763707	0.8533490	0.5800550	0.2824112	0.5733122	0.9387876	0.3678298	0.0045590	0.9443571	0.1745472	0.1594739	0.9764068	0.6592439	1.0096200	0.2105194	0.7111186	0.1284943	0.4834661	0.2504149	0.3901803	0.4248285	0.9929713	0.0541522
