G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.4553662	0.2901054	0.7677628	1.0485156	1.0320414	0.4964330	0.0031760	0.0388947	0.6586135	0.4288503	0.7540294	0.5240035	0.4171845	0.5330103	0.0163296	0.7233178	0.2282134	0.3699370	0.9174422	0.6849881	0.6879091	0.4908782	0.3144024	1.0763476	0.8266208	0.3370418	1.0874884	0.0879462	1.1030937	0.1359908	0.9240286	0.4543801	0.7935440	0.9670777	0.7535663	1.0350231	0.1674569	0.4578257	0.7905113	0.8571871	0.4208366	0.0927821	0.2356921	0.0193793	0.1134121	1.1025677	0.6566652	0.3489431	1.0035099	0.2014328	0.1971776	0.2508806	0.0014103	0.0854246	0.3926332	0.1765872	0.5982603	0.4857774	0.9965938	0.5787533	0.3176960	0.8508523	0.9069692	0.5593892	0.3909056	1.0445434	1.0666446	0.8260934	0.3658602	0.4195140	0.6108095	0.8310703	0.4087166	0.9091939	0.5545885	0.6808651	0.2120917	1.0589349	0.8912847	0.9995664	0.1171935	0.2348179	0.9201534	0.5443909	0.7035599	0.0079131	0.1010707	0.0981665	1.0340886	0.0554988	0.9594593	0.3317210	0.5396934	0.3139824	0.4789072	0.5601542	0.7224800	1.0648001	0.0410637
0.0542096	0.0000000	0.2570378	0.6789847	0.9259580	1.1212538	0.4421822	0.0573176	0.2416456	0.6840486	0.4360867	0.6075919	0.4658755	0.3199394	0.5618874	0.0053900	0.6441624	0.3022725	0.4744522	0.8760694	0.7650526	0.8178838	0.5060166	0.3210019	1.0458623	0.7879793	0.4926010	1.0247698	0.0504734	0.9664121	0.1165597	0.7936735	0.5084589	0.8078490	0.8925280	0.7947904	1.1019800	0.1432247	0.5159350	0.8444926	0.8459619	0.4133535	0.0655845	0.2589850	0.0295885	0.1150078	1.0880365	0.4593710	0.3177119	1.0166815	0.1215490	0.1845706	0.6254659	0.0019882	0.0945364	0.1539798	0.1777263	0.5043806	0.4398149	0.9179469	0.4789252	0.2682305	0.9243271	0.7489707	0.4590396	0.2642597	1.0200828	1.0554147	0.9299212	0.4488481	0.4190147	0.6401255	0.8432194	0.4374934	0.9304150	0.2637478	0.4966524	0.2670954	1.0158311	1.0853654	1.0145744	0.1267674	0.1422816	0.8763906	0.3830492	0.7788611	0.0169382	0.1485916	0.1378067	1.0000710	0.0401845	0.9304239	0.3140415	0.4884907	0.4438505	0.4570800	0.7818961	0.6506978	0.9688361	0.0344671
0.0740398	0.3520471	0.0000000	0.6858117	0.9935002	0.9645824	0.4628343	0.0274208	0.2036498	0.7066018	0.4156875	0.7486753	0.5465495	0.3361283	0.5140701	0.0047720	0.6666007	0.2086165	0.8634688	0.9540645	0.8576065	0.5362150	0.4532156	0.4352125	1.1155724	0.8088889	0.3816681	1.0521497	0.0421797	0.9424848	0.0988689	0.7659238	0.5124262	0.7680733	0.9821282	0.9635374	1.0298169	0.1885892	0.5902707	0.9171780	0.8030415	0.3378484	0.1041215	0.2316043	0.0753793	0.1548323	0.9477154	0.5503552	0.3767584	1.0265405	0.1201427	0.2635757	0.6526032	0.0008505	0.1395678	0.1528236	0.2037597	0.5207858	0.2492838	0.8206465	0.6556313	0.2943261	1.0084336	0.7532899	0.4965759	0.3457145	1.0123657	0.9621875	0.8249540	0.3780136	0.2367175	0.6536026	0.4794866	0.3896695	0.8990518	0.3153901	0.1724949	0.8025709	0.9946977	1.0291413	0.6472491	0.1562590	0.1796502	0.4542438	0.8937294	0.4166446	0.0148957	0.4279160	0.1225756	0.9723965	0.0558716	0.9059964	0.7813391	0.4538240	0.7399671	0.4139782	0.4796513	0.7133207	0.9936405	0.0270077
0.1015784	0.4580201	0.1857986	0.0000000	1.1626447	0.9915286	0.4041407	0.0311571	0.2036534	0.6867859	0.4649966	0.7451259	0.5581252	0.3346367	0.5172574	0.0064090	0.7291488	0.2825493	0.5296012	0.9464377	0.8127436	0.7368977	0.4321127	0.3638259	1.0728410	0.7378042	0.4530413	1.0057040	0.1111900	1.1046494	0.1166375	0.6508191	0.5484751	0.7693480	0.4754818	0.3129912	1.0170340	0.1770419	0.4539889	0.8646664	0.8262626	0.3982462	0.0733889	0.1529990	0.0245341	0.1521167	0.9482445	0.5386624	0.3975846	0.9416289	0.2641269	0.2257201	0.2318380	0.0791192	0.4500925	0.3206902	0.1646423	0.4671816	0.6979090	0.8770986	0.5273213	0.2868761	0.9483100	1.0366261	0.5699658	0.2436100	1.1000225	0.8928089	0.7233096	0.5522271	0.2488468	0.6586646	0.9284933	0.4536566	0.9028848	0.5446629	0.4766278	0.4829239	1.0284649	0.9502601	0.8588876	0.1815360	0.2036707	0.5334464	0.4529287	0.6633316	0.0510239	0.3260291	0.2550711	1.1699359	0.0254689	0.2682677	0.3027628	0.4378067	0.7709112	0.4549042	0.9107753	0.7956837	0.9611795	0.0484275
0.0803152	0.4085097	0.2308061	0.8565554	0.0000000	0.9308692	0.4973201	0.0268953	0.1683913	0.7580014	0.3605793	0.6991868	0.5277951	0.3516242	0.6799392	0.0081845	0.7541411	0.3117460	0.4917085	0.9057461	0.8176397	0.7855643	0.4928857	0.3796106	1.0302878	0.8497890	0.4202745	1.0618926	0.0589253	0.9192944	0.0951939	0.9423074	0.4068926	0.7812031	0.7820091	0.7702435	0.9932162	0.1321235	0.4995591	0.9213218	0.8574600	0.4300859	0.0808433	0.1876251	0.0029775	0.1705788	1.0742163	0.6184996	0.3292677	1.0687971	0.0727933	0.2531914	0.2317958	0.0025823	0.3049386	0.1053379	0.0628228	0.6367266	0.3680543	0.9189559	0.6295593	0.2674571	1.0285916	0.8890621	0.4778392	0.2918842	0.9018591	0.9366871	0.8939448	0.4407335	0.3624763	0.6879469	0.8324596	0.3679745	0.9484706	0.3191987	0.5906439	0.3550433	1.0578728	0.9923416	1.0227137	0.1019487	0.1696595	0.7146081	0.5655305	0.6299558	0.0455313	0.1332851	0.1594048	1.0323964	0.0742134	0.9349332	0.2781934	0.5597150	0.7235140	0.4388754	0.5447928	0.6348491	0.8565175	0.0362211
0.1076593	0.4323238	0.2834824	0.7087703	0.9978951	0.0000000	0.5075463	0.0024604	0.2911017	0.6300226	0.4255225	0.7026445	0.4958791	0.3538138	0.5742796	0.0221976	0.5451207	0.3536588	0.4317088	0.9124743	0.7233171	0.5793558	0.4157188	0.3972004	0.9537877	0.8454830	0.5843053	0.9888342	0.0815538	0.9583305	0.1149558	0.7453601	0.6028861	0.8324041	0.9251485	0.7813968	0.9389958	0.1907083	0.5082892	0.9358575	0.8642096	0.5030735	0.1011282	0.2763846	0.0128896	0.1511504	1.0732680	0.5681896	0.3559389	0.9362795	0.2127205	0.1486492	0.2402039	0.0004174	0.1102059	0.4823721	0.5877749	0.7991885	0.3410272	0.9109922	0.5119919	0.2755915	0.9568400	0.9689443	0.5607249	0.2888136	0.6334939	0.9415015	0.8998554	0.4592413	0.4160729	0.4971374	0.9659224	0.4293980	1.0994014	0.6495835	0.5669590	0.2640819	0.5055897	1.0644338	1.0116242	0.1110903	0.2014892	0.8117557	0.5953191	0.8359049	0.0531241	0.3070822	0.0942381	1.0408563	0.0406466	1.1207413	0.3015942	0.4933539	0.9390173	0.4307940	0.6436943	0.7618690	0.8803299	0.0259333
0.1101636	0.4801719	0.2474163	0.8233281	1.0437738	1.0272606	0.0000000	0.0833165	0.2731791	0.7283122	0.0437598	0.3739557	0.5178621	0.3934225	0.5502381	0.0094032	0.8150252	0.1805809	0.5025017	0.9436782	0.9024898	0.6619660	0.5078134	0.3856354	0.9661340	0.7180866	0.3169821	1.1055469	0.0894358	1.0018492	0.1088905	1.1247109	0.4602428	0.7575101	0.9636495	0.8829751	1.0503797	0.1985924	0.5421836	0.9347721	0.8997519	0.3950152	0.0867179	0.2067777	0.0350842	0.1351472	0.9859506	0.6146096	0.2278228	0.9938713	0.1842115	0.2274041	0.0785536	0.0023446	0.1764711	0.1564296	0.1852150	0.6236092	0.3567884	0.8714023	0.6597835	0.2217545	1.0195431	0.9136631	0.0813022	0.2706321	0.9383206	0.9277371	0.8181594	0.4302713	0.4066646	0.5927661	0.9139338	0.6242546	0.2806305	0.2537148	0.3250463	0.1193581	0.9939517	0.9996532	0.9637157	0.2449280	0.1358074	0.9163221	0.5606604	0.7461901	0.0414292	0.0859965	0.1860440	1.0375957	0.0901112	0.3637158	0.9297807	0.5012320	0.8811879	0.4153793	0.4101620	0.4537774	0.9803250	0.0368860
0.0737265	0.4729266	0.3018516	0.7539097	0.9804660	0.9649823	0.4891689	0.0000000	0.2494597	0.7242094	0.4599990	0.6910783	0.5309979	0.3843229	0.5801055	0.0140739	0.7825586	0.2204698	0.4134831	0.9458200	0.8408211	0.6506754	0.4278125	0.3247619	0.9125875	0.8164208	0.2994663	1.1046961	0.0435849	0.7988067	0.1201487	0.8150466	0.4433767	0.8204671	0.9183147	0.8060163	1.0774050	0.1484634	0.5035274	0.8637709	0.8219046	0.4509324	0.1141007	0.1682844	0.0302904	0.1770533	1.0420898	0.5605970	0.3932039	0.9022010	0.1393276	0.2179362	0.2081595	0.0025041	0.0616664	0.4687970	0.0696531	0.6446485	0.4430782	0.7804494	0.4955621	0.2895782	1.1521271	0.7800810	0.5332778	0.2423491	0.8210501	0.9634682	0.8898202	0.3552939	0.3397090	0.5762136	0.8522997	0.3610693	0.9763332	0.5332995	0.5247377	0.3056313	1.0354310	0.9920099	0.9923102	0.0580067	0.1187365	0.8237703	0.6401703	0.8112697	0.0131888	0.1493916	0.1789557	0.9196584	0.0707900	0.9900710	0.3204796	0.4582023	0.7455903	0.4717875	0.6111760	0.7446103	0.8061490	0.0920031
0.1131571	0.5494222	0.2526011	0.8594614	1.0133835	1.0803920	0.4675914	0.0322977	0.0000000	0.5860087	0.4720986	0.7338305	0.4825820	0.4793262	0.5116641	0.0103805	0.6779816	0.2018820	0.4024628	1.0325990	0.7410915	0.7985736	0.4831839	0.3340202	0.9589692	0.9401618	0.4007992	0.9005582	0.0698016	0.9711024	0.1135554	0.7931158	0.4870164	0.7911349	0.8504814	0.8255663	1.0690711	0.2317599	0.4268943	0.9112067	0.7452293	0.4476535	0.1044130	0.2606514	0.0147251	0.1480152	1.1227030	0.6783613	0.3220117	0.9222095	0.1225960	0.2266347	0.2228637	0.0057364	0.0670487	0.1106061	0.0909421	0.5448547	0.4571099	0.8734415	0.5266610	0.2827554	0.8913253	0.8194958	0.5392444	0.3451986	0.9243920	0.8841947	0.8821758	0.4074403	0.3939135	0.5784820	0.9719423	0.4239241	0.9484358	0.2075905	0.5471173	0.2821531	1.0751386	1.0096630	0.8958219	0.1637092	0.1231119	0.8254736	0.6624178	0.6375973	0.0305795	0.1266202	0.1304415	0.9733851	0.0267350	1.0692330	0.2660888	0.5704214	0.7835850	0.4787988	0.6158282	0.6637950	0.9487490	0.0276884
0.0865774	0.4564657	0.2635432	0.6790593	0.8944352	1.0365124	0.4842627	0.0426928	0.2326380	0.0000000	0.4405125	0.6972332	0.4983953	0.3614994	0.5301007	0.0104436	0.6836825	0.3157643	0.3708189	0.8759909	0.8395570	0.6555680	0.3901226	0.3393004	1.0623743	0.9072093	0.4301877	1.0626705	0.0690356	1.0023591	0.1417840	0.8191020	0.4439495	0.7751265	0.9213645	0.9053463	0.9908287	0.2192435	0.3229592	0.8779600	0.8721131	0.5017664	0.1287898	0.2883745	0.0342071	0.1082977	0.9407455	0.7724983	0.3399096	1.0213096	0.1626123	0.2288986	0.2112805	0.0002517	0.1125383	0.1310182	0.1458054	0.6080118	0.4452660	0.9150088	0.5485619	0.3237780	0.9707971	0.7477565	0.4761527	0.2505015	0.9921722	0.9090430	0.8614116	0.4003685	0.3834501	0.5411919	0.8363444	0.3798891	0.9504054	0.2802650	0.5607317	0.2599673	1.1098004	0.9243392	0.8802220	0.1235983	0.6252541	0.9451171	0.5565991	0.7438370	0.0522317	0.0932277	0.0979297	1.0547364	0.0944825	0.9769157	0.0009827	0.4605167	0.8477481	0.4176771	0.5315803	0.7304989	0.9445342	0.0657453
