G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.0855054	0.1025261	0.1708453	0.0116285	0.7897411	0.0093166	0.0008064	0.3372714	0.2740129	0.7799649	0.3377304	0.9367730	0.6977723	0.1631627	0.0286356	0.6708287	0.6043886	0.8251257	0.9366384	0.9880563	0.2308581	0.7464659	0.7422157	0.2171814	0.0519023	0.5368821	0.4479162	0.0858229	0.7129419	0.2754040	0.7091353	0.6526068	0.9884768	1.0334587	0.0715010	0.0078824	0.7194504	0.4044745	0.4823622	0.7594779	0.6542443	0.8899052	0.3500691	0.5943385	0.8361326	0.8682810	0.9274316	1.0001184	0.5745310	1.0880644	0.6722681	0.9518397	0.6376138	0.1480128	0.2995834	0.6907232	0.7025629	0.2334371	0.3209568	0.1667165	0.5342372	0.2919378	0.1856650	0.6146327	0.4523553	0.8092377	0.5543318	0.6714845	0.0184467	0.5312400	0.8506600	0.7385819	0.6042889	0.1020160	0.6906453	0.0014399	0.7495215	1.0123295	0.1351495	0.0055645	0.9169807	1.0240399	0.3261121	0.7766597	0.5198886	0.4917555	0.6060541	0.9863434	0.9020239	0.6972398	0.7535936	0.5779460	0.6583364	0.7705766	0.2609341	0.2788499	1.1275308	0.6505258	0.5617363	0.9749228
0.8259740	0.2630779	0.2305387	0.4316684	0.9615039	0.0268005	0.0043426	0.4607147	0.2962022	0.8192826	0.4858942	1.0017256	0.2590505	0.7780175	0.0020700	0.7505881	0.4106771	0.6865749	0.5626723	0.3046320	0.0079658	0.6057785	0.8192663	0.1068100	0.6555355	0.5435322	0.1589258	0.0206382	0.3682427	0.0067388	0.4952886	0.5643709	1.0598340	0.8928709	0.0070136	0.0064523	0.8115375	0.1896676	0.1162489	0.1356463	1.0138438	0.4133703	0.5750103	0.2924617	0.7784057	0.7654839	0.8577251	0.6638139	0.4904848	0.1695818	0.6228910	0.1359505	0.5876727	0.6828681	0.4671307	0.0203587	0.6530905	0.1050194	0.0000481	0.0572959	0.4627139	0.5711440	0.6850109	0.1604217	0.4644561	0.8906806	0.4745564	0.6934626	0.0782846	0.0911349	0.8413145	0.9034844	0.2149610	0.5304883	0.6503077	0.1232436	0.3455793	0.6031510	0.7108540	0.0086886	0.7413071	0.8277305	0.4834573	1.0221427	0.5638247	0.2769926	0.6062119	0.9653612	0.7167407	0.6963765	0.8922826	0.5918023	0.7271263	0.7899847	0.4227113	0.7286080	0.9751885	0.8763987	0.0657800	0.7653573
0.1268675	0.3326079	0.0016993	0.1986898	0.7822539	0.2698094	0.1220217	0.2256527	0.2089272	0.7919204	0.4851899	0.9245729	0.5915481	0.8821743	0.0306806	0.9159741	0.4318866	0.7968159	0.4194549	1.0072505	0.4081033	0.3378892	0.9690919	0.1071652	0.6362961	0.4300187	0.3852555	0.0390517	0.6911671	0.0516898	0.5415453	0.6099905	0.9465970	1.0004756	0.0544150	0.0011357	0.7922398	0.1628142	0.2661745	0.1872945	0.7531138	0.6830414	0.2271904	0.2909072	0.8752925	1.0136881	0.9004879	0.6074920	1.0156183	0.1906790	0.9235067	0.8827728	0.8227793	0.8350112	0.6988776	0.0180828	0.7546047	0.0628144	0.0341622	0.0260669	0.1552118	0.4092629	0.1004948	0.5946704	0.1535984	0.7685393	0.1042778	0.7176401	0.5614223	0.0273680	0.9619130	0.9440390	0.2680670	0.8595431	0.5745464	0.1658648	0.8705932	0.8055391	0.4472488	0.0072822	0.7264887	0.9913825	0.1956202	0.7018165	0.7541244	0.3532815	0.6142568	0.7918842	1.0437683	0.6631554	0.4737890	0.5234232	0.5948091	0.5903282	0.5291837	0.4208104	0.9198476	0.7098458	0.5049363	0.6848951
0.6547326	0.1815156	0.4382403	0.3041200	1.0035493	0.1553801	0.0003537	0.3192614	0.3157287	0.7345438	0.2485855	0.5664486	0.8105559	0.4230823	0.0014524	0.7025010	0.6007873	0.8782342	0.7500934	0.9541310	0.0404380	0.7805220	0.5358389	0.6495028	0.9480464	0.6744849	0.2306366	0.0571338	0.6736184	0.0107527	0.5274572	0.5544349	0.9379766	1.0102486	0.1200391	0.0058194	0.8163821	0.1286322	0.0863993	0.4097893	0.7513196	0.5999713	0.5599732	0.5162823	0.9158296	0.9985537	0.9576356	0.9186872	0.5692454	0.1034044	0.5954937	0.0138377	0.1838612	0.6015598	0.8992446	0.4385682	0.3948805	0.3362965	0.3267995	0.0960887	0.5370513	0.1539130	0.6238950	0.2048794	0.7474231	0.7375245	0.5267894	0.0795234	0.3419323	0.1406064	0.9862521	1.0095634	0.1880427	0.3232701	0.9613348	0.0089804	0.5427447	0.4582088	0.4651247	0.0815762	0.7298939	0.7975544	0.0119011	0.4175894	0.8368311	0.1629540	0.8648447	0.8605075	0.7073007	0.7369855	0.3533346	0.5861747	0.6461173	0.8537581	0.1629967	0.2676589	1.0183230	0.9471051	0.6747485	1.0310801
0.2848005	0.3648772	0.0965055	0.3538990	1.0130085	0.1925225	0.5011437	0.4215985	0.2864622	0.7756307	0.5632107	0.7438732	0.5632838	0.3228109	0.0155972	1.0209033	0.1827816	0.7309200	0.7522411	0.9418025	0.2366855	0.3699981	0.8354674	0.4914176	0.2764463	0.4592636	0.3989680	0.0338280	0.5278825	0.0016819	0.5065545	0.6248520	0.9675150	0.9700016	0.0003589	0.0060727	0.7809108	0.3139239	0.3334357	0.3366452	0.3296075	0.8194889	0.4461225	0.3542814	0.4627634	0.5877026	0.9126909	0.9773050	0.6023924	0.7461180	0.4101845	0.6571848	0.2468170	0.7006044	0.5194358	0.7533623	0.5214447	0.5805620	0.2741186	0.0019932	0.6196708	0.2727978	0.7120634	0.6610732	0.2406817	0.2706752	0.2909334	0.5995168	0.3892309	0.0264022	0.9826990	0.5932457	0.1916347	0.1225360	0.5785345	0.1806492	1.0404179	0.7837061	0.0531629	0.0020120	0.9863691	0.5178541	0.0042560	0.2979432	0.2090640	0.1545353	0.6356823	1.0372463	0.9026040	1.0424078	0.2127338	0.2095201	0.0992179	0.9554487	0.3238833	0.4708886	0.8986673	0.7201811	0.1927549	0.9212912
0.2747499	0.5394043	0.0134664	0.2631332	0.9646831	0.0674591	0.0012688	0.2767218	0.2490608	1.0568144	0.3478537	1.0435857	0.6871948	0.2513684	0.0000922	0.6259808	0.5123274	0.9042332	0.9835199	0.5906016	0.2808963	0.4494969	0.9283278	0.4386733	0.0043120	0.6319209	0.5217548	0.0551544	0.4640164	0.6642277	0.1032032	0.6569061	0.9575530	0.5394826	0.2246767	0.0079376	0.6468930	0.5740754	0.5095029	0.1611634	0.7431231	1.0136190	0.0755376	0.6488104	0.7751555	1.0160125	0.8474646	0.6575877	0.5441299	1.0275574	0.7756070	0.6224386	0.8098305	0.1158474	0.6629666	0.0759176	0.7976219	0.0000802	0.2091745	0.3524488	0.6718932	0.3264679	0.4708328	0.5137872	0.1652479	0.4879998	0.7635182	0.1089756	0.0052663	0.1581246	0.9983814	0.6569518	0.4737414	0.2685541	0.6684146	0.0629611	0.9083743	0.8521210	0.7284879	0.3128492	0.9415523	0.7980147	0.0198523	0.6169435	0.1741129	0.3411855	0.6002496	0.5084452	0.9144931	0.7890699	0.3287191	0.4982207	0.5953498	1.0185936	0.2368723	0.0763115	0.9140786	0.7521056	0.7982706	1.0068874
0.0734708	0.5566724	0.3287888	0.4935673	0.7823112	0.3612106	0.2135514	0.1955218	0.1473473	0.7015922	0.5171938	0.6844533	0.5378123	0.4782104	0.0418808	0.8935480	0.1093072	0.4669026	0.4796063	0.9071346	0.5741966	0.3290687	0.5174795	0.7742064	0.2095322	0.4474574	0.4257709	0.0445551	0.1283319	0.4934578	0.3819149	0.6957983	1.0282676	0.3614095	0.2787809	0.0059250	0.8116089	0.2595754	0.2841319	0.5305335	0.6945743	0.9105629	0.4421689	0.7211871	0.7591496	0.9748860	0.9234596	0.9731509	0.5316826	0.9403496	0.4624404	0.9452817	0.4650844	0.8325291	0.7191195	0.1908942	0.6748690	0.0003412	0.2098225	0.6041110	0.5085754	0.5259191	0.0731620	0.3615841	0.2406537	0.5037465	0.4813981	0.7271885	0.0106032	0.7648506	0.8033258	0.9301623	0.3904151	0.3359539	0.0520863	0.0216877	0.7926703	0.8775114	0.2508124	0.0002475	1.0334574	0.7811456	0.0017515	0.8795822	0.7785425	0.0280556	0.6699554	0.8785151	0.5476336	0.7169648	0.4904726	1.0090961	0.8387768	0.9604621	0.4321826	0.3929167	0.8978456	0.7426547	0.4698836	0.7222727
0.0764098	0.6216947	0.3314441	0.0198349	1.0548928	0.0388493	0.3869726	0.0693497	0.0969387	0.7868522	0.4915781	0.9290538	0.9483548	0.5362737	0.0021958	0.9014920	0.4571671	0.8571358	0.8992887	0.0732054	0.1258340	0.2757778	0.9309161	0.4724488	0.5023708	0.5420834	0.4537327	0.4492403	0.8060312	0.1489338	0.7334140	0.7123183	1.0027765	0.8849238	0.0974242	0.0133536	0.7975278	0.2706804	0.2936022	0.2895488	0.8742225	0.4239756	0.7011700	0.4801428	0.7318056	0.9649585	0.9977288	1.0595660	0.4464887	0.3709314	0.5360553	0.8188288	0.8987238	0.5218091	0.9048344	0.2610427	0.3462040	0.0089375	0.0079806	0.0617915	0.5241388	0.1064109	0.2571130	0.4304951	0.2632857	1.1075748	0.1594618	0.3645277	0.0723505	0.5285759	1.0280922	0.9436559	0.3516965	0.5844352	0.5105427	0.0891849	1.0147443	0.6155228	0.3772371	0.0003665	0.5593880	0.7183893	0.2817494	0.3574699	0.9514020	0.1582225	0.6697053	0.8505200	0.7978937	0.7211982	0.2076493	0.2868739	0.1845471	1.0281840	0.3477845	0.2874250	1.0479634	0.9607245	0.7847125	0.9604314
0.1313828	0.3809753	0.0132279	0.1085385	0.8595451	0.0496338	0.0002071	0.5525981	0.2692147	0.6623029	0.5023569	0.9622558	0.2503521	1.0777824	0.0325629	0.6747209	0.3009852	0.6998986	0.6299002	0.9717100	0.0485775	0.2966982	0.8980585	0.4256243	0.9248120	0.3116125	0.2517344	0.1349084	0.0237558	0.1409254	0.2274869	0.6189541	0.9640387	0.4342918	0.3598658	0.0099372	0.9594847	0.1108498	0.1481204	0.2497769	0.9576948	0.5753002	0.7127943	0.5188286	0.9054420	1.0330180	0.7447178	0.4679818	1.0420214	0.1549200	0.3958514	0.2297422	0.5295377	0.8221697	0.4528813	0.0067246	0.7630713	0.0008190	0.0001410	0.1699842	0.2432284	0.1782231	0.6678892	0.3120096	0.4186371	0.5257602	0.1249794	0.7830704	0.3202467	0.1930842	0.6689045	0.8238926	0.1165441	0.4459853	0.4690248	0.0382679	0.7979557	0.9711178	1.0091330	0.3566928	0.6969682	0.6273323	0.0505518	0.6251478	0.4431100	0.1827655	0.8821114	0.7013805	1.0228698	1.0445476	0.6623340	0.4384828	0.8621808	1.0107720	0.0456116	0.0058031	0.8976133	0.8665133	0.1477504	0.4930800
0.3163243	0.2010741	0.4651329	0.2876913	0.9446593	0.1233676	0.0815993	0.0773993	0.0646432	0.6934648	0.3043310	0.8377792	0.6902455	0.1095908	0.0040855	0.7678471	0.5128518	0.9023766	1.0262758	0.0952413	0.3438885	0.4030870	0.8288487	0.1178494	0.0934844	0.5333484	0.4820127	0.0292263	0.6451318	0.6419485	0.6945769	0.5940885	0.9940876	1.0398480	0.0479530	0.0071693	0.7808400	0.3451560	0.2626862	0.0656572	0.6432323	0.8848624	0.5664078	0.2062927	0.9891477	0.9240519	0.8544265	0.9210957	0.3852514	0.6016680	0.5510650	0.9365636	0.9770618	0.4161141	0.8083490	0.4617481	0.7384618	0.0392566	0.0186071	0.2926309	0.4949905	0.3183925	0.1542355	0.3127970	0.1998249	0.1202165	0.1242773	0.2587674	0.0162271	0.0876237	1.0068225	0.4903840	0.0048261	0.5635437	0.8238287	0.1357111	0.4100016	0.4343149	0.4714128	0.0402800	0.8977505	0.6856415	0.0136976	0.4187303	0.5628922	0.4163051	0.9540624	0.9264961	0.8275678	0.7026222	0.3577812	0.5722391	0.5875895	0.9664451	0.5291264	0.2247553	1.0323916	0.7741328	0.5521151	1.0371497
