G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0042741	0.1026312	0.0901457	0.5444453	0.0003489	0.6312195	0.5695399	0.4001812	0.5595302	0.7234746	0.0249876	0.5587529	0.0145187	0.7595763	0.0396591	0.8997077	0.7071525	0.0203030	0.2090627	0.5009916	0.1665600	0.0008680	0.0899205	0.2124127	0.6091164	0.0185458	0.5105556	0.3454906	0.6304758	0.5274610	0.6040435	0.2577981	0.6063042	0.3049659	0.5318711	0.0550308	0.6677663	0.3953979	0.2456466	0.4474935	0.1862154	0.3543616	0.4407860	0.3761200	0.6103196	0.4136499	0.4371659	0.2900420	0.1154655	0.1975242	0.0004343	0.1023482	0.1117908	0.5247182	0.4679447	0.3000230	0.0091860	0.2728107	0.3651327	0.0009454	0.3061591	0.6670634	0.0107474	0.0871779	0.1069378	0.2615521	0.5840124	0.1709971	0.5699448	0.4648320	0.2027570	0.4686667	0.2309884	0.0816615	0.2360760	0.4100067	0.2507228	0.2714185	0.4536803	0.6256916	0.4009748	0.1584270	0.2492578	0.5052037	0.1961508	0.0575052	0.1428922	0.1936961	0.4302302	0.2503598	0.6447327	0.2092190	0.0077761	0.4188462	0.4259707	0.3145289	0.3938804	0.1378617	0.4734913	0.5569877
0.1037083	0.5935842	0.0186083	0.7323252	0.3046874	0.2968904	0.0027823	0.3739356	0.6955288	0.0037557	0.3530863	0.4504291	0.0035265	0.6961418	0.1499175	0.2229564	0.4707556	0.0969705	0.0630159	0.3093904	0.0912377	0.0152777	0.4335633	0.1051071	0.7567696	0.3936411	0.4604138	0.8840022	0.7646862	0.5463982	0.5211706	0.2717666	0.6021150	0.0455388	0.1293073	0.2782574	0.3665959	0.4682296	0.2349473	0.3608119	0.1569651	0.3890081	0.7197715	0.2195366	0.3883286	0.2973990	0.3447909	0.7081941	0.2685933	0.3470599	0.3464212	0.0049899	0.5752402	0.7123933	0.2977393	0.1293084	0.0082437	0.2743259	0.0028105	0.0876250	0.1835046	0.1435793	0.0244108	0.2042653	0.2236210	0.1592111	0.6720929	0.2785885	0.5728265	0.4629828	0.4530841	0.0355521	0.0380454	0.2406683	0.2839926	0.4475548	0.5483326	0.2203400	0.6033464	0.5587503	0.1873357	0.5907186	0.2210379	0.4442887	0.2563077	0.0835505	0.4652190	0.4706503	0.4217967	0.3137836	0.5147281	0.4510116	0.1024129	0.6445142	0.3449204	0.2558089	0.3035153	0.0043321	0.4182559	0.4151951
0.0408204	0.6200331	0.0005267	0.2523593	0.1663088	0.2276696	0.0012051	0.4866931	0.5709966	0.0026099	0.2370120	0.4513586	0.0441657	0.4708205	0.0023611	0.0865998	0.3071229	0.3128104	0.2645544	0.5686170	0.0028205	0.0070419	0.0385692	0.4648423	0.6910657	0.1506050	0.4776227	0.3545358	0.7597419	0.6842963	0.3107085	0.2841889	0.4600223	0.0081791	0.5996615	0.1204874	0.5437339	0.3659176	0.0335692	0.5204360	0.0877746	0.2413618	0.5684653	0.2329965	0.5919018	0.0634766	0.2989444	0.5491717	0.3684289	0.0625040	0.0024003	0.2149480	0.3614560	0.5897649	0.3611180	0.0519121	0.3176826	0.5446042	0.3363345	0.6386360	0.3803147	0.4771127	0.1832865	0.1086267	0.0309841	0.3181761	0.6803862	0.1594947	0.5018257	0.4735334	0.6052641	0.0303838	0.3379026	0.1269710	0.2750127	0.3677426	0.2459305	0.4983663	0.5925861	0.5893623	0.3346425	0.5820191	0.5235217	0.3599327	0.0875443	0.1751689	0.2927022	0.5820246	0.5870763	0.5813471	0.4114606	0.4035389	0.0861353	0.6987232	0.4886953	0.2173290	0.7736343	0.0000895	0.1569674	0.5032986
0.0597581	0.7553122	0.0015345	0.5524580	0.2641489	0.3704317	0.0024190	0.4151893	0.5932308	0.0333144	0.2205829	0.5293123	0.0052531	0.6368710	0.0003546	0.3338142	0.7019148	0.3405871	0.0141746	0.1637551	0.0027663	0.0275713	0.0273086	0.3275222	0.4368868	0.2261618	0.3660225	0.3341271	0.5857782	0.4769652	0.2327634	0.1316243	0.3200751	0.0832170	0.5062358	0.0932190	0.7287835	0.0033479	0.0392715	0.5036929	0.2705819	0.5433264	0.5034616	0.1750069	0.3991209	0.3448881	0.3107270	0.6911366	0.4281403	0.2523708	0.5353760	0.2002849	0.5976418	0.6212570	0.2493437	0.1424757	0.2439089	0.3751014	0.3939789	0.2360896	0.3920445	0.0282811	0.0173675	0.2973361	0.2414813	0.2327355	0.7039044	0.7658347	0.7852267	0.6027594	0.6186864	0.0072697	0.4632957	0.0559891	0.1841827	0.4378768	0.4667784	0.6565752	0.4272923	0.2660928	0.2463463	0.1524809	0.1904686	0.5111833	0.1547746	0.2166143	0.4622839	0.6490578	0.5921872	0.4457991	0.5449030	0.2766268	0.1414200	0.5606091	0.3806681	0.3621769	0.3178383	0.1904714	0.2833762	0.4611703
0.0562519	0.7897174	0.0061602	0.4560914	0.2377503	0.4758301	0.0033566	0.3170816	0.5793456	0.0104350	0.2977922	0.3471158	0.0091882	0.6694701	0.0810337	0.5017131	0.2949530	0.3247280	0.0511894	0.1843066	0.2253001	0.2768920	0.2345939	0.1485247	0.5865163	0.1939882	0.2624582	0.4118630	0.6755910	0.5399000	0.4240072	0.2845858	0.7325528	0.0422400	0.2252732	0.3777068	0.1737676	0.3523664	0.0986992	0.4863695	0.2150322	0.4252325	0.5016897	0.4088519	0.6786937	0.2857482	0.4984917	0.6268540	0.1656446	0.1130856	0.4479092	0.2322448	0.5590423	0.7657370	0.2066780	0.1879411	0.2659881	0.4969223	0.3863931	0.3541311	0.2555627	0.3562202	0.0006408	0.1139517	0.0918326	0.5826075	0.6113025	0.3344654	0.6855210	0.6566235	0.2127214	0.0429220	0.3452241	0.2162440	0.3738135	0.4456367	0.6675020	0.1561295	0.3558521	0.3712539	0.2384260	0.2397310	0.0186479	0.4028411	0.3447638	0.0466483	0.3820134	0.4170774	0.4083265	0.2513113	0.5172769	0.3620313	0.1061314	0.5754448	0.4663031	0.5537493	0.3127121	0.0572510	0.6890426	0.1479783
0.1387778	0.5572255	0.0011222	0.7403494	0.2640746	0.6697180	0.4932773	0.5073569	0.3782254	0.4623636	0.0518213	0.5084859	0.0024092	0.7962391	0.0001017	0.4140351	0.6395301	0.0831642	0.1433172	0.3947993	0.2506804	0.1430177	0.0337858	0.4626240	0.5753100	0.3595782	0.5210378	0.7238513	0.7416965	0.4571941	0.4073683	0.3308508	0.6432831	0.0027279	0.5245068	0.1310400	0.5363825	0.1693327	0.0140312	0.6320395	0.4239828	0.3783753	0.5933522	0.2661704	0.7435223	0.2907428	0.5344839	0.6027680	0.1738084	0.1347368	0.1877585	0.0964052	0.4782543	0.5521892	0.4139515	0.2130872	0.0429111	0.2343184	0.3909306	0.4688395	0.4475079	0.4793482	0.3615210	0.1369942	0.2872368	0.3177136	0.6691710	0.3339527	0.5692152	0.6578619	0.2889163	0.1262595	0.3059966	0.0200774	0.4632486	0.3865884	0.1498643	0.2180949	0.6940308	0.5861042	0.2301598	0.0126395	0.0221841	0.4860750	0.5675058	0.1043813	0.6461369	0.4502027	0.6602936	0.3700792	0.4465827	0.1090187	0.3729144	0.7055711	0.6115075	0.3272370	0.7306490	0.0070253	0.5175500	0.1915820
0.1231078	0.5220881	0.0033808	0.6850104	0.1981092	0.4934010	0.0480625	0.3915969	0.6950937	0.0400524	0.3075793	0.2699816	0.0290363	0.7573487	0.1463231	0.5040847	0.6488780	0.3113365	0.0230993	0.1854510	0.0658686	0.0911564	0.1310234	0.1741995	0.6856983	0.0910773	0.5337424	0.3361657	0.6209731	0.3173003	0.5050188	0.0964910	0.6727212	0.0742263	0.4732655	0.1271268	0.5870150	0.2598216	0.2328650	0.5216129	0.1227010	0.3035320	0.5170198	0.2285131	0.5792059	0.2635957	0.4189851	0.6167601	0.3883922	0.1351076	0.2288941	0.0410375	0.6055341	0.6695613	0.0261448	0.3427433	0.0593549	0.5546703	0.3083483	0.0573233	0.2830464	0.0101842	0.0113473	0.1115170	0.0417375	0.5782308	0.6134083	0.6960337	0.5513421	0.4937903	0.4476422	0.3153938	0.5164598	0.4705780	0.1941554	0.3468310	0.2778895	0.2709519	0.3355089	0.4319001	0.1010004	0.4560680	0.2348683	0.3688936	0.0773438	0.2428599	0.2484726	0.5995929	0.2626206	0.2816621	0.4598262	0.1503275	0.1936813	0.8269987	0.4157082	0.2962174	0.5961150	0.3406825	0.5829587	0.2776852
0.0007384	0.5344839	0.0004321	0.5133070	0.3231593	0.0437005	0.0022570	0.3829952	0.5507025	0.0073178	0.2695489	0.6181722	0.0018311	0.8000532	0.0126895	0.3640014	0.5973985	0.3627477	0.3626624	0.6320920	0.0085479	0.0663084	0.2704185	0.1449193	0.5622902	0.0105896	0.6638612	0.5607164	0.6639848	0.4875293	0.5499212	0.0275821	0.7077452	0.0224640	0.5670371	0.4158309	0.1966836	0.5739939	0.2583951	0.3476999	0.0088485	0.1060958	0.2539123	0.3700657	0.4542875	0.4322392	0.4909009	0.4865144	0.2240642	0.2169647	0.2280156	0.0053382	0.6366667	0.5485493	0.4836655	0.1398325	0.0603789	0.2262648	0.1788714	0.6063560	0.3624962	0.2985400	0.0298632	0.0438681	0.2530287	0.4937986	0.5005964	0.5240370	0.6039492	0.4678601	0.2773967	0.0008127	0.2660617	0.0343341	0.2162592	0.4756237	0.3594937	0.3322593	0.6041474	0.5180650	0.1611289	0.3497253	0.0434860	0.5045277	0.3956426	0.1931655	0.5441001	0.6095375	0.3040220	0.3515125	0.5615665	0.2045166	0.0419532	0.5872508	0.4826763	0.6959182	0.2383896	0.0061466	0.2578098	0.2481776
0.0956087	0.2803623	0.0664142	0.3043225	0.2203086	0.0167386	0.0058621	0.4120940	0.5607982	0.0819907	0.1640812	0.4802181	0.0197864	0.6830709	0.2402042	0.5487567	0.6901782	0.4338236	0.2392085	0.5975154	0.1782151	0.0836485	0.1011672	0.2889593	0.6118040	0.1465363	0.5061926	0.4238065	0.6928368	0.4649213	0.3875261	0.2332165	0.5089057	0.0644502	0.5189820	0.1258862	0.4264979	0.2810996	0.0983334	0.6519831	0.0077260	0.1011172	0.3025828	0.2193127	0.3676596	0.3424186	0.2690240	0.6306699	0.4742314	0.0977429	0.5561631	0.0061987	0.4166735	0.5950024	0.5006769	0.1261063	0.0334443	0.4044815	0.3857388	0.7134826	0.4438562	0.4618661	0.0329365	0.1832292	0.0110674	0.3835145	0.5832693	0.5624099	0.5964402	0.0864861	0.1549843	0.0277000	0.4242966	0.0136177	0.4883539	0.3795033	0.1626913	0.1956468	0.3405815	0.4299638	0.0260314	0.3600065	0.4449781	0.3674447	0.3092683	0.2387578	0.1316382	0.5111981	0.7881967	0.0781218	0.4997375	0.2108366	0.0201967	0.7015983	0.3634962	0.3851022	0.5304201	0.0037120	0.1484961	0.3733225
0.0098087	0.3892577	0.0298371	0.2258811	0.2111402	0.5059521	0.0025749	0.2418096	0.7791226	0.0200002	0.3036588	0.3970155	0.0249603	0.4038608	0.1378847	0.4450935	0.4293247	0.3022952	0.3803842	0.1891283	0.2454340	0.2028209	0.0753096	0.3720789	0.5111374	0.1665078	0.4974521	0.4120389	0.6285065	0.5622316	0.4938769	0.2401385	0.6465510	0.0019249	0.7087106	0.0791997	0.7151175	0.3654634	0.1404523	0.7599212	0.3021971	0.1186947	0.4622361	0.3195727	0.4208015	0.4769990	0.1793266	0.4396022	0.1456570	0.2598451	0.3630691	0.0019823	0.6492220	0.7079644	0.2843910	0.2812603	0.1050047	0.3760475	0.0351011	0.5573735	0.2344640	0.2276466	0.0285452	0.4110307	0.1278626	0.3702792	0.8283858	0.4251241	0.5209868	0.3524252	0.4462093	0.0205673	0.0236425	0.2013533	0.3567739	0.4282463	0.2871810	0.0430075	0.3810262	0.1745868	0.1699075	0.5703139	0.5020655	0.4778173	0.2176584	0.3757537	0.6353761	0.5061135	0.5558361	0.1166715	0.5173593	0.1398414	0.1465510	0.6913198	0.6434118	0.2224881	0.4137029	0.0031438	0.5279430	0.4858253
