G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.7853765	0.9731374	0.9923928	0.0098858	0.5283506	0.6467429	0.2967191	0.8669678	0.2151014	0.3374218	0.4597660	0.6466767	0.1974533	0.6051328	0.0201055	0.3407811	0.4321716	0.3107700	0.3536027	0.0000000	0.5339486	0.0253942	0.8245071	1.0210434	0.0094673	0.0844600	0.0229164	0.7467094	0.6123342	0.2919474	0.1313554	0.0080541	0.0352441	0.5996567	0.2179156	0.9950783	0.8333672	0.1419223	0.7865275	0.2647553	0.3169663	0.7094471	0.9202505	0.3583582	0.7793410	0.2283662	0.0000000	0.0952186	1.0408917	0.0871082	0.2511298	0.3530137	0.1996049	0.8743803	0.4359583	0.1500321	0.4988781	0.8019151	0.9507480	0.8917939	0.3088169	0.9672905	0.6489065	0.4342744	0.4681222	0.0069454	0.8674189	0.4031207	0.1945730	0.8843580	0.0052245	0.6052131	0.9234785	0.4741114	0.5528824	1.0038007	0.4566943	0.9043237	0.4834219	1.0341898	0.4221902	1.0077059	0.8452241	0.2025919	0.3688004	0.3561224	0.8053301	0.5350805	0.0564208	1.0992090	0.9773596	0.4979620	0.9520491	0.7490596	0.5303149	0.4591864	0.3049833	0.3924574	1.0764065	0.1944526
0.8197888	0.8621758	1.0150280	0.0270637	0.5800721	0.6210617	0.3016040	0.8117379	0.1964573	0.4813258	0.4777098	0.6310410	0.2428259	0.5758770	0.0129726	0.3143264	0.4092939	0.2054390	0.2665984	0.4703035	0.5907969	0.0348571	0.8660570	1.1244260	0.0106145	0.0596197	0.0400072	0.7638890	0.6152483	0.5999566	0.1211990	0.0062049	0.0161676	0.2230142	0.5998311	0.0000000	0.8963851	0.1663648	0.8548579	0.1491230	0.3477511	0.7786052	0.9456684	0.3686288	0.8215461	0.3151487	0.0000000	0.2096076	1.0241671	0.0532389	0.6817877	0.4122524	0.4384337	0.8150665	0.4741169	0.1277749	0.5428656	0.5598756	0.9683056	0.6592275	0.3532281	1.0993203	0.2256364	0.4278916	0.4303935	0.1663281	1.0003472	0.3230459	0.1739743	0.5757181	0.0039339	0.1252363	0.9203498	0.3779934	0.9123532	1.0366854	0.4763825	0.9178359	0.4704848	0.7140130	0.4295613	0.7187386	0.6752928	0.1462281	0.7864734	0.3914666	0.6588302	0.4758877	0.0322282	0.8045148	0.1855465	0.4961096	0.8797665	0.8388645	0.5458711	0.3392615	0.2959222	0.6186116	1.0993985	0.0100943
0.8834095	0.9236376	0.8142949	0.0110560	0.9567737	0.6946410	0.5509744	0.9155884	0.5949793	0.1757962	0.1832182	0.8909977	0.0731078	0.5587626	0.0293644	0.3030545	0.5221913	0.0838479	0.3608904	0.0000000	0.4957727	0.0235027	0.9644780	0.9987744	0.0135307	0.0291037	0.0314573	0.8185901	0.6064509	0.2229407	0.3643922	0.0087910	0.0233935	0.2143664	0.6217213	0.0000000	0.8890460	0.2241680	0.8359848	0.1481226	0.3286953	0.7543278	0.9656924	0.3880287	0.8328101	0.3696826	0.6424239	0.0801800	0.9348112	0.0857653	0.9389062	0.4135635	0.4420754	0.8083014	0.7390549	0.0355889	0.5555970	0.6266128	0.9515074	0.9396485	0.0354574	0.9308995	0.5324634	0.6442683	0.5785010	0.3958728	0.9508092	0.3661646	0.2307163	0.7639552	0.0003588	0.6477097	0.9143656	0.6497112	0.8824728	1.0876865	0.0648556	0.6944216	0.5116104	0.9779847	0.3916583	0.5615359	0.6944391	0.1764927	0.6485375	0.1990518	0.6501231	0.2787328	0.0694728	0.8897060	0.1786588	0.4772920	0.7507366	0.9906416	0.4723251	0.8598137	0.7370964	0.5281497	1.0845940	0.0297747
0.7738666	0.9451362	1.0246188	0.0177814	0.5514413	0.0000000	0.3159492	0.7191989	0.2089386	0.3774501	0.5153779	0.6498847	0.2630947	0.4913304	0.0303731	0.4118382	0.5231369	0.4349681	0.3074909	0.4364773	0.5850276	0.0251080	0.9023221	0.9539170	0.0174324	0.0920590	0.0180011	0.7630190	0.6448275	0.4341244	0.1302848	0.0143084	0.0354438	0.6941530	0.1983525	1.0015393	0.8768099	0.2131017	0.8510610	0.4005890	0.3378315	0.7449919	0.9074771	0.3602155	0.8244171	0.3290358	0.0000000	0.1422862	0.9915740	0.0809794	0.4246776	0.3352300	0.4356764	0.6519425	0.5239219	0.1234830	0.5205718	0.7668127	0.9208808	0.8116452	0.3820729	0.9450910	0.5501479	0.5944577	0.4002382	0.0260960	0.5558484	0.3874160	0.2271988	0.7746219	0.0120540	0.1898654	1.0457266	0.4643486	0.6897424	0.8814004	0.4615978	0.9685112	0.4628854	0.6307611	0.3993642	0.7251618	0.7590794	0.1771342	0.3622685	0.2119309	0.8486648	0.6938040	0.0266724	0.9030663	0.9246419	0.5328339	1.0326139	0.6069891	0.5631158	0.2936078	0.0010481	0.5521565	1.0173089	0.5810535
0.7654423	1.0081295	1.0297679	0.0127864	0.5978565	0.7421226	0.3013301	0.8594810	0.2097341	0.3552328	0.4182351	0.6697259	0.2446583	0.4221058	0.0240161	0.3606088	0.3969279	0.2469213	0.3133893	0.3734715	0.4538912	1.0404364	0.0000000	1.0284081	0.0150101	0.6458793	0.0229855	0.8262606	0.5867465	0.2514618	0.1723276	0.0022106	0.0291937	0.7613311	0.1904888	1.0274438	0.9406284	0.1997393	0.6969342	0.3853393	0.3141122	0.7250663	0.9996367	0.3517522	0.7730848	0.2842226	0.0000000	0.1257343	1.0261316	0.0739233	0.3960309	0.3759449	0.3154465	0.6838495	0.4686595	0.1100957	0.2013404	0.8122754	0.9620292	0.3984534	0.3259562	0.9498944	0.5446813	0.4385651	0.3685629	0.0094151	0.9556224	0.3534388	0.2033484	0.6590386	0.0062066	0.3374381	0.9347691	0.2924163	0.4647469	0.6402365	0.4613256	0.9657749	0.5144074	0.8883430	0.6476723	0.9970820	0.8501248	0.0788386	0.4525326	0.4006056	0.8142902	0.5133476	0.0270252	1.0967220	0.9520928	0.3375672	1.0613086	0.7953814	0.1445539	0.3905528	0.0014641	0.5096717	1.0932782	0.3755881
0.2569325	1.0185727	0.9707136	0.0296737	0.4162961	0.0352491	0.2174643	0.2907757	0.2146243	0.5570715	1.1533182	0.0000000	0.3581200	0.6383903	0.0120872	0.1869907	0.2351645	0.2527603	0.3996411	0.4254725	0.5935194	0.0129225	0.5624112	0.8693518	0.0149068	0.1817989	0.0131073	0.8791420	0.6942358	0.8547001	0.0863244	0.0071305	0.0392620	0.7518737	0.2344025	0.9322423	0.9501892	0.1691533	0.8108010	0.3273661	0.3079151	0.6724365	0.7569812	0.5400724	0.7691959	0.3165877	0.0000000	0.3193402	0.9586490	0.0907380	0.5048903	0.4815704	0.5133716	0.6290473	0.5300073	0.5146703	0.5010885	0.7902679	0.7386234	0.6282780	0.3723265	1.0585368	0.5659674	0.5344139	0.3475863	0.0861611	0.6606541	0.4030500	0.2505080	0.5441346	0.0921157	0.1903695	0.9444848	0.4348161	0.5625209	0.9613116	0.4584000	0.8849001	0.5392150	0.4939878	0.4658659	0.9326462	0.8704385	0.0369545	0.3235809	0.1640492	0.8370656	0.5253217	0.0317084	1.0540708	1.1170208	0.4379170	1.0169494	0.5851692	0.4735972	0.3931408	0.0000459	0.4856052	1.0037107	0.5455470
0.7688898	0.8997927	0.9024959	0.0385297	0.8379239	0.5956661	0.2819556	0.8903473	0.3037258	0.2897529	0.5074023	0.6129789	0.1529814	0.4087185	0.0286386	0.3242048	0.5359540	0.1912287	0.3315870	0.4763284	0.0000000	0.0120307	0.7864156	0.9183257	0.0071833	0.0739195	0.0215392	0.8262326	0.6039035	0.2937677	0.2551547	0.0100150	0.0250153	0.6686735	0.1244526	0.9777184	0.9766985	0.2030785	0.7047875	0.2687185	0.3054291	0.8762255	0.7902695	0.4250648	0.8093827	0.3176253	0.0000000	0.1446917	0.9812155	0.0438018	0.4676532	0.3672313	0.2623685	0.7732246	0.4183628	0.0596898	0.5055850	0.9026386	0.3283363	1.0086196	0.3556261	1.1735491	0.0953466	0.3979411	0.4090473	0.0019386	0.7718285	0.2962728	0.3320831	0.7216544	0.0106675	0.3449524	0.9436181	0.4290513	0.1654671	1.0493508	0.9976274	0.9675625	0.4627769	0.6523214	0.4603584	1.0260504	0.7922611	0.1666281	0.3562367	0.2711546	0.9309177	0.3030375	0.0678831	1.0262728	0.8959186	0.4969029	0.9230069	0.8736930	0.5280370	0.4734577	0.0061889	0.9407829	0.9517379	0.1172969
0.7613284	0.9264812	0.8072577	0.0096294	0.5385532	0.0000000	0.2347418	0.8728130	0.2953227	0.3185747	0.4672510	0.5998132	0.1971297	0.5507892	0.0092317	0.2419183	0.5101200	0.2015833	0.2738562	0.2344176	0.5594501	0.0144498	0.9168659	0.9548922	0.0075948	0.0478696	0.0285580	0.8205575	0.5936766	0.3156535	0.1758211	0.0126491	0.0464586	0.1590117	0.5019787	0.0000000	0.9493855	0.1422405	0.7937538	0.1184161	0.3887814	0.7930636	0.9954295	0.3714651	0.8534075	0.3740565	0.5751237	0.1851004	0.9634488	0.0579387	0.7383332	0.4849595	0.6099805	0.9086901	0.6778076	0.0716193	0.5434324	0.8542350	0.9552159	0.8734198	0.0209286	0.9411826	0.1884210	0.7669155	0.4099759	0.4396744	0.9868255	0.4380154	0.2366176	0.8781902	0.0045757	0.1571440	0.9955504	0.6851279	0.9332004	0.9673674	0.1057328	0.8786373	0.5432404	0.8604335	0.4078245	0.7336626	0.8032170	0.0872718	0.7084125	0.1948306	0.9574624	0.5217876	0.0432211	0.8330863	0.2116164	0.5559838	0.7566631	0.9919096	0.5291289	0.8710811	0.4230075	0.5933209	1.0784744	0.1636455
0.2862641	0.8901284	0.7938855	0.0141548	0.4124510	0.0297388	0.2556179	0.2838249	0.1805257	0.6172929	1.0504077	0.0000000	0.4027067	0.4735876	0.0422615	0.2868944	0.1522242	0.1157717	0.2694302	0.1058423	0.5199403	0.0180613	0.6244884	1.0517161	0.0103143	0.0944730	0.0308654	0.9151288	0.7103273	0.9126513	0.0537854	0.0042863	0.0249970	0.1652894	0.5887451	0.0000000	0.9667985	0.1521081	0.8184762	0.1291878	0.2952466	0.7057695	0.7832570	0.5591664	0.6523934	0.2607588	0.6045403	0.3852280	0.9500367	0.0462515	0.7029910	0.6299749	0.6267621	0.7841254	0.7415081	0.3797227	0.5321859	0.5408182	0.8096738	0.9586737	0.0100981	1.1258857	0.4720957	0.7880099	0.4274075	0.8228761	1.0524850	0.3699845	0.2077681	0.5913169	0.0880629	0.1616509	0.9647134	0.6510909	0.8482900	0.9414012	0.1097067	0.9780670	0.5859016	0.8514935	0.4764296	0.5437658	0.7701048	0.0484710	0.7398958	0.2020010	0.9233260	0.1914484	0.0255108	0.8415599	0.2130866	0.3967494	0.7672306	0.7915010	0.5019453	0.9136404	0.0032764	0.5365796	1.0484072	0.1516933
0.8848810	0.8486956	0.8852762	0.0136344	1.0163326	0.6144774	0.4212734	1.0074704	0.5877996	0.1359245	0.2050355	0.9029228	0.0460085	0.5419329	0.0194258	0.2224054	0.5631862	0.0487068	0.3568625	0.1307061	0.5886834	0.8943937	0.0000000	1.1129071	0.0056320	0.5652527	0.0118306	0.8224575	0.5936782	0.2096525	0.3892241	0.0005883	0.0147830	0.2942599	0.4353221	0.0000000	0.9400304	0.1892759	0.7926456	0.1390454	0.2846935	0.7548370	0.9110939	0.3313891	0.8258176	0.3003777	0.5866653	0.1159971	0.9434335	0.0745457	0.8906270	0.3818844	0.5297610	0.7982636	0.8317976	0.0376775	0.5397696	0.8443569	0.9604710	1.0079787	0.0383510	1.0424102	0.1935708	0.6693960	0.6254320	0.4839361	0.9863490	0.3651929	0.1793161	0.8359490	0.0008122	0.6162735	0.9103115	0.5126295	0.7467942	0.8669362	0.0462555	0.7138587	0.4928120	0.9924147	0.4904684	0.6921086	0.5451079	0.0648478	0.6727801	0.1704744	0.8682136	0.2461243	0.0606981	0.8599937	0.2323399	0.2413137	0.7197369	1.0663299	0.0681951	0.8915795	0.7012338	0.5981896	0.9784016	0.2394489
