G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.6961433	0.6569382	0.1721853	0.3129331	0.6416025	0.3643979	0.5172550	0.9816667	0.8145328	0.6154196	0.4227071	0.9637162	0.9953868	0.6555605	1.0052684	0.9367545	0.7033356	0.3449533	0.9363841	0.0063664	1.0376247	0.8375087	0.4028951	0.6320911	0.0023174	0.7596005	0.2355550	0.8866544	0.0014335	1.0440474	0.1307097	0.1056748	0.0653007	0.4201807	0.4496261	0.5008013	0.0036074	0.0255105	0.3162888	0.0473121	0.7151028	0.6675845	0.1626951	0.8904249	0.1896413	0.7078790	0.9662521	0.4518935	0.6254118	0.8863528	0.8570424	0.4322760	0.2809081	0.3082458	0.9242263	0.1959085	0.2543102	0.3907396	0.5645533	0.0944191	0.6496584	0.7922330	0.5644763	0.7027725	0.9516501	0.8072292	0.7033286	0.2140431	0.5835562	0.3759595	0.0782558	0.8727943	0.1492783	0.5763388	0.5849873	0.8598799	0.8867516	0.3932250	0.1229938	0.3670511	0.5455660	0.7509934	0.8376782	0.0069664	0.3539391	0.2554500	1.0117780	0.0491668	0.0323154	0.0709106	0.3062350	0.6762103	0.6360952	0.2163683	0.1558395	0.8593164	0.3283043	1.0210992	0.0412376	0.2710608
0.8793513	0.6801647	0.2452255	0.4189642	0.5300783	0.1691262	0.5292297	0.7248875	0.3717993	0.6464488	0.6180492	1.0243274	0.9043297	0.5114319	0.4342957	0.8371694	0.1788445	0.0007104	0.8457821	0.0060023	0.6991329	0.8401286	0.6187657	0.9844943	0.0000966	0.7991308	0.4983571	0.7669589	0.2992904	1.0320156	0.0472409	0.4976673	0.3488048	0.7281851	0.7977947	0.8410037	0.2071544	0.0016654	1.0899529	0.3380482	1.0275339	0.6104107	0.3687104	0.6147787	0.1549553	0.6924246	0.8853643	0.5172190	0.6138196	0.9361491	0.7124744	0.3979477	0.2437467	0.2588819	0.9910587	0.0003652	0.9556718	0.0010347	0.4051384	0.5437135	0.8153175	1.0619751	0.7729296	0.5171524	0.8754705	0.8691146	0.8859540	0.6643118	0.7844879	0.4264815	0.0004818	0.8324214	0.0834401	0.7683878	0.9339741	0.8553694	0.4736301	0.5400726	0.3051247	0.5051881	0.4157901	1.0052298	0.9570818	0.6622308	0.4708162	0.5377198	0.8416635	0.1215808	0.0726660	0.0926048	0.1724901	0.5176188	0.7856085	0.2380223	0.0186528	0.8925287	0.0102282	0.5722716	0.1118079	0.2144586
0.6541386	0.1669805	0.0585850	0.5019663	0.3172144	0.1793272	0.8441109	0.9437008	0.3252998	0.5700128	0.8988502	0.9116149	0.5174641	0.5053476	0.8674149	0.9931102	0.5362763	0.0039814	0.8240887	0.5259312	0.3524033	0.9645611	0.4854797	0.7281684	0.0004027	0.7171593	0.1080747	1.0121497	0.0270347	0.6554739	0.3739824	0.4005322	0.1621016	0.6632480	0.6752523	0.4620284	0.1719445	0.3009876	0.9424344	0.2692228	0.9109799	0.6166755	0.1446195	0.7405168	0.1761010	0.7947534	0.9023367	0.4440656	0.6724184	1.0397768	0.7488570	0.6209129	0.3805873	0.0008887	0.7795621	0.0006932	0.7957217	0.0732157	0.6763877	0.4774521	0.8539424	0.5763534	1.0386239	0.1508259	0.8752048	1.0699049	0.5078487	0.1866344	0.5413326	0.8606292	0.0000610	0.8603140	0.5381460	0.5870305	0.4401558	0.2993148	0.8910422	0.3790563	0.3856300	0.7786648	0.3608348	1.0888167	1.0815771	0.6940658	0.7499240	0.2860203	0.6398002	0.0860665	0.0025765	0.3262306	0.3031570	0.2867183	0.8510806	0.0270406	0.1897673	1.0329234	0.0167903	0.4635584	0.5383965	0.8329678
0.7660828	1.0377464	0.4943880	0.3119733	0.5542309	0.0339674	0.7823813	0.7756482	0.0558328	0.6213397	0.9892611	0.9888924	0.8997843	0.3851354	0.4715406	0.9938726	0.1165331	0.0570525	0.8130779	0.0023703	0.6235765	0.9681793	0.4324084	0.8878037	0.0004539	0.9309915	0.1610187	0.9207533	0.0156200	0.7647066	0.1023859	0.5089599	0.3007241	0.7784218	0.9330347	0.8548231	0.0003573	0.0128172	0.9758895	0.0322325	1.0476324	0.6415964	0.2898566	0.7910324	0.2531819	0.5545214	0.7421546	0.3653462	0.6755404	0.9677246	0.6936902	0.0724241	0.0722549	0.4680427	0.5476721	0.0799665	0.9756414	0.0004116	0.6754410	1.0565139	0.7274204	1.0905197	0.7311236	0.1953479	0.9298813	0.9769283	0.1909541	0.7145360	0.6893211	0.8269878	0.0038322	0.6601559	0.4421420	0.9880440	0.4556470	0.8200972	0.6260410	0.6215010	0.5381759	0.4652413	0.2764571	0.9699945	0.9709471	0.2670713	0.1081218	0.4552301	0.8175337	0.1848055	0.5250374	0.0614652	0.1247552	0.3246948	1.0935900	0.0259225	0.5556190	0.8597120	0.0037167	0.9466808	0.3769997	0.3211250
0.6782699	0.3845425	0.0552863	0.2375444	0.5301359	0.1946501	0.3868167	0.5733745	0.0987331	0.5333671	0.9249136	1.0774558	0.9379605	0.5250605	0.7958439	0.8538504	0.6257820	0.2401530	0.9089590	0.0014243	0.8217810	0.9808576	0.6393905	0.9744749	0.0026750	0.7924327	0.5779591	0.9454496	0.2357211	0.6836547	0.0497684	0.1043369	0.3592013	0.8057762	0.8459080	0.8510461	0.1975363	0.3820886	1.0103029	0.2784107	0.9158487	0.7210292	0.4251360	0.6950317	0.1854252	0.6479722	0.9397861	0.5079381	0.6422475	0.9073748	0.8241269	0.5150360	0.1698804	0.2560879	0.6411746	0.0090838	0.6862524	0.0112108	0.8115282	0.1722746	0.7624777	0.9221653	0.9352335	0.7933861	0.9607865	0.8376885	0.5479197	0.7023872	0.8248207	0.4350015	0.0009803	0.9739935	0.2280555	0.4701982	0.5677629	0.9674168	0.9577185	0.2315126	0.1741329	0.2093317	0.2294077	1.0312107	0.8739612	0.2960234	0.0839439	0.3321996	0.9581111	0.3967295	0.1724048	0.2387044	0.1570397	0.4070379	1.0251653	0.4289511	0.1520955	0.9098472	0.0101519	0.8047248	0.4757121	0.7908917
0.8157782	0.0031429	0.0084997	0.1167770	0.3750447	0.0591153	0.3147761	0.8631732	0.3979808	0.6788694	0.9465881	0.9226233	0.6986143	0.1227570	0.3503359	0.6685828	0.0031301	0.0000684	0.9668545	0.4055735	0.7896315	0.7770874	0.3344398	0.5699281	0.5322797	0.9284876	0.1366068	0.8701577	0.2137760	0.7673396	0.0745472	0.5186052	0.2309813	0.6631800	0.8500247	0.4988273	0.0006571	0.0090172	0.6127308	0.0610475	0.8273501	0.6726540	0.3915344	0.6210596	0.8726906	0.5407706	0.9951378	0.2393261	0.7096519	1.0124470	0.5509502	0.7967604	0.1251996	0.0009776	0.7369488	0.3393046	0.4684094	0.0000764	0.6363571	0.6497825	0.3463923	0.9652839	0.6280092	0.5241412	0.9581855	0.7050403	0.3129698	0.4626273	0.6393687	0.5005145	0.0110213	0.7463808	0.6389190	0.8586739	0.9037349	0.8266619	0.5895012	0.7261697	0.7505127	0.7072727	0.5201323	1.0495555	0.9651125	0.8496933	0.2035134	0.0430932	0.8024214	0.0010595	0.3140359	0.3221266	0.2557996	0.3238655	0.9540498	0.1865984	0.5016008	0.5878151	0.9151251	0.8570455	0.1017068	0.6630102
0.5930649	0.5362181	0.1610964	0.1970118	0.6595626	0.0702857	0.7568368	0.7304281	0.3120394	0.3879826	0.9243643	0.9209302	0.6584178	0.6558611	0.6650524	0.7259228	0.2626819	0.0731070	0.7779460	0.0005425	0.7585605	0.2861267	0.2299419	0.2828171	0.0004844	0.9505126	0.3887097	0.5242456	0.0698356	0.5876332	0.0194846	0.2583382	0.3825846	0.9022536	0.7033818	0.4681470	0.1575008	0.2745452	0.9422874	0.1917864	0.9527222	0.7538321	0.2748763	0.4846344	0.0880748	0.4523809	0.7923753	0.5277374	0.6120860	1.0009853	0.7561170	0.8304080	0.6613734	0.0157121	0.9321707	0.0713087	0.7070230	0.0025874	0.9723932	0.4274941	0.4329963	1.0747947	0.9503347	0.7321996	1.0161656	0.9550868	0.7557057	0.3261282	0.6233821	0.3928618	0.0000921	0.5514585	0.2145288	0.9266608	0.4403657	0.8787017	0.9863188	0.9202452	0.7566519	0.4611831	0.5266858	0.9467044	0.8284627	0.1182324	0.0000269	0.3464912	0.8894413	0.0151530	0.3831528	0.4287792	0.2464141	0.6461223	0.8099310	0.1525722	0.0322354	0.9015951	0.0028580	0.8785245	0.4619015	0.3434086
0.4752726	0.2242852	0.1119999	0.2451397	0.6677045	0.4894296	0.6075098	0.8347873	0.5465891	0.6231813	0.8342623	1.0115985	0.6906290	0.9489583	1.0123159	0.9406117	0.2443953	0.0956077	1.0708595	0.0118406	0.3352404	0.9278537	0.4589606	0.8014179	0.0006974	0.9650040	0.3285845	0.6939929	0.1932869	1.0633227	0.4165922	0.4176256	0.5256772	0.3207794	0.5828205	0.7000967	0.0051041	0.0213403	0.6296411	0.0425454	0.9377993	0.6715598	0.4720706	0.7161391	0.1891605	0.5284657	0.8969623	0.5140045	0.7167423	1.0656962	0.7644964	0.5505681	0.2045451	0.0003949	0.8491551	0.0428850	0.7720665	0.3046681	0.4930382	0.3406380	0.8127410	0.9382207	0.7678899	0.7704179	1.0025808	0.4661786	0.3699643	0.5403642	0.5611466	0.4700179	0.0000511	0.7261826	0.1047002	0.9711379	0.3836323	0.6267653	0.5646356	0.5866174	0.3582582	0.8189540	0.3011987	0.8206701	0.9573371	0.2848760	0.1637011	0.2592438	0.9160589	0.0029726	0.0043576	0.2289649	0.1930551	0.4087308	0.4578288	0.4364792	0.1250506	0.9703415	0.0691897	0.3818730	0.2916844	0.4790053
0.5950203	0.4875214	0.1821117	0.5454410	0.9544462	0.3129661	0.6392801	0.7927189	0.3582858	0.6340964	0.6749472	1.0375585	0.8985184	0.6935680	0.9668235	0.7330268	0.2149545	0.0006890	0.9960708	0.0011712	0.8299840	0.9352895	0.5824772	0.7552961	0.1932659	0.9961643	0.3153541	0.9402202	0.0203319	0.8358779	0.2455494	0.2932840	0.2161366	0.5145468	0.8230820	0.6823013	0.1751106	0.2574375	0.9575923	0.0902353	1.1171993	0.6484771	0.4571072	0.7719100	0.1678322	0.7153281	0.8772830	0.4505838	0.7317696	0.9129665	0.9125408	0.6327660	0.1941812	0.0013596	0.7289833	0.0004317	0.6288790	0.0171232	0.7385474	0.5940513	0.3417281	0.8504226	0.8237502	0.3913484	0.8543975	0.8286481	0.8397395	0.6544647	0.7954054	0.4313186	0.0001196	0.9090947	0.1589668	0.9795297	0.6537451	0.8115221	0.8669776	0.3036776	0.3220763	0.1650821	0.4856157	1.0501177	1.0490503	0.9985795	0.1584541	0.1145202	0.9152794	0.0156444	0.3752617	0.0360115	0.1663371	0.3430518	0.6123895	0.0240667	0.3372784	0.9029010	0.0211072	0.2670404	0.1474155	0.1105610
0.6297063	0.8769152	0.3839044	0.0073249	0.2509019	0.1710680	0.3263352	0.7534170	0.4458223	0.7321986	0.7949720	0.9507624	0.8569498	0.4837952	0.8206098	0.7338589	0.4141623	0.1578084	0.9343557	0.7234915	0.0930070	0.7801014	0.4005738	0.4933732	0.0034270	0.9816903	0.3895593	0.7045344	0.1569020	1.0205212	0.5743508	0.7463180	0.3501635	0.4764025	0.9656416	0.6269600	0.0081008	0.0853602	0.7867177	0.5918058	0.9471003	0.6544324	0.5779385	0.9740492	0.0245029	0.4204736	0.8098478	0.6062485	0.4530274	0.9130626	0.7383209	0.1332330	0.0847259	0.2531267	0.5147332	0.0020670	0.8647112	0.0000081	0.5905471	0.6235548	0.4425038	1.1017145	0.9359635	0.8047716	1.0500557	0.7176093	0.7844055	0.6737261	0.5401160	0.4580354	0.0003797	0.9052471	0.3880523	0.8737229	0.2576250	0.9584198	0.6658353	0.7659436	0.3514147	0.8778707	0.4664095	0.5686568	0.7241663	0.3349423	0.2734933	0.5153179	0.6522767	0.2747844	0.1086762	0.4791967	0.5294729	0.5400057	0.6978264	0.0018309	0.6528880	1.1050797	0.3796186	0.3505110	0.6618335	0.1616190
0.7913139	1.0021718	0.7305109	0.6637130	0.9904279	0.1384094	0.7971998	0.8245626	0.2991744	0.6183596	0.7955497	0.9986663	0.9243233	0.3423395	0.6639015	0.9502339	0.0009101	0.0037649	0.5589339	0.0014391	0.6247304	0.7304642	0.3386069	0.6518491	0.1223788	1.1006304	0.1452963	0.7593814	0.4360573	0.9351030	0.0433593	0.2351142	0.2141778	0.5863209	0.6193011	0.6142638	0.6436108	0.2151761	0.9822559	0.0793173	1.0797879	0.6384955	0.0959291	0.9686941	0.1138545	0.5237744	0.8250712	0.5195509	0.4786975	0.9423190	0.8914486	0.3535050	0.3288077	0.1944948	0.7982541	0.0036722	0.3599302	0.0197055	0.6477493	0.7885528	0.2626430	1.0439712	0.7313052	0.4077961	0.9414256	0.8769534	0.3708283	0.7614144	0.5942489	0.3904134	0.4708370	0.8204002	0.4526257	0.9974986	0.4836008	0.9613633	1.0604801	0.7217694	0.2246916	0.8810997	0.5171913	0.7035099	0.8365706	0.8626480	0.7204295	0.1401474	0.7850400	0.0294029	0.0362123	0.2545522	0.2712771	0.2612550	0.7545944	0.0114555	0.0172173	0.9625201	0.0061218	0.9688272	0.0977933	0.1426668
0.7989505	0.2633448	0.0459801	0.3000339	0.8698710	0.4713445	0.7438428	0.9414366	0.3751015	0.5427029	0.7734294	0.9752703	0.5675870	0.7964940	1.1196096	0.9534457	0.0147554	0.0261172	1.0787818	0.1066685	0.2912864	0.6531661	0.1594148	0.3481969	0.0018970	1.0444304	0.2735599	0.9779438	0.0033321	0.9984476	0.0369187	0.4983067	0.1663846	0.2712187	0.6408859	0.5218499	0.2409569	0.0079250	1.0059110	0.1289727	1.0194687	0.6617689	0.4624845	0.5863064	0.3073423	0.7330728	0.9614668	0.4208716	0.6890348	0.9783977	0.8904793	0.5677687	0.2232552	0.0018044	0.4945920	0.0000194	0.5831927	0.0959465	0.7930528	0.9273700	0.2652772	0.7750116	0.8914822	0.7775038	0.9433168	0.5912174	0.4713989	0.7721465	0.5638224	0.8783767	0.0033906	0.9698355	0.3593834	1.0595042	0.8852692	0.7541922	0.7972220	0.1467064	0.4009965	0.5009609	0.2332448	0.7556347	0.9665461	0.6739704	0.2507411	0.1624858	0.8485777	0.0906078	0.0147550	0.5859774	0.2027647	0.2896354	0.6015109	0.3533456	0.3468283	0.6567954	0.0373637	0.4879778	0.1486865	0.7761213
0.5179952	0.5651918	0.1600447	0.2057690	0.4250055	0.1278548	0.8112301	0.9864393	0.3862326	0.5232803	0.7731933	0.9790586	0.8732333	0.3947913	0.6586183	0.5954449	0.7654213	0.3577247	1.0114544	0.1865688	0.8280684	0.0222670	0.0845448	0.3578509	0.2862171	0.8153799	0.0581855	0.7130902	0.0177770	0.7569835	0.0384841	0.1909950	0.2127558	0.7627814	0.7110049	0.7813043	0.0004295	0.0078525	0.7725197	0.0020390	0.7805285	0.8021368	0.3082535	0.4365084	0.0606830	0.8054813	0.8290683	0.5770799	0.5029292	1.0378204	0.7922924	0.4591723	0.0977426	0.0072427	0.4205019	0.0062822	0.6926616	0.0011961	0.9421732	0.4709138	0.4722348	0.8283533	0.5163666	0.4658194	0.9627771	0.8853442	0.5849565	0.5229942	0.4058651	0.8482086	0.3662033	1.0826122	0.2824804	1.0289989	0.8051818	0.8936044	0.8852428	0.7469908	0.5786023	0.3105007	0.3016097	0.9105897	1.0138904	0.6582764	0.6365943	0.7037382	0.9013510	0.2453242	0.0615210	0.1724588	0.1804067	0.3473033	0.5611700	0.3129961	0.0021011	0.9958227	0.2431519	0.2667992	0.1768314	0.1107192
0.6343635	0.3771503	0.1268027	0.2501648	0.3055749	0.2975261	0.7717036	0.7199550	0.1681226	0.4776626	0.9151549	1.0224714	0.6548859	0.3085504	0.6112570	1.0288541	0.0005171	0.0004203	0.6885732	0.0180623	0.7005353	0.9295827	0.5760706	0.8245357	0.0130176	1.0252813	0.1181369	0.6824714	0.0155018	1.0442740	0.2068500	0.2547695	0.1715661	0.2962758	0.7649875	0.8509794	0.0645329	0.0217399	0.7062923	0.6105022	0.7568674	0.7107897	0.1654936	0.8147576	0.3158166	0.6535973	0.8887326	0.4337810	0.6874321	0.9831762	0.9295815	0.4220304	0.1834646	0.0001602	0.4156413	0.0008515	0.3754967	0.3692645	0.7311694	0.6456075	0.8212823	0.8729611	0.9615567	0.5728149	0.9612812	0.6566069	0.2497980	0.5837620	0.0764537	0.2592460	0.0034900	0.8907865	0.1476701	0.9912518	0.3456861	0.7048406	0.9569988	0.3988457	0.5883105	0.4312001	0.6939830	0.8050211	0.8460924	0.7149746	0.1676493	0.4742024	0.8879001	0.2149016	0.0573275	0.3222926	0.1288470	0.5217836	0.8079083	0.0407091	0.0304290	0.3262014	0.3178122	0.8506790	0.5868654	0.2169969
0.8748435	0.9329756	0.5028598	0.5619082	0.8987305	0.3878370	0.3260339	0.8086983	0.4043527	0.5710664	0.8784632	0.9786430	0.9876470	0.4251930	0.6283920	1.0025611	0.3492993	0.0975897	0.9495893	0.1468693	0.5530550	0.9414212	0.5889790	0.9605172	0.0007992	0.6723820	0.1337499	0.7568268	0.1078719	0.7592758	0.0415288	0.3332102	0.0760638	0.3600751	0.6052189	0.4564292	0.2830443	0.2066806	0.8192317	0.2983494	0.6532105	0.6575111	0.4636892	0.7328756	0.2440692	0.5515248	0.9145508	0.3808417	0.4664725	0.9854458	0.8721330	0.5523645	0.2252642	0.5938940	0.8829963	0.0000542	0.3316080	0.2344519	0.4793971	0.0332449	0.4456281	0.9685096	0.5702770	0.3386940	0.8687755	0.6737340	0.6827878	0.4014762	0.8125537	0.2706310	0.0023464	0.8738712	0.2347497	1.0362414	0.6658998	0.7302785	1.0115823	0.7609161	0.1515778	0.6436745	0.1309140	0.9973348	1.0323426	0.6753621	0.3233954	0.2065524	0.8648173	0.2234190	0.4528537	0.3259230	0.2360233	0.7024866	0.8852977	0.2773397	0.1409241	0.9284882	0.0590397	0.2350213	0.0234952	0.2772015
0.5770102	0.0215809	0.0387990	0.3773375	0.8598106	0.3626132	0.6402621	0.9868713	0.4644933	0.7153864	0.6118332	0.9484957	0.9337202	0.6888678	0.9478232	0.9844109	0.2490888	0.0024599	0.9205867	0.0214534	0.4614900	0.3627659	0.1654994	0.4921790	0.0021665	0.9908648	0.3056240	0.3707849	0.0471040	0.9741752	0.6642187	0.5054362	0.2861399	0.7241350	0.9407008	0.4898454	0.2746652	0.1387414	0.6013595	0.2240140	1.0660290	0.7041450	0.5440827	0.4723709	0.1248599	0.6175011	0.8799896	0.4062956	0.6136347	1.0011096	0.6484532	0.5123096	0.5226437	0.2433129	0.4592408	0.0005379	0.2563988	0.0037156	0.7477098	1.0342615	0.6897124	0.6821484	0.7264572	0.8848454	0.8363373	0.8804511	0.6162308	0.3006274	0.3839760	0.8415241	0.4682478	0.9375732	0.2532038	0.7481639	0.5979417	0.7319856	0.3395745	0.6466143	0.5801796	0.6045120	0.4733556	0.9064835	0.9110444	0.3780225	0.0490603	0.6050368	0.2604410	0.2652171	0.3188628	0.4943739	0.2070116	0.9820121	0.9627093	0.2465259	0.0116193	0.9126278	0.0352991	0.2974091	0.0299116	0.8011603
0.8299699	0.7809022	0.2478275	0.3287049	0.0000393	0.2800432	0.4807939	0.6016847	0.0452410	0.6809240	0.9829064	0.8893421	0.9611894	0.6678487	0.8790291	0.6825106	0.0004700	0.0004085	0.9696190	0.1284366	0.4223352	0.4879713	0.2520469	0.6763630	0.0046727	0.7171203	0.6136346	0.8242067	0.0922728	1.0601585	0.1327813	0.5385537	0.3470276	0.5503863	0.7925570	0.9569302	0.0037117	0.0183773	0.8594441	0.1062681	0.9862474	0.6153515	0.4912299	0.8050522	0.1323963	0.5493779	0.8856999	0.4888654	0.5794039	1.0294784	0.8390036	0.3137882	0.0775016	0.0755499	0.6514806	0.3362191	0.7605183	0.0042278	0.5469076	0.7938827	0.7122756	0.9780769	0.9593696	0.6251975	1.0208223	0.8425240	0.6708431	0.6975935	0.6397354	0.1499722	0.3496992	1.0273210	0.1464782	0.8015966	0.7545500	0.8687235	0.7930735	0.7828596	0.5341089	0.2694587	0.5741900	1.0043205	0.7170619	0.3537291	0.5831871	0.6370538	0.6817068	0.1000588	0.2358008	0.7427915	0.1365655	0.4545095	0.8593039	0.0546837	0.3855935	0.7743731	0.0089932	0.9682970	0.0228202	0.3182355
0.8359998	1.0235418	0.5507139	0.7351880	1.0513736	0.2824873	0.2052098	0.8965610	0.3902547	0.3052261	0.8317023	1.0101254	0.7210687	0.8739936	0.9372931	0.8376778	0.0010017	0.0004866	1.0207215	0.0122065	0.5028334	0.9902496	0.5993594	0.6692484	0.0000532	0.8004852	0.6763188	0.2626970	0.1594643	0.9227786	0.0042385	0.3346377	0.4398290	0.4525143	0.1660460	0.4286724	0.5727323	0.8494020	0.9742165	0.2087354	0.9960028	0.8003867	0.4456666	0.6302266	0.8093713	0.5140358	0.9405443	0.3083427	0.6917234	1.0631633	0.7862184	0.3812780	0.3177636	0.0069205	0.8896307	0.1186239	0.5001224	0.2056152	0.5709538	0.0252417	0.7938565	0.8386943	0.6667256	0.4258201	0.7915567	0.9678546	0.6726279	0.3267900	0.8321720	0.2361050	0.0035063	0.5690493	0.5066103	0.9590169	0.4122435	0.3104359	0.9898912	0.6672913	0.0476200	0.3765730	0.7107038	1.0741832	0.9076459	0.4322086	0.0739627	0.1145450	0.4529433	0.4033141	0.2251039	0.2443199	0.2166358	0.4796738	1.0268749	0.0108668	0.4788338	1.0360844	0.0271839	0.3823797	0.2369138	0.1854163
0.6266681	0.0565604	0.0469520	0.5000211	0.9111497	0.2742996	0.7197182	0.8674784	0.2908253	0.6697656	0.6235919	0.9785556	0.9061523	0.6445127	0.8395909	0.4737481	0.2194091	0.0011461	1.0780889	0.0052655	0.6408412	0.2648439	0.2665860	0.4823308	0.3100595	0.9523585	0.5580101	0.6382643	0.2660668	0.6030972	0.2047265	0.2083609	0.5853355	0.6369465	0.6891791	0.7117209	0.4388221	0.0018666	0.9522352	0.3690563	0.9245871	0.6948841	0.6898192	0.7393092	0.0268751	0.2491660	0.7651575	0.5847217	0.4153697	0.9549977	0.6224716	1.0091324	0.2904722	0.0145151	0.5194802	0.0010232	0.6293608	0.3069059	0.7768572	0.8907687	0.3920352	0.7551156	1.0163490	0.8518710	1.0030193	0.7891062	0.9130613	0.4762825	0.9909264	0.1642571	0.2382881	0.7355369	0.2015960	0.9780778	0.7771613	0.8351057	0.8542718	0.4136722	0.7023016	0.7451867	0.4373294	0.5425693	1.0216792	0.9803046	0.1782662	0.1134146	0.8704665	0.4468464	0.0180091	0.2155734	0.3363111	0.3212670	0.8246755	0.0129780	0.1827064	0.8690661	0.3452736	0.0560481	0.1049726	0.7661447
0.9833637	0.8072539	0.1510978	0.1165154	0.5490329	0.1492770	0.6726509	0.9800912	0.4262576	0.7228730	0.8062678	0.9575907	0.3903762	0.1815122	0.5039115	0.7729281	0.0885627	0.0415268	1.0954247	0.0154477	0.8363861	0.7591068	0.3637705	0.7730060	0.2077318	0.8890825	0.3542443	0.7436354	0.4023135	0.4739859	0.6260892	0.0573118	0.2480626	0.6089558	1.0541902	0.9505651	0.4545609	0.6738212	0.7250017	0.2115267	1.0009456	0.5711082	0.3035517	0.7452487	0.1874303	0.6973416	0.8825574	0.5453864	0.6175487	1.0022403	0.6023297	0.3603390	0.2422189	0.0198931	0.9068460	0.2015366	0.8429957	0.4268025	0.9080500	0.5733048	0.4474947	0.5950894	0.3040441	0.3133656	1.0343918	0.9882704	0.4628900	0.2895421	0.5961574	0.7691815	0.0749448	0.8843080	0.1573278	1.0755615	0.5130821	0.4819889	0.9636602	0.7217596	0.3027445	0.3331774	0.5883189	1.0409703	0.9709278	0.8731897	0.3490426	0.1842637	0.7043464	0.0162180	0.2798453	0.1152759	0.1259991	0.5928486	0.6836958	0.1400760	0.3638550	0.8931075	0.3280683	0.7675120	0.4646066	0.6342146
