Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
700	0.1677302	0.6807115	0.6500813	0.4694825	0.2103892	0.2839103	0.2383734	0.3017785	0.2928465	0.0184261	0.1115921	0.6708867	0.4394073	0.2334412	0.3673748	0.2287656	0.4872748	0.4736344	0.1867487	0.0875096	0.3240272	0.7121722	0.0787768	0.1899782	0.0491425	0.0065695	0.0047727	0.3182732	0.2605620	0.4106141	0.0855115	0.1943368	0.1375974	0.6241562	0.6360448	0.0194650	0.7431964	0.0001043	0.5482751	0.0340321	0.0329153	0.5732311	0.2406985	0.5846699	0.0265466	0.4794395	0.5911002	0.5810025	0.5480352	0.6933293	0.0094853	0.3413862	0.3909234	0.6727483	0.0582112	0.1856721	0.0318266	0.3979666	0.0362966	0.2354685	0.4443591	0.3310800	0.1398616	0.3215963	0.1167744	0.3194939	0.1248349	0.0411952	0.3583674	0.4608459	0.5879221	0.5390303	0.0092550	0.6241942	0.4256989	0.2407416	0.4357781	0.6210032	0.4983485	0.4042559	0.0345013	0.1470824	0.6974324	0.5718209	0.0552881	0.6031880	0.4797366	0.2879566	0.7555749	0.3839130	0.5622341	0.3546710	0.4752751	0.8030400	0.2952521	0.1063029	0.0143999	0.3721375	0.0262536	0.3055299
750	0.1405226	0.7275610	0.5922751	0.4801189	0.1127027	0.2842069	0.2751719	0.3929983	0.2587923	0.0237965	0.1209311	0.6679793	0.5896029	0.2259003	0.3110985	0.2220265	0.4749210	0.4976615	0.1790913	0.0825425	0.4462914	0.6680734	0.0442011	0.3333513	0.1043205	0.0044951	0.0012896	0.2912059	0.3583274	0.2935471	0.0803311	0.2997324	0.1529089	0.7579049	0.6317257	0.0288984	0.7069405	0.0002313	0.6145947	0.0239922	0.0773195	0.6438330	0.2686333	0.6808455	0.0647434	0.6670727	0.7592916	0.7012642	0.3516003	0.5800581	0.0086854	0.5002512	0.5715528	0.5147151	0.0657581	0.1078743	0.0512272	0.3521172	0.0317327	0.3573371	0.3830273	0.4580731	0.1373345	0.2547511	0.0934985	0.3877888	0.0940103	0.0531182	0.4579197	0.4452622	0.6978574	0.4490233	0.0115294	0.6506256	0.4519651	0.2271617	0.3882727	0.5848405	0.5929528	0.5043106	0.0285249	0.1749019	0.6834758	0.5140166	0.0853925	0.7814726	0.4134397	0.1781962	0.8258342	0.3876127	0.6165304	0.4792493	0.5527803	0.7040126	0.2754131	0.0858397	0.0219455	0.3889660	0.0439138	0.4047998
800	0.1900136	0.5540108	0.6590851	0.5157708	0.1538309	0.3173760	0.2520449	0.3168383	0.3024649	0.0251640	0.1018468	0.7138587	0.5653269	0.3030296	0.3231326	0.2707880	0.4149509	0.5182659	0.2295554	0.1530798	0.3618508	0.5986248	0.0463248	0.1702706	0.0597688	0.0018547	0.0020422	0.2637505	0.2383562	0.2371172	0.0943743	0.4311888	0.1904636	0.6404672	0.6589233	0.0448730	0.8038191	0.0000000	0.6614129	0.0142727	0.0156087	0.7365453	0.3836945	0.7359054	0.0367028	0.5892642	0.6092886	0.7471871	0.3363696	0.5405521	0.0491121	0.3920582	0.5272739	0.5450897	0.0662685	0.1225035	0.0633126	0.3300837	0.0731982	0.3572944	0.2998586	0.4326227	0.1833117	0.2521809	0.1455359	0.3332462	0.1275990	0.0700620	0.4974978	0.3661650	0.5927924	0.3570999	0.0165555	0.6152613	0.5041880	0.3013582	0.3309897	0.7177802	0.6016321	0.4869487	0.0199856	0.1825479	0.7259719	0.4863917	0.0596941	0.6329543	0.3488240	0.1158722	0.7081733	0.5088140	0.6944802	0.5386157	0.3367318	0.6787502	0.2228238	0.0766490	0.0075564	0.4277764	0.0273106	0.3346483
850	0.0879041	0.6103335	0.6650261	0.4664496	0.1920837	0.2961513	0.2397689	0.2880292	0.3697259	0.0536206	0.0892658	0.5265803	0.5349713	0.2360271	0.2880792	0.1898134	0.3516956	0.4976827	0.2241256	0.0648725	0.4064324	0.6201237	0.0668259	0.1496598	0.0578432	0.0041755	0.0036517	0.2559743	0.2382213	0.2293307	0.0757340	0.4630006	0.3520212	0.6442146	0.6694477	0.0266259	0.6538816	0.0003459	0.6151780	0.0109900	0.0260082	0.6785986	0.4763827	0.6360937	0.0556505	0.5289570	0.6084771	0.6787668	0.4654317	0.5794445	0.0361363	0.4863544	0.5463508	0.4593361	0.0751623	0.1025613	0.0695967	0.3807116	0.0311989	0.4712808	0.3930429	0.4814232	0.2163748	0.3407033	0.1883921	0.4903170	0.1244350	0.0826649	0.5252879	0.6075833	0.6046835	0.3883571	0.0169224	0.6166823	0.4810571	0.3916288	0.3747098	0.7456194	0.5524714	0.3828872	0.0069165	0.1396322	0.5357749	0.4806456	0.1520410	0.4478585	0.4186094	0.0917517	0.6825179	0.3206662	0.5481954	0.5394400	0.3821264	0.7375582	0.3095289	0.1210750	0.0030518	0.3960677	0.0223639	0.3632612
900	0.1113471	0.5954703	0.6303147	0.4357366	0.1979898	0.3593900	0.2209297	0.3038271	0.3200079	0.0738543	0.0997119	0.7291758	0.5951186	0.1835637	0.3260676	0.3244289	0.3969405	0.4952246	0.1913356	0.0963095	0.3285999	0.5650833	0.0843349	0.2240662	0.0429500	0.0083883	0.0002569	0.3658152	0.2782101	0.2085378	0.0834305	0.4856591	0.3859005	0.7442772	0.6323842	0.0082550	0.6389935	0.0003687	0.6065956	0.0142659	0.0491885	0.7002438	0.5380402	0.6396985	0.0708725	0.4479283	0.7566610	0.7435073	0.3501298	0.5297617	0.0427506	0.5654171	0.5186586	0.4357317	0.1130590	0.1379574	0.0561568	0.2619776	0.0659929	0.4237196	0.3554156	0.5055044	0.1951538	0.2470732	0.1793674	0.3043396	0.1072250	0.1025336	0.6127299	0.4845851	0.6081024	0.2482237	0.0038814	0.5812830	0.5155238	0.4325899	0.4612324	0.7338032	0.5080956	0.4758887	0.0124442	0.1132875	0.5428437	0.5802868	0.0714725	0.5872670	0.4075123	0.1230460	0.6910636	0.3763104	0.3052881	0.5392992	0.3720207	0.6673146	0.2030655	0.1061612	0.0020417	0.4062521	0.0298525	0.3037270
950	0.1024688	0.5455877	0.6776539	0.4494615	0.2290708	0.2557088	0.2536356	0.3081016	0.2751525	0.0230347	0.0629354	0.7177109	0.6035540	0.1704076	0.3044496	0.2336104	0.4124021	0.4941115	0.2476377	0.1216422	0.2560931	0.4807506	0.0618800	0.1547565	0.0613561	0.0179683	0.0002187	0.3245703	0.2669475	0.1791985	0.0867106	0.6640353	0.3234053	0.6387374	0.8385994	0.0216531	0.6309600	0.0011949	0.6226864	0.0112741	0.0305434	0.6386153	0.5279783	0.5775076	0.0519614	0.5216884	0.7672368	0.6711240	0.3356055	0.3826909	0.0333297	0.4666564	0.5387922	0.6145067	0.1517588	0.1065380	0.0460562	0.2333064	0.0495769	0.4100461	0.3183447	0.5695081	0.1615397	0.2775077	0.2492083	0.3067470	0.1015033	0.0577734	0.7215780	0.4238681	0.6284089	0.2421352	0.0066460	0.6680808	0.5326017	0.3759145	0.4969120	0.6158844	0.4820263	0.4609070	0.0039648	0.0784249	0.5744252	0.4576393	0.0991195	0.6552272	0.4647537	0.0705711	0.7049998	0.3934667	0.3273717	0.5148191	0.4111431	0.5687638	0.3013289	0.1224563	0.0026925	0.4353841	0.0347990	0.3032691
1000	0.1050273	0.5739345	0.5641540	0.5935479	0.3473559	0.2557673	0.2186875	0.2455423	0.2729771	0.0532312	0.1097787	0.6904659	0.5926748	0.2092573	0.3206396	0.2882671	0.3329963	0.4370129	0.2198098	0.1368862	0.3407695	0.6315898	0.0544232	0.1508213	0.0229006	0.0231090	0.0006449	0.3306073	0.2877248	0.1714916	0.1026294	0.6612629	0.2913955	0.6722086	0.6849575	0.0322799	0.6509568	0.0039750	0.5882346	0.0033115	0.0334209	0.6360831	0.4778738	0.5919140	0.0682867	0.4251955	0.5984028	0.7190821	0.3574962	0.4557059	0.0304065	0.4412950	0.4939049	0.5715202	0.1849191	0.0888902	0.0562853	0.3093299	0.0512084	0.3645736	0.2795323	0.5430687	0.1071374	0.2653663	0.1532279	0.3002628	0.1329359	0.0877750	0.5030716	0.6326564	0.4640322	0.1742031	0.0000000	0.5579880	0.4489295	0.4473355	0.4474280	0.6056210	0.4942184	0.5071035	0.0115447	0.1306021	0.6742892	0.5973042	0.1230275	0.5617038	0.5815494	0.0952738	0.6978855	0.4115947	0.3477796	0.3835906	0.4952917	0.6452813	0.2985003	0.1096864	0.0123921	0.4360990	0.0559749	0.3053946

0	0.1560484	0.4788238	0.5063361	0.5058940	0.3338674	0.2680064	0.2301095	0.2428563	0.3349498	0.0155733	0.1170173	0.7333594	0.5066520	0.2588940	0.4270995	0.3355110	0.3980600	0.5355201	0.2047338	0.1406974	0.3159252	0.6919421	0.0602428	0.2066019	0.0520075	0.0137127	0.0005431	0.4602845	0.2012656	0.1693561	0.0760939	0.7299197	0.4555298	0.6676070	0.6916717	0.0188669	0.6066634	0.0004864	0.5621940	0.0088865	0.0054423	0.6097952	0.4878507	0.6466191	0.0541445	0.4400641	0.6485388	0.6547821	0.4110743	0.5774424	0.0341916	0.4476699	0.5109175	0.5355052	0.1952335	0.0782686	0.0565117	0.3748953	0.1078569	0.3493713	0.3194257	0.4058835	0.2239727	0.3636344	0.2163664	0.3523693	0.1469358	0.1470243	0.5498691	0.5069008	0.6130694	0.3771523	0.0016063	0.6361891	0.5260080	0.4897949	0.5662273	0.7170519	0.5156704	0.6370880	0.0073586	0.1439527	0.5469960	0.4515253	0.1519325	0.5815846	0.4554725	0.0492567	0.7427429	0.4106124	0.3378560	0.5831733	0.4264464	0.8968652	0.2220253	0.1093156	0.0074758	0.4136088	0.0400964	0.3740962
50	0.1170671	0.4433159	0.4506287	0.4613090	0.1712904	0.3144755	0.2036471	0.4298656	0.2076427	0.0302546	0.0604303	0.7512694	0.5344837	0.2819817	0.3712581	0.2926401	0.3313253	0.4589665	0.2405795	0.0804605	0.3811438	0.5827136	0.0210773	0.2402882	0.2207615	0.0110174	0.0008181	0.4383253	0.2474303	0.1549347	0.0787158	0.6654930	0.4283663	0.6297120	0.7607469	0.0006512	0.6265688	0.0048000	0.5337759	0.0133709	0.0773885	0.6148262	0.4407364	0.6275189	0.0364979	0.4923116	0.7979777	0.8140822	0.3667352	0.5444508	0.0230120	0.6096284	0.4137166	0.5475221	0.2003719	0.0423416	0.0298370	0.3231431	0.1183109	0.3090049	0.4369387	0.3163206	0.2947294	0.3648091	0.1831930	0.4768607	0.1239459	0.0703968	0.4945176	0.4414584	0.5791326	0.3056524	0.0014549	0.7495090	0.3873844	0.2982074	0.4787382	0.7085044	0.5382087	0.7244390	0.0032206	0.1191659	0.9122247	0.4877247	0.0444191	0.5250332	0.4816611	0.0670201	0.5758046	0.3780331	0.2471688	0.5307616	0.4735998	0.7726343	0.2607798	0.1108397	0.0263236	0.3881602	0.0147283	0.2823010
100	0.1133611	0.4905681	0.6244948	0.3705448	0.1267220	0.2793954	0.2909821	0.4252985	0.3044346	0.0435800	0.0109753	0.6851978	0.5216868	0.2695243	0.3845616	0.3336931	0.4040685	0.4567946	0.1738456	0.1309323	0.3404009	0.5520710	0.0462646	0.1971996	0.3966294	0.0120074	0.0014870	0.3326357	0.2667917	0.1063114	0.0664014	0.5455874	0.4254819	0.6312884	0.7741374	0.0040748	0.6752098	0.0006871	0.5720279	0.0415632	0.1165551	0.6460555	0.4397095	0.4990959	0.0223677	0.3541561	0.6936017	0.7331876	0.2949497	0.5655407	0.0251796	0.7116449	0.3839673	0.6157836	0.1677822	0.0348522	0.0279752	0.3512381	0.0631876	0.4861021	0.4762869	0.3711331	0.2128342	0.2981631	0.1285133	0.4179603	0.1112426	0.0758842	0.6344608	0.5137971	0.5258907	0.3570412	0.0181164	0.6258047	0.3044662	0.2730008	0.4699233	0.5586703	0.6052807	0.6511342	0.0030525	0.1296375	0.8019422	0.4339219	0.0375513	0.6919161	0.3874425	0.0420553	0.3738484	0.4888457	0.3077996	0.4256189	0.4499179	0.7610569	0.1519107	0.1111633	0.0154201	0.4244919	0.0226101	0.2944990
150	0.2041926	0.5212405	0.5866677	0.3491930	0.1204612	0.3705264	0.2762585	0.5633836	0.3666524	0.0205771	0.0082294	0.5090858	0.4406674	0.1904075	0.4776244	0.3445986	0.4511366	0.5526135	0.1725105	0.0788600	0.3658188	0.5371222	0.0487901	0.0807335	0.4756073	0.0158348	0.0002163	0.2356346	0.2586069	0.1195066	0.0835003	0.5472035	0.4026866	0.5744546	0.6897870	0.0161112	0.5640852	0.0056056	0.5287113	0.0366839	0.0782647	0.6056448	0.4314748	0.6676349	0.0140545	0.4054529	0.6578873	0.8290535	0.2185711	0.3978707	0.0594128	0.5811143	0.3126080	0.6698466	0.2216713	0.0873954	0.0530471	0.2599394	0.0588651	0.4371625	0.4791929	0.3553829	0.3259042	0.3310854	0.2034654	0.3820894	0.1435509	0.0914872	0.5048136	0.6018273	0.5921673	0.4035705	0.0229687	0.6250488	0.4366794	0.1301671	0.5677853	0.6779179	0.6767481	0.5806877	0.0050495	0.1633228	0.4944253	0.5132152	0.0115236	0.6471117	0.3631613	0.0688951	0.4218670	0.3945023	0.2879654	0.4376007	0.5313526	0.6272437	0.2719619	0.1275272	0.0033472	0.3925341	0.0325084	0.3021967
200	0.0843138	0.5079270	0.7008774	0.3395397	0.0774507	0.4231919	0.2531726	0.7033314	0.3197211	0.0318372	0.0063549	0.4643001	0.5662872	0.1924037	0.4072260	0.2442400	0.3046489	0.5130476	0.0996503	0.0518084	0.2895814	0.6425733	0.0391278	0.0815662	0.5696048	0.0029085	0.0027862	0.2498426	0.2863143	0.0677830	0.0694226	0.6486138	0.4155119	0.6596464	0.7146675	0.0133947	0.6918976	0.0039860	0.6546286	0.0663868	0.0819137	0.6303697	0.3219441	0.6607897	0.0263586	0.4508132	0.6925373	0.8104067	0.3622327	0.4529922	0.0976342	0.6651869	0.2909978	0.7392805	0.1593812	0.0881546	0.0253904	0.2283623	0.0456494	0.5117684	0.4784786	0.3274910	0.3643520	0.2462881	0.2363682	0.3351017	0.1164116	0.1339868	0.5503345	0.4402734	0.7160026	0.3287871	0.0119045	0.5625186	0.4587606	0.1443919	0.4237117	0.6421189	0.5073094	0.6001902	0.0000082	0.2192159	0.3445590	0.3494769	0.0014472	0.5109844	0.3749995	0.0845171	0.4291137	0.4352871	0.2632939	0.4679159	0.4379142	0.7178044	0.3242583	0.1818544	0.0083248	0.4930987	0.0332207	0.4459905
250	0.1332803	0.4561363	0.5268717	0.2981826	0.0891500	0.4586115	0.2020434	0.5674014	0.3223978	0.0178591	0.0035945	0.4841329	0.6932321	0.0734001	0.4095913	0.2963334	0.5220856	0.5221407	0.1409815	0.0854726	0.4644140	0.5873182	0.0396354	0.1083958	0.4999661	0.0021900	0.0044998	0.2793566	0.3670704	0.0502585	0.0387479	0.5555997	0.4204527	0.6817317	0.8015692	0.0216030	0.6792358	0.0084739	0.4471368	0.0268734	0.1346608	0.6285097	0.3039559	0.6214014	0.0136671	0.4264741	0.7385666	0.7032986	0.3613481	0.4382297	0.0993425	0.6237585	0.3278414	0.7003354	0.2709654	0.1521545	0.0407891	0.2262511	0.0535492	0.5358880	0.3482325	0.3461057	0.2291754	0.2417948	0.2516765	0.3004245	0.0588804	0.0833303	0.6145102	0.4710165	0.5448960	0.2827539	0.0007197	0.5625640	0.5368344	0.1629316	0.3666399	0.7100661	0.5746116	0.5942089	0.0033218	0.4310193	0.3897517	0.3476572	0.0046932	0.4470988	0.3736840	0.0634676	0.4231636	0.5773654	0.2410114	0.4530420	0.3251662	0.7121106	0.3051211	0.2026384	0.0096214	0.4446876	0.0194150	0.3367819
300	0.1221215	0.3698594	0.6769967	0.3254668	0.1356139	0.5132889	0.1954297	0.6178480	0.3436961	0.0225257	0.0098056	0.5178879	0.5795179	0.0794081	0.3471796	0.1633860	0.4736045	0.4711201	0.1146402	0.0638590	0.4206929	0.6172412	0.0234950	0.0640124	0.4498360	0.0073951	0.0078838	0.3327037	0.4230630	0.0373595	0.1501491	0.5649814	0.4572808	0.6583755	0.8375909	0.0216397	0.6548017	0.0017001	0.5640465	0.0635469	0.1097133	0.6486380	0.3867176	0.8191540	0.0046172	0.3736283	0.7386205	0.6778725	0.3429422	0.4311997	0.1096991	0.7035011	0.2971769	0.6774706	0.1893104	0.3083152	0.0633240	0.2306794	0.0818748	0.5939385	0.3470794	0.3233828	0.2597920	0.3723624	0.1530113	0.2639917	0.0852272	0.0451232	0.5692161	0.4193517	0.5056167	0.3042255	0.0038266	0.6595830	0.4848881	0.1810517	0.3285316	0.7487547	0.5344166	0.6512498	0.0010298	0.3779312	0.4061133	0.2145219	0.0014384	0.4843861	0.3175567	0.0926450	0.2878022	0.6094426	0.2313477	0.4939503	0.3378596	0.6529404	0.3272929	0.3594431	0.0105654	0.4271812	0.0738987	0.2655863
350	0.1432304	0.5173963	0.6007738	0.3154561	0.1091330	0.4508212	0.2585553	0.5901815	0.3252191	0.0207137	0.0027503	0.4278443	0.5988554	0.0648254	0.3570933	0.2395742	0.4717404	0.3965139	0.0714678	0.0590268	0.4185337	0.7770297	0.0699023	0.0863214	0.5178234	0.0179602	0.0028465	0.3263923	0.3921193	0.0310073	0.0981379	0.6652398	0.5683995	0.6307160	0.7516557	0.0027398	0.6230592	0.0013156	0.5717234	0.0849819	0.1331021	0.6023209	0.3508355	0.8025249	0.0177657	0.3171736	0.7403763	0.5620554	0.2901224	0.4420801	0.1112892	0.5845040	0.2607283	0.8491721	0.2430854	0.3500124	0.1341349	0.2777636	0.0571861	0.5691779	0.3220830	0.3617199	0.3254730	0.3701098	0.2441113	0.3469230	0.0739488	0.0689817	0.6096247	0.3711312	0.5728592	0.3029134	0.0018976	0.5971815	0.4544534	0.1387502	0.3162956	0.6651779	0.6071170	0.4543929	0.0014172	0.4111924	0.3622071	0.2705655	0.0001840	0.3431261	0.3749568	0.0480987	0.3175599	0.5927385	0.1828788	0.5220061	0.4750997	0.8062260	0.2983574	0.3099584	0.0052023	0.5836667	0.0363725	0.3214495
400	0.0723958	0.5657644	0.6096732	0.3052544	0.0779020	0.5121952	0.2251964	0.5059546	0.3834862	0.0236139	0.0014240	0.4332178	0.6574554	0.0559997	0.3154591	0.3013063	0.3984074	0.4743942	0.1008264	0.0579870	0.3292351	0.6854353	0.0783658	0.1090636	0.4428364	0.0218181	0.0051174	0.3390346	0.4377938	0.0406946	0.1350571	0.6336043	0.4632559	0.6599715	0.7326399	0.0075364	0.6208435	0.0008254	0.5589764	0.0888561	0.0722797	0.7855203	0.4435590	0.6772506	0.0341291	0.3341571	0.6594980	0.5505061	0.3192677	0.3876915	0.1621831	0.4936281	0.2046684	0.6290585	0.2791761	0.3446701	0.0583368	0.2932710	0.0730100	0.7909022	0.3703929	0.4246529	0.4281914	0.3215425	0.2606553	0.3180620	0.0738375	0.0409013	0.5842370	0.3713842	0.7402894	0.4170932	0.0120374	0.5842078	0.5036109	0.1544132	0.3057550	0.7391595	0.5887502	0.6182820	0.0039957	0.3871602	0.3170818	0.1848557	0.0003966	0.4718884	0.3589867	0.0818129	0.3631524	0.6564661	0.2261968	0.4102447	0.4688367	0.6059669	0.3085055	0.3805204	0.0037297	0.3723522	0.0257349	0.4062144
450	0.1689580	0.3963494	0.6901426	0.3411825	0.1479934	0.5973508	0.2121666	0.5744667	0.4434183	0.0318105	0.0081997	0.4562027	0.8066886	0.0707744	0.3806167	0.2243179	0.3620813	0.3743823	0.0685983	0.0457909	0.3787176	0.6558162	0.0487621	0.0827678	0.5660849	0.0085629	0.0020086	0.2527336	0.3389041	0.0301897	0.2112405	0.6628948	0.5849974	0.6382907	0.6936480	0.0034691	0.6434236	0.0013453	0.5587025	0.0794066	0.1214948	0.7567676	0.4533113	0.6415091	0.0313386	0.3577013	0.6566713	0.6227884	0.2710213	0.3815026	0.1561223	0.5744689	0.1785537	0.6958867	0.2379737	0.3616605	0.0665472	0.2764854	0.0606692	0.6144075	0.2331185	0.3927006	0.2912092	0.2742892	0.2801760	0.2788891	0.1048071	0.1050931	0.6146916	0.4212039	0.5994032	0.3845997	0.0028743	0.5475303	0.5597711	0.1331484	0.3020168	0.6612095	0.6806606	0.6282952	0.0048675	0.3164372	0.3353666	0.2201726	0.0005141	0.3933056	0.3621021	0.0652743	0.2648604	0.6313237	0.2355734	0.4516741	0.4331407	0.7172882	0.3720329	0.4339731	0.0014786	0.4746444	0.0220854	0.3839044
500	0.0982642	0.3141419	0.5449853	0.3582105	0.1898576	0.4693914	0.2245038	0.5330562	0.4053627	0.0061709	0.0008824	0.5176962	0.7229759	0.0905846	0.3721747	0.2773274	0.4311807	0.5051829	0.0645855	0.0370870	0.3782874	0.6447419	0.0633182	0.1972270	0.5235369	0.0104555	0.0025263	0.2758563	0.4067539	0.0180578	0.0870081	0.7838207	0.4721011	0.6910490	0.5110284	0.0066821	0.8624502	0.0000265	0.6373154	0.1339008	0.1195253	0.7933197	0.3543820	0.7175099	0.0148354	0.4065889	0.7465376	0.5168792	0.3365674	0.4510558	0.1419643	0.5390725	0.1935020	0.5515472	0.1553955	0.4552697	0.0518378	0.2982133	0.0475545	0.6740773	0.2281956	0.4796424	0.2626010	0.3752260	0.2502228	0.3244972	0.0769597	0.0664520	0.5696634	0.4281329	0.5186736	0.2932991	0.0114918	0.4766037	0.5143236	0.2244936	0.2839190	0.6566881	0.5512824	0.7416830	0.0027338	0.3472582	0.3257877	0.1445275	0.0035535	0.4701908	0.3103658	0.0953360	0.2433213	0.6341529	0.2295785	0.4612138	0.3478268	0.5539794	0.3545035	0.2807912	0.0115043	0.4635343	0.0363398	0.2720896
550	0.0921512	0.2919859	0.6634917	0.4131436	0.1911821	0.5002805	0.2192523	0.3062704	0.4543885	0.0276834	0.0331074	0.4470007	0.6609407	0.0492139	0.3790172	0.3501052	0.3862568	0.5796714	0.0805206	0.0485886	0.3968708	0.6552509	0.0710959	0.1110629	0.4498879	0.0049587	0.0003259	0.3376922	0.3906667	0.0873035	0.0981084	0.6570847	0.4420223	0.7017651	0.7096658	0.0020407	0.6328432	0.0029230	0.4514511	0.1399121	0.0978876	0.7411735	0.3251334	0.5994036	0.0469717	0.4310059	0.6846220	0.6191097	0.4329141	0.3544578	0.0923077	0.5158335	0.2581975	0.5596136	0.2080889	0.5150594	0.0194133	0.3414182	0.0536290	0.5647203	0.2743753	0.6386528	0.3035304	0.3527381	0.3127580	0.2664029	0.0502632	0.0563265	0.7756758	0.3541489	0.5624135	0.2232411	0.0067112	0.5290509	0.5028436	0.2940620	0.2308100	0.8110849	0.4879642	0.7680823	0.0021212	0.2987627	0.3567496	0.0666587	0.0093629	0.4803975	0.3566565	0.0923378	0.3420209	0.6730984	0.2036493	0.4611802	0.3997039	0.5570526	0.2982756	0.3869824	0.0040117	0.3572695	0.0671091	0.2095018
600	0.0550285	0.4465628	0.5238472	0.4635239	0.2919267	0.5464132	0.2266340	0.3008722	0.3601711	0.0449564	0.0853494	0.5537486	0.5551891	0.0714894	0.4716689	0.3062482	0.3430715	0.5935603	0.0494115	0.0483900	0.3625222	0.6596169	0.0701486	0.1018954	0.1570919	0.0246239	0.0037858	0.3042905	0.3903046	0.1091163	0.0881211	0.5351782	0.4197207	0.6609844	0.6447098	0.0022711	0.6824754	0.0040274	0.5960496	0.1120365	0.0183393	0.6968784	0.3633072	0.5541434	0.0971641	0.4008963	0.6693143	0.7018598	0.5417645	0.3931392	0.1277532	0.5814698	0.1834667	0.6264550	0.1817171	0.4784767	0.0440805	0.3246440	0.0472726	0.4913382	0.2905302	0.4392885	0.3374201	0.3170945	0.3521337	0.3180007	0.1047344	0.0571542	0.5919017	0.3969752	0.5686791	0.2949897	0.0153458	0.5838925	0.6306135	0.4684055	0.2472297	0.6085150	0.5765496	0.6194488	0.0000810	0.3277419	0.5211878	0.1470093	0.0240418	0.5458387	0.4683400	0.0987751	0.5460775	0.6407472	0.2269986	0.4173216	0.3655030	0.7243497	0.3356538	0.2871387	0.0032475	0.3798492	0.0331087	0.2647783
650	0.0978589	0.4788652	0.4016964	0.4802468	0.3515140	0.4473493	0.2721407	0.2436814	0.3799567	0.0270047	0.0671551	0.5701493	0.6966471	0.0720270	0.3681006	0.2158601	0.4472792	0.4807585	0.1011329	0.1221113	0.4077321	0.5888620	0.0892642	0.0965038	0.0948028	0.0117267	0.0221974	0.3147761	0.2594157	0.2175952	0.0830567	0.7394463	0.3851349	0.6646860	0.7017375	0.0089606	0.7614164	0.0007526	0.5261273	0.0631116	0.0054270	0.7136872	0.3578030	0.6524402	0.0704857	0.4685660	0.7759657	0.5685357	0.4894292	0.3995896	0.0955206	0.5240730	0.3916908	0.7216024	0.1996196	0.4052327	0.0382697	0.3717558	0.0837994	0.4251822	0.2609440	0.4909270	0.3044459	0.3969912	0.3387075	0.2920027	0.1117478	0.0439144	0.5265384	0.4782395	0.5428397	0.3086551	0.0044535	0.6207671	0.4064539	0.3741102	0.4201658	0.8712456	0.5212665	0.7142881	0.0000000	0.2197631	0.4223069	0.0908580	0.0249962	0.6380279	0.5239785	0.0435117	0.5958198	0.6167696	0.2249647	0.6265532	0.4229846	0.6198368	0.2833174	0.3166675	0.0094291	0.4463620	0.0234299	0.3824897
700	0.0382393	0.3284667	0.2396270	0.3830887	0.3342672	0.4497783	0.2003961	0.3249285	0.3933922	0.0155556	0.1003105	0.5970084	0.5621943	0.0456719	0.3516488	0.2533087	0.3906835	0.4438342	0.1487165	0.1174461	0.3551397	0.5413075	0.0684543	0.0461961	0.0483331	0.0096976	0.0079157	0.3002911	0.2130966	0.2525323	0.1298796	0.7456930	0.3105657	0.6188681	0.7063453	0.0032832	0.6469013	0.0028060	0.5134731	0.0439789	0.0085021	0.6481614	0.3433117	0.5247696	0.0590181	0.5069052	0.6866912	0.7443593	0.5168286	0.5256223	0.0431323	0.6766406	0.5265669	0.6375623	0.1939288	0.2758308	0.0262489	0.4466303	0.1155932	0.4562024	0.2819149	0.4216089	0.2488843	0.3425230	0.2481414	0.3496314	0.1032912	0.0455067	0.7631458	0.3620868	0.5695965	0.2560675	0.0022415	0.6903329	0.4660920	0.5755620	0.3413350	0.6823784	0.4454296	0.5921114	0.0070332	0.2408754	0.2897880	0.0824046	0.0144141	0.5665898	0.4246000	0.0810513	0.5315817	0.6218307	0.2469395	0.4961249	0.4419453	0.6760060	0.3666868	0.2193115	0.0093381	0.3968675	0.0234319	0.4056196
