Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.2441899	0.6088015	0.0960808	0.3616760	0.7053528	0.7060280	0.5699733	0.3704840	0.0112352	0.0359493	0.5234671	0.4970218	0.2811574	0.0978712	0.0392314	0.7242106	0.6538175	0.0189857	0.5026049	0.6204064	0.0003051	0.2426974	0.1446398	0.1206124	0.5381776	0.3476746	0.2410582	0.5350010	0.6316345	0.5172772	0.3918159	0.5671819	0.1097723	0.2394329	0.1122160	0.3317723	0.2162823	0.0257232	0.4402944	0.5720594	0.7597718	0.6129808	0.4029205	0.4855266	0.6442229	0.0503751	0.4897160	0.6678626	0.0011325	0.0042889	0.3237242	0.0955564	0.1053727	0.0878675	0.5455435	0.1258003	0.3182975	0.1435769	0.6082107	0.3532943	0.1380922	0.2308145	0.1466049	0.2050826	0.6375473	0.0914261	0.5007405	0.5261872	0.1265041	0.3621015	0.1486966	0.2450921	0.0973319	0.3891546	0.3173110	0.0010330	0.5616724	0.1883259	0.3414639	0.4220322	0.3880741	0.7566335	0.5438585	0.0030745	0.1123002	0.7482579	0.4363892	0.3437111	0.5662317	0.0475210	0.2417319	0.1976675	0.0777503	0.0591808	0.0053183	0.0057943	0.6922770	0.0237120	0.7413961	0.3004541
50	0.2631004	0.4936194	0.0859292	0.3055266	0.5452821	0.6191956	0.6746086	0.2420211	0.0018390	0.0179521	0.6577858	0.3634497	0.3603560	0.1351358	0.0102666	0.6722187	0.7217766	0.0446299	0.5892116	0.6537786	0.1062808	0.0824253	0.1713261	0.0915965	0.4166087	0.2695563	0.4088834	0.5696500	0.5139328	0.6039102	0.3210228	0.4819154	0.2389959	0.2109223	0.1199314	0.3165841	0.1147399	0.0657895	0.3113987	0.6164788	0.7325800	0.5696151	0.2362501	0.5335405	0.6217330	0.1143941	0.5777283	0.5966933	0.0004279	0.0009140	0.4620806	0.2231506	0.2042218	0.0793399	0.6437914	0.0766811	0.3767487	0.1448032	0.6581668	0.4240240	0.0966263	0.3114579	0.2838187	0.2192826	0.6353627	0.1836394	0.6489737	0.3121312	0.0972478	0.3232855	0.0725230	0.3423092	0.1089566	0.4765249	0.4168325	0.0005887	0.4571009	0.2302947	0.2513338	0.3931008	0.3039074	0.6734332	0.5469730	0.0008405	0.1236471	0.6462692	0.4509450	0.4128026	0.5980951	0.0438086	0.2603849	0.3546884	0.0522196	0.0949079	0.0071627	0.0629611	0.7208529	0.0275031	0.4290432	0.3143218
100	0.3303652	0.5209792	0.1019111	0.3451671	0.3267526	0.5981867	0.7098508	0.2335188	0.0125367	0.0164620	0.6440501	0.2637788	0.4729266	0.1881851	0.0116171	0.6644074	0.5501484	0.0655193	0.7086649	0.4886423	0.1939568	0.0823495	0.1814165	0.0645225	0.4013275	0.3282325	0.3588560	0.5188936	0.5674133	0.5942188	0.2838921	0.4705594	0.2395226	0.1694551	0.0713446	0.2762439	0.2792337	0.0490431	0.2748304	0.5510001	0.7306919	0.5639490	0.2414353	0.5650195	0.6812759	0.0890398	0.6001145	0.7136934	0.0056412	0.0013094	0.4287430	0.2467308	0.1681535	0.1337553	0.6412608	0.0454826	0.3731590	0.2076698	0.6249913	0.4132004	0.0881276	0.2674167	0.1700827	0.1980897	0.6785490	0.2340568	0.5858191	0.2393235	0.1098705	0.3884992	0.1535449	0.2792559	0.1066952	0.3922589	0.3752048	0.0001057	0.4396584	0.1868801	0.2768222	0.3593360	0.3080242	0.7587691	0.5058482	0.0004457	0.1367326	0.6353199	0.3464347	0.3814073	0.4820886	0.0753568	0.1821009	0.2914305	0.0770665	0.0911761	0.0081419	0.0958426	0.5202532	0.0234905	0.3638124	0.2537772
150	0.3176141	0.3886866	0.1005149	0.4404889	0.2588847	0.6141797	0.5491735	0.1923431	0.0067162	0.0162407	0.6055117	0.2056140	0.4506459	0.3709167	0.0265366	0.6483739	0.6397390	0.0823893	0.5683362	0.4054881	0.2233814	0.0706476	0.2427801	0.1282146	0.5226098	0.3113299	0.3632828	0.4393289	0.5456816	0.5610648	0.3407345	0.4171147	0.3256733	0.2355419	0.0403396	0.2447591	0.2342284	0.0625414	0.3550380	0.6404124	0.8143107	0.5442904	0.1834518	0.6438682	0.5514668	0.0790363	0.5409391	0.7150976	0.0041945	0.0073244	0.3892141	0.3538828	0.0496595	0.1447063	0.6367893	0.0433407	0.2956020	0.3729528	0.6383508	0.4106774	0.0608106	0.3451270	0.2295932	0.2869228	0.5428832	0.2388290	0.5896047	0.0921928	0.1140109	0.3132612	0.1445610	0.2365372	0.1253505	0.3813999	0.3604917	0.0009031	0.5407184	0.1067528	0.2218748	0.3269063	0.3134554	0.6700893	0.4838880	0.0006475	0.1541131	0.5273007	0.4212960	0.2214772	0.4495493	0.1141833	0.1847942	0.3013205	0.0804737	0.1099904	0.0003145	0.0935221	0.5672427	0.0305398	0.3057729	0.2502344
200	0.2799647	0.4593970	0.0827004	0.4145389	0.2312708	0.6540574	0.3226345	0.1750267	0.0333476	0.0078318	0.6634556	0.1904159	0.4587680	0.3747173	0.0113102	0.6606425	0.5402232	0.0976096	0.6165572	0.3837855	0.2398008	0.0257531	0.3211678	0.0714874	0.5166692	0.3324308	0.4224830	0.5431649	0.6107577	0.5458764	0.3931362	0.4522375	0.2709016	0.2437897	0.0683213	0.3275839	0.2559491	0.0470986	0.3878957	0.4661499	0.7229707	0.4712150	0.2265722	0.4631268	0.5758543	0.0726105	0.6743612	0.5923605	0.0057713	0.0075038	0.3441391	0.2981891	0.0474516	0.0958339	0.5005245	0.0240697	0.3343589	0.3839665	0.6076707	0.3898255	0.0532023	0.2462708	0.1971657	0.3316637	0.5998086	0.3112150	0.5980381	0.0647303	0.1448050	0.3178591	0.2345746	0.1847255	0.1048598	0.4414356	0.3461144	0.0024260	0.6612369	0.0262359	0.1970423	0.4058138	0.2311558	0.6600945	0.4964161	0.0063155	0.1337571	0.5588012	0.4613819	0.2406508	0.6477300	0.2327864	0.2155512	0.2715513	0.0443950	0.0959162	0.0045422	0.1404346	0.4846601	0.0247391	0.2832851	0.3233179
250	0.2942363	0.3889859	0.1007912	0.4277972	0.2151962	0.6903165	0.2231372	0.1240002	0.0013374	0.0171736	0.5243397	0.2604719	0.4088294	0.4167555	0.0260040	0.7924860	0.4618916	0.1213237	0.6915283	0.3766610	0.2061272	0.0213707	0.3235315	0.0856336	0.5014590	0.3173099	0.3961459	0.5399273	0.5464246	0.4306610	0.3248544	0.5322319	0.2780926	0.2480591	0.0529865	0.2487927	0.1807581	0.0514483	0.4672973	0.5174610	0.6190550	0.5058734	0.2149189	0.5367302	0.7378471	0.0508251	0.4698297	0.5923018	0.0017766	0.0035588	0.3599897	0.2363667	0.0626011	0.1079829	0.6768228	0.0083486	0.3582384	0.3383648	0.6523552	0.4373789	0.0496688	0.1940871	0.2979702	0.2779992	0.5668089	0.3149837	0.4725012	0.0362289	0.1042995	0.4747858	0.2648074	0.2401982	0.0712415	0.3755737	0.3946164	0.0051389	0.6435382	0.0117928	0.2635301	0.3663160	0.2286385	0.6806518	0.4706922	0.0014253	0.1560571	0.5370554	0.4484768	0.1941481	0.6112380	0.3071795	0.3128686	0.1934012	0.0932580	0.0948516	0.0140716	0.1462929	0.6181927	0.0188872	0.2951604	0.2264603
300	0.3250523	0.5197083	0.1192075	0.4327885	0.2163747	0.5805887	0.1756384	0.1599413	0.0110051	0.0499065	0.2738287	0.1845664	0.4537305	0.3455463	0.0286821	0.5750729	0.4428798	0.0698970	0.5585218	0.2984615	0.2911703	0.0574740	0.3588102	0.0795541	0.4470304	0.4264882	0.2902442	0.6307977	0.5947553	0.5176184	0.3678668	0.4726208	0.3598031	0.2091331	0.0895344	0.3177033	0.2668239	0.0516312	0.4897330	0.5797145	0.6299950	0.4994986	0.1684533	0.5333105	0.7224696	0.0914793	0.4563891	0.7726649	0.0051125	0.0042302	0.3346460	0.3619731	0.0281553	0.0809409	0.4941026	0.0129569	0.4108705	0.2951149	0.6728994	0.4817313	0.0192843	0.1688449	0.3464958	0.3293525	0.6479475	0.3044011	0.4943582	0.0530072	0.0987025	0.5508389	0.2493836	0.2258422	0.0272761	0.3378895	0.4879534	0.0003472	0.4501094	0.0029208	0.1912105	0.4102831	0.1412002	0.5758824	0.5362399	0.0062109	0.1653902	0.6216308	0.5491071	0.2081583	0.5791101	0.3549318	0.2885779	0.2042190	0.1233466	0.0708060	0.0079725	0.1052470	0.5185569	0.0145815	0.1901776	0.2744421
350	0.2612558	0.6355667	0.1133652	0.4806803	0.1687118	0.6610997	0.3059435	0.1890535	0.0127803	0.0428906	0.4509878	0.0865289	0.4765423	0.3484786	0.0215401	0.7266820	0.4762976	0.0858446	0.6372283	0.3579248	0.2435664	0.0254194	0.3832715	0.0886684	0.6030536	0.2979830	0.3336158	0.4781508	0.5936144	0.4661476	0.2695503	0.4706528	0.4000765	0.3027340	0.1259447	0.3022467	0.3037326	0.0597820	0.3957673	0.5027026	0.6805429	0.4497492	0.2186658	0.6087940	0.5928018	0.0643631	0.4494173	0.7965815	0.0001991	0.0018199	0.3518384	0.4275770	0.0174252	0.0876165	0.5581851	0.0043139	0.3424663	0.3664509	0.6067914	0.4557385	0.0244462	0.1003165	0.3895886	0.3108291	0.6620646	0.2315765	0.5718721	0.0243194	0.0429631	0.5220258	0.1708684	0.1905938	0.0367007	0.3179617	0.3807954	0.0006436	0.4076440	0.0056932	0.1207432	0.5246623	0.1904236	0.6020874	0.5037380	0.0032358	0.1234071	0.7360760	0.4176013	0.1638168	0.5726863	0.2904352	0.2436078	0.2536597	0.0933498	0.0836927	0.0108636	0.1503594	0.4591804	0.0186006	0.2390213	0.2542401
400	0.3285868	0.4708634	0.0608077	0.4134929	0.1678844	0.5988721	0.3488536	0.2407525	0.0185435	0.0317434	0.4594432	0.0607464	0.6318738	0.4257254	0.0536523	0.5510959	0.4122346	0.0815817	0.6841318	0.3442233	0.1804564	0.0502050	0.3178012	0.1080722	0.5119410	0.3519190	0.4096514	0.6500205	0.5578637	0.4327358	0.3082538	0.5888807	0.3049837	0.2739229	0.1586955	0.3093927	0.2259281	0.0890325	0.4653524	0.6386731	0.6330241	0.4343891	0.1107698	0.6745980	0.8011035	0.0557096	0.4834304	0.6472846	0.0271894	0.0025903	0.2836058	0.3536785	0.0277979	0.0874734	0.5403954	0.0198072	0.3805401	0.4696266	0.5819942	0.4715893	0.0093862	0.1817518	0.4922566	0.4054163	0.5039637	0.2766434	0.4293598	0.0431249	0.1054998	0.5613239	0.4108189	0.2172232	0.0228446	0.3542333	0.4512743	0.0012514	0.3868440	0.0003296	0.1378651	0.4433530	0.2236804	0.5399869	0.5523962	0.0012187	0.1267729	0.7197763	0.4903455	0.2522820	0.5761477	0.2051407	0.3362522	0.2430936	0.1150029	0.0318583	0.0087314	0.1161268	0.4846980	0.0345120	0.2165434	0.2788056
