G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1700955	0.7789032	0.8897785	0.2417564	0.4966673	0.5812015	0.4216116	0.2443123	0.3643248	0.2465207	0.3258109	0.9188388	0.0431143	0.7518864	0.9233422	0.2314182	1.0322942	0.0490777	0.0840731	1.0033253	0.4976990	0.9834438	0.0205396	0.1870676	0.7772712	0.7269470	0.0641465	0.0372881	0.4440319	0.4076235	0.7146846	0.8386485	0.7351616	0.5284418	0.3862948	0.5853816	0.5994069	0.6529324	0.2303233	0.4412855	0.1581239	1.1265110	0.1558369	0.8678798	0.4590695	0.1387918	0.3903001	0.0590215	0.4364978	0.0548941	0.9780458	0.4609090	0.8323987	1.0333055	0.9794808	0.6026853	0.2525862	0.0552727	0.7089432	0.3245182	0.0985645	0.2768203	0.4785850	0.6807808	0.4332874	0.1101721	0.4608838	0.0675619	0.0418643	0.7707669	0.9638444	0.7192988	0.0981007	0.0082381	0.9446583	0.8709457	0.8499501	0.6019470	0.1372759	0.9890896	0.4650479	0.3391858	0.4625109	0.3336303	0.2372247	0.5960285	0.0077249	0.1154432	0.4555724	0.8804601	0.3575741	0.1313608	0.4366858	1.0211583	0.9913187	0.7991548	0.4764708	0.5860251	0.3589939	0.0002874
0.2587094	0.4174256	0.9710143	0.1270480	0.2758367	0.1631402	0.6952962	0.3505011	0.4277091	0.1616771	0.4658188	1.0805731	0.0389668	0.8488980	0.9411849	0.1986922	0.8178501	0.2412153	0.1493796	0.9153191	0.5599382	0.9108969	0.0096197	0.1960215	0.8187762	0.7250178	0.0738803	0.0469980	0.7218588	0.4876154	0.7673920	0.7731890	0.7542458	0.6182390	0.2765703	0.4842416	0.6169598	0.7574835	0.2241391	0.5367457	0.1364786	0.9269371	0.1826099	0.9702551	0.5398898	0.2396001	0.3736009	0.0796992	0.5328090	0.6827150	1.0379590	0.7767638	0.7442136	0.9409995	0.9859335	0.7302799	0.3169846	0.0145425	0.5947117	0.4348561	0.1558592	0.2996631	0.5346380	0.3430989	0.3444406	0.0742191	0.3784181	0.0567150	0.0363131	0.8529525	0.9572623	0.7188715	0.3304403	0.0044390	0.9719656	1.0364916	0.7436653	0.7134946	0.2003416	1.0166613	0.6765549	0.4022962	0.6422129	0.5454772	0.4153557	0.5932160	0.0224620	0.1150916	0.5656927	0.8122488	0.3707301	0.1883780	0.3968937	1.0100772	0.8563163	0.5484924	0.4566674	0.5444656	0.4067509	0.0062124
0.1902393	0.5384048	0.4492069	0.1626178	0.3361478	0.2709681	0.5496100	0.1805513	0.4663359	0.0489912	0.0908143	0.9232318	0.0537400	0.6238379	0.9131495	0.2464721	0.9367422	0.0708790	0.1398789	0.9771714	0.5117744	0.9794587	0.0042351	0.4247068	0.8567443	0.4769017	0.0704752	0.0277066	0.5619333	0.4215320	0.7282684	0.8511306	0.6453706	0.5822093	0.2705762	0.6793335	0.6572129	0.7680627	0.1910021	0.4666059	0.2034717	0.9298728	0.1704254	0.9088123	0.5710902	0.2147301	0.3523355	0.0811662	0.5751047	0.3984247	1.0042307	0.5965973	0.7846546	0.9388998	0.9369048	0.6649755	0.0775312	0.0140585	0.6615854	0.4319121	0.1780673	0.3377194	0.4717184	0.4530226	0.4157749	0.1241700	0.4395247	0.0714055	0.0394810	0.8288472	1.0736616	0.7579933	0.3262336	0.0095574	0.9949169	0.9019021	0.7228103	0.7274950	0.3409975	1.0424042	0.5615457	0.3184597	0.5444795	0.5018956	0.2935647	0.6037999	0.0088025	0.1784986	0.6047674	0.8665505	0.3684086	0.1999252	0.4056270	0.9239256	0.7930612	0.7603869	0.4379493	0.5609904	0.3929657	0.0047479
0.1875438	0.8430108	0.9043742	0.1131226	0.4719920	0.5841694	0.3364133	0.1835898	0.3586906	0.2222771	0.2764319	1.0446115	0.0362109	0.7982858	0.8992385	0.1866547	0.8886961	0.0451177	0.1416887	0.8614014	0.5310895	0.9536645	0.0067489	0.1688483	0.8496261	0.7485398	0.0992829	0.0437686	0.3488626	0.4011436	0.8163431	0.8961590	0.6796396	0.4519091	0.2867769	0.4147988	0.5595873	0.6824789	0.2881359	0.5344442	0.1542719	0.8986455	0.1555846	0.8799525	0.4784998	0.1055590	0.4513245	0.0736182	0.5762241	0.0727722	1.0053739	0.6679702	0.7369194	1.0627686	0.7918321	0.5565346	0.1955322	0.0315229	0.6527876	0.4106705	0.0365977	0.2200626	0.4446805	0.5472514	0.5096749	0.1349233	0.3722511	0.0709620	0.0474208	0.7095690	1.0041001	0.7325190	0.0551740	0.0028117	1.0220191	1.0277432	0.7941223	0.6547768	0.1437554	0.9294924	0.6380814	0.4260293	0.6144800	0.2573620	0.3183734	0.5679130	0.0017806	0.0916644	0.4129592	0.9016891	0.3258141	0.1706131	0.4105135	0.9649604	0.8742670	0.8625099	0.3945781	0.6205376	0.4188231	0.0002295
0.0464843	0.7732064	0.7467717	0.0240870	0.1660920	0.4977585	0.3842922	0.1056970	0.6724004	0.1129916	0.2653258	1.0607502	0.0653823	0.7566450	0.5213281	0.1187035	0.7556885	0.1560003	0.1253964	0.9291552	0.9223893	0.6637797	0.0122019	0.2094340	0.9479868	0.8432451	0.0576895	0.0728879	0.5209442	0.4754440	0.7792544	0.7416756	0.5918530	0.6253258	0.2872613	0.5797038	0.5788970	0.6978301	0.2340593	0.5115588	0.1548319	1.0418763	0.1492338	0.8716067	0.4883281	0.1774877	0.4088753	0.0441709	0.5450193	0.2469835	1.0202556	0.8335742	0.7451299	0.9695444	0.8688872	0.5822479	0.6895724	0.0262977	0.6009803	0.6064942	0.1378447	0.3987550	0.5555992	0.4488479	0.4165691	0.0682095	0.4146487	0.0881019	0.0543981	0.6721114	0.9879451	0.6973060	0.2542379	0.0121218	0.9345686	1.0603919	0.8175594	0.6813360	0.1495523	0.8562081	0.6590066	0.4048886	0.7001674	0.6567393	0.2692172	0.5978046	0.0519043	0.1632512	0.4794899	0.8791783	0.3032121	0.1630466	0.3782501	0.9806021	0.8566560	0.7359618	0.4020568	0.5692877	0.3400770	0.0052280
0.0925791	0.6791098	0.6927964	0.1459844	0.3439634	0.2845274	0.3229829	0.1339707	0.5835799	0.1601823	0.5734911	1.0244701	0.0669527	0.7205948	0.7828208	0.1550683	0.5854150	0.2509648	0.1340949	1.0348591	0.7957591	0.7909889	0.0117267	0.1930765	0.7499651	0.6180408	0.0565956	0.0408387	0.7074870	0.4638578	0.7416441	0.2954988	0.6136861	0.6721738	0.3339780	0.5204687	0.5672906	0.5054437	0.2479317	0.5240756	0.1505983	1.0164841	0.1564306	0.9353500	0.4946790	0.1887440	0.3433196	0.0706872	0.5845015	0.5390090	1.0721185	0.7724210	0.7396663	1.0488618	0.9063793	0.6945792	0.5908079	0.0100418	0.8571687	0.5009158	0.0619698	0.3223177	0.5508415	0.3567202	0.4372076	0.0700806	0.6713497	0.1034586	0.0511458	0.6605985	1.0106317	0.4965651	0.0988827	0.0184605	0.9079249	1.1409316	0.7841431	0.6934859	0.4156382	0.9297241	0.6377640	0.4312219	0.6551465	0.4239418	0.3375187	0.5849862	0.0959817	0.1253338	0.5776103	0.6872831	0.3280193	0.2074860	0.5198984	0.9110400	0.9536495	0.7354253	0.4504776	0.5335833	0.3754213	0.0024280
0.5209989	0.9463502	1.0535935	0.2989292	0.5759660	0.5621212	0.3423142	0.4474407	0.3410595	0.2656966	0.3904046	1.0419851	0.0599045	0.8190772	0.9432198	0.2332074	1.0204513	0.0661323	0.0992509	0.8477428	0.4478306	1.0505844	0.0085920	0.1408933	0.8909928	0.7418614	0.0490075	0.0512087	0.3009864	0.4392085	0.7954030	0.6751230	0.6131332	0.2739981	0.3816048	0.5120280	0.5076971	0.6514532	0.2987242	0.4173389	0.2178198	1.0522544	0.2046260	0.9267036	0.4839448	0.1317211	0.5049152	0.1176003	0.5478717	0.0658363	0.9560574	0.4985455	0.8548769	0.9470241	1.0269921	0.5803121	0.2314753	0.2134666	0.7926182	0.4415533	0.1123329	0.2585731	0.3454676	0.5268948	0.4658351	0.2088295	0.3017262	0.0696312	0.0381868	0.6998797	1.1245958	0.7713879	0.0707850	0.0129056	0.9910005	0.9988209	0.8294887	0.6504849	0.1827743	1.0389541	0.5133022	0.3115021	0.5010192	0.2560910	0.2437597	0.6986026	0.0025189	0.0941514	0.4073941	0.9061172	0.3471361	0.1996063	0.5069233	1.0166095	1.0950165	0.9332938	0.3717291	0.5731442	0.4276698	0.0004783
0.4431522	0.8668654	0.9805402	0.2767151	0.6305724	0.6977648	0.3853327	0.1690700	0.3358397	0.3103228	0.3382023	0.9916985	0.0691386	0.7334260	0.9433314	0.2152176	1.0436791	0.0395316	0.1240974	0.9453070	0.4162117	1.0091165	0.0010918	0.1621386	0.8710513	0.7485023	0.0633897	0.0471076	0.3981622	0.4424862	0.7624895	0.8104039	0.7112532	0.2497617	0.3280989	0.4138908	0.5361206	0.6883700	0.2673506	0.5404554	0.1712108	1.0087996	0.1527832	0.8373086	0.4661356	0.1279042	0.4469600	0.0858052	0.5974941	0.0642861	1.0278909	0.7193604	0.8713782	0.8493642	0.9589517	0.6019632	0.2249517	0.1566030	0.8507669	0.5011258	0.0688431	0.2217807	0.4642624	0.5932684	0.4505390	0.1508256	0.4314474	0.0766385	0.0466987	0.7660913	1.0416792	0.7510020	0.0622351	0.0042601	0.9712235	1.0656626	0.8057171	0.7096101	0.1476287	0.9478994	0.6711663	0.4671337	0.5422271	0.3100257	0.2351209	0.6427476	0.0100889	0.1097978	0.3995706	0.8863516	0.3518217	0.1626100	0.4985903	0.9267221	0.9636181	0.7876758	0.4152207	0.5310122	0.2959056	0.0050077
0.0256841	0.7102051	0.6123867	0.0337933	0.1812524	0.1138107	0.8269071	0.3856642	0.3738012	0.3519940	0.6179861	0.9581729	0.0934057	0.7493588	0.8600271	0.1650087	0.5635343	0.3306385	0.1936428	0.9769766	0.7938137	0.5150235	0.0007582	0.3031018	0.9427207	0.9184958	0.0799448	0.0456211	0.7342752	0.3673892	0.7533500	0.2822187	0.7602969	0.7227958	0.3376140	0.5463778	0.6357763	0.4475108	0.3320308	0.5121371	0.1166872	0.9522111	0.1142214	0.8796392	0.5746232	0.1340997	0.3754666	0.0917366	0.8604176	0.8937378	0.9592223	0.7120368	0.8319082	1.0094909	1.0316795	0.8311284	0.5512776	0.0071125	0.8792519	0.4695077	0.1088229	0.3540663	0.5603905	0.2970286	0.3617572	0.1103357	0.6068569	0.1347373	0.5201151	0.7999604	1.0326404	0.5204523	0.0671549	0.0184612	0.9355188	1.0423700	0.7469918	0.6630318	0.3545425	0.9739247	0.6865530	0.5342515	0.6154890	0.6122157	0.3217390	0.4815382	0.2347661	0.1329176	0.5664723	0.6491850	0.3410062	0.1932431	0.4886331	1.0001579	0.8541853	0.5987251	0.4507677	0.5007521	0.2888275	0.0489212
0.5118768	0.9345027	0.9795675	0.3493295	0.6050469	0.5587677	0.2759987	0.1463539	0.4721131	0.0990281	0.2966548	0.9464464	0.0675945	0.7963596	0.7452094	0.2262955	0.8395838	0.0528865	0.1329022	0.9373350	0.4811559	1.0219986	0.0075069	0.1992973	0.8445985	0.7285356	0.0483211	0.0444665	0.3970338	0.4507222	0.6671381	0.7786318	0.6373539	0.2310858	0.3845772	0.4188135	0.5753115	0.7029060	0.2752183	0.4696138	0.1740561	0.9576256	0.1622507	0.8492879	0.4298335	0.1208071	0.3859414	0.0738470	0.5702056	0.0705235	0.9612803	0.4951567	0.9252271	0.9143128	0.8952492	0.6260164	0.3838331	0.2243580	0.7151812	0.4396399	0.0359616	0.2864201	0.4010327	0.5172799	0.5083412	0.1441761	0.3442609	0.0434030	0.0334809	0.7438493	0.9951140	0.7794626	0.0582319	0.0154561	1.0027572	0.9399277	0.8934649	0.6562699	0.1839964	1.0186424	0.5522976	0.3586856	0.6037283	0.2684344	0.3019298	0.7252347	0.0001730	0.1095390	0.4460581	0.9318318	0.3107462	0.2071996	0.4427932	0.9603591	0.9997437	0.8075646	0.4952277	0.5073865	0.3331329	0.0002153
