G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0000000	0.4238492	0.8496401	0.3612041	0.5515778	0.1890713	0.3318926	0.5334127	0.6999832	0.5987568	1.0740863	0.2133725	0.9373909	0.0631753	0.0533422	0.8751203	0.1041190	0.0302280	0.1153218	0.0250394	0.1330510	0.9208354	0.5631776	0.8029213	0.1443449	0.1104004	0.2289565	0.0131656	0.1065626	0.0459252	0.0715111	0.0028836	0.9887483	0.1070811	0.6479040	1.0065442	0.9505139	0.1084798	0.1523279	0.3854849	0.8196055	0.5962328	0.4102746	0.9502772	0.0374795	0.1333518	0.9429364	0.6306974	0.5175342	0.3783821	1.0740587	0.4632175	0.8973193	0.4796690	0.0025672	0.3572919	0.0022921	0.1253163	0.7945242	0.2993073	0.0502955	0.3942254	0.5303870	0.0085880	0.5076318	0.3691894	0.8962090	0.1125295	0.7048537	0.1219808	0.0047719	0.1407170	0.4687232	0.2766381	0.2356584	1.1096500	0.4706823	0.5657223	0.7344930	0.0035843	0.5397987	0.7785049	0.7185384	0.9109702	0.9616408	0.2560741	0.9789412	0.5792602	0.8161466	0.9902834	0.6362905	0.0879409	1.0634868	0.0120416	0.5933946	0.7526000	0.9931156	0.4523403	0.9603258	0.4278436
0.7698118	0.0000000	0.6472178	0.3560600	0.4668685	0.2462906	0.0618176	0.3385987	0.9852249	0.5246147	1.1456245	0.2053716	0.8669912	0.0751383	0.1235318	1.0206467	0.0921071	0.0466459	0.1616689	0.0334047	0.1437591	1.0922290	0.4853223	0.8973020	0.0941985	0.1094794	0.2098003	0.0251409	0.0789805	0.0809277	0.0804132	0.0088363	0.8822792	0.2993928	0.6144027	0.9130456	0.9854041	0.0831442	0.1599815	0.4611561	0.7554829	0.6422025	0.4050566	1.0040752	0.0217795	0.1438767	0.9243626	0.6184246	0.5681540	0.3944469	0.9223677	0.4763813	1.0081413	0.5675695	0.0022315	0.0972075	0.0019196	0.3618648	0.7933378	0.2286329	0.0467774	0.3681152	0.0717997	0.0292091	0.4091043	0.3217924	0.7497659	0.1975069	0.7741448	0.1613632	0.0098497	0.1297837	0.5132004	0.2677948	0.2853752	0.5637062	0.6698439	0.5467219	0.7034638	0.3210549	0.5447919	0.7052248	0.6797251	0.7189130	1.0086215	0.0003781	0.8074221	0.5140474	0.8429498	0.6740390	0.6983028	0.0395500	0.7612275	0.0244722	0.6360107	0.7669360	0.9949044	0.5082472	0.9548305	0.1949082
0.4125977	1.0389158	0.0000000	0.3733247	0.4988420	0.2327318	0.3193470	0.4639752	0.6608534	0.5855888	0.9608310	0.3087738	0.8500495	0.0759428	0.1509015	1.0073281	0.1079135	0.0438705	0.0961629	0.0208876	0.1617225	1.0008727	0.5950917	0.7696593	0.0983217	0.1006486	0.2088275	0.0302150	0.0630319	0.0677653	0.0607303	0.0032251	0.8361198	0.1794103	0.5273641	1.0385829	0.8667401	0.0948133	0.1233127	0.3733612	0.7687824	0.7151786	0.4804991	1.0040849	0.0264837	0.0796419	0.9899050	0.6321273	0.5625018	0.4172581	1.0373275	0.4665971	0.8767421	0.7007572	0.0040155	0.3231677	0.0009874	0.0914365	0.7716155	0.2608286	0.0708158	0.4261421	0.0573499	0.0050435	0.3649068	0.4381560	0.6486345	0.1939345	0.8659648	0.0309464	0.0029878	0.1063322	0.4226463	0.2631231	0.3070100	0.7156111	0.7429329	0.5764659	0.6676998	0.0060391	0.4574812	0.6556621	0.7675018	0.6550569	0.9436757	0.5042875	0.9010940	0.6675386	0.9491957	0.9287643	0.5673538	0.0493562	1.0786788	0.0624596	0.6647847	0.9809483	0.8955881	0.5747761	0.9553511	0.3380701
0.4123111	0.7932608	0.6754997	0.0000000	0.5198963	0.1981283	0.2453459	0.4535049	0.6573415	0.5320803	0.9832654	0.2176808	0.7225139	0.0756510	0.1007560	0.9373755	0.0241088	0.0585779	0.0997630	0.0254790	0.1490282	0.9886904	0.4931233	0.8080453	0.1097122	0.1051065	0.1754184	0.0039218	0.0655893	0.0966856	0.0734502	0.0064357	0.9323842	0.1042077	0.6211192	0.8957460	0.9974843	0.0537262	0.1241069	0.3858564	0.8117053	0.7890640	0.3694853	1.0387054	0.0305498	0.1307234	0.8513633	0.6857244	0.5939657	0.3708180	0.9959341	0.5449237	0.9395355	0.5492000	0.0014527	0.2842847	0.0053590	0.0878419	0.7151705	0.2649240	0.5989578	0.0266173	0.0455417	0.0254759	0.4748655	0.4038830	1.0086432	0.0407932	0.8451818	0.9860331	0.0062409	0.5807631	0.4126618	0.2998316	0.2869618	0.5730935	0.4359046	0.5958982	0.8087760	0.0096483	0.5279374	0.8194524	0.7881309	0.8551673	0.5672150	0.3686416	0.9699465	0.5337671	0.8573003	0.7564786	0.4426692	0.0501295	0.9700754	0.0202640	0.6660079	0.8253692	0.9461586	0.5450442	0.9696379	0.2180968
0.5098836	0.5401047	0.9842202	0.3045264	0.0000000	0.2624490	0.2841282	0.4519365	0.7721828	0.4852118	1.0047667	0.3462946	0.7930789	0.0663730	0.0553524	1.0828326	0.1039478	0.0474303	0.1343535	0.0325186	0.1679152	0.9756000	0.4693065	0.9170842	0.0970197	0.0833172	0.1552374	0.0334946	0.0514734	0.0837905	0.0705020	0.0109361	0.9183881	0.0752836	0.1258587	0.3706835	0.5560322	0.0775107	0.1239434	0.2955248	0.8217635	0.7728567	0.4025520	0.8870965	0.0184216	0.1032070	1.0864742	0.6152514	0.5708200	0.4521330	1.0249099	0.3666357	0.8235191	0.6068966	0.0040251	0.1778461	0.0022866	0.1467180	0.6451078	0.3095695	0.0386267	0.4459843	0.0821317	0.0208621	0.4815780	0.1007479	0.9485376	0.0636849	0.7852203	0.1729683	0.0068794	0.0100261	0.4909075	0.3550312	0.2456304	0.6374150	0.4918359	0.5004853	0.6933437	0.0063784	0.5337824	0.7429581	0.6421346	0.8184969	0.9493880	0.3926589	0.9155432	0.3254197	0.8791539	0.7783325	0.7010812	0.0349780	0.9685552	0.0120039	0.5813054	0.8012582	0.9102690	0.5289038	0.9480838	0.2260905
0.4373553	0.5628042	1.0292469	0.3382890	0.5330191	0.0000000	0.2044939	0.3959128	0.7673311	0.5167007	1.0359678	0.2680699	0.8773710	0.0666068	0.0855152	1.0262928	0.1199225	0.0353875	0.1429091	0.0275232	0.1687049	1.0509793	0.4994366	0.9136283	0.1203580	0.0754313	0.2288245	0.0235073	0.0635351	0.0625079	0.0725939	0.0246074	0.8724895	0.0497138	0.6726994	0.9191973	0.8990149	0.0401531	0.0779699	0.3410171	0.8618610	0.6721729	0.3904982	0.9690924	0.0187581	0.0836167	0.8934758	0.5366557	0.5609682	0.4292016	1.0208800	0.4012540	0.9195116	0.5222214	0.0029672	0.2643314	0.0008046	0.1446681	0.7808835	0.1925737	0.0451251	0.3984973	0.0525271	0.0489868	0.4830493	0.4046591	0.7281849	0.1305339	0.8465615	0.5076133	0.0073539	0.1086338	0.4056861	0.2791064	0.3443332	0.5092913	0.4087163	0.5854297	0.6552198	0.0069117	0.5495968	0.8267663	0.6985041	0.8246051	0.9204325	0.3313016	0.8730914	0.4951929	0.8024113	0.8099860	0.7012524	0.0554114	1.0363337	0.0241595	0.7210784	0.7748722	1.0702282	0.5416082	0.9323446	0.2986924
0.5423014	0.6974635	1.0590594	0.4163893	0.5055202	0.1811751	0.0000000	0.4405086	0.8057101	0.5836039	1.0193849	0.2786908	0.8693468	0.0910544	0.0840782	0.9736291	0.1367289	0.0395737	0.1497262	0.0320254	0.1393877	1.0416276	0.3891441	0.9056228	0.0994665	0.0876442	0.2133166	0.0234624	0.0648463	0.0854702	0.0850402	0.0668003	0.8771311	0.3148110	0.5711140	0.9601137	0.9638815	0.1472656	0.1490960	0.3068365	0.7576905	0.5589410	0.4371044	0.9373971	0.0260421	0.1007721	1.0351969	0.6339142	0.6920413	0.4806118	1.0005198	0.2337434	0.9023470	0.4865649	0.0077375	0.0881156	0.0009653	0.1037723	0.7093250	0.3040934	0.0644463	0.4800111	0.1330013	0.0273202	0.4415665	0.1409531	0.7173693	0.2385081	0.8757972	0.0863356	0.0036072	0.0846096	0.4381539	0.3252493	0.3615911	0.4906950	0.8564032	0.5929013	0.7938172	0.0030623	0.4656889	0.7650415	0.7085120	0.7283123	0.9256299	0.3444283	1.0395091	0.5858517	0.9093332	0.8668797	0.7630908	0.0618233	0.9191104	0.0196622	0.7073054	0.8911613	0.8570617	0.4793164	0.8962902	0.2150046
0.6082840	0.5098519	0.9831268	0.4306515	0.5684004	0.1886087	0.2206149	0.0000000	0.7390281	0.4807580	1.0471511	0.2661493	0.9122119	0.0583799	0.0866705	1.0248606	0.1762283	0.0485644	0.1365381	0.0396172	0.1489614	1.0440823	0.4582501	0.9409452	0.0800962	0.0990893	0.1822258	0.0274514	0.0817729	0.0666711	0.0629369	0.0232277	0.8449732	0.3804024	0.6874682	0.9694230	0.9377104	0.0822030	0.0525487	0.3926490	0.8678426	0.5429297	0.4385273	0.9937348	0.0242982	0.1148054	0.9122785	0.5207284	0.6247995	0.4509963	1.0108362	0.3192248	0.8813415	0.5798489	0.0019686	0.2787256	0.0009178	0.0851668	0.8031979	0.3085961	0.0141468	0.4690941	0.1035124	0.0129244	0.4229869	0.4084205	0.8838460	0.2098164	0.7965424	0.3768267	0.0028619	0.0875563	0.4333822	0.3491357	0.2688894	0.4519606	0.5600975	0.5487411	0.7650053	0.0029144	0.5371680	0.6463892	0.8076415	0.8518631	0.9127841	0.3100390	0.8481399	0.5532448	0.8600152	0.7453381	0.7426528	0.0444306	1.0155650	0.0198372	0.6693518	0.8094406	1.0246770	0.5792987	0.8977134	0.2570620
0.4453197	0.6507758	0.7982513	0.3596245	0.5038295	0.2052957	0.4637570	1.0579454	0.0000000	0.5827138	0.9662741	0.2677416	0.8272780	0.0474902	0.0674517	1.0228284	0.1240782	0.0554944	0.1495825	0.0405197	0.1539215	1.0482336	0.4437757	0.8299518	0.1131509	0.1417394	0.2090100	0.0131448	0.0670244	0.0903644	0.0404474	0.0090609	0.9646088	0.2046750	0.7004950	0.8937241	1.0042642	0.1154137	0.1489310	0.3888278	0.7789861	0.6400118	0.4229060	0.9799678	0.0167048	0.1636599	0.9017758	0.7151744	0.5609123	0.4885527	0.9552447	0.4804301	0.9252311	0.5677413	0.0040551	0.3285019	0.0026387	0.1517250	0.7445346	0.2492063	0.0394723	0.3432042	0.0259913	0.0122690	0.4378416	0.9035092	0.8486050	0.1574585	0.9248423	0.1562369	0.0029985	0.1205504	0.4236545	0.2709079	0.2886717	0.4734647	0.3785136	0.5805956	0.7261073	0.0015758	0.5398986	0.8228707	0.7720956	0.9692023	0.9718800	0.3510325	0.8524813	0.5620323	0.8320843	0.7779433	0.5968357	0.0483374	1.1471463	0.0219822	0.7279822	0.7792864	1.0114832	0.6293398	0.8651017	0.2755500
0.5546695	0.4182260	0.9993929	0.3453115	0.5156049	0.9089696	0.2594630	0.7810454	0.3364909	0.0000000	1.0581212	0.1536965	0.9750263	0.0690035	0.0893113	1.0387574	0.0724649	0.0510003	0.1458730	0.0234760	0.1701514	1.0151234	0.4779472	0.8046716	0.0948298	0.0842364	0.2323915	0.0128072	0.0809714	0.0702964	0.0680891	0.0129975	0.9631800	0.0584238	0.6990546	0.9307886	0.9894064	0.1147944	0.0999460	0.3833415	0.7856452	0.5263197	0.4312237	0.9854695	0.0253776	0.1266426	1.0365585	0.4970888	0.5278394	0.4431777	0.9307824	0.3795108	0.9284018	0.4981526	0.0014324	0.3053920	0.0004266	0.1507942	0.7452381	0.2630166	0.0432585	0.3392514	0.0380326	0.0397818	0.5669113	0.5016369	0.9311024	0.2041249	0.8202945	0.2534431	0.0055046	0.1514593	0.4575593	0.3735213	0.4027943	0.6431473	0.4087122	0.6449012	0.6696162	0.0104773	0.5563955	0.6974288	0.7606070	0.7567891	0.9766758	0.2415821	1.0091979	0.5582763	0.7970147	0.7675460	0.7036264	0.0481735	1.0308470	0.0135785	0.7213706	0.8089885	1.0475376	0.5655707	0.8182741	0.2436882
