"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.0010656	0.1059685	0.5344479	0.9856102	0.6532614	0.8908038	0.3264471	0.3030318	0.2067337	0.8633841	0.8301755	0.0000016	0.2250672	0.0000024	0.3665723	0.3733407	0.3737302	0.6675379	0.8112209	0.5858588	0.5905386	0.5288613	1.0000000	0.4480540	0.9543451	0.0685644	0.4713432	0.6922250	0.7516284	0.5373646	0.9293941	0.3375128	0.9993390	0.1808415	0.2425292	0.2647313	0.4532731	0.8658794	0.8826086	0.8509839	0.0305089	0.8875978	0.3491716	0.8677228	0.0397442	0.2917527	0.2399373	0.0506196	0.1962029	0.3568700	0.4628254	0.9626409	0.2934011	0.2659257	0.9999920	0.1448720	0.1514261	0.5929079	0.4096050	0.4876026	0.0105312	0.0111946	0.1821313	0.2833690	0.4005065	0.6855932	0.3076812	0.3404253	0.7106291	0.2729638	0.3282265	0.0222747	0.9904676	0.1675726	0.3810688	0.6736440	0.2777967	0.9994660	0.8619053	0.2401817	0.1697928	0.0857326	0.9875454	0.2100313	1.0000000	0.6137383	0.6184954	0.1936119	0.0716619	0.9999959	0.9999629	0.8201035	0.5385265	0.9907828	0.4678879	0.5126503	0.9793495	0.9647046	0.4871015	0.4129319
500	0.0010440	0.1058834	0.5347572	0.9857221	0.6533927	0.8888239	0.3251486	0.3052127	0.2089139	0.8626386	0.8278709	0.0000016	0.2250672	0.0000007	0.3665633	0.3741173	0.3746594	0.6694407	0.8120623	0.5858311	0.5906433	0.5296048	1.0000000	0.4477105	0.9544086	0.0686562	0.4707141	0.6926555	0.7524661	0.5373912	0.9262967	0.3392901	0.9993628	0.1805813	0.2425281	0.2607683	0.4558266	0.8666900	0.8831612	0.8525732	0.0302371	0.8880506	0.3493524	0.8678059	0.0394801	0.2838185	0.2354104	0.0499350	0.1957854	0.3568593	0.4627644	0.9622788	0.2936972	0.2659722	0.9999919	0.1443464	0.1490947	0.5978097	0.4090015	0.4872886	0.0104491	0.0113907	0.1829541	0.2839322	0.4005117	0.6823972	0.3019159	0.3367175	0.7124666	0.2760115	0.1093134	0.0220668	0.9907841	0.1606702	0.3844448	0.6707547	0.2827821	0.9994537	0.8647754	0.2422550	0.1710968	0.0845588	0.9876305	0.1972079	1.0000000	0.6121079	0.6164085	0.1942916	0.0684237	0.9999960	0.9999630	0.8217012	0.5295751	0.9907827	0.4687459	0.5142931	0.9791613	0.9644002	0.4865981	0.4129111
550	0.1447500	0.1058921	0.5347902	0.9781566	0.2592350	0.8661897	0.4298733	0.5468849	0.2101363	0.8681816	0.8183202	0.0168237	0.2250672	0.0625283	0.3975913	0.3738581	0.5563833	0.6700428	0.7967520	0.6078500	0.8146704	0.5294723	1.0000000	0.5141112	0.3429343	0.1528133	0.4704156	0.6785661	0.4662160	0.5388288	0.9260451	0.2861689	0.9993644	0.1880179	0.7911871	0.2573983	0.4610993	0.7044087	0.8660537	0.8521874	0.1775707	0.8879140	0.3488790	0.8856116	0.0377326	0.2780222	0.2322167	0.0494229	0.1895088	0.3596163	0.7802135	0.5682520	0.2935607	0.2658180	0.9999917	0.1431971	0.1395147	0.5812691	0.4231917	0.4851066	0.0160845	0.0136104	0.1850863	0.2056243	0.4005158	0.8295584	0.2980773	0.3112448	0.6875078	0.2883202	0.6107154	0.0231077	0.9892827	0.1349733	0.6283243	0.6617569	0.2867910	0.9992266	0.8662988	0.2421869	0.1884223	0.0932328	0.9871715	0.1457739	1.0000000	0.6120258	0.8110089	0.1963755	0.0794180	0.9999952	0.9997439	0.8775945	0.5208222	0.9595152	0.4685811	0.2635024	0.9745721	0.8770681	0.6726661	0.4129003
600	0.2467728	0.1067129	0.5327328	0.9382521	0.1414456	0.8704035	0.4636214	0.6166777	0.2094027	0.8798159	0.7915147	0.0210365	0.2250672	0.0818863	0.4685298	0.3671740	0.6194176	0.6646192	0.7549288	0.6567092	0.8756019	0.5241587	1.0000000	0.7112238	0.1243362	0.3776322	0.4715177	0.6380660	0.3583149	0.5511515	0.9402398	0.1649603	0.9992413	0.2080203	0.9231428	0.2524511	0.4750731	0.6518630	0.8307738	0.8221841	0.2143649	0.8841375	0.3438467	0.9203585	0.0345749	0.2737014	0.2284363	0.0478520	0.1757845	0.3760192	0.8895159	0.6044090	0.2936801	0.2640424	0.9999876	0.1387460	0.1443624	0.5178595	0.4449348	0.4808489	0.0146572	0.0306447	0.1868385	0.2740970	0.4005316	0.8926467	0.2971856	0.2886480	0.6149720	0.3046988	0.7062549	0.0267621	0.9819453	0.1269598	0.6841984	0.6494436	0.3016584	0.9995334	0.8600300	0.2202818	0.1821918	0.1138931	0.9859663	0.0891975	1.0000000	0.6126071	0.8707212	0.1992988	0.1215706	0.9999952	0.9974020	0.9480175	0.5101401	0.9566562	0.4640956	0.1470372	0.9674157	0.8526978	0.7269831	0.4129052
650	0.5854854	0.1095171	0.5222753	0.8927341	0.1089550	0.8691165	0.4867821	0.6201050	0.2051599	0.8880198	0.7546726	0.0220915	0.2250672	0.0878794	0.5191745	0.3530198	0.6310165	0.6497699	0.7152069	0.6915640	0.8785121	0.5129793	1.0000000	0.8807713	0.0464241	0.6034510	0.4753170	0.5962648	0.3060794	0.5732240	0.9647237	0.0806783	0.9988977	0.2259655	0.9529190	0.2434307	0.4931478	0.6317629	0.8188280	0.7316613	0.2339212	0.8742169	0.3348486	0.9417451	0.0334026	0.2697618	0.2237510	0.0451805	0.1706052	0.4130497	0.9297518	0.6184682	0.2962208	0.2603482	0.9999758	0.1724345	0.1491060	0.4428555	0.4521951	0.4717325	0.0110652	0.0483935	0.1882561	0.3354664	0.4005538	0.9228066	0.3037357	0.2812232	0.5442898	0.3144089	0.7218293	0.0303300	0.9709831	0.1370223	0.6532873	0.6420069	0.3329838	0.9997607	0.8351800	0.1846328	0.1686737	0.1315409	0.9849553	0.0642398	1.0000000	0.6138989	0.9060131	0.2016294	0.1715754	0.9999957	0.9911281	0.9770923	0.4949459	0.9563398	0.4599848	0.0876431	0.9656583	0.8481424	0.7552431	0.4129519
700	0.8485967	0.1135360	0.4974109	0.8641524	0.1003925	0.8589895	0.5008384	0.6143535	0.1975950	0.8931891	0.7235613	0.0223557	0.2250672	0.0897347	0.5414419	0.3379035	0.6238012	0.6293233	0.6865980	0.7075979	0.8678261	0.5004918	1.0000000	0.9612720	0.0189921	0.6727854	0.4814996	0.5625429	0.2763351	0.5948267	0.9832046	0.0408121	0.9983772	0.2364567	0.9560853	0.2310090	0.5125346	0.6190694	0.8457345	0.6258470	0.2514171	0.8600392	0.3265595	0.9505887	0.0331053	0.2659321	0.2223343	0.0433256	0.1777749	0.4619693	0.9511198	0.6202666	0.3008798	0.2563007	0.9999579	0.3221046	0.1482847	0.3808376	0.4503212	0.4373025	0.0083585	0.0569391	0.1916037	0.3712913	0.4005633	0.9381093	0.3140970	0.2787822	0.4952379	0.3185730	0.7241100	0.0331860	0.9609414	0.1435172	0.6055730	0.6515317	0.3733912	0.9998595	0.6459036	0.1590604	0.1547350	0.1443018	0.9840841	0.0546483	1.0000000	0.6179017	0.9269787	0.2046412	0.2144048	0.9999960	0.9845195	0.9874785	0.4754064	0.9562683	0.4584250	0.0583990	0.9652675	0.8512926	0.7860017	0.4130439
750	0.9465418	0.1173328	0.4659438	0.8462186	0.0951358	0.8459971	0.5091346	0.6118581	0.1884994	0.8969433	0.7096241	0.0224219	0.2250672	0.0903092	0.5468456	0.3264681	0.6134364	0.6086667	0.6671060	0.7122138	0.8577421	0.4899164	1.0000000	0.9889278	0.0097461	0.6877778	0.4887424	0.5383717	0.2593852	0.6110687	0.9927997	0.0241632	0.9978485	0.2400904	0.9506545	0.2168188	0.5293592	0.6078633	0.8941792	0.5384645	0.2662880	0.8449559	0.3210903	0.9528322	0.0330222	0.2640973	0.2295720	0.0435773	0.1908701	0.5058705	0.9659114	0.6199949	0.3058633	0.2521191	0.9999355	0.4089936	0.1454888	0.3375844	0.4457608	0.3957238	0.0068563	0.0604311	0.1945553	0.3851707	0.4005515	0.9466802	0.3224971	0.2769647	0.4658496	0.3192764	0.7241800	0.0358053	0.9547368	0.1468680	0.5591939	0.6935710	0.4090951	0.9998974	0.4978136	0.1447570	0.1406869	0.1527992	0.9830634	0.0519011	1.0000000	0.6250309	0.9346335	0.2085787	0.2455716	0.9999962	0.9800013	0.9911807	0.4583756	0.9562405	0.4579593	0.0442092	0.9648796	0.8571258	0.8103297	0.4131519
800	0.9788694	0.1203368	0.4411681	0.8341669	0.0889818	0.8363004	0.5151692	0.6119035	0.1797694	0.8999188	0.7058264	0.0224385	0.2250672	0.0904870	0.5453845	0.3195570	0.6055733	0.5909356	0.6537285	0.7118932	0.8507083	0.4819989	1.0000000	0.9969358	0.0070287	0.6904101	0.4957049	0.5228634	0.2504300	0.6215689	0.9970347	0.0174435	0.9974865	0.2392694	0.9408464	0.2031844	0.5403830	0.5980204	0.9363783	0.4751475	0.2772256	0.8316750	0.3182311	0.9523908	0.0329941	0.2675377	0.2484381	0.0458747	0.2047736	0.5356844	0.9755899	0.6196870	0.3098403	0.2472111	0.9999094	0.4444930	0.1424639	0.3101545	0.4414756	0.3676266	0.0061520	0.0616460	0.1919244	0.3892141	0.4005179	0.9521926	0.3277972	0.2750944	0.4495887	0.3182654	0.7237792	0.0379573	0.9523949	0.1490241	0.5208782	0.7548369	0.4313418	0.9999124	0.4772140	0.1371232	0.1274823	0.1583292	0.9819176	0.0529837	1.0000000	0.6340732	0.9349002	0.2125027	0.2664359	0.9999962	0.9775384	0.9925277	0.4502217	0.9562266	0.4578254	0.0372247	0.9645512	0.8628338	0.8253447	0.4132460
850	0.9900775	0.1225508	0.4270041	0.8260166	0.0833206	0.8311384	0.5199691	0.6130050	0.1724690	0.9022609	0.7053571	0.0224426	0.2250672	0.0905420	0.5422364	0.3161327	0.6010382	0.5770076	0.6444921	0.7101349	0.8461706	0.4763588	1.0000000	0.9990637	0.0065319	0.6904981	0.5013698	0.5135671	0.2462893	0.6275909	0.9987836	0.0147550	0.9973502	0.2363973	0.9282392	0.1923363	0.5463513	0.5900953	0.9625787	0.4320219	0.2842722	0.8215680	0.3170782	0.9511989	0.0329839	0.2788931	0.2776893	0.0494783	0.2166089	0.5519947	0.9811858	0.6201454	0.3123134	0.2418732	0.9998812	0.4632390	0.1399387	0.2937470	0.4386375	0.3533370	0.0059053	0.0617527	0.1821325	0.3903302	0.4004660	0.9564055	0.3313069	0.2735680	0.4411212	0.3166909	0.7228699	0.0374928	0.9520283	0.1505516	0.4951285	0.8052740	0.4418895	0.9999193	0.4723589	0.1330131	0.1162622	0.1621984	0.9808377	0.0566102	1.0000000	0.6433279	0.9320080	0.2154599	0.2801905	0.9999962	0.9763925	0.9929863	0.4503577	0.9562179	0.4577863	0.0336810	0.9643282	0.8671863	0.8338860	0.4133132
900	0.9944634	0.1241258	0.4203854	0.8206265	0.0792442	0.8289910	0.5234678	0.6143658	0.1668517	0.9040381	0.7055617	0.0224436	0.2250672	0.0905591	0.5393528	0.3148392	0.5989977	0.5666052	0.6381616	0.7083606	0.8432767	0.4724216	1.0000000	0.9996086	0.0066649	0.6901627	0.5053839	0.5080560	0.2448420	0.6307007	0.9994870	0.0137064	0.9973860	0.2330825	0.9147795	0.1849453	0.5494268	0.5841478	0.9765744	0.4036803	0.2882560	0.8146688	0.3168290	0.9500300	0.0329814	0.2983646	0.3123873	0.0534799	0.2251409	0.5591603	0.9841419	0.6212589	0.3132985	0.2371428	0.9998545	0.4761776	0.1381077	0.2843719	0.4373299	0.3473278	0.0058935	0.0612746	0.1705008	0.3906900	0.4004049	0.9602105	0.3347644	0.2725900	0.4370200	0.3151551	0.7214321	0.0335221	0.9519766	0.1516149	0.4830592	0.8356918	0.4459006	0.9999233	0.4616535	0.1307731	0.1074616	0.1651504	0.9799683	0.0617597	1.0000000	0.6515940	0.9282190	0.2172418	0.2894273	0.9999961	0.9759489	0.9930635	0.4547823	0.9562123	0.4577734	0.0318077	0.9641714	0.8699928	0.8385370	0.4133541
950	0.9963984	0.1252152	0.4177092	0.8171421	0.0767103	0.8282973	0.5256862	0.6156086	0.1627383	0.9053413	0.7057684	0.0224439	0.2250672	0.0905644	0.5371933	0.3146316	0.5984172	0.5590826	0.6338749	0.7069734	0.8414139	0.4697072	1.0000000	0.9997427	0.0068935	0.6898345	0.5079579	0.5047548	0.2447612	0.6321670	0.9997669	0.0133412	0.9975072	0.2300853	0.9026303	0.1803889	0.5511353	0.5798789	0.9837700	0.3855171	0.2901663	0.8102683	0.3169685	0.9491067	0.0329830	0.3233813	0.3466055	0.0571142	0.2304388	0.5612735	0.9855919	0.6226047	0.3130758	0.2337121	0.9998320	0.4861269	0.1368962	0.2793058	0.4370564	0.3452795	0.0059682	0.0604981	0.1617672	0.3908334	0.4003471	0.9637601	0.3395851	0.2720620	0.4352633	0.3138918	0.7199615	0.0292506	0.9516118	0.1523215	0.4819000	0.8512508	0.4471032	0.9999259	0.4445598	0.1295612	0.1009924	0.1674432	0.9793500	0.0674544	1.0000000	0.6583766	0.9246275	0.2181488	0.2956720	0.9999961	0.9758364	0.9929591	0.4601295	0.9562089	0.4577670	0.0307702	0.9640455	0.8715501	0.8409289	0.4133751
1000	0.9973245	0.1259494	0.4168322	0.8149243	0.0752586	0.8281732	0.5269176	0.6165776	0.1598157	0.9062717	0.7058901	0.0224440	0.2250672	0.0905660	0.5356985	0.3148725	0.5985346	0.5537684	0.6309981	0.7059894	0.8402003	0.4678561	1.0000000	0.9997699	0.0070795	0.6895793	0.5095002	0.5027992	0.2452771	0.6327962	0.9998776	0.0132659	0.9976493	0.2276327	0.8931212	0.1776992	0.5522042	0.5768958	0.9875349	0.3741408	0.2908348	0.8075546	0.3172238	0.9484388	0.0329867	0.3499707	0.3760345	0.0599433	0.2332564	0.5610264	0.9862297	0.6238701	0.3120683	0.2316122	0.9998151	0.4938261	0.1361448	0.2768111	0.4372745	0.3448383	0.0060498	0.0596268	0.1567631	0.3909001	0.4003023	0.9667861	0.3464325	0.2718069	0.4347078	0.3129392	0.7188841	0.0266983	0.9509548	0.1527720	0.4868393	0.8583842	0.4473177	0.9999277	0.4248746	0.1289284	0.0965014	0.1691483	0.9789517	0.0729157	1.0000000	0.6636479	0.9216628	0.2185520	0.2997836	0.9999960	0.9758601	0.9927756	0.4647233	0.9562072	0.4577619	0.0301747	0.9639376	0.8722725	0.8420525	0.4133837

0	0.9982997	0.1272682	0.4186439	0.8112989	0.0735132	0.8286182	0.5275258	0.6180513	0.1534905	0.9082949	0.7060207	0.0224440	0.2250672	0.0905667	0.5327390	0.3164914	0.6005318	0.5423599	0.6252161	0.7039958	0.8378423	0.4640753	1.0000000	0.9997456	0.0074844	0.6889324	0.5105869	0.5012106	0.2492469	0.6325287	0.9999430	0.0138657	0.9982122	0.2201319	0.8738232	0.1732073	0.5545398	0.5706201	0.9920358	0.3591586	0.2881715	0.8039536	0.3181750	0.9470212	0.0330091	0.4401874	0.4381478	0.0633304	0.2329590	0.5537382	0.9858537	0.6276599	0.3074106	0.2314184	0.9997940	0.5133760	0.1352991	0.2778204	0.4388081	0.3456222	0.0061802	0.0565245	0.1570098	0.3909505	0.4002671	0.9730996	0.3953525	0.2716267	0.4368245	0.3107543	0.7180968	0.0294262	0.9474213	0.1534842	0.5176233	0.8601100	0.4466397	0.9999319	0.3537381	0.1280267	0.0897809	0.1717400	0.9785227	0.0920863	1.0000000	0.6769177	0.9143901	0.2186873	0.3043882	0.9999960	0.9762107	0.9919486	0.4733339	0.9562079	0.4577462	0.0298488	0.9635509	0.8719160	0.8430164	0.4133728
