G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
0.4453963	0.0000000	0.2506730	0.4484834	0.9877106	0.2235189	0.0012192	0.4313801	0.2766566	0.6720148	0.4727647	0.3297822	0.0000000	0.5353715	0.0347536	0.6565614	0.4226602	0.6379077	0.6974658	0.0660435	0.1715624	0.6659384	0.7727182	0.6183923	0.6823723	0.0412561	0.3736228	0.0384728	0.0487910	0.0198702	0.0080223	0.4844802	0.7601607	0.1627152	1.0322964	0.0122022	1.0190211	0.1873452	0.2121078	0.1251906	0.7183188	0.6658154	0.7190287	0.3361938	0.5925733	0.6084159	0.8897970	0.7189848	0.6707808	0.1934285	0.9620157	0.6035741	0.4957977	0.7241602	0.9033929	0.0611723	0.8034462	0.1599850	0.0024004	0.1484000	0.0051561	0.3006151	0.2965138	0.1505140	0.6395838	0.7186961	0.2129565	0.3402455	0.0221161	0.1645025	0.0760568	0.4196309	0.1698424	0.6213919	0.3789868	0.0984782	0.6401272	0.3548952	0.6812160	0.3276280	0.9349211	0.5966580	0.1821592	0.5744603	0.4457898	0.0863807	0.6914703	0.0240131	0.9886405	0.6925286	0.4585784	0.5602216	0.5630817	0.8528319	0.4832750	0.4629475	0.8574380	0.9180570	0.4434729	1.0271014
0.1731079	0.5024183	0.2191708	0.5241408	1.0248873	0.2924524	0.0117874	0.4236753	0.2738715	0.9894694	0.5397413	0.3107556	0.0000000	0.5441358	0.0378482	0.6845708	0.4238690	0.4982666	0.6453733	0.4666485	0.1192342	0.6229917	0.8152718	0.6034064	0.8205559	0.0489661	0.3839367	0.0368929	0.0320677	0.0210986	0.0063114	0.4929747	0.7709880	0.0981651	0.9222168	0.0321513	0.9334462	0.1864075	0.2247389	0.1334092	0.7952133	0.6610003	0.0000000	0.6893944	0.0902532	0.1250597	0.9703063	0.9051212	1.0796494	0.1430123	0.7771843	0.5383282	0.2439191	0.7520677	0.6184326	0.0693360	0.7816173	0.1538721	0.0197096	0.4337354	0.0003465	0.3035352	0.2388579	0.0838367	0.4792324	0.9833920	0.6342089	0.3844238	0.0857216	0.0071664	0.5972612	0.2953063	0.2863129	0.8011972	0.4270184	0.1227600	0.8331066	0.5286329	0.4120860	0.0051586	1.0216538	0.5754562	0.0116782	0.6362554	0.4515779	0.2602245	0.7342355	0.1505451	0.9605057	0.6661005	0.5258006	0.5026216	0.5888431	0.8811293	0.5509637	0.0537654	0.5276667	0.6495111	0.4219375	0.4960876
0.5404202	0.0000000	0.0730462	0.4088368	0.9646552	0.1610901	0.0215051	0.3474819	0.2417697	1.0625595	0.4858729	0.6804922	0.0703150	0.6765489	0.0438076	0.6959654	0.4455745	0.6691649	0.7114797	0.0936985	0.1903563	0.6016434	0.9093482	0.4948930	0.7108958	0.1109483	0.3814136	0.0478576	0.0594017	0.0335676	0.0053557	0.5049076	0.7974211	0.1451248	0.9971530	0.0075122	0.8709863	0.1684310	0.2325506	0.1418220	0.6230798	0.7098231	0.0000000	0.5124529	0.4963407	0.7270792	0.7697912	0.8260362	0.6981403	0.1383486	0.9404101	0.6815510	0.4526971	0.7266680	0.5774244	0.0516467	0.6554016	0.1175902	0.0177224	0.1656056	0.0010940	0.3614442	0.2590391	0.1051477	0.6505902	0.9172879	0.6030993	0.4333095	0.0579866	0.0373341	0.0588994	0.3856543	0.1935472	0.6236328	0.4012515	0.1495473	0.7721504	0.3679198	0.7016003	0.3434215	0.9817117	0.6516995	0.2073652	0.6691665	0.4935124	0.2132481	0.7357144	0.0456371	1.0097281	0.6766510	0.5518530	0.5663151	0.4684725	0.9601778	0.3902384	0.2935566	0.9431651	0.7041998	0.4256706	0.8749056
0.0573193	0.7938583	0.1511315	0.4407070	0.9524256	0.2824061	0.0015171	0.5519740	0.3474949	0.7970058	0.5431141	0.3072749	0.0000000	0.7467217	0.0565400	0.6967855	0.4771465	0.6357073	0.6645067	0.1016496	0.1377489	0.6206625	0.7959052	0.5798419	0.6567738	0.0687605	0.3542446	0.0457201	0.0439271	0.0234097	0.0097157	0.4742470	0.7208028	0.1192603	0.9716096	0.0167295	0.8746864	0.2212495	0.2521044	0.0882763	0.7148758	0.5744335	0.7186469	0.7050827	0.1240398	0.0000000	0.8419985	0.6763591	0.9483984	0.2065993	0.9284808	0.6268392	0.1381639	0.7694775	0.6625302	0.0444104	0.8280345	0.1098712	0.0112578	0.5296827	0.0043523	0.2037869	0.2263908	0.0680005	0.5135159	0.9449202	0.2520389	0.7276789	0.0097691	0.0054782	0.5690055	0.2838123	0.3106504	0.8100448	0.3633552	0.1209314	0.6793335	0.0801086	0.6972548	0.0047827	0.9993651	0.6659442	0.0285289	0.5947254	0.4153688	0.0835716	0.5981304	0.0277100	0.9831364	0.7863588	0.5172874	0.5719639	0.4952513	0.9106246	0.5139162	0.0415952	0.6841686	0.5683969	0.4791539	0.3942383
0.0356368	0.8961623	0.1837748	0.4174231	0.8919989	0.2901975	0.0003416	0.5574730	0.3186064	0.6731786	0.5882016	0.3182032	0.0000000	0.5960589	0.0269187	0.6529275	0.4187441	0.6352802	0.6738480	0.3214306	0.2127883	0.6674680	0.7239379	0.5750282	0.6466187	0.0382938	0.3334271	0.0368458	0.0000000	0.0147282	0.0046670	0.4545287	0.7747192	0.1001530	0.9980412	0.0123135	0.9076359	0.1725339	0.1647516	0.1058348	0.6969418	0.5509372	0.7193509	0.4273308	0.6187179	0.6812212	0.8733300	0.6779517	0.7229716	0.1804029	0.8664889	0.5546231	0.1848808	0.8568224	0.6988348	0.0244258	0.6899573	0.0779137	0.0436091	0.1733132	0.0024592	0.2720970	0.2475714	0.1000289	0.7339418	0.6775065	0.2147632	0.7266188	0.0090480	0.1242418	0.6698588	0.2846115	0.0507154	0.9626017	0.3417238	0.1652125	0.6946244	0.5952599	0.9691354	0.0018369	1.0630613	0.6911827	0.0159893	0.8750375	0.4101795	0.0275134	0.6887943	0.0564471	0.7712870	0.7153485	0.5180325	0.5294429	0.4364026	0.8800758	0.4374789	0.1693893	0.6841042	0.9329126	0.3795614	1.0093312
0.1620287	0.5343032	0.0666300	0.4057025	0.9904950	0.1897541	0.0084745	0.6137341	0.3903707	0.4637803	0.5078226	0.3638026	0.0000000	0.8530439	0.0329392	0.8524294	0.4113807	0.8322608	0.6249645	0.7135074	0.0060336	0.7609147	1.0008569	0.3423522	0.5242784	0.0489322	0.3882013	0.0297938	0.0444550	0.0113304	0.5876056	0.6432174	1.0736577	1.0083255	0.0000000	0.0018607	0.8394410	0.2348254	0.2537477	0.0966078	0.7640521	0.5981253	0.8849945	0.3284027	0.5229409	0.7216386	0.8918371	0.8297357	0.9097051	0.2907153	0.7733126	0.5868626	0.1801022	0.7238968	0.6634155	0.0662073	0.6828112	0.1125550	0.0002213	0.2845507	0.3538970	0.2353388	0.1944980	0.2638445	0.4078973	0.7042254	0.3894113	0.8937156	0.0057556	0.1301747	0.7667067	0.3705247	0.1491484	0.7469026	0.7028122	0.0791146	0.7623052	0.7955355	0.6833035	0.0021849	0.9309846	0.5814164	0.0520569	0.8721013	0.4927705	0.1164708	0.6058665	0.0272562	0.8623319	0.6606630	0.6195251	0.5474950	0.4543555	1.0173198	0.4646336	0.5826451	0.8560746	0.9946136	0.4350796	0.9382347
0.0557444	0.7451659	0.1690675	0.4792151	0.9941700	0.2254920	0.0009449	0.3515020	0.3091957	0.6021457	0.4829151	0.3069659	0.0000000	0.6679840	0.0456621	0.7204390	0.4651710	0.6283508	0.7185819	0.0115855	0.2090484	0.6548982	0.8360910	0.6019874	0.6547841	0.0453862	0.3879061	0.0186423	0.0470418	0.0253430	0.0020069	0.3377478	0.7094359	0.1378785	1.0533754	0.0228336	0.8855422	0.2004048	0.2057230	0.0932651	0.7783445	0.6263102	0.9824573	0.0000000	0.5946463	0.6855990	0.9070695	0.8152972	0.7136477	0.1840653	0.9466360	0.6762828	0.3634585	0.7680818	0.5604880	0.0437640	0.9992473	0.1480851	0.0227585	0.1573723	0.0007816	0.2742407	0.1880255	0.0971485	0.6333980	0.5607262	0.1900578	0.8718633	0.0096432	0.1514511	0.6629009	0.2891176	0.0801895	0.8852181	0.4191146	0.1103221	0.6188322	0.4091353	0.8555085	0.0014763	1.0996368	0.5947385	0.0043435	0.9771837	0.5030171	0.0030001	0.7037668	0.0167403	0.9150573	0.6656802	0.5554190	0.5374278	0.4261462	0.9087497	0.4340916	0.2121579	0.7560868	0.9799709	0.3426543	0.9809952
0.5368669	0.0000000	0.0506176	0.2332734	1.0317888	0.0752400	0.0067610	0.5221104	0.3067010	0.7522274	0.4157949	0.7930518	0.2334335	0.9142293	0.0523108	0.7587141	0.4236734	0.8709353	0.9316646	0.1636510	0.0059915	0.8441283	0.9384141	0.1866452	0.4676424	0.2956540	0.4019807	0.0548027	0.0568457	0.0053069	0.5231181	0.6272250	1.0715554	1.0280638	0.0000000	0.0131952	0.8745986	0.2656791	0.2214304	0.1699653	0.8037220	0.5286580	0.4884801	0.3753731	0.5609694	0.7004185	0.9626891	0.8729513	0.7557140	0.2493438	0.9566981	0.5113004	0.4938159	0.8470225	0.9349073	0.0654031	0.6712488	0.0763187	0.0020490	0.1587402	0.3591078	0.3831435	0.2400377	0.2038163	0.3298281	0.6233095	0.5164377	0.3435180	0.2348673	0.1102268	0.0557761	0.7117282	0.1294845	0.6545717	0.6217106	0.0938040	0.9205292	0.4074823	0.4115719	0.2799274	1.0253718	0.6142238	0.5645607	0.6442140	0.5355399	0.2426207	0.6619817	0.1481593	0.9102296	0.7428005	0.4788339	0.5778499	0.6198611	0.9405559	0.2899142	0.8490267	1.0275822	0.6307568	0.4186986	0.9256526
0.4773041	0.0000000	0.0652335	0.3235721	1.0219948	0.0821442	0.0052660	0.5040680	0.2811230	0.7811000	0.5867865	0.8951853	0.1617319	0.7287579	0.0486754	0.7170199	0.4655434	0.6412172	0.6579415	0.9638269	0.1311052	0.5621134	0.9679591	0.2970417	0.6748411	0.3433979	0.3637993	0.0272545	0.0547496	0.0150330	0.0364338	0.6652138	0.9822918	0.2859319	0.4020809	0.0111076	0.9193788	0.1841993	0.1857311	0.1993965	0.7185115	0.6472356	0.4484094	0.0000000	0.9437405	1.0916168	0.8946393	0.8143070	0.8543112	0.1579394	1.0537819	0.5303774	0.5014274	0.8521139	0.8435241	0.0089229	0.6668762	0.0801633	0.0081358	0.0678025	0.0299860	0.5469089	0.2088261	0.3139980	0.4239761	0.5759815	0.1220807	0.4128383	0.2470801	0.2050239	0.0619557	0.3679648	0.0059511	0.5642200	0.4165203	0.1140326	0.9415805	1.0004783	0.7226583	0.3739715	0.9210936	0.6853597	0.4249654	0.8636804	0.4853939	0.0272187	0.6958063	0.1907364	0.9611638	0.8048127	0.4784341	0.5685530	0.4785052	0.9832887	0.2269958	1.0114433	0.9687283	0.7152983	0.4461577	0.9961487
0.4933591	0.0000000	0.0429388	0.3212982	0.9997277	0.1262419	0.0124468	0.3848636	0.2150915	0.8335926	0.4937830	0.7732875	0.2671117	0.7418131	0.0316047	0.7438000	0.4954450	0.6765182	0.6776568	0.4994091	0.1609287	0.7488926	1.0031146	0.4130840	0.5037470	0.3264461	0.3578945	0.0411939	0.0416111	0.0177793	0.0270341	0.5192642	0.8962741	0.1893226	0.4233008	0.0034997	0.8837000	0.2656614	0.2292643	0.1355152	0.6435227	0.6879565	0.2068702	0.8157045	0.1334198	0.0000000	1.0262530	0.8119446	0.9347738	0.3536996	0.9559166	0.5720990	0.3874247	0.7929060	0.7204660	0.1751020	0.7988731	0.1134920	0.0057736	0.3993233	0.0090624	0.2978422	0.2467248	0.0585993	0.4266927	0.9789449	0.5032879	0.4095960	0.3883823	0.0017385	0.0477465	0.4687973	0.2062383	0.6062758	0.4251848	0.1221451	0.8413539	0.9134214	0.4114516	0.3219716	0.8792314	0.6244590	0.4846478	0.4972555	0.4397684	0.3793200	0.6609830	0.1566318	1.0424515	0.7803128	0.5301828	0.5004077	0.8159488	0.8785537	0.2515780	0.3560981	0.7794247	0.7025673	0.4050405	0.4503186
