"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.0003391	0.0823532	0.3657840	0.5824082	0.3983420	0.6068120	0.1969776	0.1868348	0.1448768	0.5262602	0.5473641	0.0002960	0.1684473	0.0011836	0.3444540	0.2577717	0.3235729	0.3926924	0.5186947	0.3758044	0.4814627	0.4018315	0.6058531	0.2644454	0.5392568	0.0601374	0.2959760	0.3960484	0.4514673	0.3233162	0.7395626	0.1780650	0.6305138	0.1666927	0.1378470	0.1545240	0.2275131	0.6246004	0.6134215	0.4863075	0.0380628	0.6713885	0.1628016	0.4998653	0.0229399	0.2187486	0.1142177	0.0558589	0.1236176	0.2394771	0.2662767	0.5845633	0.1908440	0.2359128	0.5746818	0.0929647	0.1171799	0.3395653	0.2793604	0.3153083	0.0023133	0.0113892	0.1095337	0.1997798	0.1949119	0.4283157	0.2759097	0.2740796	0.4166677	0.1607203	0.4226104	0.0111675	0.5737605	0.0830799	0.1858049	0.3927776	0.1255230	0.7324407	0.5273731	0.1370890	0.0958280	0.0606806	0.7738773	0.0670094	0.4822255	0.5045049	0.4712014	0.1491283	0.0719762	0.6152873	0.7160494	0.6375690	0.3183299	0.6468165	0.2814815	0.3167608	0.6384926	0.6744315	0.3510606	0.2490796
500	0.0017455	0.0607502	0.4124488	0.6888084	0.3989163	0.6214744	0.2196613	0.2520449	0.2170892	0.6857624	0.5038029	0.0009251	0.1135999	0.0030329	0.2868493	0.2572621	0.2180899	0.4551805	0.5708744	0.4230423	0.5282908	0.3766673	0.5485729	0.2644051	0.5664799	0.0477410	0.2408066	0.4612244	0.4662269	0.3405791	0.5796946	0.1894108	0.6856811	0.1134970	0.1769160	0.1239691	0.2825188	0.5993729	0.5252342	0.5345129	0.0273600	0.5204962	0.2427077	0.5588384	0.0276081	0.1669425	0.1239316	0.0533172	0.1269946	0.2829736	0.4427210	0.7077707	0.1182424	0.1716443	0.6094026	0.0694480	0.1287309	0.3063701	0.2410682	0.3496828	0.0127871	0.0157776	0.0663472	0.1208318	0.2418267	0.5055506	0.1697569	0.1785431	0.4307935	0.1464030	0.4251128	0.0147850	0.6437386	0.0767808	0.3168061	0.4044194	0.1785843	0.7611246	0.5499094	0.1792520	0.1078203	0.0688163	0.6729156	0.0959098	0.7088451	0.3613815	0.3928067	0.1661584	0.0775444	0.5538324	0.6357948	0.4595829	0.2106338	0.5610538	0.2911225	0.2710885	0.5753088	0.5878528	0.3116328	0.3754303
550	0.0354882	0.0305666	0.3293721	0.6456898	0.3445148	0.4649157	0.2912560	0.3619987	0.1281689	0.6310478	0.5322341	0.0111662	0.1707968	0.0172133	0.2716802	0.2129219	0.3767343	0.3752535	0.6241782	0.4259628	0.4484563	0.3064791	0.7180582	0.2591070	0.3570743	0.0697362	0.2341503	0.3755570	0.3925215	0.3259582	0.5808987	0.1479564	0.5895726	0.1125045	0.3449303	0.2165257	0.2775092	0.5016682	0.5491527	0.5064660	0.0616562	0.5079824	0.2345215	0.6147647	0.0198143	0.1745123	0.1716507	0.0313573	0.1485914	0.2564408	0.4539147	0.4392805	0.1505018	0.1963473	0.6851090	0.1075212	0.0794947	0.4035131	0.3274219	0.3813100	0.0028830	0.0172305	0.0955738	0.0954698	0.2568746	0.5464636	0.1584062	0.2118893	0.4182893	0.1484990	0.4833807	0.0123278	0.5775724	0.0680969	0.4595187	0.5021917	0.1959913	0.6990033	0.5884921	0.1367319	0.0641912	0.1114672	0.5939485	0.0669101	0.5839884	0.4263743	0.3530597	0.1080872	0.1102416	0.7274713	0.6763377	0.6256919	0.2546949	0.5599737	0.2860344	0.2743374	0.5762801	0.6255860	0.4112653	0.2739292
600	0.0555425	0.0374680	0.3330762	0.6522984	0.1799753	0.5910239	0.3070874	0.4400514	0.1190887	0.7516052	0.4778337	0.0061613	0.1891172	0.0325265	0.3675015	0.2089356	0.3432474	0.3922922	0.5376816	0.5273286	0.4861681	0.3599419	0.7216629	0.4061208	0.1687251	0.1535103	0.2793381	0.3996167	0.2531990	0.4402067	0.5902032	0.1777389	0.5956024	0.0936055	0.4214648	0.1741511	0.3441150	0.4665684	0.4613457	0.5137614	0.0773580	0.5108313	0.2458153	0.4863687	0.0299070	0.1978643	0.1377914	0.0405395	0.1241253	0.2780691	0.5325774	0.3903376	0.1760232	0.1445064	0.4868350	0.0963953	0.1070430	0.3423944	0.2472314	0.2968283	0.0059728	0.0196436	0.0536889	0.1168908	0.3166784	0.5155551	0.1748272	0.1190383	0.3630663	0.1647256	0.4949685	0.0030745	0.7238224	0.0634590	0.4468696	0.4375692	0.2622025	0.6142425	0.5969949	0.1058100	0.1070999	0.0386988	0.6249813	0.0890841	0.6908222	0.4089028	0.5257653	0.1119031	0.1164332	0.6144088	0.6853359	0.5813652	0.2771991	0.7062786	0.3398097	0.2155552	0.6054805	0.6545368	0.3145112	0.3161612
650	0.0918742	0.0787545	0.2399262	0.7589752	0.1254589	0.5380711	0.3780725	0.4188166	0.1280117	0.6079675	0.5101505	0.0161354	0.1674708	0.0868381	0.3651230	0.1739906	0.3708838	0.4424522	0.3601439	0.5790404	0.5571860	0.4012151	0.7307082	0.4425935	0.0822802	0.2867821	0.2574660	0.4443332	0.2289748	0.4721211	0.5392973	0.0731076	0.5385718	0.1882613	0.5670731	0.1242850	0.3158143	0.3677930	0.4887913	0.5563147	0.0641213	0.5664444	0.2060335	0.6216926	0.0084048	0.2054622	0.1933082	0.0396267	0.1204322	0.2562082	0.6001177	0.5520091	0.1501862	0.1218128	0.5058028	0.0887947	0.0856974	0.2266441	0.3177062	0.2903877	0.0022592	0.0207423	0.0656628	0.1696248	0.2778366	0.5740342	0.1403924	0.1499198	0.4647722	0.2207274	0.4227281	0.0248543	0.5275725	0.0632998	0.4387282	0.4618404	0.2485684	0.6866002	0.5197873	0.0945835	0.1452300	0.0681885	0.5562969	0.0701474	0.7562083	0.3372512	0.5166102	0.1702085	0.1726875	0.6485485	0.5417096	0.5632212	0.1929919	0.5986085	0.3660115	0.1334250	0.5379036	0.7141266	0.4530833	0.2178600
700	0.2503353	0.0783453	0.3012152	0.5312462	0.1079526	0.6440765	0.2749125	0.3730316	0.1095187	0.6120842	0.4293603	0.0284283	0.1656147	0.0590864	0.3431463	0.2000829	0.3406177	0.3545029	0.4419950	0.4242409	0.5790435	0.3074670	0.7070789	0.7392114	0.0405036	0.3474171	0.3027616	0.3270055	0.1573436	0.3998572	0.7006722	0.0343154	0.6250589	0.1238852	0.5947804	0.1476343	0.3195000	0.4950810	0.4889158	0.4201988	0.0773173	0.5311604	0.3067356	0.5022762	0.0196567	0.1745926	0.1106703	0.0347487	0.1596796	0.3182714	0.6368332	0.4219187	0.1978862	0.1175582	0.6699502	0.1621662	0.0742734	0.3096673	0.2966555	0.2410734	0.0008664	0.0215465	0.0699145	0.1849254	0.2165035	0.6990271	0.2509015	0.1361638	0.3403155	0.1686032	0.4498188	0.0265309	0.4245400	0.0630820	0.3215895	0.4604763	0.2707560	0.6824136	0.5568692	0.1090209	0.0742254	0.1638644	0.6697561	0.0595786	0.7111106	0.4233425	0.5524519	0.1752972	0.1266175	0.6351334	0.5693712	0.5297119	0.2860744	0.6220640	0.2884510	0.0643099	0.7870616	0.7484686	0.3881631	0.1886101
750	0.6436548	0.0993156	0.3584728	0.4466322	0.0851866	0.5813810	0.2853481	0.3880039	0.1421852	0.5118976	0.4478614	0.0130267	0.1225722	0.0578378	0.3736851	0.2077612	0.4178352	0.3558965	0.5570802	0.3758925	0.5421021	0.3806919	0.7325606	0.6440918	0.0204138	0.3759193	0.4869744	0.3749683	0.1935965	0.4986221	0.5533322	0.0222389	0.6837204	0.1677402	0.5310793	0.1011029	0.4171557	0.4624135	0.4531824	0.4274247	0.1404371	0.5551250	0.2732440	0.5691470	0.0247833	0.2387775	0.1457940	0.0360293	0.1242480	0.3855531	0.6794048	0.4423804	0.2111246	0.1828125	0.7219582	0.2611709	0.0934687	0.2134181	0.2731743	0.3589271	0.0032528	0.0544788	0.0783360	0.3362030	0.2220385	0.7618288	0.2095551	0.1769204	0.3108399	0.1441951	0.4068312	0.0238144	0.5881982	0.0822728	0.2871881	0.4442071	0.3276287	0.7304356	0.4379384	0.0738920	0.0627714	0.1093752	0.6484951	0.0514325	0.7349956	0.4263350	0.4397523	0.1730300	0.1824736	0.6078774	0.6283525	0.5514976	0.2791513	0.6384515	0.2588280	0.0443340	0.5200102	0.6670132	0.4944382	0.2882111
800	0.5484522	0.0405090	0.2951654	0.5613375	0.0628542	0.5372537	0.3411399	0.4203433	0.0670056	0.5027993	0.4693848	0.0407219	0.1300289	0.0489622	0.3147807	0.1878658	0.3968039	0.3908942	0.5156138	0.3796007	0.5757178	0.3236350	0.5934064	0.7358500	0.0040426	0.4712747	0.3048637	0.3107801	0.1806025	0.4540540	0.6891506	0.0044217	0.5791716	0.1389873	0.5998017	0.1818070	0.3953120	0.4208391	0.6113957	0.3888859	0.1223980	0.5711396	0.2385472	0.5956509	0.0153080	0.2593461	0.2045880	0.0478362	0.1298190	0.3614850	0.6166554	0.3327542	0.2039354	0.1143920	0.7705704	0.2637904	0.1113028	0.1602229	0.3272985	0.2505346	0.0032021	0.0277753	0.1495236	0.3359753	0.2933307	0.7121187	0.2830250	0.1574183	0.2326996	0.1626696	0.4978530	0.0296956	0.5413070	0.0871549	0.3658626	0.4605026	0.3007783	0.5931851	0.2942064	0.0987522	0.0720711	0.0829072	0.5397178	0.0252713	0.6321884	0.3564917	0.6249072	0.1256607	0.1449329	0.7055113	0.5946020	0.6095475	0.2713928	0.6461119	0.3052331	0.0296676	0.5669889	0.4765543	0.5721834	0.2969757
850	0.5652718	0.0417625	0.2943869	0.6563150	0.0510753	0.3732905	0.3624401	0.4232351	0.0789549	0.6279263	0.5221039	0.0307480	0.1372369	0.0780113	0.3591423	0.2787685	0.3463650	0.4200571	0.5483715	0.3854885	0.5970978	0.3014838	0.6167561	0.7320207	0.0062859	0.4864190	0.3154015	0.3338369	0.1985817	0.3419244	0.6848876	0.0114493	0.6377261	0.1300576	0.5954836	0.0937963	0.4113816	0.4634893	0.5425011	0.3530735	0.1328901	0.6065258	0.2103918	0.6409214	0.0237389	0.1775071	0.1696163	0.0536982	0.1163303	0.2626024	0.5778065	0.3421450	0.2404443	0.1184496	0.5830216	0.3142411	0.1164817	0.2384754	0.2830847	0.1954198	0.0022790	0.0155346	0.1435147	0.2543896	0.3160217	0.7152879	0.2222025	0.1361504	0.3627598	0.1604501	0.3911585	0.0159853	0.6096212	0.1053688	0.3188400	0.5149861	0.2807467	0.6191898	0.2793106	0.0625805	0.0975662	0.0985080	0.6166876	0.0351479	0.5997311	0.4597160	0.5173253	0.1435491	0.1270896	0.6804303	0.5654054	0.6814832	0.3021987	0.6485488	0.2528419	0.0242124	0.6729021	0.4498220	0.4790202	0.2803604
900	0.6393331	0.0556512	0.3529822	0.5267565	0.0949336	0.5468981	0.3954029	0.3151608	0.1444899	0.6168930	0.4877305	0.0281106	0.0924397	0.0391546	0.3436206	0.1908139	0.3720082	0.4117761	0.4087139	0.3645518	0.5459686	0.3716961	0.6380874	0.6481152	0.0088756	0.5209939	0.3323444	0.3521035	0.1256695	0.2966915	0.6411282	0.0013244	0.4898395	0.1498437	0.5318574	0.1835861	0.3166530	0.4040212	0.5304217	0.3876008	0.1538983	0.4326047	0.2466994	0.6210666	0.0379170	0.2165922	0.1716527	0.0242257	0.2016253	0.3261861	0.6977778	0.3416592	0.1957392	0.1333147	0.6436357	0.3628968	0.1000581	0.2192012	0.3206551	0.2152948	0.0077415	0.0292817	0.0744294	0.1808621	0.3505493	0.6156254	0.1933242	0.1112105	0.3092196	0.1638631	0.4747814	0.0279691	0.4939373	0.0789030	0.3104536	0.4494727	0.2866048	0.6381143	0.2404779	0.0948297	0.0995229	0.1224072	0.6139372	0.0510630	0.6205013	0.3505594	0.5419831	0.1490796	0.1113136	0.5519900	0.6849684	0.5985661	0.3069346	0.6782250	0.3358186	0.0253560	0.6590752	0.4545700	0.4963580	0.3073434
950	0.6249760	0.1055739	0.2769444	0.6196829	0.0438872	0.6684253	0.3453303	0.3613635	0.0687175	0.6312434	0.5168395	0.0373281	0.1189535	0.0574859	0.3240662	0.2075958	0.4275232	0.4404315	0.4731896	0.4529371	0.5453878	0.2733170	0.6403570	0.7505932	0.0049768	0.5002925	0.3703649	0.1971243	0.2123543	0.4061836	0.7407104	0.0022726	0.6553603	0.1270726	0.5504256	0.1015152	0.2997318	0.3831492	0.5639311	0.3169193	0.1696739	0.5670098	0.1929763	0.6467508	0.0549433	0.1948690	0.2362171	0.0247821	0.1101940	0.4917040	0.6110034	0.4235727	0.2152524	0.1807302	0.7201338	0.4699247	0.0597584	0.1598982	0.2931665	0.2528967	0.0190830	0.0467302	0.1095552	0.2717910	0.3443475	0.5871548	0.2079820	0.1412829	0.3656612	0.1806604	0.4106625	0.0145412	0.5710575	0.1069627	0.3045170	0.6819451	0.2724787	0.6924618	0.3308800	0.1002482	0.0659296	0.1057501	0.6857092	0.0311347	0.7224291	0.3598906	0.5505062	0.1239741	0.1725773	0.6936239	0.7918822	0.6533488	0.3075917	0.5821403	0.3361677	0.0150420	0.6759780	0.5735962	0.4686187	0.2441935
1000	0.6930993	0.0552534	0.2616110	0.5865712	0.0375766	0.5100642	0.3174648	0.4026255	0.0982233	0.5869724	0.4311039	0.0043090	0.0955584	0.0636436	0.3941245	0.2457411	0.3501015	0.4330392	0.4883682	0.4286367	0.6936219	0.3207356	0.7526961	0.6788384	0.0032359	0.3867151	0.3223622	0.3425863	0.1852807	0.3459466	0.5961295	0.0048532	0.6837714	0.1356874	0.6873308	0.1213858	0.2999086	0.3221061	0.6757608	0.2149914	0.1441515	0.3960266	0.2037298	0.6410856	0.0130740	0.1910611	0.1588594	0.0373645	0.1471203	0.3471940	0.7855748	0.3977085	0.2357259	0.1563620	0.7166236	0.3231345	0.1013013	0.2324815	0.3327640	0.2730436	0.0045670	0.0717735	0.0644466	0.2650721	0.3108063	0.5523546	0.1834837	0.1332326	0.2492979	0.2044565	0.4953375	0.0048806	0.5942155	0.0792758	0.2814526	0.5742991	0.2886981	0.6339969	0.2788198	0.1178890	0.0732606	0.1307455	0.6959103	0.0274159	0.7387450	0.4729077	0.6056829	0.0931708	0.1155889	0.5742086	0.6301468	0.5907625	0.2533670	0.6151425	0.2452160	0.0302714	0.7661596	0.5416262	0.6033099	0.2035921

0	0.5806502	0.0884076	0.2560696	0.4759758	0.0381589	0.4964403	0.2986125	0.4666368	0.1208272	0.5698970	0.4420508	0.0232176	0.0977202	0.0592740	0.3451489	0.2089464	0.3815694	0.3144964	0.4651191	0.4382690	0.3961565	0.2713304	0.6000451	0.6033281	0.0007884	0.3320559	0.2989000	0.3288998	0.1707360	0.3099292	0.6322129	0.0121373	0.6316961	0.1779089	0.5320491	0.1267235	0.4352466	0.4204307	0.5522804	0.2455468	0.2183013	0.4379120	0.2327995	0.5009524	0.0140697	0.2100114	0.2565208	0.0244429	0.1748602	0.3799789	0.5529998	0.4262926	0.1838534	0.1207038	0.6871211	0.2921639	0.0923541	0.2109855	0.2469270	0.2541703	0.0051651	0.0251814	0.1391719	0.2603569	0.3236916	0.6080013	0.2880901	0.3075268	0.3102271	0.1979725	0.6082556	0.0261106	0.6119484	0.0949365	0.3876935	0.6413800	0.2778025	0.7227702	0.2374196	0.0719835	0.0363503	0.1401830	0.6225889	0.0407402	0.5900262	0.4008262	0.6114608	0.1780143	0.2558874	0.6834921	0.6012598	0.7467315	0.3063237	0.4718279	0.2758440	0.0289565	0.6188780	0.7094316	0.5960215	0.3418630
