Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
350	0.4290439	0.9620905	0.4226219	0.0897855	0.4725624	0.0172081	0.0341988	0.0116583	0.9410762	0.4892032	0.4890099	0.6772504	0.1475460	0.8268027	0.6420426	0.9956353	0.1343778	0.2145417	0.5556856	0.4088132	0.0226373	0.0275301	0.0807449	0.3052289	0.0770282	0.0092145	0.2746097	0.0425409	0.4419748	0.9821359	0.5723814	0.5138037	0.1462000	0.9884386	0.9622957	0.2301877	1.0000000	0.0006523	0.9517281	0.9686066	0.2264998	0.5997443	0.0844742	0.7796541	0.1641808	0.6413371	0.9999990	0.9999973	0.7655287	0.9394385	0.0130067	0.8011544	0.8437212	0.9649828	0.0959007	0.0468475	0.0162070	0.6617720	0.1589268	0.7073749	0.5135919	0.7029161	0.7864986	0.8004849	0.2612709	0.5650442	0.1152987	0.1791058	0.6962683	0.4129397	0.4934368	0.6095712	0.1571941	0.6470162	0.4929498	0.0039401	0.3793761	0.8368076	0.9208032	0.3788786	0.0729169	0.0806676	0.8790019	0.7883736	0.6616749	0.9196480	0.7396186	0.5674540	0.9988335	0.0869501	0.4830789	0.7730709	0.1217259	0.9997689	0.3584080	0.0040211	0.0000244	0.1644602	0.0045334	0.0367928
400	0.4569765	0.9704396	0.4058753	0.0645257	0.4744265	0.0109718	0.0343778	0.0096858	0.9442755	0.4995469	0.5115277	0.6762903	0.1444728	0.8283318	0.6424277	0.9980794	0.1095039	0.2148627	0.6102496	0.4207238	0.0217449	0.0251989	0.0802853	0.3052289	0.0770282	0.0092145	0.2751203	0.0495393	0.4469882	0.9842847	0.5686174	0.4882948	0.1441381	0.9884471	0.9595037	0.2302610	1.0000000	0.0006696	0.9577108	0.9834998	0.2289153	0.5362610	0.0817505	0.7732566	0.1660159	0.6386323	0.9999990	0.9999961	0.7524878	0.9554633	0.0126613	0.8078403	0.8665605	0.9647583	0.0944310	0.0446722	0.0154708	0.6407769	0.1649497	0.7084682	0.5002350	0.7001836	0.7972010	0.8310492	0.2738828	0.5778287	0.1152548	0.1836174	0.6322794	0.4220303	0.4807154	0.6411661	0.1756647	0.6387725	0.4842428	0.0034341	0.3749045	0.8341595	0.9505653	0.3259281	0.0776688	0.0652660	0.8778533	0.7887723	0.7190107	0.9188779	0.7698319	0.5812571	0.9994783	0.0678727	0.5696009	0.7654452	0.1203701	0.9997386	0.3457230	0.0025250	0.0000233	0.1463284	0.0046442	0.0307630
450	0.4730044	0.9747340	0.3986650	0.0504609	0.4750708	0.0082550	0.0344556	0.0090318	0.9466683	0.5075127	0.5206547	0.6758978	0.1432402	0.8289417	0.6425781	0.9988581	0.0978258	0.2150074	0.6407811	0.4260920	0.0214864	0.0243247	0.0800222	0.3052289	0.0770282	0.0092145	0.2753052	0.0550124	0.4497902	0.9853902	0.5635595	0.4770867	0.1434492	0.9884260	0.9576018	0.2302742	1.0000000	0.0006776	0.9605928	0.9897952	0.2232078	0.5029029	0.0820849	0.7700131	0.1668304	0.6374047	0.9999990	0.9999954	0.7450591	0.9627071	0.0129704	0.8102394	0.8838698	0.9646586	0.0939088	0.0439571	0.0150517	0.6288943	0.1668244	0.7091249	0.4932079	0.6982893	0.8030875	0.8449013	0.2776414	0.5844368	0.1152749	0.1850474	0.5811785	0.4374865	0.4763328	0.6614646	0.1820922	0.6342060	0.4812918	0.0034845	0.3697106	0.8319668	0.9638269	0.2926106	0.0802038	0.0579152	0.8772993	0.7889848	0.7494427	0.9184273	0.7870942	0.5856244	0.9997598	0.0603259	0.6179538	0.7589958	0.1198374	0.9997229	0.3381823	0.0020947	0.0000249	0.1376713	0.0050108	0.0283819
500	0.4814867	0.9768698	0.3957798	0.0431328	0.4752864	0.0070765	0.0344868	0.0088214	0.9484828	0.5127086	0.5241905	0.6757380	0.1427481	0.8291815	0.6426360	0.9991079	0.0926773	0.2150663	0.6567137	0.4284392	0.0214124	0.0240120	0.0798831	0.3052289	0.0770282	0.0092145	0.2753714	0.0588864	0.4512849	0.9860584	0.5600302	0.4725768	0.1432246	0.9884009	0.9568518	0.2302766	1.0000000	0.0006811	0.9618394	0.9917571	0.2170129	0.4894803	0.0832738	0.7684597	0.1671808	0.6369369	0.9999990	0.9999951	0.7412215	0.9659412	0.0134754	0.8103490	0.8943633	0.9646158	0.0936912	0.0438770	0.0146434	0.6243013	0.1664843	0.7095142	0.4898236	0.6971509	0.8060631	0.8483804	0.2767377	0.5874394	0.1151758	0.1852113	0.5449996	0.4505621	0.4755071	0.6737313	0.1827881	0.6315057	0.4812514	0.0036756	0.3646769	0.8305506	0.9692549	0.2737449	0.0812581	0.0546395	0.8770555	0.7891057	0.7647534	0.9181748	0.7961434	0.5863042	0.9998819	0.0574297	0.6407824	0.7546133	0.1196304	0.9997159	0.3345972	0.0019701	0.0000270	0.1336461	0.0053660	0.0274386
550	0.4544638	0.9825262	0.3946854	0.0395086	0.4753565	0.0135076	0.3559693	0.0087617	0.8372877	0.3937368	0.6146759	0.7739456	0.1567565	0.6993617	0.6047129	0.9908110	0.0905299	0.4983498	0.6765653	0.5796626	0.0219829	0.2496739	0.0795363	0.3052289	0.0770282	0.0092145	0.1874489	0.1958776	0.4488174	0.9845583	0.5500347	0.4607941	0.1191231	0.9769194	0.9581325	0.5396922	1.0000000	0.0006347	0.9622950	0.9793242	0.1710238	0.4977265	0.0849967	0.7685471	0.1594571	0.6607669	0.9999925	0.9999951	0.6458792	0.9703585	0.0119872	0.7653484	0.8991083	0.8786856	0.0755398	0.0458599	0.0454135	0.6155071	0.1653747	0.5540753	0.4889752	0.6960161	0.7640463	0.7653815	0.2686346	0.5888311	0.1508961	0.1745590	0.4822576	0.4591153	0.4852985	0.7117117	0.1976963	0.6234513	0.4864490	0.1100529	0.3702165	0.9004457	0.9716190	0.2656110	0.0802390	0.0536093	0.8889779	0.7721694	0.7813502	0.9196321	0.8057252	0.5857857	0.9999309	0.0566586	0.6511681	0.8025755	0.2618595	0.9997654	0.3337123	0.0695990	0.0078587	0.1320480	0.0194804	0.0416158
600	0.3471635	0.9894167	0.3942982	0.0380237	0.4752938	0.0440041	0.6952330	0.0088330	0.6813155	0.2507149	0.4089738	0.8842255	0.2546509	0.5437893	0.5601316	0.9019796	0.0926842	0.7772940	0.7364102	0.7675064	0.0427356	0.5126976	0.0783341	0.3052289	0.0770282	0.0092145	0.0912002	0.3429639	0.4291383	0.9595803	0.5048818	0.4192814	0.1061021	0.9666172	0.9615466	0.2206011	1.0000000	0.0004643	0.9614670	0.9430821	0.1796993	0.5080296	0.0997782	0.7847959	0.1218611	0.7517408	0.9999889	0.9999945	0.5596543	0.9810959	0.0064048	0.6735101	0.8990443	0.7896823	0.0658250	0.0661539	0.0807031	0.5768727	0.1618379	0.3641283	0.4911012	0.6915416	0.6774555	0.6993077	0.2340640	0.5928729	0.1987286	0.1276261	0.3644926	0.4659210	0.5372661	0.7469317	0.2182732	0.5829463	0.5567182	0.4192893	0.4402848	0.9613054	0.9749987	0.2642755	0.0741445	0.0555866	0.9149599	0.7522907	0.8258838	0.9234762	0.8354208	0.5819657	0.9998663	0.0600680	0.6674615	0.8345930	0.4256929	0.9998721	0.3433876	0.1464823	0.0102631	0.1668989	0.0253692	0.1395054
650	0.2450879	0.9939526	0.3945730	0.0390476	0.4735906	0.0840502	0.8726558	0.0090529	0.5777588	0.1486454	0.2557450	0.9465954	0.4306856	0.4505825	0.5339899	0.7483376	0.1208900	0.9098585	0.8034647	0.8831397	0.1181099	0.6816787	0.0771297	0.3052289	0.0770282	0.0092145	0.0390903	0.4235845	0.3975034	0.8399263	0.4502571	0.3849228	0.1065077	0.9618077	0.9655725	0.0575223	1.0000000	0.0003154	0.9598414	0.9388414	0.2270260	0.5432084	0.1509071	0.8197907	0.0995886	0.8161665	0.9999879	0.9999904	0.5195646	0.9896291	0.0027042	0.6097047	0.8969794	0.7446240	0.0690698	0.1042678	0.0979637	0.5315933	0.1524966	0.2240677	0.4909434	0.6824843	0.5522303	0.5993259	0.1934179	0.6052388	0.2401339	0.0920634	0.2964539	0.4767368	0.6031796	0.7476656	0.1810742	0.5445911	0.5734613	0.6116354	0.5588733	0.9860259	0.9656578	0.2590493	0.0669316	0.0594360	0.9222862	0.7401137	0.8733437	0.9285642	0.8740351	0.5677688	0.9986671	0.0865911	0.6931708	0.8082496	0.5200160	0.9999390	0.3650946	0.2226990	0.0103081	0.2433132	0.0236086	0.2573181
700	0.1792118	0.9956828	0.3990147	0.0473409	0.4628767	0.1278778	0.9500021	0.0096105	0.5307212	0.0898160	0.1912525	0.9762890	0.5932250	0.4043122	0.5212905	0.6159273	0.1960098	0.9498068	0.8510456	0.9056987	0.2228427	0.7859078	0.0763775	0.3052289	0.0770282	0.0092145	0.0157461	0.4587762	0.3671622	0.6524797	0.3880628	0.3798021	0.1242026	0.9598969	0.9720565	0.0153953	1.0000000	0.0002316	0.9605354	0.9600099	0.2864596	0.6035522	0.2103665	0.8492936	0.0877708	0.8337200	0.9999876	0.9999797	0.5028393	0.9940178	0.0012556	0.5827389	0.8927991	0.7261214	0.0929271	0.1217375	0.0812946	0.5134283	0.1399771	0.1705044	0.4725919	0.6710034	0.4459094	0.4756306	0.1627500	0.6249047	0.2595635	0.0801389	0.2792792	0.4889483	0.6546916	0.7142296	0.1319650	0.5477089	0.5497753	0.6926378	0.6574459	0.9929359	0.9369983	0.2627517	0.0620564	0.0629600	0.9247492	0.7330984	0.9061239	0.9325460	0.9013371	0.5274014	0.9868757	0.2096426	0.7121125	0.7577611	0.5652214	0.9999713	0.3778423	0.2693895	0.0159188	0.3185794	0.0201846	0.3364397
750	0.1423516	0.9945951	0.4191071	0.0692918	0.4355547	0.1610455	0.9810504	0.0147053	0.5132117	0.0606068	0.1671425	0.9894199	0.6953527	0.3833083	0.5156490	0.5281572	0.2964093	0.9353801	0.8732875	0.7909436	0.3175121	0.8510680	0.0761230	0.3052289	0.0770282	0.0092145	0.0062109	0.4724755	0.3444329	0.5305595	0.3003749	0.4222694	0.1705783	0.9593276	0.9807940	0.0063554	1.0000000	0.0001917	0.9623660	0.9790458	0.3411983	0.6539562	0.2470901	0.8688837	0.0809933	0.8180909	0.9999875	0.9999618	0.4959739	0.9955073	0.0008922	0.5936079	0.8865089	0.7204789	0.1412215	0.1093471	0.0583061	0.5330893	0.1261087	0.2341830	0.4242254	0.6612336	0.3754194	0.4125551	0.1417319	0.6462138	0.2524374	0.0842573	0.3296783	0.4966353	0.6948916	0.6736489	0.0905185	0.5940859	0.5223258	0.7194760	0.7211587	0.9955793	0.9103483	0.3175032	0.0599704	0.0653779	0.9273177	0.7312397	0.9214015	0.9343654	0.9132468	0.4410573	0.9563795	0.3659131	0.7165894	0.7130997	0.5851321	0.9999856	0.3827221	0.2742089	0.0292591	0.3880446	0.0172677	0.3805032
800	0.1229367	0.9913648	0.4669184	0.1026462	0.3971120	0.1836438	0.9895683	0.0662902	0.5072702	0.0473208	0.1579190	0.9950111	0.7476157	0.3742610	0.5132708	0.4751904	0.3895974	0.8944990	0.8651232	0.6025042	0.3873115	0.8911427	0.0764817	0.3052289	0.0770282	0.0092145	0.0025467	0.4774776	0.3296543	0.4781971	0.2198561	0.5112968	0.2258986	0.9593632	0.9884434	0.0045380	1.0000000	0.0001738	0.9641854	0.9883790	0.3528492	0.6853803	0.2592916	0.8807948	0.0775042	0.7909234	0.9999875	0.9999417	0.4933298	0.9943785	0.0011163	0.6343822	0.8759791	0.7227106	0.1918697	0.0890740	0.0463541	0.5681506	0.1121387	0.3392254	0.3681163	0.6561228	0.3326211	0.3959290	0.1311839	0.6642936	0.2334012	0.0930595	0.4402262	0.4938746	0.7330151	0.6549973	0.0556771	0.6655551	0.5035573	0.7209737	0.7600524	0.9978245	0.8921944	0.4231264	0.0584014	0.0670973	0.9293519	0.7334960	0.9161709	0.9350750	0.9112047	0.3388501	0.9334822	0.4701993	0.6936768	0.6833391	0.5934938	0.9999918	0.3843223	0.2367329	0.0444477	0.4484679	0.0162257	0.4041942
850	0.1155075	0.9869408	0.5397772	0.1381633	0.3594387	0.2048448	0.8257501	0.2058703	0.5044665	0.0416599	0.1540724	0.9973423	0.7716530	0.3704961	0.5123021	0.4442837	0.4604852	0.8490141	0.8187900	0.4342067	0.4334999	0.9148077	0.0775684	0.3052289	0.0770282	0.0092145	0.0012138	0.4792150	0.3209586	0.4590432	0.1669568	0.6029371	0.2637834	0.9596071	0.9934485	0.0041737	1.0000000	0.0001659	0.9647073	0.9607348	0.2966246	0.7060933	0.2566127	0.8874463	0.0758589	0.7675075	0.9999875	0.9999323	0.4929593	0.9887119	0.0018263	0.6836702	0.8585680	0.7334224	0.2184850	0.0738373	0.0437811	0.5961684	0.1020590	0.4214053	0.3467893	0.6561953	0.3074777	0.3957655	0.1333359	0.6769106	0.2148504	0.1005007	0.5625617	0.4767626	0.7663485	0.6496373	0.0305589	0.7336450	0.4940840	0.7121767	0.7832580	0.9990445	0.8796566	0.5300583	0.0538004	0.0689466	0.9306147	0.7373732	0.8840046	0.9353960	0.8953610	0.2616872	0.9266799	0.5245293	0.6503575	0.6681937	0.5968972	0.9999943	0.3848116	0.1827948	0.0555813	0.4954467	0.0181767	0.4178812
900	0.1218760	0.9816824	0.6199855	0.1701958	0.3297456	0.2234858	0.5804266	0.3342038	0.4977436	0.0394733	0.1523086	0.9983023	0.7820835	0.3689670	0.5119170	0.4266253	0.5086083	0.8107399	0.7323142	0.3175646	0.4620236	0.9279370	0.0791365	0.3052289	0.0770282	0.0092145	0.0007606	0.4797879	0.3173743	0.4522957	0.1374756	0.6666155	0.2864210	0.9598588	0.9962246	0.0042116	1.0000000	0.0001627	0.9580307	0.8317538	0.2024636	0.7292768	0.2486885	0.8908842	0.0751245	0.7522167	0.9999875	0.9999421	0.4949210	0.9735013	0.0031037	0.7353649	0.8371697	0.7554363	0.2005084	0.0667425	0.0476892	0.6142523	0.0970671	0.4686959	0.3724164	0.6605450	0.2929817	0.3990408	0.1507187	0.6832227	0.1993176	0.1055463	0.6597741	0.4504423	0.7906022	0.6479716	0.0156262	0.7825348	0.4920840	0.7009219	0.7960113	0.9993864	0.8566575	0.6120187	0.0465802	0.0730540	0.9313198	0.7409366	0.8116122	0.9356204	0.8679020	0.2165216	0.9286151	0.5500286	0.6250073	0.6637483	0.5982443	0.9999946	0.3849348	0.1458557	0.0593758	0.5284040	0.0238917	0.4316462
950	0.1372672	0.9760618	0.6895824	0.2019499	0.3093051	0.2340907	0.4376603	0.4071938	0.4849208	0.0388324	0.1514488	0.9986948	0.7864537	0.3683572	0.5117666	0.4168432	0.5390843	0.7829980	0.6207370	0.2466621	0.4786361	0.9345845	0.0806172	0.3052289	0.0770282	0.0092145	0.0006218	0.4799653	0.3196182	0.4498561	0.1224034	0.7057459	0.3091067	0.9600477	0.9976166	0.0049937	1.0000000	0.0001635	0.9329082	0.6398537	0.1226978	0.7656407	0.2427347	0.8925549	0.0748077	0.7443074	0.9999875	0.9999629	0.5008161	0.9433908	0.0054664	0.7864272	0.8174641	0.7826760	0.1731733	0.0666546	0.0557811	0.6288235	0.0948345	0.4914481	0.4136268	0.6669983	0.2848039	0.4024342	0.1799909	0.6817203	0.1874349	0.1088929	0.7217426	0.4250040	0.8060836	0.6483866	0.0078934	0.8124192	0.4958303	0.6848199	0.8001758	0.9989504	0.8234667	0.6679409	0.0394540	0.0839193	0.9317093	0.7429214	0.6702633	0.9358223	0.8348505	0.1935386	0.9323343	0.5614721	0.6032267	0.6650591	0.5987560	0.9999935	0.3849129	0.1292540	0.0537665	0.5498500	0.0321248	0.4468869
1000	0.1525288	0.9710511	0.7406862	0.2523459	0.2964214	0.2396455	0.3725925	0.4415606	0.4714525	0.0388302	0.1510258	0.9988545	0.7882416	0.3681173	0.5117087	0.4116952	0.5574837	0.7647484	0.5108931	0.2073832	0.4877101	0.9375602	0.0816669	0.3052289	0.0770282	0.0092145	0.0005875	0.4800158	0.3262213	0.4489070	0.1155040	0.7344290	0.3354285	0.9601689	0.9982636	0.0075631	1.0000000	0.0001702	0.8925481	0.4077892	0.0749450	0.8111471	0.2444928	0.8933298	0.0746739	0.7422841	0.9999875	0.9999807	0.5126858	0.9010213	0.0100063	0.8274131	0.8027965	0.8067063	0.1581641	0.0695950	0.0649861	0.6418847	0.0924364	0.5017301	0.4476809	0.6730620	0.2803403	0.4051210	0.2123788	0.6704760	0.1807639	0.1112865	0.7538421	0.4070878	0.8152341	0.6416731	0.0042195	0.8291271	0.5041441	0.6605758	0.7955032	0.9976802	0.7943925	0.7059985	0.0330396	0.1010103	0.9319327	0.7421195	0.5003299	0.9359904	0.8005346	0.1827090	0.9341922	0.5665277	0.5816698	0.6683953	0.5989356	0.9999917	0.3848411	0.1237887	0.0413241	0.5630746	0.0394393	0.4575314

0	0.1640601	0.8138564	0.7248652	0.7017500	0.3243597	0.4687499	0.3291570	0.4657425	0.4501519	0.0396565	0.1507047	0.9989634	0.7894300	0.3679655	0.5116735	0.4076541	0.5800892	0.7409522	0.2901552	0.1722627	0.4953834	0.9386497	0.0829337	0.3052289	0.0770282	0.0092145	0.0005927	0.4800317	0.3501265	0.2687887	0.1165280	0.8902598	0.5875480	0.9603103	0.9986560	0.0126986	1.0000000	0.0002095	0.8508331	0.0177939	0.0328664	0.9416802	0.6632327	0.8939408	0.0745791	0.6796298	0.9999875	0.9999999	0.6024572	0.7855204	0.0428311	0.8847929	0.7165605	0.8957495	0.2551169	0.0652619	0.0649009	0.4925569	0.1163913	0.4499491	0.4958659	0.6830129	0.2760853	0.4677298	0.2803823	0.5639016	0.1785798	0.1236282	0.8072875	0.7132047	0.8267778	0.4100082	0.0015789	0.8454117	0.6104328	0.6741005	0.7096657	0.9987333	0.7204329	0.8572863	0.0024048	0.1952831	0.9322522	0.6969259	0.1862098	0.9362678	0.6692813	0.1020655	0.9184149	0.5705036	0.4759262	0.6723747	0.5989822	0.9999977	0.3847079	0.1622192	0.0085858	0.6298152	0.0410345	0.4686589
50	0.1524228	0.8227170	0.7262516	0.5180589	0.3176299	0.3011023	0.2195930	0.4543170	0.4516006	0.3097196	0.1517487	0.9989634	0.7894280	0.3679658	0.3922024	0.4197466	0.5797283	0.7415406	0.4775086	0.1725706	0.4788326	0.7979445	0.0829335	0.3052289	0.0770282	0.0092145	0.0005914	0.4802233	0.3508891	0.3105175	0.1008244	0.9032556	0.5716502	0.9654424	0.9948041	0.0210109	1.0000000	0.0001261	0.8459949	0.2047856	0.0328983	0.9587077	0.6418362	0.8939408	0.0745790	0.7961592	0.9999902	0.9572960	0.5974903	0.8487615	0.0409989	0.8410476	0.7703768	0.9314007	0.2486661	0.0657008	0.0424863	0.5805893	0.1201350	0.4628658	0.4955292	0.7702448	0.3751262	0.4671467	0.2826825	0.5688128	0.1792219	0.1236106	0.6883174	0.7138212	0.8251878	0.4050304	0.0015133	0.8453605	0.6127238	0.6491122	0.6031669	0.9892411	0.5790776	0.8463245	0.0024207	0.1881081	0.9322460	0.7069618	0.1748115	0.8156279	0.8293946	0.1736035	0.9387554	0.5704898	0.4750566	0.6723242	0.5989822	0.9999976	0.3847078	0.1491458	0.0092954	0.6238985	0.0408815	0.4650030
100	0.1437947	0.8635581	0.7397938	0.3383960	0.3091152	0.1491071	0.1039792	0.3909429	0.5290340	0.6264381	0.1581639	0.9989634	0.7894272	0.3679659	0.2518109	0.4844035	0.5713299	0.7541958	0.6753663	0.1809908	0.3925109	0.6446359	0.0829250	0.3052289	0.0770282	0.0092145	0.0005645	0.4835362	0.3575512	0.5751480	0.0901537	0.9077987	0.4617020	0.9699599	0.9827660	0.2808215	1.0000000	0.0000513	0.8305257	0.3946784	0.0332920	0.9750028	0.5572980	0.8939737	0.0737940	0.8991270	0.9999900	0.9174173	0.5760639	0.8983757	0.0385432	0.7433616	0.8391266	0.9683974	0.1903278	0.0713277	0.0466176	0.7148489	0.1405308	0.5405700	0.4912854	0.7928919	0.4840872	0.4522567	0.2949192	0.5889450	0.1868673	0.1219718	0.5639150	0.7164565	0.8136708	0.3901425	0.0015604	0.8400717	0.6531235	0.5258695	0.4303420	0.9818424	0.4136851	0.7797365	0.0030604	0.1847052	0.9329307	0.7591274	0.1792880	0.7351724	0.9235480	0.2596472	0.9656377	0.5697745	0.4685164	0.6714330	0.5989822	0.9999963	0.3847080	0.1287859	0.0180495	0.6036357	0.0400426	0.4426378
150	0.1413570	0.9131877	0.7456811	0.2066354	0.3302859	0.0573605	0.0435898	0.3045611	0.7127600	0.8118321	0.1688048	0.9989634	0.7894269	0.3679659	0.1694932	0.5708331	0.5393651	0.7952070	0.7817507	0.2269028	0.2848819	0.5633178	0.0828337	0.3052289	0.0770282	0.0092145	0.0004902	0.4949931	0.3776118	0.7803754	0.0987556	0.8831178	0.3057527	0.9719036	0.9737846	0.7610217	1.0000000	0.0000184	0.8254840	0.4897510	0.0366325	0.9807910	0.4879532	0.9020540	0.0463729	0.9473392	0.9999882	0.8983541	0.5528033	0.9229939	0.0584160	0.6832714	0.8573097	0.9872576	0.1132279	0.1123278	0.0862261	0.8487004	0.1540161	0.6237277	0.4774776	0.7669020	0.5627994	0.4200245	0.2998194	0.6078357	0.1822547	0.1113399	0.4379550	0.7191806	0.7919797	0.4139306	0.0307849	0.8201727	0.7346241	0.2913408	0.2758505	0.9792657	0.3250206	0.6709978	0.0082677	0.1786938	0.9453340	0.8184893	0.2392622	0.6705730	0.9484988	0.3943076	0.9828682	0.5652055	0.4517458	0.6674637	0.5989825	0.9999917	0.3846767	0.1216831	0.0290658	0.5517993	0.0380220	0.4061134
200	0.1383417	0.9509058	0.7081157	0.1271144	0.3711487	0.0201395	0.0175134	0.2346251	0.8487476	0.9017965	0.1789242	0.9989634	0.7894268	0.3679659	0.1295052	0.6375498	0.4827738	0.8524159	0.8395617	0.3475171	0.2079149	0.5283824	0.0823679	0.3052289	0.0770282	0.0092145	0.0004006	0.5234875	0.4137127	0.8836148	0.1291193	0.8174733	0.1967670	0.9725637	0.9690185	0.9441589	1.0000000	0.0000063	0.8312482	0.5297441	0.0570432	0.9754528	0.4582401	0.9349811	0.0184977	0.9695824	0.9999866	0.8904104	0.5354017	0.9476357	0.0806143	0.6705861	0.8424557	0.9952099	0.0741919	0.2154960	0.1319643	0.9200008	0.1312950	0.6793719	0.4533662	0.7213024	0.6148731	0.3993398	0.2806794	0.6144481	0.1242036	0.0911183	0.3287781	0.7223668	0.7687570	0.4493347	0.0703633	0.7894571	0.8076344	0.1526521	0.1908606	0.9784442	0.2925985	0.5390402	0.0230363	0.1614769	0.9634201	0.8569492	0.3558098	0.6138624	0.9394716	0.5182103	0.9919749	0.5489778	0.4274871	0.6571065	0.5989844	0.9999831	0.3844063	0.1242315	0.0311020	0.4267991	0.0328720	0.3703398
250	0.1332290	0.9740887	0.6332651	0.0814490	0.4086293	0.0075540	0.0077883	0.1725178	0.9174657	0.9417410	0.1857595	0.9989634	0.7894267	0.3679659	0.1117416	0.6760933	0.4176483	0.9026076	0.8834728	0.5203370	0.1658701	0.5151737	0.0810896	0.3052289	0.0770282	0.0092145	0.0003285	0.5850603	0.4557786	0.9252767	0.1692655	0.7238110	0.1401977	0.9727389	0.9668070	0.9886291	1.0000000	0.0000021	0.8389915	0.5660615	0.1353349	0.9622039	0.4589076	0.9676983	0.0071492	0.9814764	0.9999857	0.8872465	0.5212506	0.9719439	0.0887955	0.7126152	0.8211541	0.9982743	0.0627397	0.3402818	0.1804850	0.9503244	0.0919412	0.7109924	0.4235827	0.6798165	0.6457513	0.3913460	0.2539018	0.6088648	0.0536424	0.0712329	0.2643214	0.7292696	0.7506185	0.4715986	0.0900056	0.7568763	0.8545546	0.1030550	0.1496806	0.9778327	0.2852381	0.4130473	0.0374871	0.1425340	0.9745961	0.8764158	0.5005569	0.5715737	0.9249524	0.5906053	0.9963804	0.5125459	0.4127357	0.6332934	0.5989926	0.9999735	0.3833863	0.1441300	0.0271930	0.2964034	0.0245421	0.3439289
300	0.1261427	0.9869025	0.5555836	0.0533147	0.4332478	0.0029992	0.0092012	0.0979824	0.9480666	0.9585736	0.1894094	0.9989634	0.7894267	0.3679659	0.1042532	0.6946681	0.3613350	0.9361292	0.9196263	0.6787695	0.1461794	0.5107802	0.0793275	0.3052289	0.0770282	0.0092145	0.0002823	0.6720573	0.4920135	0.9357535	0.2019183	0.6361675	0.1145400	0.9727624	0.9658514	0.9978446	1.0000000	0.0000007	0.8551284	0.7111260	0.2783874	0.9508732	0.4773075	0.9859940	0.0035443	0.9884525	0.9999853	0.8860018	0.5093622	0.9870031	0.0880753	0.7867075	0.8106603	0.9993937	0.0644180	0.4253625	0.2031823	0.9638897	0.0625910	0.7278733	0.3881345	0.6514938	0.6623409	0.3878248	0.2397350	0.5952876	0.0265380	0.0570198	0.2251758	0.7422101	0.7387780	0.4773522	0.0986629	0.7247487	0.8795808	0.0958444	0.1280600	0.9762999	0.2849307	0.3214118	0.0461822	0.1292583	0.9796681	0.8851816	0.6299697	0.5302425	0.9189138	0.6263476	0.9984076	0.4621152	0.4202640	0.5873800	0.5990129	0.9999667	0.3813662	0.1899001	0.0225376	0.2115657	0.0170287	0.3272973
350	0.1184597	0.9935698	0.4977274	0.0353336	0.4466807	0.0013060	0.0497442	0.0461455	0.9611324	0.9654202	0.1910442	0.9989634	0.7894267	0.3679660	0.1012031	0.7024866	0.3215430	0.9550978	0.9451269	0.7899655	0.1379010	0.5096098	0.0778475	0.3052289	0.0770282	0.0092145	0.0002569	0.7535195	0.5178435	0.9301864	0.2217205	0.5755071	0.1035623	0.9727503	0.9654561	0.9996051	1.0000000	0.0000002	0.8923327	0.8548567	0.4177485	0.9445814	0.5009869	0.9938308	0.0025088	0.9924771	0.9999851	0.8854965	0.5008660	0.9940346	0.0828575	0.7955653	0.8127195	0.9997881	0.0696263	0.4443774	0.1943778	0.9706197	0.0473546	0.7367523	0.3446744	0.6340348	0.6705702	0.3854687	0.2389611	0.5791973	0.0500749	0.0484746	0.2003043	0.7591109	0.7316906	0.4708401	0.1040177	0.6921369	0.8909992	0.1049264	0.1148601	0.9728827	0.2858585	0.2659292	0.0530747	0.1219640	0.9816562	0.8899017	0.7197954	0.4894717	0.9196410	0.6429765	0.9993114	0.4151693	0.4495268	0.5237599	0.5990434	0.9999660	0.3790081	0.2307153	0.0188195	0.1650848	0.0122931	0.3181116
