Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
900	0.4426730	0.8396200	0.2359381	0.3009758	0.7705691	0.9515328	0.9756950	0.9990213	0.9911418	0.0211929	0.6662702	0.9468343	0.7835466	0.4486711	0.8484107	0.7716347	0.6698918	0.9997356	0.9721651	0.4835165	0.0473391	0.9999355	0.0764545	0.5820992	0.5420051	0.6490008	0.9887045	0.9891923	0.6358590	0.6798712	0.7866625	0.0679070	0.0714081	0.3424653	0.0169182	0.8282768	0.1012187	0.5415768	0.9852862	0.0531549	0.5608429	0.1353511	0.5579300	0.0095855	0.0958244	0.9322257	0.4633059	0.3898605	0.1706823	0.3775618	0.5412255	0.9933661	0.4778521	0.3582878	0.9617942	0.5334099	0.9137764	0.2222485	0.0105506	0.8820158	0.9744354	0.2262205	0.9742265	0.7068072	0.7697601	0.9589593	0.3895260	0.1791153	0.8139359	0.1424935	0.4927621	0.3894170	0.8850912	0.0670102	0.1586009	0.1759841	0.7680825	0.0006406	0.0190111	0.9181327	0.9338009	0.5267744	0.0022130	0.1738332	0.9616479	0.8777645	0.2587412	0.2135305	0.4657952	0.9348047	0.3602533	0.8246243	0.0724167	0.5740959	0.4825290	0.0702760	1.0000000	0.0323970	0.1394954	0.9698316
950	0.4388338	0.8296449	0.2269332	0.2986159	0.7699663	0.9577498	0.9758426	0.9994092	0.9966790	0.0212699	0.6680847	0.9455757	0.7818209	0.4463242	0.8773426	0.7721468	0.6720671	0.9997276	0.9716659	0.4872947	0.0467885	0.9999444	0.0768153	0.5803995	0.5366501	0.6499300	0.9902562	0.9920661	0.6456546	0.6796500	0.7164365	0.0678176	0.0714079	0.3439330	0.0169051	0.8313047	0.1022956	0.5422019	0.9854071	0.0420357	0.7112414	0.1097540	0.5569232	0.0077056	0.0941683	0.9334557	0.4637679	0.3833744	0.1747489	0.3773801	0.5633225	0.9928679	0.4709553	0.3578480	0.9616023	0.5353437	0.9194544	0.2224450	0.0104692	0.8688065	0.9738019	0.2149995	0.9776504	0.6966089	0.7699447	0.9593921	0.3986403	0.1592248	0.8121759	0.1362390	0.4569067	0.3905083	0.8880321	0.0829665	0.1578302	0.1718939	0.7941515	0.0006303	0.0204661	0.9152134	0.9333577	0.5242005	0.0022334	0.1613425	0.9598277	0.8787915	0.2400671	0.2134084	0.4596147	0.9348729	0.3507275	0.8246088	0.0715621	0.5728353	0.4684275	0.0693704	1.0000000	0.0212168	0.1416425	0.9698127
1000	0.4354484	0.8221129	0.2220676	0.2973602	0.7696691	0.9635537	0.9759186	0.9995862	0.9987616	0.0214064	0.6689997	0.9448732	0.7824186	0.4446325	0.8943745	0.7728446	0.6743492	0.9997204	0.9711397	0.4896759	0.0465388	0.9999509	0.0769892	0.5799407	0.5334661	0.6504335	0.9910566	0.9942545	0.6517508	0.6803397	0.6297602	0.0677908	0.0714076	0.3448225	0.0168979	0.8299528	0.1028847	0.5424779	0.9855105	0.0344880	0.8211296	0.1007460	0.5897169	0.0060559	0.0934500	0.9345117	0.4636453	0.3787087	0.1765408	0.3780326	0.5714994	0.9927201	0.4682781	0.3574315	0.9614757	0.5363953	0.9226981	0.2223562	0.0104164	0.8617016	0.9739057	0.2099387	0.9804839	0.6880529	0.7696471	0.9595476	0.4047347	0.1503276	0.8113042	0.1329945	0.4364657	0.3910219	0.8901110	0.1084080	0.1576593	0.1693343	0.8225375	0.0006314	0.0210778	0.9117231	0.9330428	0.5206221	0.0022655	0.1542722	0.9585140	0.8791523	0.2310401	0.2126741	0.4552045	0.9347880	0.3444762	0.8250771	0.0713604	0.5724033	0.4615711	0.0711292	1.0000000	0.0162032	0.1433675	0.9698088

0	0.4260815	0.8085027	0.2160190	0.2960335	0.7693707	0.9697285	0.9759881	0.9997272	0.9999586	0.0216117	0.6688260	0.9448055	0.7833108	0.4461421	0.8860420	0.7746155	0.6763328	0.9997117	0.9701820	0.4909607	0.0468947	0.9999563	0.0771239	0.5782613	0.5347444	0.6516063	0.9919563	0.9975484	0.6445151	0.6834519	0.5897851	0.0677579	0.0714069	0.3454216	0.0168901	0.8239775	0.1035683	0.5428800	0.9856827	0.0306405	0.6796158	0.1799099	0.7001021	0.0033131	0.0927565	0.9358665	0.4623352	0.3758568	0.1739552	0.3804681	0.5567191	0.9940778	0.4829398	0.3549975	0.9618501	0.5381912	0.9278534	0.2214306	0.0103136	0.8571648	0.9746011	0.2055782	0.9849484	0.6798929	0.7689296	0.9596632	0.4134878	0.1979409	0.8113203	0.1306273	0.4426856	0.3914678	0.8931400	0.1097058	0.1568842	0.1665386	0.8650809	0.0006330	0.0168870	0.9035227	0.9328887	0.5112456	0.0022983	0.1481761	0.9542743	0.8787356	0.2226054	0.2090930	0.4526728	0.9334592	0.3408241	0.8266014	0.0712015	0.5721880	0.4567987	0.0795212	1.0000000	0.0124632	0.1463727	0.9698363
50	0.5926948	0.8441363	0.2178707	0.2947236	0.7594605	0.9707346	0.9860459	0.9997272	0.9999586	0.0216112	0.6770038	0.9448989	0.7894566	0.3856131	0.8868685	0.7759417	0.7411558	0.9997126	0.9701880	0.4910268	0.0468655	0.9999565	0.0770543	0.5812942	0.5345571	0.6515830	0.9919571	0.9975671	0.6448537	0.6871476	0.4284702	0.0677575	0.0714053	0.3453887	0.0114795	0.5956848	0.1035694	0.5429442	0.9862664	0.0307080	0.5913588	0.1808807	0.7186521	0.0032906	0.0930728	0.9053287	0.6589144	0.3758222	0.1737389	0.3832615	0.5583738	0.8764994	0.4830745	0.3551198	0.7305235	0.5391699	0.9278062	0.2205944	0.0104058	0.8928448	0.6103645	0.2056173	0.9847792	0.6797864	0.7675701	0.9654526	0.4101462	0.1971190	0.8344983	0.1319095	0.4412516	0.5448987	0.8937813	0.3013682	0.1174985	0.1338648	0.8643418	0.0006601	0.1038636	0.9035016	0.9328947	0.5111249	0.0023091	0.1476338	0.9596888	0.8362810	0.2228195	0.2140135	0.4523949	0.7798483	0.3406773	0.7096982	0.0747369	0.5721889	0.4628162	0.2639914	1.0000000	0.1332122	0.1534211	0.9698377
100	0.7609981	0.8891060	0.2306990	0.2877156	0.7474038	0.9733913	0.9942670	0.9997272	0.9999585	0.0216575	0.7072508	0.9467252	0.8236484	0.3160653	0.8864555	0.7852550	0.8250506	0.9997202	0.9702990	0.4910737	0.0468251	0.9999567	0.0763844	0.6003664	0.5346898	0.6515877	0.9919565	0.9975437	0.6445312	0.7078189	0.2595159	0.0677555	0.0713991	0.3444930	0.0056798	0.3606106	0.1036594	0.5438227	0.9882771	0.0328153	0.4820365	0.2002483	0.7990704	0.0033072	0.0952196	0.8609397	0.8378833	0.3759574	0.1695111	0.3989202	0.5641317	0.7863485	0.4849800	0.3547938	0.4912674	0.5451820	0.9270334	0.2164797	0.0107758	0.9383101	0.3164316	0.2056686	0.9837185	0.6802159	0.7587675	0.9709608	0.3946928	0.1967062	0.8507306	0.1384682	0.4374772	0.7031267	0.8964742	0.4580109	0.1443849	0.1000921	0.8558094	0.0008720	0.2012241	0.9032021	0.9331213	0.5089269	0.0023828	0.1436110	0.9745346	0.8100499	0.2289745	0.2360584	0.4508894	0.6309183	0.3410712	0.6010232	0.1032490	0.5721925	0.4935305	0.4598173	1.0000000	0.2802577	0.2358342	0.9698648
150	0.8481682	0.9184434	0.2539089	0.2780549	0.7398777	0.9743796	0.9974897	0.9997272	0.9999581	0.0217250	0.7331635	0.9521276	0.8712007	0.2765431	0.8796725	0.8023358	0.8804727	0.9997346	0.9708550	0.4910171	0.0469082	0.9999571	0.0750488	0.6311293	0.5363584	0.6517572	0.9919465	0.9973323	0.6415775	0.7370394	0.1746920	0.0677537	0.0713930	0.3410976	0.0026122	0.2418719	0.1041085	0.5456608	0.9900002	0.0378372	0.3934586	0.2621698	0.8883691	0.0035170	0.0991691	0.8291043	0.9164149	0.3778357	0.1567980	0.4226405	0.5715443	0.7512205	0.4891119	0.3516291	0.3663706	0.5545426	0.9235466	0.2091628	0.0112607	0.9685299	0.2041917	0.2055901	0.9821874	0.6817213	0.7437292	0.9735806	0.3763119	0.2032147	0.8635169	0.1438071	0.4390559	0.7831652	0.8978187	0.5170467	0.2176377	0.0805997	0.8350857	0.0013442	0.2546454	0.9022366	0.9340950	0.5016623	0.0025567	0.1365161	0.9851469	0.8120707	0.2600300	0.2561812	0.4498159	0.5547533	0.3428884	0.5556502	0.1715592	0.5721938	0.5327827	0.5677477	1.0000000	0.3713349	0.3918690	0.9699508
200	0.8875318	0.9353021	0.2785868	0.2698773	0.7358820	0.9724470	0.9985410	0.9997272	0.9999576	0.0216765	0.7456301	0.9591139	0.9106166	0.2581227	0.8566003	0.8206218	0.9106506	0.9997512	0.9719932	0.4905430	0.0474050	0.9999571	0.0736407	0.6603941	0.5430825	0.6525115	0.9919121	0.9967403	0.6320090	0.7613279	0.1432093	0.0677529	0.0713893	0.3352398	0.0012673	0.1921075	0.1049313	0.5474638	0.9909742	0.0477524	0.2956450	0.3492827	0.9447321	0.0041120	0.1034956	0.8110153	0.9438387	0.3834433	0.1395616	0.4436357	0.5784281	0.7393117	0.4931918	0.3458813	0.3106395	0.5633528	0.9147401	0.2008877	0.0117991	0.9849607	0.1688408	0.2050120	0.9807872	0.6859790	0.7285026	0.9746630	0.3628790	0.2144333	0.8755140	0.1442849	0.4519880	0.8164981	0.8956010	0.5325404	0.2449697	0.0692356	0.8003664	0.0019467	0.2784987	0.9014464	0.9359932	0.4912021	0.0027966	0.1291035	0.9905672	0.8220684	0.3403495	0.2645289	0.4525902	0.5207300	0.3462334	0.5425301	0.2715746	0.5721899	0.5634564	0.6194845	1.0000000	0.4190501	0.4729048	0.9700749
250	0.9047199	0.9449368	0.2986618	0.2643756	0.7339023	0.9680059	0.9988571	0.9997272	0.9999578	0.0215043	0.7492691	0.9650980	0.9362198	0.2504099	0.8149244	0.8353390	0.9250875	0.9997675	0.9734569	0.4891033	0.0485476	0.9999554	0.0724762	0.6811455	0.5592084	0.6543276	0.9918027	0.9952517	0.6128783	0.7767775	0.1372156	0.0677530	0.0713875	0.3285172	0.0007266	0.1727684	0.1058321	0.5487059	0.9914537	0.0721575	0.1997706	0.4256971	0.9718014	0.0055444	0.1071030	0.8005213	0.9505238	0.3922206	0.1239626	0.4577959	0.5818519	0.7355605	0.4959673	0.3399944	0.2872808	0.5698608	0.9013041	0.1940116	0.0122907	0.9929448	0.1585836	0.2014434	0.9786468	0.6992429	0.7168096	0.9751000	0.3551152	0.2253380	0.8851112	0.1423087	0.4720613	0.8289661	0.8909620	0.5320427	0.2467840	0.0626521	0.7445723	0.0024837	0.2880837	0.9023638	0.9383447	0.4823292	0.0029982	0.1232116	0.9930681	0.8305284	0.4563598	0.2651993	0.4598911	0.5051538	0.3511329	0.5405638	0.3755644	0.5721826	0.5825573	0.6425135	1.0000000	0.4424701	0.4955256	0.9701920
300	0.9122997	0.9506080	0.3130071	0.2611230	0.7329918	0.9613222	0.9989481	0.9997272	0.9999591	0.0212895	0.7489809	0.9691988	0.9507315	0.2474490	0.7667717	0.8451423	0.9305520	0.9997838	0.9749118	0.4863616	0.0501387	0.9999509	0.0716235	0.6920452	0.5835729	0.6572146	0.9913044	0.9906796	0.5871439	0.7857122	0.1409904	0.0677553	0.0713866	0.3224468	0.0005192	0.1653602	0.1065668	0.5494197	0.9916808	0.1322972	0.1281195	0.4764145	0.9825980	0.0094148	0.1097766	0.7920749	0.9496402	0.4016899	0.1126110	0.4658922	0.5808297	0.7345065	0.4976335	0.3356444	0.2778667	0.5740153	0.8879538	0.1893484	0.0126023	0.9965657	0.1556910	0.1807732	0.9702187	0.7437164	0.7092798	0.9752867	0.3511547	0.2337373	0.8916854	0.1404903	0.4917525	0.8331684	0.8857216	0.5277017	0.2436866	0.0596570	0.6624700	0.0028562	0.2917455	0.9054365	0.9405324	0.4777211	0.0030657	0.1193998	0.9941817	0.8357898	0.5633991	0.2632400	0.4693266	0.4976042	0.3577537	0.5411216	0.4582969	0.5721749	0.5930729	0.6518526	1.0000000	0.4536884	0.4991512	0.9702774
350	0.9157661	0.9540484	0.3231082	0.2593871	0.7327905	0.9495984	0.9989736	0.9997272	0.9999611	0.0210991	0.7472334	0.9716647	0.9582665	0.2464011	0.7253973	0.8506096	0.9310217	0.9998006	0.9761496	0.4826144	0.0517088	0.9999441	0.0710293	0.6947120	0.6094186	0.6608474	0.9885679	0.9764521	0.5615038	0.7908081	0.1465161	0.0677646	0.0713863	0.3177496	0.0004419	0.1624097	0.1070671	0.5497947	0.9917967	0.2389137	0.0836265	0.5045220	0.9859285	0.0190520	0.1118446	0.7830843	0.9467748	0.4097816	0.1053626	0.4698521	0.5776875	0.7343100	0.4986213	0.3331225	0.2742406	0.5763746	0.8778974	0.1866151	0.0127024	0.9981382	0.1548682	0.1249007	0.9484912	0.8238026	0.7050494	0.9753818	0.3492557	0.2392578	0.8957253	0.1399395	0.5071519	0.8343437	0.8807884	0.5251064	0.2410773	0.0599999	0.5838767	0.0030724	0.2931848	0.9096944	0.9422114	0.4770500	0.0029937	0.1174124	0.9946719	0.8386481	0.6386565	0.2607571	0.4781845	0.4940426	0.3655584	0.5409117	0.5125629	0.5721686	0.5984730	0.6550192	1.0000000	0.4590544	0.4978423	0.9703295
400	0.9174392	0.9561973	0.3307420	0.2586953	0.7333895	0.9287331	0.9989806	0.9997272	0.9999633	0.0209594	0.7449589	0.9730284	0.9619388	0.2460965	0.6960941	0.8529079	0.9289124	0.9998174	0.9771084	0.4786353	0.0529357	0.9999368	0.0706137	0.6921475	0.6308162	0.6646021	0.9779917	0.9446805	0.5409224	0.7934847	0.1507837	0.0677828	0.0713862	0.3144818	0.0004134	0.1611364	0.1073722	0.5499915	0.9918697	0.3579405	0.0589245	0.5179998	0.9863056	0.0356301	0.1136602	0.7736875	0.9440676	0.4157165	0.1011741	0.4712823	0.5754488	0.7343461	0.4989844	0.3320208	0.2729608	0.5775340	0.8711979	0.1852536	0.0126571	0.9988062	0.1546308	0.0660352	0.9254996	0.8870013	0.7030523	0.9754456	0.3483556	0.2422828	0.8980246	0.1405982	0.5181684	0.8344922	0.8760468	0.5314570	0.2396687	0.0663486	0.5349379	0.0031823	0.2938414	0.9135631	0.9433290	0.4786921	0.0028483	0.1166983	0.9948880	0.8400969	0.6842873	0.2564885	0.4849936	0.4926730	0.3733209	0.5380897	0.5438137	0.5721641	0.6011620	0.6556845	1.0000000	0.4618470	0.4955151	0.9703558
450	0.9183000	0.9575942	0.3369102	0.2588821	0.7346430	0.9013825	0.9989825	0.9997272	0.9999652	0.0208699	0.7425376	0.9737390	0.9636324	0.2461174	0.6779929	0.8531944	0.9257877	0.9998327	0.9778138	0.4751752	0.0537481	0.9999305	0.0703186	0.6874054	0.6456724	0.6673560	0.9548735	0.8989532	0.5268349	0.7945363	0.1533996	0.0678006	0.0713862	0.3123775	0.0004030	0.1605343	0.1075488	0.5501037	0.9919155	0.4490026	0.0461732	0.5235048	0.9857854	0.0543057	0.1152927	0.7651151	0.9420912	0.4196290	0.0990171	0.4712793	0.5760360	0.7343945	0.4986192	0.3318203	0.2726144	0.5779550	0.8664429	0.1847750	0.0125515	0.9990945	0.1545651	0.0306680	0.9101362	0.9201094	0.7025142	0.9754964	0.3479055	0.2436187	0.8992598	0.1419323	0.5261969	0.8343245	0.8709730	0.5600558	0.2393326	0.0832977	0.5094813	0.0032318	0.2942128	0.9157770	0.9439859	0.4811766	0.0026974	0.1167384	0.9949845	0.8408061	0.7101790	0.2483998	0.4894007	0.4925244	0.3799171	0.5330132	0.5604399	0.5721611	0.6025129	0.6555517	1.0000000	0.4646842	0.4932995	0.9703639
500	0.9187749	0.9585511	0.3419189	0.2597287	0.7359415	0.8750092	0.9989831	0.9997272	0.9999666	0.0208190	0.7402292	0.9740918	0.9643572	0.2462868	0.6680131	0.8524098	0.9226257	0.9998453	0.9783203	0.4726201	0.0542197	0.9999262	0.0701116	0.6826265	0.6546886	0.6678749	0.9235840	0.8528538	0.5183366	0.7945667	0.1548168	0.0678101	0.0713863	0.3110997	0.0003992	0.1602274	0.1076504	0.5501684	0.9919337	0.5041228	0.0399524	0.5252290	0.9851821	0.0695746	0.1165639	0.7583120	0.9408245	0.4219961	0.0981179	0.4705637	0.5798223	0.7343941	0.4978579	0.3321142	0.2726306	0.5779595	0.8622801	0.1848146	0.0124442	0.9992314	0.1545499	0.0143865	0.9016674	0.9351919	0.7028986	0.9755367	0.3476501	0.2440969	0.8998921	0.1434194	0.5323634	0.8340792	0.8654740	0.6067880	0.2398143	0.1080463	0.4953663	0.0032499	0.2944544	0.9160229	0.9443201	0.4836392	0.0025762	0.1171618	0.9950286	0.8411488	0.7248245	0.2382233	0.4916483	0.4930067	0.3848239	0.5275451	0.5689429	0.5721593	0.6032274	0.6553097	1.0000000	0.4704363	0.4915556	0.9703600
550	0.7577272	0.9333981	0.3447164	0.2620910	0.7470282	0.8540536	0.9889254	0.9997272	0.9999675	0.0207983	0.7365412	0.9742443	0.9619562	0.3064166	0.6631489	0.8497789	0.8670143	0.9998539	0.9786771	0.4709786	0.0557923	0.9999236	0.0700146	0.6757223	0.6595725	0.6656390	0.8930125	0.8165096	0.5137614	0.7933152	0.4245289	0.0678253	0.0713868	0.3103725	0.0058048	0.3843880	0.1077076	0.5501806	0.9917581	0.5305008	0.0507863	0.5245877	0.9719695	0.0796978	0.1167295	0.7820994	0.7451841	0.4234365	0.0980021	0.4677083	0.5781630	0.8519029	0.4976963	0.3322365	0.5038964	0.5773052	0.8688851	0.1852504	0.0123320	0.9968073	0.5240678	0.0079055	0.8979779	0.9418720	0.7056600	0.9699524	0.3477936	0.2453239	0.8843268	0.1458201	0.5373331	0.6804053	0.8598696	0.4608234	0.3488927	0.1760637	0.4861921	0.0030566	0.2075997	0.9148612	0.9444459	0.4857696	0.0024857	0.1195186	0.9945778	0.8837679	0.7200778	0.2275731	0.4938629	0.6418391	0.3880654	0.6401338	0.5340998	0.5721570	0.6007675	0.4675590	1.0000000	0.3598116	0.3988073	0.9703487
600	0.5955572	0.9014237	0.3396938	0.2702267	0.7611049	0.8372255	0.9807043	0.9997272	0.9999680	0.0208155	0.7224873	0.9739309	0.9418921	0.3755622	0.6626313	0.8389924	0.7896675	0.9998549	0.9788396	0.4700732	0.0606580	0.9999221	0.0708318	0.6546916	0.6609502	0.6610685	0.8701005	0.7938303	0.5126573	0.7826280	0.7176011	0.0679064	0.0713892	0.3103413	0.0115999	0.6152343	0.1077081	0.5498757	0.9908380	0.5267507	0.0659491	0.4982360	0.8663297	0.0851753	0.1137215	0.8202668	0.5677311	0.4244364	0.0994277	0.4560801	0.5451638	0.9419793	0.4990342	0.3314431	0.7427701	0.5737226	0.8863835	0.1871590	0.0120420	0.9805725	0.8188396	0.0059142	0.8996079	0.9447337	0.7175862	0.9646606	0.3496535	0.2479454	0.8741279	0.1495694	0.5405128	0.5220127	0.8541525	0.3300642	0.2534255	0.2385845	0.4798575	0.0022863	0.1100129	0.9132381	0.9443030	0.4885758	0.0023896	0.1291977	0.9912416	0.9099072	0.6396257	0.2107779	0.4988064	0.7644640	0.3897352	0.7452802	0.3992511	0.5721493	0.5782576	0.2600746	1.0000000	0.2242387	0.1933134	0.9703201
650	0.5117360	0.8803387	0.3250830	0.2817084	0.7711908	0.8236012	0.9774816	0.9997272	0.9999681	0.0208633	0.6993301	0.9722142	0.9033332	0.4159144	0.6754879	0.8211445	0.7284037	0.9998485	0.9783711	0.4700010	0.0623634	0.9999206	0.0729161	0.6253487	0.6511500	0.6541674	0.8591576	0.7862198	0.5222362	0.7605443	0.8740193	0.0680438	0.0713936	0.3119547	0.0146647	0.7318381	0.1075326	0.5489095	0.9893558	0.5009626	0.0838242	0.3968483	0.7012505	0.0868903	0.1085395	0.8562374	0.4918030	0.4247717	0.1043815	0.4369587	0.5156082	0.9770870	0.4996844	0.3320311	0.8671128	0.5667332	0.8967198	0.1920310	0.0115305	0.9512414	0.9252493	0.0059907	0.9049862	0.9454631	0.7346940	0.9621719	0.3537072	0.2395504	0.8659268	0.1486954	0.5363270	0.4419734	0.8497268	0.2778853	0.1665723	0.2677683	0.4755262	0.0015359	0.0565509	0.9119601	0.9436386	0.4940937	0.0022818	0.1404971	0.9843841	0.9094400	0.5261338	0.1939577	0.5021639	0.8292188	0.3893537	0.7873962	0.2691607	0.5721394	0.5380685	0.1451916	1.0000000	0.1428113	0.1368806	0.9702532
700	0.4735341	0.8670669	0.3039730	0.2923899	0.7779454	0.8158302	0.9764304	0.9997272	0.9999679	0.0209462	0.6793897	0.9685001	0.8615844	0.4347333	0.7182962	0.8028143	0.6892810	0.9998354	0.9769842	0.4718083	0.0576952	0.9999199	0.0748082	0.6003968	0.6216216	0.6439541	0.8610578	0.7925228	0.5515719	0.7338576	0.9399619	0.0683207	0.0713990	0.3158719	0.0160081	0.7809345	0.1070594	0.5473733	0.9877459	0.4445476	0.1392702	0.2615859	0.5702606	0.0863496	0.1032026	0.8841270	0.4690442	0.4237584	0.1142021	0.4149593	0.5306310	0.9886258	0.4960738	0.3354950	0.9224707	0.5579880	0.9024036	0.1994570	0.0110026	0.9236471	0.9548849	0.0100940	0.9108132	0.9435221	0.7500695	0.9610849	0.3601367	0.2134013	0.8552496	0.1447565	0.5204028	0.4087809	0.8482341	0.2533760	0.1460108	0.2719321	0.4730013	0.0010680	0.0338085	0.9113493	0.9423352	0.5029543	0.0021942	0.1480774	0.9762908	0.9009326	0.4299886	0.1869103	0.5020838	0.8703793	0.3853381	0.7964891	0.1825721	0.5721346	0.5023925	0.0931377	1.0000000	0.1016378	0.1285386	0.9701464
750	0.4562096	0.8571542	0.2813585	0.3008300	0.7824973	0.8203352	0.9761143	0.9997272	0.9999672	0.0210837	0.6690475	0.9632543	0.8287919	0.4407186	0.7830754	0.7887050	0.6703126	0.9998147	0.9751473	0.4762703	0.0518508	0.9999237	0.0758356	0.5857263	0.5860144	0.6339697	0.8786259	0.8154657	0.5905901	0.7098019	0.9490363	0.0693502	0.0714038	0.3215658	0.0165493	0.8006970	0.1063072	0.5456400	0.9863928	0.3169361	0.2972849	0.1621088	0.4950340	0.0820004	0.0989409	0.9032643	0.4660991	0.4203245	0.1286839	0.3959984	0.5710405	0.9914104	0.4897631	0.3414091	0.9457315	0.5495864	0.9068309	0.2074761	0.0106288	0.9043208	0.9628229	0.0506272	0.9148870	0.9370713	0.7608521	0.9605066	0.3686468	0.1784602	0.8431139	0.1406919	0.4944724	0.3964911	0.8502695	0.2240517	0.1472796	0.2566016	0.4738446	0.0008294	0.0265086	0.9113105	0.9405204	0.5137864	0.0021550	0.1516811	0.9694707	0.8923892	0.3574376	0.1925716	0.4981960	0.8979934	0.3759403	0.7952959	0.1327377	0.5721380	0.4811639	0.0721557	1.0000000	0.0815526	0.1295747	0.9700196
800	0.4476774	0.8482399	0.2612968	0.3064194	0.7818829	0.8473602	0.9760233	0.9997272	0.9999661	0.0212566	0.6663612	0.9577319	0.8084287	0.4412424	0.8404851	0.7798903	0.6652187	0.9997888	0.9735210	0.4818335	0.0484881	0.9999321	0.0762773	0.5800263	0.5597087	0.6297293	0.9117267	0.8601155	0.6232382	0.6927609	0.8924758	0.0706545	0.0714070	0.3277479	0.0167588	0.8094734	0.1054214	0.5440943	0.9854745	0.1781834	0.5329204	0.1079987	0.4661512	0.0679458	0.0961288	0.9159029	0.4671395	0.4137026	0.1452297	0.3836149	0.5977992	0.9912573	0.4834109	0.3480857	0.9551435	0.5431071	0.9111905	0.2141941	0.0104303	0.8913423	0.9662489	0.1256819	0.9174514	0.9203373	0.7669959	0.9601257	0.3781094	0.1475908	0.8321861	0.1374689	0.4655494	0.3924244	0.8556025	0.1755636	0.1525252	0.2324624	0.4866612	0.0007268	0.0254372	0.9115697	0.9385140	0.5236748	0.0021636	0.1527044	0.9647552	0.8850778	0.3051032	0.2069308	0.4907168	0.9156225	0.3630861	0.7965082	0.1059395	0.5721476	0.4715377	0.0648654	1.0000000	0.0686923	0.1326752	0.9699042
850	0.4426652	0.8397427	0.2456867	0.3077424	0.7777312	0.8887588	0.9759978	0.9997272	0.9999644	0.0214160	0.6670932	0.9531580	0.7980677	0.4405628	0.8774218	0.7753508	0.6671145	0.9997629	0.9723766	0.4864408	0.0470930	0.9999418	0.0765288	0.5791698	0.5445233	0.6316304	0.9446207	0.9117988	0.6440642	0.6834530	0.7759596	0.0701200	0.0714082	0.3332215	0.0168396	0.8144875	0.1045797	0.5429816	0.9850837	0.0943581	0.7343271	0.0834983	0.4801416	0.0467930	0.0945552	0.9241008	0.4674869	0.4043763	0.1599175	0.3777920	0.6040898	0.9907318	0.4767797	0.3536533	0.9587673	0.5391299	0.9153540	0.2186916	0.0103529	0.8814379	0.9688663	0.1733206	0.9243376	0.8672009	0.7695551	0.9598665	0.3871006	0.1279984	0.8241945	0.1350794	0.4409267	0.3912964	0.8636143	0.1387016	0.1564949	0.2141040	0.5357130	0.0006910	0.0258615	0.9120195	0.9366659	0.5297711	0.0022012	0.1524132	0.9617754	0.8798287	0.2702811	0.2181820	0.4808327	0.9258747	0.3513655	0.8028112	0.0915069	0.5721590	0.4676859	0.0639738	1.0000000	0.0540380	0.1360902	0.9698248
900	0.4390421	0.8319477	0.2346435	0.3056776	0.7740149	0.9245042	0.9759907	0.9997272	0.9999626	0.0215264	0.6684075	0.9500678	0.7936527	0.4401735	0.8972734	0.7736092	0.6711376	0.9997414	0.9716355	0.4894338	0.0465936	0.9999497	0.0767319	0.5799919	0.5367881	0.6364918	0.9669882	0.9516213	0.6545324	0.6800618	0.6497523	0.0689266	0.0714083	0.3373724	0.0168714	0.8181023	0.1039235	0.5424258	0.9851451	0.0547882	0.8593478	0.0767760	0.5349393	0.0278522	0.0937488	0.9292655	0.4668243	0.3942246	0.1699896	0.3764722	0.5991429	0.9909000	0.4727108	0.3570714	0.9600860	0.5373447	0.9187808	0.2210781	0.0103376	0.8733323	0.9709930	0.1943096	0.9419376	0.7845149	0.7699275	0.9597118	0.3946215	0.1232975	0.8192850	0.1333166	0.4242117	0.3911090	0.8725923	0.1357719	0.1582589	0.1979759	0.6341098	0.0006771	0.0255671	0.9122778	0.9352174	0.5309006	0.0022483	0.1515950	0.9598848	0.8779678	0.2491092	0.2214741	0.4705877	0.9311354	0.3429789	0.8105946	0.0833122	0.5721690	0.4656307	0.0669195	1.0000000	0.0383620	0.1391337	0.9697860
