G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.7633080	0.9806702	0.9757171	0.0118791	0.4592473	0.6191701	0.2635869	0.8667754	0.2396454	0.3299748	0.4320310	0.6119120	0.2101289	0.5581485	0.0235209	0.3705640	0.4671061	0.2985166	0.3437602	0.0000000	0.5059202	0.0242136	0.8482562	1.0628894	0.0080111	0.0885741	0.0204708	0.7525483	0.5242680	0.3893447	0.1330523	0.0110345	0.0327585	0.6396789	0.2149239	0.9149852	0.9235151	0.1581082	0.7746665	0.2821958	0.3718811	0.7046114	0.9173334	0.3915325	0.7775157	0.2811581	0.0000000	0.1303799	0.9756415	0.0665970	0.2748901	0.3964008	0.2326915	0.7869146	0.4370553	0.1200495	0.5392744	0.7416058	1.0222846	0.8825876	0.3564530	1.0385359	0.6525172	0.4250391	0.4608339	0.0052905	0.9167677	0.3971742	0.1941534	0.9246459	0.0042326	0.5548437	0.9986908	0.4659769	0.5619211	0.9680314	0.4468973	0.8661919	0.4609385	1.0203916	0.4717930	0.9884399	0.8546211	0.1996441	0.3595499	0.4023653	0.8335617	0.5042151	0.0492822	1.0037500	1.0310472	0.4781709	0.9652004	0.8171171	0.5148958	0.4331544	0.2885913	0.4419130	1.1327189	0.1414323
0.7479674	0.9278236	0.9231347	0.0054621	0.5066181	0.5998731	0.2596639	0.8792685	0.1754611	0.3900720	0.3928148	0.5832396	0.2988004	0.5443656	0.0117769	0.2606062	0.3885207	0.2781633	0.3111668	0.4883500	0.5487966	0.0275675	0.8677556	1.0836428	0.0081311	0.0622245	0.0404756	0.8166482	0.6767373	0.5719185	0.0996648	0.0092134	0.0283402	0.2264373	0.5284290	0.0000000	0.9002993	0.1617819	0.8666512	0.1421368	0.3687168	0.8289874	0.9043311	0.4239134	0.8628147	0.3386680	0.0000000	0.1811099	1.0341720	0.0527349	0.7486178	0.4385101	0.4516144	0.8090549	0.4636535	0.1241990	0.4617023	0.5816675	0.9789614	0.7085180	0.3256816	0.9978067	0.2392796	0.5080663	0.4330197	0.1848221	1.0240860	0.3218932	0.2098559	0.5850114	0.0031988	0.1027463	0.9162105	0.4323460	0.9851513	0.9901506	0.4458865	0.9449476	0.4608130	0.6275179	0.4309278	0.7367174	0.6380600	0.1677857	0.7111577	0.3831378	0.5733036	0.4732360	0.0302350	0.8777479	0.1639419	0.5139159	0.8434929	0.8782785	0.4767648	0.3803256	0.2958675	0.6542429	1.0594813	0.0128881
0.9032868	0.9804689	0.8390792	0.0038329	0.9029157	0.5993574	0.5305434	1.0022039	0.5679723	0.1747984	0.2016540	0.8919635	0.0596398	0.4748887	0.0113915	0.3246013	0.4766151	0.0554373	0.3367957	0.0000000	0.4974608	0.0318524	1.0083258	0.9715269	0.0119983	0.0345148	0.0223059	0.7708964	0.5513122	0.2313394	0.3640340	0.0017675	0.0133140	0.2403016	0.5852845	0.0000000	0.9226723	0.1644841	0.8470240	0.1351077	0.3542796	0.8320708	0.9642421	0.3621455	0.8866285	0.3181335	0.5876824	0.1068386	0.8849981	0.0644083	0.8627062	0.3901527	0.5296891	0.8815147	0.7057666	0.0500717	0.5573900	0.5530294	1.0494346	0.9421730	0.0150380	1.0118019	0.5564266	0.6653466	0.6189544	0.4077085	1.0112778	0.3684760	0.2618036	0.8284446	0.0007506	0.7197366	0.8446923	0.6010035	0.8391267	1.0813440	0.0528911	0.7100209	0.5566034	1.0863026	0.4605208	0.5562400	0.6672219	0.1799610	0.6865913	0.1882543	0.5988585	0.3241207	0.0935182	0.8598237	0.1466782	0.4760217	0.7803027	1.0046490	0.4892030	0.7846185	0.7216472	0.5261456	1.1387794	0.0071189
0.8106274	0.9470951	1.0380849	0.0207191	0.5858469	0.0000000	0.3313752	0.7288561	0.2564967	0.4260561	0.4216159	0.5905457	0.2365208	0.4644644	0.0384845	0.3465062	0.4669911	0.3453165	0.3201237	0.3787426	0.5827958	0.0209724	0.8593133	0.9757720	0.0144107	0.1215920	0.0119230	0.7062876	0.7105005	0.5565283	0.1584317	0.0038146	0.0218503	0.7175255	0.1718364	0.9999392	0.8847030	0.1822035	0.7811164	0.3221721	0.3782542	0.7701162	0.9527331	0.4130372	0.9083967	0.2699358	0.0000000	0.1406826	1.0480310	0.0929259	0.4077454	0.3714504	0.4611123	0.7375152	0.5024613	0.1476250	0.5037700	0.8698631	0.9027791	0.7286382	0.3839647	1.0121965	0.5601287	0.5303710	0.3853918	0.0200900	0.6819859	0.4341241	0.2290224	0.6879267	0.0109834	0.2204360	0.9899457	0.4307141	0.7498979	0.9566184	0.4613269	0.9367202	0.4387840	0.6068402	0.4300104	0.7365023	0.7560018	0.1689362	0.3961027	0.1840775	0.8646680	0.6918235	0.0269162	0.9649718	1.0120098	0.5093141	0.9997879	0.6698973	0.5571662	0.2416306	0.0002547	0.5169427	1.0145887	0.5952117
0.7090619	1.0122093	0.9770973	0.0308331	0.6318846	0.6747141	0.2924890	0.9471271	0.2160706	0.3218933	0.3575719	0.6288735	0.2035742	0.4349959	0.0182461	0.3220850	0.4120823	0.2926479	0.3662987	0.4352617	0.4986250	0.9753199	0.0000000	1.0539317	0.0115530	0.5874219	0.0295555	0.7791303	0.6113686	0.2811462	0.1701963	0.0051944	0.0139073	0.7579977	0.1247968	0.9929170	0.9069282	0.1816921	0.7370194	0.3402023	0.2944370	0.7551758	0.9842528	0.3614705	0.8219785	0.2730962	0.0000000	0.1099002	1.0473649	0.0524868	0.3492969	0.3833972	0.3547921	0.6900172	0.4955093	0.1241519	0.1402774	0.8088257	1.0641097	0.3625109	0.3132505	0.9961323	0.5378485	0.4707312	0.3892818	0.0102458	0.9394538	0.3706757	0.2321825	0.7728330	0.0054406	0.3546500	0.9197715	0.2929817	0.4427072	0.5309593	0.4714300	0.8809754	0.4587869	0.9665844	0.7239417	1.0336066	0.8850534	0.0739244	0.4609002	0.4404780	0.8181642	0.5688181	0.0271693	1.0198794	0.9171583	0.3385872	1.0050518	0.7945002	0.1691661	0.3961222	0.0010998	0.4825824	1.1692130	0.3219878
0.2787873	0.8354121	0.9831384	0.0177919	0.4070651	0.0323545	0.2365181	0.2456090	0.1858968	0.6330668	1.0405086	0.0000000	0.3430217	0.5788071	0.0136988	0.2158386	0.2212497	0.2365140	0.4175591	0.3832229	0.5435017	0.0209779	0.5116921	0.9835556	0.0112498	0.2240905	0.0183995	0.8875165	0.6296301	0.8728425	0.0656320	0.0091276	0.0326651	0.6776340	0.2129976	0.9396207	0.9299624	0.1692144	0.7575260	0.3488426	0.3227342	0.6432941	0.7289133	0.6168479	0.8425090	0.3342583	0.0000000	0.3031217	1.0322158	0.0532940	0.3820990	0.5387687	0.5654320	0.6537039	0.5514320	0.5270543	0.5638165	0.7616347	0.7714398	0.6957082	0.3833545	1.0296884	0.5758770	0.5724850	0.3528850	0.0848185	0.6676108	0.3850080	0.2564761	0.5001125	0.0668211	0.1643493	1.0199647	0.4435370	0.6705194	0.9321455	0.4404088	0.9286867	0.4568081	0.4850544	0.5141705	0.8927880	0.9380997	0.0380270	0.3607792	0.1845663	0.7832553	0.5895872	0.0233912	1.0135977	1.1146393	0.4617677	0.9866279	0.5796455	0.4646888	0.4060186	0.0000380	0.4648749	0.9547081	0.5407297
0.7168283	1.0142454	1.0078045	0.0576271	0.8411625	0.6025487	0.2465582	0.8949943	0.3264280	0.3339846	0.5129802	0.6299674	0.1537678	0.3857822	0.0151081	0.2552473	0.4634784	0.2206385	0.3420488	0.4298864	0.0000000	0.0153982	0.8167335	0.8835152	0.0067805	0.0407653	0.0343001	0.8077101	0.6475915	0.2315662	0.2133355	0.0044874	0.0127557	0.7805182	0.1420445	0.9842816	1.0064239	0.2042655	0.7795259	0.3050168	0.3530915	0.8382315	0.8524867	0.3853050	0.7796352	0.2802474	0.0000000	0.1522364	0.9725267	0.0459656	0.4369568	0.3817315	0.3577111	0.7792338	0.5341868	0.0499980	0.4901132	0.8353799	0.3579092	0.9597227	0.3896392	1.1408397	0.0997389	0.4799414	0.4416002	0.0074475	0.8004624	0.3539329	0.3104112	0.7752967	0.0113024	0.3607676	0.9991432	0.4250784	0.1471670	1.0546961	0.9225556	0.9053585	0.4500052	0.7042820	0.4532123	1.0102527	0.8296200	0.1817122	0.3551020	0.3068058	0.8488837	0.2941566	0.0439355	1.0408168	0.9606371	0.5277620	0.8646803	0.8102795	0.5750580	0.4723460	0.0084349	0.9496826	0.9372206	0.1282634
0.7840524	0.9195357	0.8579294	0.0145759	0.5449526	0.0000000	0.2571531	0.8390252	0.2581726	0.3253506	0.5014068	0.6407375	0.1785337	0.6681711	0.0080619	0.2844154	0.4716743	0.1908465	0.2881319	0.2353440	0.5710507	0.0304320	0.9187141	1.0134241	0.0127420	0.0480165	0.0318957	0.7979718	0.5723753	0.2587805	0.1726760	0.0041546	0.0432768	0.1833993	0.4871765	0.0000000	0.9482540	0.1767005	0.7738379	0.1243518	0.4006566	0.8378252	0.9514928	0.3698698	0.8840030	0.3658097	0.5934177	0.1641743	0.9824352	0.0504891	0.7612825	0.4819873	0.5448880	0.9797637	0.8110725	0.0913319	0.5809493	0.8892374	0.9724143	0.8516138	0.0066249	0.9908996	0.1676803	0.6863572	0.3781792	0.3866391	0.9864345	0.4379470	0.2064577	0.8648368	0.0002722	0.1607532	0.9822694	0.6406070	0.8815037	0.9702741	0.0722236	0.9063897	0.5056925	0.9190684	0.4257627	0.6416037	0.7390733	0.1108291	0.6733352	0.2025462	0.9793534	0.4962601	0.0386979	0.8270354	0.1910661	0.5816421	0.8318942	0.9863170	0.4925312	0.8583271	0.4124724	0.5335879	1.0116708	0.1880313
0.2998316	0.9167302	0.8026461	0.0244010	0.4313235	0.0430205	0.2483948	0.2957132	0.1748233	0.6314537	1.0279496	0.0000000	0.3938433	0.3964089	0.0211013	0.2438896	0.2112378	0.2043076	0.2745313	0.0684184	0.5820226	0.0195434	0.6809437	0.9917693	0.0175396	0.0797840	0.0221005	0.8182105	0.6828258	0.9107014	0.0867887	0.0081859	0.0153320	0.1960750	0.4872218	0.0000000	0.9040170	0.1411590	0.8527976	0.1184756	0.3624197	0.7540206	0.7811857	0.5299042	0.6378266	0.2715818	0.5778828	0.3548859	1.0076440	0.0434342	0.7737944	0.5572662	0.6079031	0.7788594	0.7939929	0.3919168	0.5272133	0.5983149	0.6634583	1.0573711	0.0094102	1.0917649	0.4573120	0.7284824	0.4219884	0.7017428	1.0115622	0.4198679	0.2225393	0.6906896	0.0733593	0.1968527	0.9455336	0.6306557	0.8440788	1.0093742	0.1059494	0.9095697	0.5794119	0.8928168	0.4502719	0.4274180	0.7459721	0.0563489	0.7557299	0.1839175	0.9565379	0.1468750	0.0222788	0.8614093	0.2225996	0.4314791	0.7193591	0.9081549	0.4717834	0.8412112	0.0006845	0.5700548	1.1160312	0.1859257
0.8244810	0.9083968	0.8396106	0.0214193	0.9511950	0.5823256	0.4718923	1.0629652	0.6060951	0.2113646	0.1887635	0.8999659	0.0490685	0.5240628	0.0052638	0.3195849	0.4838366	0.0380755	0.3076377	0.1351415	0.5816494	0.9352101	0.0000000	0.9704484	0.0064712	0.5367318	0.0192666	0.8407891	0.5383978	0.1803847	0.4306113	0.0051470	0.0265773	0.2943879	0.4932141	0.0000000	0.9534146	0.1614198	0.8025407	0.1872902	0.3187415	0.7494578	0.8660301	0.3299827	0.8412044	0.3633917	0.5144773	0.1247742	1.0205559	0.0689140	0.9028634	0.3993031	0.5606503	0.8662385	0.7942411	0.0340593	0.5513947	0.8030530	0.9305251	0.9706718	0.0298326	0.9778538	0.1923431	0.5906524	0.6561216	0.4754943	1.0099230	0.3540993	0.1856796	0.9176878	0.0001671	0.6335086	0.9480571	0.5314978	0.8115325	0.8932684	0.0580955	0.7210342	0.4570106	1.0200136	0.5578173	0.6243769	0.5093046	0.0377726	0.5989537	0.1650001	1.0245631	0.2607013	0.0624092	0.8341988	0.1775159	0.2553905	0.7232610	1.0349930	0.0726204	0.8876819	0.6942799	0.4717917	0.9201191	0.2396828
