G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.5347166	0.0976153	0.3751761	0.5129875	0.0282410	0.6855056	0.3197406	0.3745482	0.1176151	0.6619007	0.4895021	0.0208816	0.1329856	0.0465989	0.4188192	0.2004839	0.3440542	0.0000000	0.4872210	0.5191862	0.6379301	0.3101124	0.6825770	0.5163912	0.0150186	0.4607798	0.4374036	0.3579746	0.1874818	0.4716663	0.5836232	0.0060873	0.6852243	0.1590019	0.4202113	0.1232941	0.3904171	0.4457048	0.7925341	0.3005987	0.2299085	0.5435386	0.2689996	0.5522840	0.0072066	0.2677298	0.2429667	0.0173045	0.0671614	0.0000000	0.3797758	0.5470234	0.0050491	0.1487987	0.6484854	0.3298056	0.0700386	0.1826971	0.2438176	0.2255753	0.0003832	0.0262326	0.0157641	0.2809688	0.2229346	0.5479274	0.1943891	0.1691181	0.3058654	0.1911886	0.0444404	0.1350233	0.6981853	0.1094161	0.4377863	0.5645821	0.2709609	0.6143332	0.2537346	0.0729324	0.1048468	0.0749016	0.7097401	0.2444228	0.5633553	0.5396980	0.6875872	0.1378868	0.4608341	0.8083114	0.6465415	0.6701015	0.2705209	0.7775566	0.2601813	0.0398783	0.6838990	0.0036676	0.4742309	0.3353145
0.6487332	0.7069928	0.3129568	0.0000000	0.0351180	0.5711082	0.2738356	0.3227084	0.1196885	0.4723195	0.4683243	0.0162160	0.1686524	0.0641335	0.3305144	0.1679735	0.3795865	0.0000000	0.3345545	0.4876818	0.4846713	0.3623917	0.6432648	0.6519495	0.0026727	0.4373467	0.3147065	0.4969062	0.1492911	0.3482787	0.7721269	0.0378859	0.7634018	0.1387956	0.6065465	0.1209692	0.3952209	0.4378107	0.6920576	0.1940308	0.2015870	0.5097766	0.2192554	0.5377528	0.0114936	0.3343643	0.3060326	0.0574658	0.1617570	0.4082952	0.6350234	0.6060917	0.1823239	0.1692907	0.5369457	0.4135190	0.0767249	0.1861926	0.2638570	0.1987129	0.0020872	0.0279180	0.0225979	0.3052318	0.3137236	0.6326497	0.2808015	0.1962237	0.3822971	0.2040509	0.0083592	0.0478441	0.4804951	0.1391284	0.3566608	0.5250433	0.2493822	0.6030405	0.2305466	0.0819206	0.1730502	0.0999936	0.6105135	0.1632050	0.5438651	0.5439135	0.6175434	0.1688045	0.4495378	0.6021359	0.6934511	0.6454127	0.3399276	0.6659204	0.2743482	0.0476180	0.6374075	0.2600301	0.7043920	0.2348703
0.6957013	0.0754257	0.3948419	0.7418258	0.0360875	0.6145230	0.3010306	0.3949416	0.0343913	0.7206938	0.5024722	0.0081482	0.6369201	0.5728663	0.0070355	0.6079936	0.5781060	0.3419742	0.4437079	0.0549080	0.0015119	0.0000000	0.0000000	0.6222941	0.0679516	0.3627138	0.2938505	0.5132007	0.3118926	0.2238237	0.5047389	0.3128257	0.6293992	0.1327464	0.4698103	0.0840828	0.2723009	0.2876552	0.5235349	0.2602984	0.1460170	0.5750374	0.2954222	0.4903055	0.0247506	0.2151684	0.1394039	0.0211612	0.0471176	0.2788815	0.4955798	0.3851995	0.2104514	0.1670314	0.5405469	0.2515220	0.1241863	0.3363224	0.2017641	0.1723599	0.0108572	0.3110403	0.1911222	0.2772379	0.2277755	0.4843278	0.1924194	0.2317882	0.5597581	0.0032077	0.4982915	0.0350585	0.6069056	0.0404542	0.6919357	0.4595835	0.1943269	0.6122347	0.6616602	0.0419937	0.0316114	0.1094791	0.6188659	0.0825637	0.7738108	0.4432571	0.5405691	0.2544114	0.1422365	0.7659789	0.5762961	0.6501099	0.4780074	0.2774982	0.2775674	0.3001598	0.2937353	0.4355486	0.4226010	0.1440883
0.1145136	0.5993463	0.3529464	0.0000000	0.2592297	0.5255669	0.3773147	0.4515667	0.0919038	0.4624573	0.4793951	0.0158747	0.1513141	0.0743133	0.2987551	0.2423453	0.3252251	0.2529088	0.3235799	0.5220908	0.6570656	0.2550807	0.6265043	0.7142670	0.0009140	0.4177946	0.2940161	0.4191935	0.1330783	0.4293554	0.5708482	0.0047747	0.6253498	0.1147426	0.5039026	0.1673278	0.3089101	0.3081652	0.6687252	0.2356346	0.2360947	0.6057017	0.2567557	0.5862546	0.0218584	0.2967088	0.3657856	0.0418095	0.1467602	0.0000000	0.6112905	0.3902277	0.0052744	0.1929074	0.6154254	0.3466540	0.0959176	0.1937692	0.3518113	0.2789421	0.0035418	0.0720806	0.2302294	0.3282968	0.2444327	0.5842898	0.2107127	0.1373438	0.2666802	0.1741037	0.0453277	0.0420285	0.4759050	0.1444669	0.4081143	0.5483355	0.2669296	0.6229191	0.2543170	0.0695797	0.1763328	0.0734970	0.5684803	0.1145825	0.5871934	0.4484795	0.5482675	0.1928762	0.1364723	0.6618450	0.5771873	0.6200014	0.3412059	0.5427111	0.3076375	0.0252234	0.6751857	0.3453215	0.6784353	0.2698494
0.6145947	0.0667735	0.3424793	0.5645306	0.0378812	0.5226857	0.3394261	0.0911758	0.0000000	0.5488526	0.5199346	0.0135559	0.2595460	0.0663088	0.3237954	0.2169733	0.4969958	0.0000000	0.3781938	0.5434879	0.5911148	0.1816232	0.5091749	0.5412911	0.0022722	0.3841329	0.2816471	0.3139686	0.1840346	0.4038292	0.6555764	0.0117536	0.6078833	0.1192231	0.5228208	0.1045684	0.3615662	0.4741368	0.5608460	0.3247702	0.1948583	0.6017095	0.1789889	0.6146023	0.0280456	0.2865308	0.3134213	0.0597003	0.1649445	0.3107270	0.6434689	0.5886773	0.3021058	0.0719947	0.8461033	0.4057564	0.2117072	0.2091832	0.2159285	0.3142199	0.0108570	0.0571199	0.0387591	0.3192780	0.2103673	0.6694198	0.1780655	0.2664477	0.2715240	0.1031495	0.0042391	0.0966867	0.5420617	0.5546268	0.2436427	0.6114687	0.2329349	0.6402899	0.1726060	0.0849614	0.0269402	0.1199370	0.6420576	0.4221440	0.8044403	0.5527879	0.4719860	0.1404076	0.5961084	0.5939039	0.7091483	0.6398167	0.3712125	0.5138245	0.3561813	0.0486721	0.6307906	0.3128080	0.5213659	0.2978754
0.6370804	0.1166856	0.2854132	0.5918242	0.0672426	0.5518647	0.3494898	0.1851596	0.0000000	0.6567226	0.5007374	0.0187653	0.1167838	0.0827172	0.2347965	0.2209057	0.4095722	0.4177445	0.4778063	0.4109378	0.5623321	0.3113296	0.8130224	0.6284867	0.0108689	0.5209767	0.3919266	0.4022291	0.1366558	0.4290217	0.5249579	0.0000000	0.7402892	0.1474736	0.5872211	0.1627415	0.3298581	0.3616838	0.7316880	0.2618903	0.1143961	0.5577004	0.1923886	0.5891038	0.0151683	0.2229867	0.2860301	0.0505704	0.1528496	0.3188395	0.6615860	0.3587121	0.2254891	0.0301815	0.7640170	0.3733310	0.2220539	0.1702656	0.2453043	0.1837461	0.3582806	0.0209808	0.0742153	0.2459142	0.2446810	0.6208147	0.1942215	0.2455692	0.2239071	0.1440913	0.0432637	0.0087727	0.6481377	0.6234592	0.2698157	0.7414812	0.2326108	0.7149314	0.1768522	0.1100866	0.0552511	0.1243359	0.6210995	0.3023487	0.6355909	0.3767493	0.6234702	0.1779602	0.2164120	0.6321873	0.7005618	0.6357623	0.2968024	0.6892010	0.2843607	0.0287572	0.5962005	0.5755218	0.5647570	0.3165897
0.6832326	0.1073591	0.2816178	0.5789018	0.0490379	0.5741143	0.3711837	0.3479964	0.1439791	0.5648093	0.5339104	0.0231105	0.1689886	0.0433418	0.4483471	0.1945955	0.3931885	0.0000000	0.3592617	0.4598257	0.4985085	0.2645793	0.6358656	0.5213126	0.0163490	0.4134837	0.3516822	0.4139762	0.1015104	0.4224602	0.6819445	0.0000000	0.5939430	0.2392047	0.5228628	0.0632272	0.4485452	0.3987143	0.6867620	0.1889541	0.2588541	0.5100879	0.1919174	0.6481213	0.0584112	0.3415338	0.3182780	0.0590866	0.1589915	0.3891482	0.6486630	0.5049847	0.1401313	0.1563605	0.7626988	0.2859366	0.0432120	0.2126778	0.2257080	0.1611421	0.2706521	0.0300438	0.0195831	0.2255662	0.3141939	0.6553131	0.3135433	0.1853257	0.2656101	0.1801332	0.0143295	0.0011053	0.4938809	0.1345269	0.2971446	0.6449342	0.2919912	0.6372839	0.2744968	0.0969528	0.0710985	0.1584259	0.6475805	0.1297523	0.7347717	0.5474623	0.6155634	0.1776150	0.4241029	0.5192610	0.6714710	0.5568396	0.3190625	0.5970778	0.2843913	0.0122137	0.6193547	0.2323011	0.6923349	0.3476872
0.6242020	0.1083560	0.2500908	0.6931549	0.0617573	0.5149594	0.3074394	0.3884422	0.1413215	0.6074955	0.4534542	0.0142971	0.0814967	0.0716361	0.4227224	0.1780379	0.2983072	0.0000000	0.5385776	0.5024574	0.7117538	0.2777192	0.7268474	0.7110958	0.0062094	0.5206864	0.2692140	0.3352968	0.1254959	0.4851218	0.6901152	0.0090671	0.5662069	0.1612373	0.6659839	0.1596698	0.3982001	0.3485315	0.6409178	0.2555702	0.3242725	0.0000000	0.1509342	0.5819701	0.0143514	0.3247133	0.2375818	0.0113058	0.1192002	0.3968562	0.6473170	0.4942931	0.2363829	0.1233603	0.5787555	0.2955244	0.0727828	0.1236068	0.2649923	0.2131413	0.0032082	0.0319856	0.0193465	0.2851266	0.2687752	0.5415267	0.2024400	0.1318468	0.3158794	0.1515631	0.0298077	0.0097171	0.6163228	0.1324034	0.2982839	0.3801635	0.3095709	0.6887712	0.2291339	0.0836916	0.1036015	0.1224156	0.5018251	0.1191215	0.6614952	0.5905663	0.4131414	0.1139826	0.5330834	0.7671044	0.7213664	0.5946989	0.3107608	0.6914883	0.3138072	0.0111717	0.6133528	0.2452270	0.5035012	0.3864784
0.6294911	0.0908602	0.2735968	0.5180193	0.0434488	0.6242864	0.2810388	0.4066345	0.1106048	0.5804359	0.3798666	0.0151676	0.1642775	0.0644788	0.3078248	0.2477853	0.3997776	0.3017998	0.3678265	0.4195871	0.6456298	0.3844102	0.5767037	0.6918994	0.0074665	0.4373313	0.3574092	0.2631932	0.0000000	0.4192331	0.6714652	0.0135972	0.6168161	0.1846931	0.5816117	0.1067596	0.5278477	0.4457209	0.5599325	0.2567245	0.2021465	0.4954363	0.2705389	0.5993591	0.0000000	0.2679476	0.3629127	0.0463850	0.1162675	0.3099788	0.6116564	0.3870586	0.2462772	0.1706281	0.4760292	0.3536124	0.0900725	0.0842835	0.2276856	0.2012991	0.0070690	0.0548646	0.0670006	0.2698193	0.2944014	0.7811335	0.2831930	0.2705762	0.2742155	0.2229869	0.3990680	0.0054631	0.4631482	0.2939029	0.0934090	0.3607845	0.3426775	0.8061897	0.2254236	0.0395879	0.0486065	0.1310497	0.6657465	0.0362165	0.5147999	0.3376668	0.5653017	0.1253102	0.2491526	0.6317634	0.5812444	0.5525233	0.2657209	0.5645601	0.2584785	0.0011679	0.5323447	0.4589189	0.6461151	0.3379384
0.1637408	0.6820239	0.2779897	0.0000000	0.2494765	0.4830658	0.2967681	0.3768207	0.1175695	0.6667937	0.4460473	0.0055796	0.0910047	0.0493081	0.4034387	0.2405491	0.3361208	0.3160602	0.4865565	0.4224037	0.4876190	0.3212664	0.5755292	0.6582169	0.0081170	0.3837584	0.3449505	0.3020481	0.1750100	0.6157138	0.5876479	0.0000000	0.5902873	0.1497092	0.6005441	0.1165323	0.3963471	0.3895849	0.6326886	0.2505116	0.1826097	0.5405333	0.2166456	0.6595292	0.0266700	0.2561653	0.2159236	0.0793577	0.1763197	0.3377899	0.6232854	0.3472397	0.2221321	0.1676558	0.7750051	0.3481636	0.1209568	0.1304075	0.2030456	0.1871467	0.3418455	0.0639396	0.0781373	0.2793852	0.2833478	0.6772831	0.1592639	0.1991965	0.3389865	0.1912144	0.0113699	0.0013796	0.5425717	0.0712873	0.3230068	0.4824989	0.3650270	0.5776089	0.2882229	0.0688862	0.1038157	0.1357128	0.7638209	0.0426084	0.5849740	0.5575341	0.5226881	0.1694202	0.2292999	0.6689720	0.5892480	0.5148987	0.2511724	0.5780467	0.2605887	0.0139325	0.4809784	0.5059188	0.5998892	0.2809832
