"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G77A	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	1.0197430	0.0262846	0.9775646	0.2887770	0.0439580	0.3818271	1.0258118	0.7416637	0.4332624	0.1661336	1.0120858	0.9199638	0.4726712	0.6913725	0.9391262	0.1192603	0.4112737	0.1072725	0.5388987	0.3179535	0.4321386	0.0600989	0.7906413	0.9163186	0.4055338	1.0525501	1.0501789	0.5492551	0.7759323	0.3424117	0.8508110	0.5875224	0.0202951	1.0079286	1.0911599	0.4842309	0.3143690	1.0377146	0.6211874	0.7828092	1.0367479	0.8720307	0.8266450	0.2713624	0.9406102	0.5162650	0.2048602	0.9652266	0.3752650	0.6338116	0.6942925	0.4618986	0.1912861	0.0152230	0.9728044	1.0602753	0.1978994	0.5731221	0.0016727	0.0122660	0.8446696	0.3353267	0.6298998	0.7059534	0.8956527	0.5288713	0.7817721	0.7634948	0.9797994	0.6812686	0.2082918	0.5742909	0.8775863	0.6532297	0.2251825	0.7594180	0.0704180	0.1424306	0.0031783	0.8137690	0.0697207	0.7500863	0.6070647	0.3781100	0.6247808	0.5689866	0.0121041	0.4143917	0.5665344	0.4880269	0.8235485	0.0301868	0.8412526	0.5222877	0.0696848	0.7367999	0.3286902	0.5747367	0.2242688	0.1860159
500	1.0356398	0.0172058	0.9264574	0.2903409	0.0292881	0.4367581	1.0150735	0.6912262	0.4339498	0.1607928	0.8797437	0.7958285	0.5264805	0.7136183	0.9354946	0.0946453	0.4809885	0.1226124	0.5788293	0.3375929	0.4059185	0.0703627	0.7563272	0.8306566	0.2784319	1.0192340	1.0471030	0.6401183	0.7538709	0.4120615	0.8548461	0.5201386	0.0274188	0.9944463	1.0415415	0.4766402	0.4018394	1.0044052	0.7394736	0.7760298	0.9778704	0.8785956	0.8644311	0.2918655	0.8802474	0.5326260	0.1653014	0.9951897	0.3989521	0.5886080	0.7557615	0.5062862	0.1417601	0.0109811	1.1112578	0.9856615	0.1838298	0.5564179	0.0012985	0.0166037	0.8174877	0.3350824	0.6126903	0.6912059	0.9152922	0.5742510	0.6789727	0.8193585	1.0072851	0.6838296	0.1629179	0.5318683	0.8464994	0.6753967	0.2055822	0.8387989	0.0436910	0.1459941	0.0028664	0.7814503	0.0956354	0.7616953	0.5900881	0.3668642	0.6395111	0.5455436	0.0098469	0.4368055	0.6180871	0.4234624	0.8714392	0.0306718	0.7738773	0.5198991	0.0835696	0.6499177	0.3830598	0.6245861	0.1973071	0.2379782
550	0.9537631	0.0263548	0.9624223	0.5888958	0.0528773	0.4280979	1.0034245	0.7174515	0.3572348	0.2219853	0.8762181	0.7870588	0.5016529	0.7556950	0.9449531	0.0883615	0.3845215	0.1211289	0.7479166	0.4173237	0.4832575	0.0485654	0.7441139	0.6635503	0.3080329	0.9650623	1.1103174	0.6918656	0.7832945	0.4379806	0.9142816	0.5331280	0.0739549	0.8442010	0.9400432	0.4672058	0.3575447	0.9438353	0.7660346	0.6760873	0.9033147	0.8020577	0.8842321	0.2598791	0.7943607	0.6545405	0.2126289	0.9516991	0.4458382	0.7784262	0.6817629	0.5554639	0.2046222	0.0167812	1.0581445	1.0889663	0.1482494	0.5755372	0.0054582	0.0451100	0.7733193	0.3378658	0.3904413	0.5875683	0.9973320	0.4580332	0.7721048	0.7571657	1.0794820	0.7208465	0.1387342	0.4458638	0.8864435	0.6602616	0.1743646	0.8758015	0.0671296	0.1636680	0.0028029	0.7298866	0.0840259	0.7569584	0.6162367	0.3663288	0.4100179	0.5217899	0.0134436	0.4735012	0.5372727	0.4175196	0.7297038	0.0383538	0.8367816	0.4729315	0.0846653	0.6092330	0.2920001	0.5586033	0.1746041	0.2815088
600	1.0700277	0.0225444	0.8702812	0.7347280	0.0683922	0.4321208	1.0650821	0.7482594	0.2775995	0.2623339	0.9004545	0.7423489	0.4881213	0.8284178	0.9270079	0.1267352	0.3286568	0.2096285	0.8504813	0.4230629	0.5152782	0.0524923	0.6296508	0.3776212	0.3529977	0.7964354	1.0701592	0.5958824	0.6998230	0.4121690	0.9576473	0.5909539	0.1349933	0.9164542	0.8778727	0.3959468	0.3387749	0.8948098	0.8042315	0.5424711	0.9286673	0.8365165	0.8844664	0.2566576	0.8745080	0.7154145	0.3014949	0.9715305	0.4804048	0.9514132	0.6289971	0.5104941	0.1603156	0.0549890	1.0673426	1.0305187	0.1148484	0.5094654	0.0006549	0.0851157	0.8335176	0.2838925	0.1714062	0.5703384	0.9632054	0.4029835	0.8497507	0.5979860	1.0347481	0.6245287	0.1641242	0.4035899	0.9343263	0.7217246	0.2339570	0.8430593	0.0560478	0.1329442	0.0010940	0.7019382	0.1084111	0.8063858	0.6579888	0.3884570	0.2428586	0.5661918	0.0155794	0.4648687	0.6063382	0.5058206	0.6276375	0.1060219	0.8920731	0.5007865	0.0793859	0.7267330	0.1785171	0.5738168	0.1597151	0.3255319
650	1.0429347	0.0255429	0.8679474	0.8938723	0.0702395	0.4598279	1.0769435	0.7115714	0.2303208	0.2011190	1.0343721	0.8441325	0.5500163	0.9937809	0.8764585	0.2082465	0.3064608	0.2153783	0.8707917	0.4794979	0.5220114	0.0514787	0.6062749	0.2982079	0.2774506	0.7351980	1.0631519	0.6082411	0.6940707	0.5302097	0.8797691	0.6305335	0.1477704	0.9438018	0.8647422	0.3985094	0.2967191	0.8636629	0.8038009	0.8214926	0.9942108	0.8923801	0.9029587	0.2509223	0.9700486	0.8899300	0.2863646	0.9806911	0.5286160	0.9544931	0.5930291	0.5253066	0.1358064	0.1209835	1.0457135	0.9962953	0.0643384	0.3740834	0.0062771	0.0912773	0.8604575	0.3516143	0.0881683	0.5734488	0.9729912	0.4349251	0.9146745	0.5910337	1.0025126	0.4243674	0.2221378	0.3385504	0.9289435	0.7781029	0.1556101	0.8274297	0.0621111	0.1234703	0.0053153	0.7023455	0.1156901	0.6931250	0.7076928	0.4394567	0.1663599	0.5598602	0.0274146	0.5028409	0.5969586	0.5282294	0.5419349	0.0871548	0.8842240	0.5549160	0.0780331	0.7164259	0.1392373	0.5628883	0.1821423	0.2562085
700	1.0410858	0.0282785	0.8702274	0.9680954	0.0547638	0.4369869	1.0232551	0.8465090	0.1946687	0.1713803	1.0453938	0.8970239	0.5222803	1.0151367	0.9531360	0.2928179	0.3357916	0.2472087	0.9520402	0.4546623	0.5183035	0.1032326	0.5979508	0.1879882	0.2341650	0.8219568	1.1807252	0.5905078	0.5831564	0.5840523	0.9378063	0.6983172	0.1513480	0.9773968	0.9493154	0.3671952	0.2519917	0.7943435	0.9197597	0.7184489	1.0012017	0.9072702	0.8524390	0.2177114	1.0278991	1.0225029	0.3166342	0.9503407	0.5403998	1.0322470	0.5977996	0.4935466	0.1075486	0.1663595	1.0117484	0.8913048	0.1587668	0.2733780	0.0027011	0.1196750	0.9432018	0.3803935	0.0345837	0.6278196	0.9137424	0.3468304	0.9648752	0.4713296	1.0147083	0.3399025	0.2048114	0.3902106	0.9247908	0.8078654	0.1886107	0.8872094	0.0313790	0.0921804	0.0014197	0.5851192	0.0588909	0.5791652	0.7422127	0.4463758	0.1792454	0.6197060	0.0493366	0.5197555	0.6837837	0.4827001	0.4506621	0.1579067	0.8601728	0.5008362	0.0948315	0.7605371	0.1060825	0.5564570	0.1989925	0.1830731
750	1.0804902	0.0185482	0.9099768	1.0310457	0.0584001	0.4330256	1.0580290	0.7759593	0.1304546	0.1536335	0.9539333	0.9199374	0.4308604	0.9543303	0.9885811	0.3053762	0.3136147	0.2948856	0.9438201	0.4642751	0.5382849	0.0969083	0.6606540	0.1170694	0.2428441	0.8413757	1.0527290	0.6234510	0.5393595	0.5318168	0.9386882	0.6365779	0.1543057	0.9409498	0.8498852	0.2816045	0.2692350	0.8765693	0.8674349	0.7774156	0.9550579	0.8918095	0.7836336	0.1921462	0.8803720	1.0564379	0.3161714	0.9905398	0.6215981	1.0822295	0.6970111	0.4003501	0.1295523	0.2315126	0.9829540	0.9745321	0.1639142	0.3097116	0.0035086	0.1195510	0.9770265	0.3723954	0.0217605	0.6349409	0.9455172	0.3644899	0.8991587	0.4530713	1.0971494	0.3202817	0.2380202	0.3703253	0.8713969	0.8223624	0.1827168	1.0432861	0.0205265	0.0911619	0.0023683	0.5566539	0.0544877	0.5416318	0.5887943	0.4379773	0.1296636	0.5916303	0.0767149	0.5280265	0.7030770	0.4303468	0.3196722	0.1453441	0.8560682	0.5116007	0.1074237	0.8412513	0.1068507	0.5620710	0.2434176	0.1593805
800	0.9922599	0.0292779	0.9914380	0.9376377	0.0703184	0.4139271	0.8779431	0.8308944	0.1155660	0.1870971	0.9371943	0.9469787	0.4318488	1.0600183	0.9474716	0.3042861	0.2547780	0.3239766	0.9023905	0.5056154	0.4760647	0.1188786	0.6401881	0.0926003	0.1977937	0.7961387	0.9928721	0.6004608	0.4614115	0.5359851	0.9854670	0.5732305	0.1685959	0.9185687	0.7774159	0.2959955	0.2946209	0.8367735	0.8146752	0.6593541	0.9406359	0.8612107	0.8454186	0.2212263	0.9437969	0.9544272	0.2932611	1.0110184	0.6605348	0.9092459	0.6877554	0.4406356	0.1490352	0.2364237	0.9236238	1.0192310	0.1880858	0.2782251	0.0030521	0.1266839	0.9024534	0.4088553	0.0065168	0.6213028	0.9089021	0.3774596	0.8691152	0.4974130	1.0490637	0.3331630	0.2123779	0.4114557	0.7765076	0.8751792	0.1732125	0.8806463	0.0270268	0.0684906	0.0025904	0.5395935	0.0809314	0.6229910	0.5078868	0.4164372	0.1173396	0.5684023	0.0980217	0.4848945	0.7909358	0.4686137	0.1920406	0.1522759	0.9178797	0.5444458	0.0768334	0.9747034	0.0720962	0.6351565	0.2586034	0.1628686
850	1.0544493	0.0334259	0.9180338	0.8873618	0.0530533	0.2792595	0.9303164	0.8575025	0.1026004	0.2585582	1.0397215	0.8562288	0.5104509	1.0414182	0.9806668	0.2654939	0.2434610	0.3445205	0.9924124	0.4183050	0.4436833	0.1830840	0.6522645	0.0496780	0.2269449	0.7279748	1.0146216	0.5761276	0.4736607	0.5005883	0.9044094	0.5510519	0.1385910	0.9580949	0.8514388	0.3295418	0.3178291	0.8004455	0.8018504	0.7942144	0.9877106	0.8877682	0.8427044	0.2869364	0.9648012	1.0132502	0.3012284	0.9625637	0.6789087	0.8087234	0.7178648	0.4436321	0.1330262	0.2524163	1.0258819	1.0414307	0.1748404	0.2486640	0.0058236	0.0554782	0.8079830	0.3974464	0.0090662	0.6873991	0.8991269	0.3245395	0.7790597	0.5434457	0.9321354	0.3128360	0.2310411	0.4328689	0.6163102	0.8431217	0.1477781	0.8502184	0.0202046	0.0912920	0.0013973	0.5698448	0.0928851	0.6971303	0.6548627	0.4534997	0.0923959	0.5704650	0.1201410	0.5329331	0.7594995	0.4266159	0.0860529	0.1325064	0.9144634	0.5491230	0.0530852	0.8988739	0.0309182	0.6070920	0.2208211	0.2326451
900	0.9705143	0.0371135	0.9255605	0.8833658	0.0292689	0.3434044	0.9472311	0.8220142	0.1618191	0.2274887	0.9540634	0.7273075	0.5160405	0.9592163	1.0212150	0.2533227	0.3117688	0.3081142	0.9190378	0.4731031	0.4126906	0.1119061	0.6502041	0.0412720	0.2400949	0.7934324	0.9951035	0.5516374	0.5387678	0.5322614	1.0006324	0.5611199	0.1350277	0.9345823	0.8883690	0.3242533	0.2679562	0.8054636	0.7793943	0.8603766	0.9408393	0.8875671	0.8573763	0.2045434	0.9340297	1.0248557	0.3019838	1.0130677	0.7424639	1.0521922	0.6021085	0.4098708	0.1119302	0.3237259	1.0370985	1.0496552	0.1575420	0.2667538	0.0017492	0.0167787	0.8345331	0.4398176	0.0017511	0.6811517	0.9375561	0.3716697	0.8267161	0.5513321	0.8975469	0.2656671	0.2251195	0.4506177	0.6161925	0.7882510	0.1405738	0.8491021	0.0232469	0.1095867	0.0009938	0.6544858	0.1096401	0.6925041	0.6249165	0.4108777	0.0698329	0.5470544	0.1336119	0.4513391	0.8541956	0.4058124	0.0344803	0.1345363	0.9133555	0.5662601	0.0673140	0.9489610	0.0440483	0.6497974	0.2142113	0.2576954
950	0.9965795	0.0422713	0.9199047	0.9766871	0.0413624	0.3288669	0.9444798	0.8173610	0.1899432	0.2088094	0.9975313	0.7452412	0.5061072	0.9825004	1.0867479	0.2606372	0.3282806	0.2384297	1.0167722	0.4237478	0.5271149	0.1139330	0.6375502	0.0365331	0.1996522	0.7200736	1.0913321	0.6467923	0.5445419	0.4749923	1.1082240	0.5591800	0.1513041	0.9382213	0.8592830	0.3736277	0.2908820	0.9215837	0.9158539	0.8473479	1.0328024	0.9463481	0.8292461	0.2177103	0.8945752	1.0541488	0.3347487	1.0495828	0.8779814	0.9200314	0.6492892	0.3399226	0.1514271	0.2481073	1.0621063	0.9919390	0.1665189	0.3089697	0.0030684	0.0097118	0.9022815	0.4265038	0.0040319	0.7290393	1.0244809	0.3841823	0.7786047	0.5886362	0.8159318	0.2788034	0.1974965	0.4602718	0.6434462	0.7637873	0.1331197	0.8069655	0.0134085	0.0955392	0.0018528	0.5645504	0.1304029	0.7264386	0.6499316	0.4642922	0.1004431	0.5747342	0.0733235	0.5512544	0.8215486	0.4039345	0.0121878	0.1755518	0.8708322	0.4858923	0.0992300	0.9953803	0.0439640	0.6240902	0.1964295	0.2385988
1000	0.9629889	0.0345880	0.9798062	1.0460860	0.0308728	0.4248568	0.9640762	0.7733980	0.1559612	0.2227835	0.9252962	0.8538832	0.5100312	1.0872527	0.9784367	0.2252607	0.2866090	0.2149430	0.9373966	0.4794926	0.5168380	0.1304445	0.6109497	0.0362450	0.2113984	0.7903190	0.9680705	0.6209346	0.5707829	0.4593071	1.0567676	0.6020560	0.1313581	0.9399530	0.8506218	0.3645723	0.3394877	0.9189969	0.9637041	0.8033893	1.0239130	0.9239285	0.9392028	0.2489741	0.8496478	0.9860426	0.3041985	0.9205962	0.8666527	0.9707811	0.6025416	0.4319443	0.1333964	0.2963005	1.0025739	0.9325312	0.1918169	0.2770769	0.0000781	0.0034726	0.9530229	0.4353494	0.0000477	0.6984402	1.0200264	0.3773268	0.8103577	0.6305385	0.7220388	0.2395971	0.2090441	0.4335860	0.7057305	0.7240170	0.2038922	0.7285234	0.0164089	0.0805557	0.0000050	0.4714371	0.0709922	0.7335893	0.6436458	0.4282823	0.1161829	0.6163920	0.0776927	0.4668307	0.8406785	0.4400205	0.0132195	0.2143594	0.9769296	0.4566465	0.0924791	0.8730041	0.0394070	0.6729455	0.1876624	0.1956416

0	0.9837998	0.0288125	0.9983006	1.0219431	0.0435733	0.4065830	1.0707053	0.8385051	0.1330733	0.2517505	1.0099636	0.8564744	0.4799662	0.9299792	0.9120643	0.2966966	0.3495682	0.2356338	1.0143880	0.4697161	0.4263601	0.0963301	0.6009234	0.0855189	0.2438481	0.8711704	1.0286219	0.5685666	0.5571444	0.4726373	1.0502030	0.6465676	0.1823975	0.9690539	0.9324460	0.4132495	0.3314785	0.9330149	0.7656158	0.5862662	0.9852450	0.8772302	0.8278266	0.1978186	0.8688959	1.0483053	0.2802439	1.0402727	0.7702226	1.0612716	0.6462390	0.3790422	0.1846281	0.3026603	1.0575458	1.0641466	0.2049016	0.2251324	0.0085712	0.0358565	0.8473086	0.3965434	0.0055530	0.6110981	1.0208351	0.4124379	0.7821681	0.5529564	0.7920636	0.3813731	0.2027849	0.4075422	0.5256807	0.8298380	0.2193598	0.9043144	0.0317418	0.1121110	0.0020466	0.5141246	0.1009717	0.7080954	0.5973717	0.4025589	0.0718934	0.6117033	0.0522403	0.5223939	0.7607502	0.4963140	0.0617389	0.1865289	0.8137976	0.5818046	0.0993771	0.8955293	0.0411783	0.6261514	0.2823957	0.2503217
