Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.2753301	0.7824822	0.1366761	0.5940799	0.8999004	1.0430286	0.9792640	0.5300390	0.0027454	0.0390539	0.7664150	0.6421281	0.5731693	0.1625024	0.0493302	0.9514177	1.1184091	0.0369304	0.7421423	1.0237626	0.0046182	0.3166140	0.2881587	0.1539989	0.6705580	0.5061456	0.4739467	0.7786407	0.8948825	0.9656353	0.5520527	0.8333948	0.1585750	0.4173637	0.1656671	0.5489296	0.3007696	0.0459220	0.5672811	0.8388831	0.9625736	0.9453413	0.5807062	0.7104275	1.0855855	0.0767078	0.8632113	1.0466019	0.0123456	0.0059225	0.5498142	0.1507157	0.2725186	0.1594761	0.9118717	0.1659241	0.5566056	0.2008226	0.9722686	0.5522805	0.1840307	0.3563252	0.3078727	0.3561273	0.8947945	0.1598370	0.7430349	0.8244982	0.2597208	0.5771816	0.1192113	0.4433084	0.1724843	0.6677529	0.4455559	0.0021885	0.7257882	0.3411981	0.3060209	0.5709416	0.5130928	0.9344590	0.9889237	0.0005042	0.2023705	1.0008781	0.6696051	0.4917160	0.8994516	0.0939454	0.3481803	0.4339267	0.1160938	0.1172570	0.0041783	0.0161737	0.9954073	0.0452559	0.9739566	0.4371089
50	0.4478629	0.8157910	0.1664495	0.5799285	0.4947533	1.0447136	0.9073376	0.3793156	0.0000000	0.0154738	0.9370375	0.3900103	0.5526933	0.3228281	0.0345475	1.0243214	0.9200618	0.1340156	0.9565930	0.7827442	0.2549249	0.1066384	0.2875075	0.1149254	0.7425337	0.3756098	0.6303470	0.8203371	0.8822037	0.8799675	0.4204508	0.5520276	0.4433414	0.3023562	0.1357259	0.4075706	0.2629895	0.0690038	0.5285392	0.7954524	0.9457589	0.8655478	0.2932738	0.8469340	1.0532915	0.1182936	0.9410506	0.9648215	0.0122474	0.0028058	0.5383586	0.4966406	0.2423305	0.1912387	0.9581571	0.0797472	0.5388974	0.2523856	0.9461704	0.5918987	0.0998371	0.4005557	0.3040790	0.2543804	0.9692566	0.4281112	0.9108975	0.2288764	0.1458845	0.4753094	0.0736263	0.4636392	0.1155967	0.5827194	0.4987773	0.0004446	0.7179544	0.3594020	0.3768742	0.4602150	0.5190009	0.9796119	0.8015077	0.0011914	0.2450805	0.9451134	0.6809977	0.5808760	0.7877089	0.0951052	0.2847221	0.5026640	0.0976706	0.1555379	0.0079992	0.1265445	0.9210638	0.0313783	0.6126602	0.3761566
100	0.5574996	0.7424744	0.1559514	0.5684370	0.3371369	0.9510456	0.8980654	0.3110643	0.0016336	0.0182131	0.9740436	0.3037208	0.5903277	0.3620751	0.0330356	1.0096658	0.8254425	0.1105536	0.9927796	0.6088000	0.3259005	0.0489707	0.4093469	0.1348806	0.7176422	0.4003916	0.6841645	0.8124882	0.7695507	0.7983820	0.5433273	0.7151055	0.5374854	0.2707963	0.1009625	0.2930761	0.3356769	0.0730467	0.5649299	0.7468731	0.9309108	0.8751299	0.2232460	0.7850489	0.9220751	0.0959475	0.8629011	1.0325058	0.0102951	0.0025147	0.5738761	0.5331255	0.1659870	0.1785734	0.8831423	0.0604943	0.5683419	0.4544033	0.9666958	0.5825270	0.0813291	0.4453913	0.3146208	0.3522178	0.9581145	0.3526183	0.8444432	0.1135814	0.2574732	0.5771590	0.2000971	0.3697865	0.1114662	0.6213433	0.5543738	0.0005227	0.7378819	0.2000561	0.3184602	0.5136291	0.5015504	1.0094928	0.8764615	0.0000000	0.2123973	0.9965113	0.6745413	0.4567510	0.7408833	0.1421723	0.2998379	0.4369497	0.0840209	0.1149018	0.0071382	0.1607405	0.7777444	0.0292078	0.4580647	0.3621245
150	0.4358244	0.7034985	0.1533552	0.6643176	0.3007313	1.0698230	0.5338116	0.2314066	0.0186303	0.0160333	0.8190139	0.2468877	0.6467132	0.5102977	0.0268353	1.0245681	0.6992634	0.1180169	1.0202916	0.5071343	0.3454498	0.0377265	0.4738443	0.1513149	0.7247982	0.5041790	0.6133170	0.8154283	0.8161485	0.8201541	0.5744658	0.7346689	0.5200959	0.3095070	0.1141845	0.3193127	0.3219868	0.0669947	0.5763981	0.8121148	1.0394068	0.7359188	0.2418395	0.7879039	0.8742257	0.0812835	0.8882176	1.0399068	0.0058429	0.0054308	0.5320788	0.5193532	0.0968425	0.1749582	0.9944013	0.0279583	0.5264194	0.5763009	0.9271000	0.5887691	0.0529547	0.3869399	0.2772130	0.4590237	0.8665043	0.3819737	0.8027970	0.0603453	0.2378731	0.6936891	0.3520787	0.4158516	0.0905631	0.5138178	0.5910430	0.0001560	0.7797375	0.0390423	0.3054785	0.5765908	0.3753521	0.9241316	0.7618995	0.0148039	0.2194710	0.9747899	0.6051659	0.3180664	0.7835279	0.3041398	0.3354243	0.3917932	0.0925717	0.1118648	0.0040118	0.1796146	0.7940296	0.0240983	0.4206764	0.3836436
200	0.4734777	0.6858481	0.1562382	0.6552343	0.3040244	1.0454926	0.2709894	0.2260827	0.0158786	0.0183302	0.7608728	0.2222649	0.7141863	0.5812994	0.0263036	0.9971290	0.6781063	0.1297124	1.0296781	0.5474079	0.3445276	0.0439075	0.4767620	0.1576883	0.6937021	0.4970771	0.5997743	0.8546568	0.7646216	0.8387607	0.5454900	0.7870028	0.4315786	0.4233094	0.1117582	0.4119087	0.3443555	0.0568305	0.5716227	0.7895461	0.9996616	0.7678439	0.2790988	0.7278489	0.9409746	0.0748820	0.8632588	0.9778649	0.0101998	0.0123189	0.5121869	0.5511123	0.0788048	0.1985121	0.8892409	0.0104900	0.5729707	0.5814935	0.9715940	0.5781662	0.0336025	0.3270448	0.4110775	0.4600639	0.8588965	0.4461062	0.7676060	0.0605600	0.1912621	0.6974291	0.3666768	0.4136201	0.0491760	0.5183286	0.6582218	0.0014683	0.6882610	0.0063985	0.3117930	0.7116088	0.3084133	0.9802931	0.7895168	0.0032492	0.1723087	1.0084191	0.6708872	0.3389772	0.8675267	0.4823129	0.3387545	0.3684859	0.1027948	0.1355181	0.0052640	0.1516991	0.7420595	0.0211199	0.4006664	0.3744893
250	0.3961817	0.7124463	0.1291639	0.7507913	0.2947553	0.9097928	0.2585504	0.2813152	0.0157702	0.0177010	0.6908547	0.1860583	0.7398436	0.5379169	0.0298650	1.0222641	0.6226715	0.1490056	0.9233863	0.5579755	0.3702074	0.0326924	0.5837319	0.1582469	0.7757956	0.5028571	0.5825388	0.8653810	0.9288237	0.8066473	0.5735323	0.7549949	0.5185766	0.4072434	0.1283344	0.4482276	0.3270881	0.0649743	0.6283129	0.7691612	1.0214089	0.7507189	0.2408935	0.7881828	1.1314339	0.1063932	0.8435772	0.9844274	0.0093140	0.0013775	0.5202189	0.4596438	0.0555195	0.1778882	0.7916203	0.0063642	0.5376137	0.5583252	0.9407055	0.6183303	0.0354192	0.2583367	0.5513052	0.4559911	0.8226784	0.4330235	0.7766859	0.0442086	0.1425200	0.7185403	0.3501990	0.3433600	0.0416654	0.5517909	0.6156229	0.0013396	0.6713913	0.0022913	0.2944349	0.6391922	0.2752309	0.9794181	0.7965393	0.0013466	0.1398982	0.9941470	0.7245203	0.3223379	0.8187192	0.4458508	0.4619768	0.3601778	0.1625863	0.1004545	0.0064456	0.1896095	0.7167596	0.0272904	0.4086298	0.4073537
300	0.4173187	0.7165260	0.1389410	0.6724666	0.2980997	0.9206168	0.3643592	0.2834592	0.0362245	0.0317640	0.5745614	0.2094700	0.7281676	0.6892294	0.0519558	0.9672150	0.6877537	0.1420239	0.9899451	0.5746501	0.3162786	0.0479431	0.5763026	0.1432302	0.7118083	0.5783038	0.5355499	0.8287202	0.8431311	0.8558849	0.4538102	0.6642133	0.4731962	0.3951474	0.1459499	0.4745246	0.3250400	0.0610413	0.5693072	0.8144669	1.0646958	0.6868559	0.2633605	0.8723572	1.0092734	0.1004230	0.8499560	0.9833955	0.0069441	0.0049917	0.4909850	0.5247318	0.0287097	0.1406238	0.7306815	0.0166533	0.5157020	0.5528655	0.8733485	0.5846426	0.0253160	0.2309678	0.5717020	0.4490119	0.7556488	0.4206948	0.7979874	0.0516227	0.1173636	0.7415257	0.3428436	0.3269537	0.0448125	0.5775531	0.6614171	0.0001463	0.6026442	0.0011692	0.2695414	0.6307711	0.2476934	0.9381091	0.7739668	0.0054357	0.1831446	1.0156368	0.7059261	0.2817698	0.7873129	0.3893158	0.4438351	0.2858478	0.1358982	0.0760143	0.0095251	0.1624192	0.7257487	0.0391567	0.3733966	0.3148922
350	0.3958660	0.7700885	0.0987654	0.5935871	0.2766875	0.9447764	0.5701764	0.2736987	0.0477667	0.0574702	0.5561028	0.1905737	0.7884693	0.6905685	0.0226696	1.0138530	0.7065694	0.1145903	1.0618736	0.5950731	0.3494149	0.0343118	0.6323047	0.1159543	0.7898907	0.5318003	0.5972668	0.7699178	0.8791205	0.7999481	0.4857341	0.6353207	0.5367563	0.3433965	0.1182813	0.5086736	0.3773017	0.0541146	0.5401180	0.8740106	1.0715824	0.7020423	0.2086016	0.8244816	1.0376125	0.0912912	0.8497379	0.9769331	0.0068106	0.0084725	0.5306467	0.5883058	0.0332123	0.1798403	0.7985978	0.0125786	0.5568946	0.6720140	0.8933463	0.6931571	0.0213753	0.1799399	0.5470000	0.4866038	0.8234296	0.4214294	0.7749194	0.0482622	0.1063770	0.7093513	0.3863786	0.3154437	0.0444313	0.5599509	0.6620877	0.0000099	0.5914743	0.0005921	0.2950107	0.6488508	0.2650338	0.9271601	0.7166902	0.0052106	0.1466411	0.9273715	0.6860239	0.2653415	0.8442952	0.3667948	0.5594065	0.3181788	0.1602919	0.0612156	0.0058973	0.1343571	0.7239143	0.0407694	0.4006709	0.3545243
400	0.4134034	0.6797785	0.0908543	0.6274825	0.2962335	0.9552565	0.4382593	0.3050917	0.0405013	0.0589781	0.5744075	0.1762801	0.7333282	0.6928036	0.0308147	1.0376141	0.6531563	0.1459244	1.1176553	0.5234134	0.3786111	0.0287705	0.5600299	0.1166939	0.7683190	0.5166176	0.5666929	0.7963358	0.8038162	0.7356450	0.4807581	0.7354856	0.4783171	0.3098520	0.1187623	0.4995033	0.3846044	0.0577508	0.4923323	0.7499964	1.0348977	0.7109382	0.2165276	0.9180310	0.9953682	0.0907245	0.7561053	0.9680537	0.0142740	0.0047802	0.4909683	0.5711677	0.0195679	0.1408038	0.8840373	0.0161761	0.5585417	0.6238167	0.9729865	0.6833796	0.0240741	0.2128832	0.5715694	0.6067250	0.8166913	0.4986084	0.6797483	0.0455394	0.0866033	0.7184224	0.4684236	0.3355498	0.0271351	0.5151985	0.6271580	0.0008357	0.5862761	0.0016182	0.2956969	0.6293416	0.3004257	0.8123945	0.7531599	0.0013934	0.1569544	0.9762290	0.7644397	0.3008855	0.8268963	0.2828961	0.4990853	0.3269629	0.1575968	0.0777415	0.0059770	0.1561923	0.7018638	0.0392094	0.3950871	0.3506110
450	0.3291203	0.7647489	0.1443917	0.6798446	0.2723047	0.9670194	0.5357222	0.2916021	0.0341305	0.0666719	0.4960413	0.1582977	0.7354961	0.7760007	0.0415594	1.0344004	0.6377563	0.1294862	1.1237087	0.5690588	0.3991090	0.0329870	0.5606605	0.1449831	0.7407615	0.5321424	0.5562852	0.8146264	0.8891765	0.7444379	0.5338956	0.7890915	0.5169420	0.2387573	0.1142502	0.5077804	0.3051499	0.0745762	0.5850224	0.7368399	1.0222021	0.7823033	0.2454501	0.8697088	0.9447860	0.0827725	0.6847177	0.9388718	0.0001981	0.0028786	0.4934045	0.6082485	0.0310030	0.1858033	0.7655791	0.0114713	0.4717893	0.6293226	1.0102115	0.6803403	0.0255528	0.2265515	0.5744388	0.5290973	0.7764500	0.5593897	0.6890126	0.0336566	0.1131174	0.7128945	0.4366662	0.3484370	0.0248602	0.5559758	0.6446638	0.0022667	0.5541645	0.0003497	0.2979679	0.6343347	0.2960293	0.8305454	0.7848087	0.0012920	0.2552802	0.9300097	0.7050745	0.3273169	0.7635459	0.2394868	0.5057332	0.3066320	0.1738573	0.0742628	0.0063693	0.1811777	0.7193043	0.0323779	0.3686622	0.3218039
500	0.2960110	0.6981142	0.1693955	0.6295015	0.2866533	0.9681470	0.5229842	0.2677175	0.0337834	0.0986338	0.4751321	0.1568254	0.8395866	0.6601272	0.0255559	0.9758909	0.6829240	0.1630640	1.0409060	0.5048388	0.4181596	0.0567463	0.5580809	0.1452826	0.7164445	0.5210969	0.5435777	0.8302486	0.8959517	0.7627831	0.4919132	0.7097229	0.4887799	0.2788587	0.1039498	0.4641626	0.2982617	0.0527952	0.6025798	0.7365104	1.0128976	0.6632941	0.2293213	0.8124764	1.0005451	0.0789204	0.7264664	0.9138530	0.0083728	0.0021011	0.5041463	0.5877374	0.0545763	0.1694137	0.7516835	0.0227531	0.5068477	0.6202992	0.9539673	0.6472168	0.0222763	0.3062001	0.5488642	0.5029322	0.8269842	0.5521248	0.7153111	0.0344959	0.0953921	0.7228982	0.3550357	0.3171682	0.0151357	0.4971803	0.6187650	0.0033898	0.6127998	0.0017768	0.2553600	0.5334959	0.3509365	0.8609530	0.8144420	0.0018195	0.1718137	1.0479295	0.6617863	0.3375958	0.7689049	0.3265961	0.4777385	0.3557938	0.1826624	0.0471594	0.0031188	0.1843928	0.7168416	0.0422379	0.3599758	0.3209270
